method,schedule_family,schedule_action,schedule_cell_count,samples,speedup_geomean,speedup_mean,speedup_min,speedup_max,ssim_mean,ssim_min,ssim_p05,psnr_mean_db,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_fallbacks_mean,cache_refreshes_mean
c_s16-16_b18-18_br0,single_cell,C,1,1,0.9986249024093389,0.9986249024093389,0.9986249024093389,0.9986249024093389,0.965094925478936,0.965094925478936,0.965094925478936,33.66968699340796,0.0,1.0,1.0,0.0,1.0
c_s16-16_b18-18_br1,single_cell,C,1,1,0.9899032512416645,0.9899032512416645,0.9899032512416645,0.9899032512416645,0.9692318471774857,0.9692318471774857,0.9692318471774857,34.47060504819661,0.0,1.0,1.0,0.0,1.0
c_s16-16_b24-24_br0,single_cell,C,1,1,0.9652754950003891,0.9652754950003891,0.9652754950003891,0.9652754950003891,0.9708468682299568,0.9708468682299568,0.9708468682299568,34.911614962147574,0.0,1.0,1.0,0.0,1.0
c_s16-16_b24-24_br1,single_cell,C,1,1,0.9911297065754712,0.9911297065754712,0.9911297065754712,0.9911297065754712,0.9720600926994817,0.9720600926994817,0.9720600926994817,35.24217366418139,0.0,1.0,1.0,0.0,1.0
c_s19-19_b00-00_br0,single_cell,C,1,1,0.9980500079036324,0.9980500079036324,0.9980500079036324,0.9980500079036324,0.7364225020064576,0.7364225020064576,0.7364225020064576,21.820138136804935,0.0,1.0,1.0,0.0,1.0
c_s19-19_b00-00_br1,single_cell,C,1,1,0.9654826775046365,0.9654826775046365,0.9654826775046365,0.9654826775046365,0.7933433533226448,0.7933433533226448,0.7933433533226448,23.432813454209484,0.0,1.0,1.0,0.0,1.0
c_s19-19_b06-06_br0,single_cell,C,1,1,0.9992104174704134,0.9992104174704134,0.9992104174704134,0.9992104174704134,0.9660300077962681,0.9660300077962681,0.9660300077962681,33.77785476697005,0.0,1.0,1.0,0.0,1.0
c_s19-19_b06-06_br1,single_cell,C,1,1,0.9915291518947976,0.9915291518947976,0.9915291518947976,0.9915291518947976,0.9726045919119697,0.9726045919119697,0.9726045919119697,35.293032723069004,0.0,1.0,1.0,0.0,1.0
c_s19-19_b12-12_br0,single_cell,C,1,1,0.9987613776863078,0.9987613776863078,0.9987613776863078,0.9987613776863078,0.9676293875053055,0.9676293875053055,0.9676293875053055,34.28104012966843,0.0,1.0,1.0,0.0,1.0
c_s19-19_b12-12_br1,single_cell,C,1,1,0.9896857530364555,0.9896857530364555,0.9896857530364555,0.9896857530364555,0.973958541854572,0.973958541854572,0.973958541854572,35.79233792269058,0.0,1.0,1.0,0.0,1.0
c_s19-19_b18-18_br0,single_cell,C,1,1,0.9723226041102392,0.9723226041102392,0.9723226041102392,0.9723226041102392,0.9408194364061013,0.9408194364061013,0.9408194364061013,30.519015373644876,0.0,1.0,1.0,0.0,1.0
c_s19-19_b18-18_br1,single_cell,C,1,1,0.9876312742669935,0.9876312742669935,0.9876312742669935,0.9876312742669935,0.9561071001743435,0.9561071001743435,0.9561071001743435,32.083700590105025,0.0,1.0,1.0,0.0,1.0
c_s19-19_b24-24_br0,single_cell,C,1,1,0.9982573414035898,0.9982573414035898,0.9982573414035898,0.9982573414035898,0.9418386002409044,0.9418386002409044,0.9418386002409044,30.758895161774788,0.0,1.0,1.0,0.0,1.0
c_s19-19_b24-24_br1,single_cell,C,1,1,0.9496844678505737,0.9496844678505737,0.9496844678505737,0.9496844678505737,0.957799147692455,0.957799147692455,0.957799147692455,32.49801141085594,0.0,1.0,1.0,0.0,1.0
dense,reference,,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,0.0
