method,block,target_step,ar2_risk,method_risk,risk_reduction,risk_gate_pass
broyden2,25,6,0.37929021533654556,0.13439745906940131,2.8221531713682504,True
broyden2,26,6,0.21791751394033748,0.20097325703704724,1.0843110031309626,False
broyden2,27,6,0.15637631450544331,0.1556439584087204,1.0047053294211379,False
broyden2,28,6,0.15123099385871205,0.15219093132397804,0.9936925449045153,False
broyden2,29,6,0.05359234547733044,0.053193447435939754,1.0074990071262269,False
broyden4,20,4,0.4083988112787932,0.3756404890280592,1.087206579715338,False
broyden4,21,4,0.6291518130547696,0.4844665833070321,1.2986485234133123,False
broyden4,22,4,0.6494276626314888,0.5289451703362907,1.2277787926839339,False
broyden4,23,4,0.6298958621256536,0.601509068487083,1.0471926278850112,False
broyden4,24,4,0.5411006886384879,0.24319722360375007,2.2249459949432753,True
broyden4,25,4,0.5158379106462763,0.18146177331101343,2.8426808645927,True
broyden4,26,4,0.2798796694240002,0.25521152967786487,1.0966576227072193,False
broyden4,27,4,0.20750002881975982,0.20495899756714844,1.0123977541009337,False
broyden4,28,4,0.20557282190585566,0.21980158637499217,0.9352654150327125,False
broyden4,29,4,0.08127007014716658,0.0708695878381172,1.1467552250029525,False
broyden4,20,6,0.29887318639922006,0.2701581860280769,1.1062895809056064,False
broyden4,21,6,0.4819707044908762,0.3240121478562048,1.4875081310370275,False
broyden4,22,6,0.5023004431120114,0.4017441744860432,1.2502992576173908,False
broyden4,23,6,0.5361550680400534,0.4701088746187858,1.1404912712503563,False
broyden4,24,6,0.443817934011484,0.2056895112008609,2.157708146712862,True
broyden4,25,6,0.37929021533654556,0.13443569404909173,2.821350520182836,True
broyden4,26,6,0.21791751394033748,0.200942762292829,1.0844755563913846,False
broyden4,27,6,0.15637631450544331,0.155680253694088,1.0044710924785816,False
broyden4,28,6,0.15123099385871205,0.15310449523476144,0.9877632503658585,False
broyden4,29,6,0.05359234547733044,0.05315630875660649,1.0082029157201355,False
transport2_history,20,4,0.4083988112787932,0.3674264705643285,1.111511673754848,False
transport2_history,21,4,0.6291518130547696,0.4842835897500544,1.299139236535939,False
transport2_history,22,4,0.6494276626314888,0.5080404808303792,1.2782990472924831,False
transport2_history,23,4,0.6298958621256536,0.5030881716911619,1.252058580523211,False
transport2_history,24,4,0.5411006886384879,0.24002347433637414,2.2543657037485327,True
transport2_history,25,4,0.5158379106462763,0.18527696760416393,2.7841448255367673,True
transport2_history,26,4,0.2798796694240002,0.273975998693283,1.0215481310730667,False
transport2_history,27,4,0.20750002881975982,0.22371909520360803,0.9275025389804695,False
transport2_history,28,4,0.20557282190585566,0.2320820322760629,0.8857765501696643,False
transport2_history,29,4,0.08127007014716658,0.08700156260292682,0.9341219596029713,False
transport2_history,20,6,0.29887318639922006,0.2758834940719587,1.083331162687337,False
transport2_history,21,6,0.4819707044908762,0.3441978871042487,1.4002721183029798,False
transport2_history,22,6,0.5023004431120114,0.41228165449937026,1.2183429401484043,False
transport2_history,23,6,0.5361550680400534,0.44904735667786955,1.1939833517930534,False
transport2_history,24,6,0.443817934011484,0.20402717130629333,2.175288375415487,True
transport2_history,25,6,0.37929021533654556,0.1383804182913321,2.7409240412760307,True
transport2_history,26,6,0.21791751394033748,0.21480276143605995,1.0145005235661493,False
transport2_history,27,6,0.15637631450544331,0.17226561627609638,0.9077627787010805,False
transport2_history,28,6,0.15123099385871205,0.17231846721388777,0.8776249946037344,False
transport2_history,29,6,0.05359234547733044,0.06305161517119003,0.8499757751141357,False
transport4_history,20,4,0.4083988112787932,0.36514405501878516,1.1184594289992829,False
transport4_history,21,4,0.6291518130547696,0.4859102815156439,1.2947900816017495,False
transport4_history,22,4,0.6494276626314888,0.5083010726760763,1.2776436988661402,False
transport4_history,23,4,0.6298958621256536,0.5013298688491659,1.2564498970939415,False
transport4_history,24,4,0.5411006886384879,0.23981128131744195,2.256360441701758,True
transport4_history,25,4,0.5158379106462763,0.18577076508336993,2.7767442870506525,True
transport4_history,26,4,0.2798796694240002,0.2747325123424826,1.0187351582003559,False
transport4_history,27,4,0.20750002881975982,0.22432049647983066,0.9250159128388733,False
transport4_history,28,4,0.20557282190585566,0.23243907914176543,0.8844159194955168,False
transport4_history,29,4,0.08127007014716658,0.08721705451008825,0.9318139738113514,False
transport4_history,20,6,0.29887318639922006,0.2781408165309016,1.0745391134134932,False
transport4_history,21,6,0.4819707044908762,0.34448595069667587,1.3991011927080224,False
transport4_history,22,6,0.5023004431120114,0.41349560506317995,1.2147660989897644,False
transport4_history,23,6,0.5361550680400534,0.4481842312836212,1.1962827574376713,False
transport4_history,24,6,0.443817934011484,0.2039113934591364,2.1765234717030397,True
transport4_history,25,6,0.37929021533654556,0.13861144805158923,2.736355623349228,True
transport4_history,26,6,0.21791751394033748,0.21532617535269244,1.0120344801713055,False
transport4_history,27,6,0.15637631450544331,0.17269196021142816,0.9055216833139802,False
transport4_history,28,6,0.15123099385871205,0.17252095984722066,0.8765949018173655,False
transport4_history,29,6,0.05359234547733044,0.06323940322230001,0.8474517902855898,False
transport2_qk,20,4,0.4083988112787932,0.367038260285182,1.1126873012134342,False
transport2_qk,21,4,0.6291518130547696,0.4833736126149218,1.3015849368591448,False
transport2_qk,22,4,0.6494276626314888,0.5080733227524582,1.2782164178848272,False
transport2_qk,23,4,0.6298958621256536,0.5025586221380731,1.2533778834513674,False
transport2_qk,24,4,0.5411006886384879,0.24001419158687645,2.254452893226645,True
transport2_qk,25,4,0.5158379106462763,0.18500629247504022,2.788218193799379,True
transport2_qk,26,4,0.2798796694240002,0.27173066657582445,1.0299892645569388,False
transport2_qk,27,4,0.20750002881975982,0.22107845420431957,0.9385809646922416,False
transport2_qk,28,4,0.20557282190585566,0.23018391088426093,0.8930807592769592,False
transport2_qk,29,4,0.08127007014716658,0.08675524009688651,0.9367741943472901,False
transport2_qk,20,6,0.29887318639922006,0.2792881992223652,1.0701246498469545,False
transport2_qk,21,6,0.4819707044908762,0.34391508668640347,1.401423558165559,False
transport2_qk,22,6,0.5023004431120114,0.4133080067958604,1.215317474747364,False
transport2_qk,23,6,0.5361550680400534,0.44938419549147074,1.1930883938935266,False
transport2_qk,24,6,0.443817934011484,0.20416573937480756,2.1738119988717735,True
transport2_qk,25,6,0.37929021533654556,0.13834465275798313,2.7416326383070757,True
transport2_qk,26,6,0.21791751394033748,0.2145224991820643,1.0158259146300166,False
transport2_qk,27,6,0.15637631450544331,0.17037185838646918,0.9178529599103241,False
transport2_qk,28,6,0.15123099385871205,0.17034868473775394,0.8877731817626128,False
transport2_qk,29,6,0.05359234547733044,0.06246649526936771,0.8579374470462893,False
transport4_qk,20,4,0.4083988112787932,0.3650077555040383,1.1188770789673668,False
transport4_qk,21,4,0.6291518130547696,0.4855153295702523,1.2958433539300507,False
transport4_qk,22,4,0.6494276626314888,0.5080001881767172,1.2784004371383686,False
transport4_qk,23,4,0.6298958621256536,0.50020130682668,1.2592847190299583,False
transport4_qk,24,4,0.5411006886384879,0.2398524092178392,2.2559735397406344,True
transport4_qk,25,4,0.5158379106462763,0.18560460138534454,2.779230185006648,True
transport4_qk,26,4,0.2798796694240002,0.2723959790857856,1.0274735712448155,False
transport4_qk,27,4,0.20750002881975982,0.22163294085021257,0.9362328001594119,False
transport4_qk,28,4,0.20557282190585566,0.2303795079399014,0.8923225148978224,False
transport4_qk,29,4,0.08127007014716658,0.08690083967725418,0.9352046591149175,False
transport4_qk,20,6,0.29887318639922006,0.28193778459617724,1.060067868616119,False
transport4_qk,21,6,0.4819707044908762,0.3446459131201106,1.398451820094287,False
transport4_qk,22,6,0.5023004431120114,0.4145987602503332,1.211533876292163,False
transport4_qk,23,6,0.5361550680400534,0.448649671573935,1.1950417040519288,False
transport4_qk,24,6,0.443817934011484,0.20429496534792066,2.172436962681133,True
transport4_qk,25,6,0.37929021533654556,0.13872368014846403,2.734141820132106,True
transport4_qk,26,6,0.21791751394033748,0.21578473347937002,1.009883833886568,False
transport4_qk,27,6,0.15637631450544331,0.1708508757363782,0.9152795607950583,False
transport4_qk,28,6,0.15123099385871205,0.17050738737646737,0.886946871837321,False
transport4_qk,29,6,0.05359234547733044,0.06251794262755932,0.8572314318882548,False
dplr8,20,4,0.4083988112787932,0.30271028587039633,1.349140846352498,False
dplr8,21,4,0.6291518130547696,0.26101641630174593,2.4103917369221857,True
dplr8,22,4,0.6494276626314888,0.47711130318361195,1.3611659549838047,False
dplr8,23,4,0.6298958621256536,0.47175405912677415,1.3352208633702125,False
dplr8,24,4,0.5411006886384879,0.21952367615735066,2.4648853285904186,True
dplr8,25,4,0.5158379106462763,0.1667401597216853,3.0936632872805703,True
dplr8,26,4,0.2798796694240002,0.2453733755978489,1.140627701526611,False
dplr8,27,4,0.20750002881975982,0.19607439732839296,1.0582719194706016,False
dplr8,28,4,0.20557282190585566,0.21012608695604174,0.9783307959704279,False
dplr8,29,4,0.08127007014716658,0.06904622064292933,1.1770386473063104,False
dplr8,20,6,0.29887318639922006,0.23387379860613777,1.2779250526586199,False
dplr8,21,6,0.4819707044908762,0.20198374786631001,2.3861855697909187,True
dplr8,22,6,0.5023004431120114,0.3704414999012577,1.355950786415402,False
dplr8,23,6,0.5361550680400534,0.4239256047168199,1.2647385816627006,False
dplr8,24,6,0.443817934011484,0.1887996755073574,2.3507346229214714,True
dplr8,25,6,0.37929021533654556,0.13100714980077946,2.8951871398876037,True
dplr8,26,6,0.21791751394033748,0.19664611421968914,1.1081709638914317,False
dplr8,27,6,0.15637631450544331,0.15284631219200842,1.0230951094783396,False
dplr8,28,6,0.15123099385871205,0.15159445454365433,0.9976024143756682,False
dplr8,29,6,0.05359234547733044,0.053226759610228574,1.006868459958468,False
dplr16,20,4,0.4083988112787932,0.2959733218650256,1.3798500780588516,False
dplr16,21,4,0.6291518130547696,0.25989155314662643,2.420824399397901,True
dplr16,22,4,0.6494276626314888,0.4692891233309706,1.3838540685151863,False
dplr16,23,4,0.6298958621256536,0.46648936844785727,1.3502898559542658,False
dplr16,24,4,0.5411006886384879,0.21680489297034447,2.4957955571256507,True
dplr16,25,4,0.5158379106462763,0.1628437033112682,3.167687175845393,True
dplr16,26,4,0.2798796694240002,0.23754442200901987,1.1782203389872603,False
dplr16,27,4,0.20750002881975982,0.18924397880200866,1.0964683269360505,False
dplr16,28,4,0.20557282190585566,0.2021785443765547,1.0167885150215503,False
dplr16,29,4,0.08127007014716658,0.06636465308256455,1.2245987339986264,False
dplr16,20,6,0.29887318639922006,0.2292279258298601,1.3038253751903368,False
dplr16,21,6,0.4819707044908762,0.20102508373277142,2.397564998065486,True
dplr16,22,6,0.5023004431120114,0.3650552178867041,1.3759574401369103,False
dplr16,23,6,0.5361550680400534,0.4199537777536839,1.276700190454115,False
dplr16,24,6,0.443817934011484,0.18678924023054064,2.3760358651478595,True
dplr16,25,6,0.37929021533654556,0.12788902718594405,2.9657760613432234,True
dplr16,26,6,0.21791751394033748,0.1905815333513971,1.1434345715885175,False
dplr16,27,6,0.15637631450544331,0.14694333795548467,1.0641946527226454,False
dplr16,28,6,0.15123099385871205,0.14545332677546366,1.0397217940031538,False
dplr16,29,6,0.05359234547733044,0.0508549379688448,1.0538277622157883,False
