rank,block,target_step,horizon,aggregate_output_relative_l2,worst_output_relative_l2,aggregate_residual_relative_l2,mean_defect_remaining_energy,maximum_render_to_exact_macs,sample_count,row_count,quality_pass,cost_pass,cell_pass
8,23,4,1,0.06119544880049978,0.07426997184528156,0.3142706611453778,0.3081892695401285,0.0004033884630899556,4,8,False,True,False
8,23,4,2,0.07520956957431735,0.08089873641325379,0.38624050673498733,0.27267571166306936,0.0004033884630899556,4,8,False,True,False
8,23,4,3,0.08508412952737585,0.09167474904565334,0.43695154073825493,0.1763368594778113,0.0004033884630899556,4,8,False,True,False
8,23,6,1,0.06961111049022299,0.09018368730984944,0.32078464096997983,0.3560076820684548,0.0004033884630899556,4,8,False,True,False
8,23,6,2,0.08716476072085783,0.10731337938384021,0.40167605826374186,0.3162099367570298,0.0004033884630899556,4,8,False,True,False
8,23,6,3,0.09816085302236534,0.11342699761408141,0.4523486807254576,0.28818743494489013,0.0004033884630899556,4,8,False,True,False
8,24,4,1,0.06870662989346084,0.08374625609811921,0.14496214473567795,0.30098242959182936,0.0004033884630899556,4,8,False,True,False
8,24,4,2,0.08635389174561377,0.09363625277885859,0.18219559557975254,0.2585405630164792,0.0004033884630899556,4,8,False,True,False
8,24,4,3,0.09818147239355349,0.10318543521794085,0.20715026822805727,0.20073596863829707,0.0004033884630899556,4,8,False,True,False
8,24,6,1,0.07834232904852229,0.10104117457224512,0.1724863804949071,0.4368347578946137,0.0004033884630899556,4,8,False,True,False
8,24,6,2,0.09827312288796287,0.11668651111312552,0.21636802827724536,0.4052777681643664,0.0004033884630899556,4,8,False,True,False
8,24,6,3,0.11174941456348275,0.12395087797154425,0.24603879249673108,0.36816629100783355,0.0004033884630899556,4,8,False,True,False
8,25,4,1,0.06145941779734527,0.08637154610386144,0.1341990302703926,0.49275326105794154,0.0004033884630899556,4,8,False,True,False
8,25,4,2,0.07915278592810639,0.10037013238632551,0.17283318806854497,0.39433864431846777,0.0004033884630899556,4,8,False,True,False
8,25,4,3,0.0975606597231774,0.11566802113221142,0.21302749678757432,0.2045731499049441,0.0004033884630899556,4,8,False,True,False
8,25,6,1,0.06731882722149353,0.08971165283842131,0.13575600001857915,0.6421021382919735,0.0004033884630899556,4,8,False,True,False
8,25,6,2,0.08730066216144187,0.10807531703542367,0.17605162156221738,0.5828600125958666,0.0004033884630899556,4,8,False,True,False
8,25,6,3,0.10288899462215838,0.11707583176184155,0.20748725033310875,0.5192737533998184,0.0004033884630899556,4,8,False,True,False
8,26,4,1,0.054904123934369144,0.08526136828746157,0.1896881906651456,0.3945150730380142,0.0004033884630899556,4,8,False,True,False
8,26,4,2,0.07240828489795323,0.10246245141303105,0.25016329498085726,0.32652262561145373,0.0004033884630899556,4,8,False,True,False
8,26,4,3,0.10229356763761849,0.13831715646263765,0.3534139217858644,0.10089174208624534,0.0004033884630899556,4,8,False,True,False
8,26,6,1,0.06071757584808549,0.08712199853547632,0.2006803936873915,0.5483168670862598,0.0004033884630899556,4,8,False,True,False
8,26,6,2,0.08075141027965244,0.10683921460098643,0.2668951218717619,0.4803571001418883,0.0004033884630899556,4,8,False,True,False
8,26,6,3,0.09771652177341017,0.11713503643749894,0.32296727570800804,0.4075847549572308,0.0004033884630899556,4,8,False,True,False
8,27,4,1,0.05138957731019706,0.08513462858280005,0.14631342325261493,0.3319382358286699,0.0004033884630899556,4,8,False,True,False
8,27,4,2,0.0695694759224409,0.10637576658017052,0.19807417591043164,0.2673561573756913,0.0004033884630899556,4,8,False,True,False
8,27,4,3,0.10326626927829809,0.15278932744068283,0.29401373110021783,0.07044998089765764,0.0004033884630899556,4,8,False,True,False
8,27,6,1,0.05585565928975527,0.08100818071737056,0.15505554420342707,0.5395150903697007,0.0004033884630899556,4,8,False,True,False
8,27,6,2,0.0764044128472771,0.10197764370346257,0.21209897017097354,0.46965010177192573,0.0004033884630899556,4,8,False,True,False
8,27,6,3,0.09534412489231747,0.11378218197997829,0.2646756901585679,0.39073964473138434,0.0004033884630899556,4,8,False,True,False
8,28,4,1,0.05176737475382473,0.08577470688145918,0.14057662438538257,0.2820961176709288,0.0004033884630899556,4,8,False,True,False
8,28,4,2,0.07120095500353214,0.10546319455163528,0.19334938182609998,0.20236264038390095,0.0004033884630899556,4,8,False,True,False
8,28,4,3,0.10674660457797146,0.14939592569716115,0.2898751850471954,0.04534554538812996,0.0004033884630899556,4,8,False,True,False
8,28,6,1,0.05630733162617887,0.08361436150977618,0.15140226773537335,0.5078874525286532,0.0004033884630899556,4,8,False,True,False
8,28,6,2,0.07860304111125484,0.10756093779816016,0.2113522046142887,0.42713492818627774,0.0004033884630899556,4,8,False,True,False
8,28,6,3,0.09931776249865173,0.12154004897290974,0.26705109324889403,0.3195836345568668,0.0004033884630899556,4,8,False,True,False
8,29,4,1,0.029403971161206476,0.0491132151902291,0.05145808329531882,0.2391742667781622,0.0004033884630899556,4,8,False,True,False
8,29,4,2,0.040886518959496694,0.06253307711407051,0.0715529846883133,0.16652427144641532,0.0004033884630899556,4,8,False,True,False
8,29,4,3,0.0698103975379709,0.11834366644480597,0.12217088745236103,0.01944950037342565,0.0004033884630899556,4,8,False,True,False
8,29,6,1,0.03248802171183234,0.04833153803011394,0.05664399705125077,0.46253891030459826,0.0004033884630899556,4,8,False,True,False
8,29,6,2,0.04531536333743009,0.06231835709451826,0.07900891380920513,0.3843608753158989,0.0004033884630899556,4,8,False,True,False
8,29,6,3,0.0563182017081165,0.06903309801334072,0.09819274561505377,0.2789941806028878,0.0004033884630899556,4,8,False,True,False
16,20,4,1,0.07900128998906421,0.09435310578629184,0.26037873728817745,0.38436263160832806,0.0008067769261799112,4,8,False,True,False
16,20,4,2,0.09826516373738015,0.10834614262599264,0.32387014511910917,0.31564731972545496,0.0008067769261799112,4,8,False,True,False
16,20,4,3,0.11199946845589771,0.12061153722743467,0.3691367593811508,0.14994717572860233,0.0008067769261799112,4,8,False,True,False
16,20,6,1,0.08075908946801766,0.10436625905144956,0.23993432066490922,0.5168176569097352,0.0008067769261799112,4,8,False,True,False
16,20,6,2,0.1038931249112702,0.12574923921881154,0.3086652723742262,0.43599816843704764,0.0008067769261799112,4,8,False,True,False
16,20,6,3,0.11990459552087204,0.13503610113470882,0.3562351663498433,0.37257218570342476,0.0008067769261799112,4,8,False,True,False
16,21,4,1,0.06614668319458941,0.07602634915642946,0.09871565815913196,0.03740806357181411,0.0008067769261799112,4,8,False,True,False
16,21,4,2,0.08109716422200429,0.08932498132257274,0.12102738269527008,0.031471211207724205,0.0008067769261799112,4,8,False,True,False
16,21,4,3,0.0898465757359937,0.09780419113574726,0.13408478594507048,0.0136692729573116,0.0008067769261799112,4,8,False,True,False
16,21,6,1,0.07259411464080312,0.09167208098077637,0.10202942864065387,0.06787547874745835,0.0008067769261799112,4,8,False,True,False
16,21,6,2,0.09204014042772636,0.10683087528267853,0.1293603894242986,0.05244690423679276,0.0008067769261799112,4,8,False,True,False
16,21,6,3,0.10420291027355066,0.11369259428132096,0.1464548944568005,0.04606391089880541,0.0008067769261799112,4,8,False,True,False
16,22,4,1,0.0583508244125867,0.06907583205191246,0.30159920027476494,0.30111212894290734,0.0008067769261799112,4,8,False,True,False
16,22,4,2,0.07019553220383712,0.07563703435690845,0.3628212041331854,0.240629061699234,0.0008067769261799112,4,8,False,True,False
16,22,4,3,0.07845746294849425,0.0832929823384572,0.40552482881027885,0.20220074251118803,0.0008067769261799112,4,8,False,True,False
16,22,6,1,0.06413355342233797,0.08065900097899832,0.27773677010451875,0.4025414145769435,0.0008067769261799112,4,8,False,True,False
16,22,6,2,0.07945322126386299,0.0949510636056132,0.34408012453180126,0.3248099745794556,0.0008067769261799112,4,8,False,True,False
16,22,6,3,0.08835876254748495,0.09960884024791308,0.38264646212201064,0.25776117617444405,0.0008067769261799112,4,8,False,True,False
16,23,4,1,0.05718975772203101,0.06855693222721876,0.2936993407571819,0.2695749738566414,0.0008067769261799112,4,8,False,True,False
16,23,4,2,0.06982505013159468,0.07584782589282271,0.3585881809757427,0.23484613649457486,0.0008067769261799112,4,8,False,True,False
16,23,4,3,0.07854416754523141,0.08572370084969595,0.40336541274539384,0.14967504284887553,0.0008067769261799112,4,8,False,True,False
16,23,6,1,0.06590606528549292,0.08563713535407717,0.3037109068001478,0.3193871086392096,0.0008067769261799112,4,8,False,True,False
16,23,6,2,0.08219858218559897,0.10144624678423465,0.37879072017321413,0.28105821414721954,0.0008067769261799112,4,8,False,True,False
16,23,6,3,0.09207099764800385,0.10692278069259059,0.4242851710922068,0.25332570548124217,0.0008067769261799112,4,8,False,True,False
16,24,4,1,0.06378367240529331,0.0765440186221428,0.13457533814897835,0.25998810180196236,0.0008067769261799112,4,8,False,True,False
16,24,4,2,0.07943350317459649,0.0854171696273669,0.16759446652984095,0.21899990112819998,0.0008067769261799112,4,8,False,True,False
16,24,4,3,0.0897807571755415,0.09529068619673448,0.1894258405097277,0.16794918186877644,0.0008067769261799112,4,8,False,True,False
16,24,6,1,0.07393662564780966,0.09431439182959168,0.1627863391206922,0.3894878527350063,0.0008067769261799112,4,8,False,True,False
16,24,6,2,0.09220931921556975,0.10980538281946765,0.20301734595536786,0.3566138709939311,0.0008067769261799112,4,8,False,True,False
16,24,6,3,0.10410886209183286,0.11605270266806825,0.2292165808415216,0.31910240485788716,0.0008067769261799112,4,8,False,True,False
16,25,4,1,0.05512160844475997,0.07593387909009391,0.12036017693207948,0.39971617970643236,0.0008067769261799112,4,8,False,True,False
16,25,4,2,0.07006475150308289,0.08709153439985452,0.15298911126775921,0.3106974649734184,0.0008067769261799112,4,8,False,True,False
16,25,4,3,0.08496491959808784,0.09892413793734656,0.18552420809879164,0.15661259933974792,0.0008067769261799112,4,8,False,True,False
16,25,6,1,0.061870456906946716,0.0821156343778169,0.1247687474021716,0.5432066252297997,0.0008067769261799112,4,8,False,True,False
16,25,6,2,0.0791915708560241,0.09861339606158417,0.15969872527977183,0.4799998973022838,0.0008067769261799112,4,8,False,True,False
16,25,6,3,0.09167324866978452,0.10556676385044368,0.1848694349230282,0.4125509225082677,0.0008067769261799112,4,8,False,True,False
16,26,4,1,0.04738905600552324,0.07104850441883438,0.16372439166431885,0.30143464556809085,0.0008067769261799112,4,8,False,True,False
16,26,4,2,0.06223618965244942,0.08586100358815167,0.21501973555170312,0.2451739997594793,0.0008067769261799112,4,8,False,True,False
16,26,4,3,0.08522061503275609,0.10923547086736025,0.2944285987015841,0.07357199390916397,0.0008067769261799112,4,8,False,True,False
16,26,6,1,0.05431456993290571,0.07735773877919262,0.17951753054779712,0.44032814723126373,0.0008067769261799112,4,8,False,True,False
16,26,6,2,0.0708022571951118,0.09197082740735386,0.2340117280607638,0.37084528100301245,0.0008067769261799112,4,8,False,True,False
16,26,6,3,0.0839980444622427,0.09974606586204796,0.27762571868529884,0.3028023079944568,0.0008067769261799112,4,8,False,True,False
16,27,4,1,0.04250664567881991,0.06782364169311875,0.12102245563751776,0.2352590871698126,0.0008067769261799112,4,8,False,True,False
16,27,4,2,0.05692786201421875,0.08365442911880401,0.16208170616924086,0.18473140763713375,0.0008067769261799112,4,8,False,True,False
16,27,4,3,0.08217783260906954,0.11764821841405988,0.23397195761965348,0.047485296913864695,0.0008067769261799112,4,8,False,True,False
16,27,6,1,0.04901288016929741,0.070812304559229,0.13605996069625959,0.41571427331584776,0.0008067769261799112,4,8,False,True,False
16,27,6,2,0.06546946097969623,0.08661207565712577,0.18174349797306474,0.3444185947583015,0.0008067769261799112,4,8,False,True,False
16,27,6,3,0.07944599673926911,0.09509766514202578,0.22054241979828282,0.27238915751521703,0.0008067769261799112,4,8,False,True,False
16,28,4,1,0.04228328889075301,0.06823437022266073,0.11482216450883173,0.19249599263418307,0.0008067769261799112,4,8,False,True,False
16,28,4,2,0.057909399284973594,0.08391361912759557,0.15725556705124236,0.13475568701347201,0.0008067769261799112,4,8,False,True,False
16,28,4,3,0.08431640894113403,0.11506766793682825,0.22896498432859747,0.029006852345727634,0.0008067769261799112,4,8,False,True,False
16,28,6,1,0.04887340560929118,0.07252574246333761,0.13141351627746367,0.3825790540631055,0.0008067769261799112,4,8,False,True,False
16,28,6,2,0.06664893630468895,0.09041585619751183,0.17920934640754427,0.30711480403883334,0.0008067769261799112,4,8,False,True,False
16,28,6,3,0.082176444028272,0.10158275757421514,0.22096056802885083,0.21818574088235318,0.0008067769261799112,4,8,False,True,False
16,29,4,1,0.02341221564285133,0.038069113541010106,0.0409722801070921,0.1555144137950015,0.0008067769261799112,4,8,False,True,False
16,29,4,2,0.032273975366753034,0.048482363977865865,0.05648070131712449,0.10578818346096537,0.0008067769261799112,4,8,False,True,False
16,29,4,3,0.050712051926026055,0.07904855269898968,0.08874804623427297,0.011446298348731936,0.0008067769261799112,4,8,False,True,False
16,29,6,1,0.02764555846768555,0.04138637815474785,0.04820099377591311,0.3340940919620665,0.0008067769261799112,4,8,False,True,False
16,29,6,2,0.037576432356605585,0.05133322856226464,0.06551581818319473,0.2649209477454554,0.0008067769261799112,4,8,False,True,False
16,29,6,3,0.04563599123161672,0.05609736993860841,0.0795679397066251,0.18411375891598492,0.0008067769261799112,4,8,False,True,False
32,20,4,1,0.07245745093028085,0.08583079388601345,0.23881103185730507,0.3235977437408718,0.0016135538523598225,4,8,False,True,False
32,20,4,2,0.08969351234932284,0.09957027783770285,0.2956190144704101,0.26267335762336597,0.0016135538523598225,4,8,False,True,False
32,20,4,3,0.1016072041672447,0.11032583968483795,0.3348851078774974,0.1232216735703185,0.0016135538523598225,4,8,False,True,False
32,20,6,1,0.07469910994429572,0.09692725389005402,0.2219301915960284,0.442774218922488,0.0016135538523598225,4,8,False,True,False
32,20,6,2,0.0958339081824666,0.11615149999292221,0.2847214326943281,0.37093427339689833,0.0016135538523598225,4,8,False,True,False
32,20,6,3,0.11017299807833558,0.12424176628078337,0.3273227029139592,0.31437582192732083,0.0016135538523598225,4,8,False,True,False
32,21,4,1,0.06072386456448855,0.06928202800813772,0.09062277905628685,0.03156829212195339,0.0016135538523598225,4,8,False,True,False
32,21,4,2,0.07401679949786172,0.08200947656412189,0.11046082319455718,0.02619505128991468,0.0016135538523598225,4,8,False,True,False
32,21,4,3,0.08162435817984444,0.08915607828089209,0.12181415379265995,0.011251233906302284,0.0016135538523598225,4,8,False,True,False
32,21,6,1,0.06721834943306682,0.08418868508572096,0.09447390908696057,0.05821286224888872,0.0016135538523598225,4,8,False,True,False
32,21,6,2,0.08491634581387861,0.09873066016256817,0.11934805305515002,0.044622398809440855,0.0016135538523598225,4,8,False,True,False
32,21,6,3,0.09572637999179782,0.10468986420126378,0.13454131791162513,0.03887194937996572,0.0016135538523598225,4,8,False,True,False
32,22,4,1,0.05334307569494289,0.06248714092772519,0.27571553841355284,0.2517043259585902,0.0016135538523598225,4,8,False,True,False
32,22,4,2,0.06377950326885815,0.06893625469504525,0.3296585330790983,0.19843935603824214,0.0016135538523598225,4,8,False,True,False
32,22,4,3,0.07088473047464325,0.07590803837561912,0.36638347852088105,0.16487889506292097,0.0016135538523598225,4,8,False,True,False
32,22,6,1,0.059216704151201914,0.07505097421645185,0.25644386237081995,0.3433435884762349,0.0016135538523598225,4,8,False,True,False
32,22,6,2,0.07297682903441237,0.0876063018336211,0.3160334599739769,0.2738454113568047,0.0016135538523598225,4,8,False,True,False
32,22,6,3,0.08084738946963659,0.09154420255649186,0.3501177094431513,0.21561776095159405,0.0016135538523598225,4,8,False,True,False
32,23,4,1,0.05227167505997651,0.06209575962562734,0.2684424120138329,0.22528774794731923,0.0016135538523598225,4,8,False,True,False
32,23,4,2,0.06333218833427177,0.06931742571086531,0.3252439370856061,0.19312176297021144,0.0016135538523598225,4,8,False,True,False
32,23,4,3,0.07088150556259531,0.07799103054177732,0.36401363259476055,0.12163714889051157,0.0016135538523598225,4,8,False,True,False
32,23,6,1,0.06107643921378219,0.0798073545425067,0.28145483511097996,0.27484752746550195,0.0016135538523598225,4,8,False,True,False
32,23,6,2,0.07579362563625952,0.0937623030100109,0.3492751489858137,0.23901137148600285,0.0016135538523598225,4,8,False,True,False
32,23,6,3,0.08453317096262139,0.09856198495033631,0.38954906345168927,0.21347823798802315,0.0016135538523598225,4,8,False,True,False
32,24,4,1,0.05799073937710083,0.06880737847428668,0.12235299516142263,0.21522541423936173,0.0016135538523598225,4,8,False,True,False
32,24,4,2,0.07162905113873891,0.07677415582951277,0.151128077371197,0.17816045641114348,0.0016135538523598225,4,8,False,True,False
32,24,4,3,0.08041996777423961,0.08630124919419278,0.16967577985130394,0.13479165381711816,0.0016135538523598225,4,8,False,True,False
32,24,6,1,0.06822110242254757,0.08604143946408092,0.1502024661910345,0.3317077865869027,0.0016135538523598225,4,8,False,True,False
32,24,6,2,0.08463448174645577,0.101076933327623,0.18633981908384173,0.30025635443277504,0.0016135538523598225,4,8,False,True,False
32,24,6,3,0.09501025886127955,0.10641237648497491,0.20918417744149767,0.265471387501605,0.0016135538523598225,4,8,False,True,False
32,25,4,1,0.04851280582501821,0.0654829122114592,0.10592959925003573,0.312052554394534,0.0016135538523598225,4,8,False,True,False
32,25,4,2,0.06127345751164752,0.0746177338295858,0.13379297875048182,0.23842312260010057,0.0016135538523598225,4,8,False,True,False
32,25,4,3,0.07317592747467129,0.08354701789085499,0.1597824850638537,0.11728771777438736,0.0016135538523598225,4,8,False,True,False
32,25,6,1,0.055411853142750926,0.07292438380571742,0.11174424520983073,0.4360403610913824,0.0016135538523598225,4,8,False,True,False
32,25,6,2,0.0702394068351836,0.08763801480909804,0.14164567787624363,0.3778639807419504,0.0016135538523598225,4,8,False,True,False
32,25,6,3,0.080569619659279,0.09290375435700335,0.16247771595863122,0.3190102361154154,0.0016135538523598225,4,8,False,True,False
32,26,4,1,0.04039590513679154,0.05891119806132262,0.13956376327648062,0.2233731240127499,0.0016135538523598225,4,8,False,True,False
32,26,4,2,0.05277660344347474,0.07088998202562921,0.18233782272187066,0.17871839602522133,0.0016135538523598225,4,8,False,True,False
32,26,4,3,0.06987175055043632,0.08617993909816107,0.24139982556432255,0.051280342312861826,0.0016135538523598225,4,8,False,True,False
32,26,6,1,0.04728156921059947,0.06655118085995537,0.15627244320624395,0.3345482377419504,0.0016135538523598225,4,8,False,True,False
32,26,6,2,0.06093280880088734,0.07920190154181435,0.20139176981035867,0.27536686481601197,0.0016135538523598225,4,8,False,True,False
32,26,6,3,0.07164115261601074,0.08526129886137078,0.23678439908685614,0.22104813479995772,0.0016135538523598225,4,8,False,True,False
32,27,4,1,0.03484675200346212,0.05334781135053257,0.09921365073866394,0.16395315169054234,0.0016135538523598225,4,8,False,True,False
32,27,4,2,0.04651948327466779,0.06582108590668007,0.13244757404355675,0.12667383727381626,0.0016135538523598225,4,8,False,True,False
32,27,4,3,0.06480566775158006,0.08875789546058502,0.1845109376492926,0.031188635242009547,0.0016135538523598225,4,8,False,True,False
32,27,6,1,0.041610474941745225,0.059628083954877086,0.1155108527711667,0.30020422132891655,0.0016135538523598225,4,8,False,True,False
