layer,rank,mode,count,relative_projection_error_mean,relative_projection_error_std,raw_reconstruction_error_mean,raw_reconstruction_error_std
22,16,raw,180,0.30882917458102405,0.09399304116572747,0.30882917458102405,0.09399304116572747
22,2,history_centered,180,0.5330472311522034,0.08675283494195618,0.44503114058520077,0.09660500406270854
22,2,raw,180,0.4932128467772726,0.10232605393078978,0.4932128467772726,0.10232605393078978
22,32,history_centered,180,0.3164249220603753,0.09789231074546723,0.2665585401247049,0.09334743883352523
22,32,raw,180,0.26755302676545034,0.09291794483636226,0.26755302676545034,0.09291794483636226
22,4,history_centered,180,0.47392711896755724,0.09263147465286391,0.3965828091407835,0.09755048103250476
22,4,raw,180,0.41011864526506575,0.09507708460890793,0.41011864526506575,0.09507708460890793
22,64,history_centered,180,0.27148237940452535,0.0993295779327655,0.22938425944863497,0.0923798162842074
22,64,raw,180,0.2296930497988867,0.09197008096470952,0.2296930497988867,0.09197008096470952
22,8,history_centered,180,0.41611383931140183,0.09646652539542513,0.3489194218718778,0.09684931305996491
22,8,raw,180,0.3549325446989631,0.09651199031797636,0.3549325446989631,0.09651199031797636
23,1,history_centered,180,0.7228448188565363,0.05220686893766964,0.5683964959519453,0.07484304108640143
23,1,raw,180,0.6383191916580813,0.07411292940846279,0.6383191916580813,0.07411292940846279
23,16,history_centered,180,0.3775656843846033,0.09730019050788509,0.30048258971246466,0.08996052335062994
23,16,raw,180,0.3030429029828997,0.08978139945859512,0.3030429029828997,0.08978139945859512
23,2,history_centered,180,0.5372022906859473,0.08531136251813971,0.4248415220677147,0.08970330782814016
23,2,raw,180,0.49968286570742787,0.09414740561341273,0.49968286570742787,0.09414740561341273
23,32,history_centered,180,0.32938486584316573,0.09927044948887864,0.2627857177631473,0.08939284848005409
23,32,raw,180,0.2637575422589108,0.08891594219471033,0.2637575422589108,0.08891594219471033
23,4,history_centered,180,0.4829635987365197,0.09200608371021808,0.3828351721184453,0.09165969829786624
23,4,raw,180,0.39736594872258113,0.09027103210732113,0.39736594872258113,0.09027103210732113
23,64,history_centered,180,0.2835435539726422,0.10142587810050314,0.22681564784621425,0.08899275050814542
23,64,raw,180,0.22710640477308958,0.08849308749419767,0.22710640477308958,0.08849308749419767
23,8,history_centered,180,0.42813553789214914,0.09690395847159862,0.34010599599886576,0.09198396100729284
23,8,raw,180,0.3463868378584011,0.09214122215834072,0.3463868378584011,0.09214122215834072
7,1,history_centered,180,0.9477527944638617,0.017206139086214794,0.8511622417437033,0.10596471214323933
7,1,raw,180,0.8849829835021231,0.10304381398996257,0.8849829835021231,0.10304381398996257
7,16,history_centered,180,0.6750330842479474,0.12018686614315183,0.6176209657986528,0.146768279242022
7,16,raw,180,0.6235720422950733,0.14488803814834442,0.6235720422950733,0.14488803814834442
7,2,history_centered,180,0.9133671771520633,0.026161596855560017,0.821350075536292,0.10908880279145085
7,2,raw,180,0.8465733776890452,0.10483869532654629,0.8465733776890452,0.10483869532654629
7,32,history_centered,180,0.5865631390560849,0.13128968589198184,0.5391783058318399,0.14601460260223326
7,32,raw,180,0.5411873852012081,0.14493251551734046,0.5411873852012081,0.14493251551734046
7,4,history_centered,180,0.8584883598577554,0.046331487073102334,0.7743715261691853,0.1175714140108008
7,4,raw,180,0.793365781661703,0.11246729016839865,0.793365781661703,0.11246729016839865
7,64,history_centered,180,0.4999377092081921,0.13068263508008734,0.46083273876136827,0.1392500658421195
7,64,raw,180,0.4614212423398063,0.1379352715788628,0.4614212423398063,0.1379352715788628
7,8,history_centered,180,0.7758600916525747,0.08632986932861918,0.7045825112034403,0.13533586364495906
7,8,raw,180,0.717496037114744,0.13023098544469808,0.717496037114744,0.13023098544469808
