action,step_start,step_end,block_start,block_end,samples,speedup_geomean,ssim_mean,ssim_min,quality_loss_worst,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_refreshes_mean
C,9,9,27,29,1,0.9982994612899959,0.9648761325961988,0.9648761325961988,0.035123867403801246,0.0,6.0,6.0,6.0
C,10,10,0,2,1,1.000681025607236,0.9612156417803552,0.9612156417803552,0.038784358219644766,0.0,6.0,6.0,6.0
C,10,10,3,5,1,0.9980935973007303,0.965072420300049,0.965072420300049,0.03492757969995097,0.0,6.0,6.0,6.0
C,10,10,6,8,1,0.9884250686348979,0.9608810640594828,0.9608810640594828,0.039118935940517185,0.0,6.0,6.0,6.0
C,10,10,9,11,1,1.0037148225605357,0.9648972222516292,0.9648972222516292,0.035102777748370784,0.0,6.0,6.0,6.0
C,10,10,12,14,1,0.9997440922853502,0.9645461832300614,0.9645461832300614,0.03545381676993864,0.0,6.0,6.0,6.0
C,10,10,15,17,1,1.0023326777732056,0.9637671509067431,0.9637671509067431,0.03623284909325686,0.0,6.0,6.0,6.0
C,10,10,18,20,1,0.9918442863468429,0.9520712607392047,0.9520712607392047,0.04792873926079533,0.0,6.0,6.0,6.0
C,10,10,21,23,1,0.9961069027032876,0.9684393784553971,0.9684393784553971,0.03156062154460293,0.0,6.0,6.0,6.0
C,10,10,24,26,1,0.9938828581306355,0.9663540692556942,0.9663540692556942,0.033645930744305774,0.0,6.0,6.0,6.0
C,10,10,27,29,1,1.0025571568825777,0.9676299396414255,0.9676299396414255,0.03237006035857448,0.0,6.0,6.0,6.0
C,11,11,0,2,1,1.0025143849674774,0.9658140574606895,0.9658140574606895,0.03418594253931051,0.0,6.0,6.0,6.0
C,11,11,3,5,1,1.0000602772289269,0.9697918525911149,0.9697918525911149,0.03020814740888511,0.0,6.0,6.0,6.0
C,11,11,6,8,1,1.0020291586035812,0.9676273798989434,0.9676273798989434,0.03237262010105657,0.0,6.0,6.0,6.0
C,11,11,9,11,1,1.0024917153532258,0.9657579185326037,0.9657579185326037,0.03424208146739627,0.0,6.0,6.0,6.0
C,11,11,12,14,1,0.992078253883475,0.9639797086517402,0.9639797086517402,0.03602029134825979,0.0,6.0,6.0,6.0
C,11,11,15,17,1,0.9833629361221115,0.9641148053935512,0.9641148053935512,0.03588519460644879,0.0,6.0,6.0,6.0
C,11,11,18,20,1,0.9976908180938234,0.96785110947027,0.96785110947027,0.03214889052973002,0.0,6.0,6.0,6.0
C,11,11,21,23,1,0.9999945120760306,0.9692587561639985,0.9692587561639985,0.03074124383600152,0.0,6.0,6.0,6.0
C,11,11,24,26,1,1.0008499338402819,0.9685167613828182,0.9685167613828182,0.03148323861718183,0.0,6.0,6.0,6.0
C,11,11,27,29,1,0.9933294067331843,0.9686519039815984,0.9686519039815984,0.031348096018401606,0.0,6.0,6.0,6.0
C,12,12,0,2,1,0.9878614687735812,0.9706981853998026,0.9706981853998026,0.02930181460019743,0.0,6.0,6.0,6.0
C,12,12,3,5,1,0.9997610031664333,0.9704986388727886,0.9704986388727886,0.029501361127211356,0.0,6.0,6.0,6.0
C,12,12,6,8,1,0.9911267443361766,0.9702210126614934,0.9702210126614934,0.02977898733850659,0.0,6.0,6.0,6.0
C,12,12,9,11,1,1.0011043733507465,0.96853075266251,0.96853075266251,0.031469247337490014,0.0,6.0,6.0,6.0
C,12,12,12,14,1,0.9719386929731271,0.9696236645708671,0.9696236645708671,0.030376335429132872,0.0,6.0,6.0,6.0
C,12,12,15,17,1,0.9980989815030992,0.9666140650758831,0.9666140650758831,0.0333859349241169,0.0,6.0,6.0,6.0
C,12,12,18,20,1,1.001191057647799,0.9679180693583461,0.9679180693583461,0.03208193064165388,0.0,6.0,6.0,6.0
C,12,12,21,23,1,0.9926143417421591,0.9708916251715264,0.9708916251715264,0.029108374828473615,0.0,6.0,6.0,6.0
C,12,12,24,26,1,0.9986494297495871,0.9712605285985978,0.9712605285985978,0.028739471401402206,0.0,6.0,6.0,6.0
C,12,12,27,29,1,0.9998227937969209,0.9712351619189429,0.9712351619189429,0.02876483808105712,0.0,6.0,6.0,6.0
C,13,13,0,2,1,1.001113040351154,0.9697970230424784,0.9697970230424784,0.03020297695752161,0.0,6.0,6.0,6.0
C,13,13,3,5,1,0.99702420119211,0.9709746135793085,0.9709746135793085,0.029025386420691524,0.0,6.0,6.0,6.0
C,13,13,6,8,1,1.0008543384120148,0.9696316830484172,0.9696316830484172,0.03036831695158282,0.0,6.0,6.0,6.0
C,13,13,9,11,1,0.986591646210773,0.9698937987404086,0.9698937987404086,0.030106201259591403,0.0,6.0,6.0,6.0
C,13,13,12,14,1,1.0011722557579612,0.9701457880432676,0.9701457880432676,0.029854211956732435,0.0,6.0,6.0,6.0
C,13,13,15,17,1,0.999279094240413,0.9672346560612025,0.9672346560612025,0.032765343938797487,0.0,6.0,6.0,6.0
C,13,13,18,20,1,0.9930204421173905,0.9697574934184107,0.9697574934184107,0.030242506581589335,0.0,6.0,6.0,6.0
C,13,13,21,23,1,0.9923247635249138,0.9708172734131938,0.9708172734131938,0.029182726586806207,0.0,6.0,6.0,6.0
C,13,13,24,26,1,1.0010676918593517,0.9713226805377199,0.9713226805377199,0.028677319462280138,0.0,6.0,6.0,6.0
C,13,13,27,29,1,1.0000847554692975,0.9716454834438139,0.9716454834438139,0.02835451655618615,0.0,6.0,6.0,6.0
C,14,14,0,2,1,1.0045348981545286,0.9709869762317951,0.9709869762317951,0.029013023768204915,0.0,6.0,6.0,6.0
C,14,14,3,5,1,1.0063669530006751,0.9710984167316655,0.9710984167316655,0.028901583268334474,0.0,6.0,6.0,6.0
C,14,14,6,8,1,1.0026789167290397,0.9714048503498215,0.9714048503498215,0.02859514965017851,0.0,6.0,6.0,6.0
C,14,14,9,11,1,1.00416333128714,0.9713456055895371,0.9713456055895371,0.028654394410462913,0.0,6.0,6.0,6.0
C,14,14,12,14,1,1.000485531219995,0.9706688253933282,0.9706688253933282,0.029331174606671784,0.0,6.0,6.0,6.0
C,14,14,15,17,1,0.9983022014057259,0.9701490462682321,0.9701490462682321,0.029850953731767937,0.0,6.0,6.0,6.0
C,14,14,18,20,1,0.9946271564429117,0.9701168717623813,0.9701168717623813,0.02988312823761874,0.0,6.0,6.0,6.0
C,14,14,21,23,1,0.9638543156083152,0.9717666467363408,0.9717666467363408,0.028233353263659167,0.0,6.0,6.0,6.0
C,14,14,24,26,1,0.9993776236874936,0.9713468008638353,0.9713468008638353,0.02865319913616471,0.0,6.0,6.0,6.0
C,14,14,27,29,1,0.9975488695705101,0.9712990790732083,0.9712990790732083,0.028700920926791662,0.0,6.0,6.0,6.0
C,15,15,0,2,1,1.0019242697859434,0.971434016836144,0.971434016836144,0.028565983163855946,0.0,6.0,6.0,6.0
C,15,15,3,5,1,0.9994727818637663,0.9714180916534992,0.9714180916534992,0.02858190834650076,0.0,6.0,6.0,6.0
C,15,15,6,8,1,0.9877207182262168,0.9720281411626068,0.9720281411626068,0.02797185883739317,0.0,6.0,6.0,6.0
C,15,15,9,11,1,1.0019810824613904,0.9712245902926985,0.9712245902926985,0.028775409707301525,0.0,6.0,6.0,6.0
C,15,15,12,14,1,0.9976644141191676,0.9714254383778905,0.9714254383778905,0.028574561622109473,0.0,6.0,6.0,6.0
C,15,15,15,17,1,1.0008549378679583,0.9710443175313775,0.9710443175313775,0.028955682468622457,0.0,6.0,6.0,6.0
C,15,15,18,20,1,0.9976848382075996,0.9710288430554328,0.9710288430554328,0.0289711569445672,0.0,6.0,6.0,6.0
C,15,15,21,23,1,1.0047652517162842,0.9718040764129647,0.9718040764129647,0.028195923587035265,0.0,6.0,6.0,6.0
C,15,15,24,26,1,1.0063728814527488,0.9715700184950592,0.9715700184950592,0.028429981504940804,0.0,6.0,6.0,6.0
C,15,15,27,29,1,1.0067321190237397,0.9721645337621645,0.9721645337621645,0.027835466237835504,0.0,6.0,6.0,6.0
C,16,16,0,2,1,1.0047047356615835,0.9717297608662916,0.9717297608662916,0.028270239133708408,0.0,6.0,6.0,6.0
C,16,16,3,5,1,1.0066471674149848,0.9720095731371248,0.9720095731371248,0.02799042686287523,0.0,6.0,6.0,6.0
C,16,16,6,8,1,1.0062600005471811,0.9717158272760635,0.9717158272760635,0.028284172723936463,0.0,6.0,6.0,6.0
C,16,16,9,11,1,1.005666839910678,0.9714903980720376,0.9714903980720376,0.02850960192796237,0.0,6.0,6.0,6.0
C,16,16,12,14,1,1.0059180005572086,0.9715269464101972,0.9715269464101972,0.028473053589802788,0.0,6.0,6.0,6.0
C,16,16,15,17,1,1.0049842629557881,0.9705361796400446,0.9705361796400446,0.029463820359955428,0.0,6.0,6.0,6.0
C,16,16,18,20,1,1.0053155604946098,0.970373531558103,0.970373531558103,0.02962646844189698,0.0,6.0,6.0,6.0
C,16,16,21,23,1,1.0041365224424674,0.9722589347131754,0.9722589347131754,0.02774106528682463,0.0,6.0,6.0,6.0
C,16,16,24,26,1,1.0063356479323442,0.9711335831749172,0.9711335831749172,0.02886641682508284,0.0,6.0,6.0,6.0
C,16,16,27,29,1,1.0040437702007772,0.9715350078495794,0.9715350078495794,0.028464992150420643,0.0,6.0,6.0,6.0
C,17,17,0,2,1,1.0070904618885974,0.9686012497759061,0.9686012497759061,0.031398750224093885,0.0,6.0,6.0,6.0
C,17,17,3,5,1,1.0041391271456601,0.9704549356327052,0.9704549356327052,0.02954506436729476,0.0,6.0,6.0,6.0
C,17,17,6,8,1,1.0041923026655672,0.9704037173263754,0.9704037173263754,0.029596282673624574,0.0,6.0,6.0,6.0
C,17,17,9,11,1,1.0033133196278545,0.9705180036912874,0.9705180036912874,0.02948199630871262,0.0,6.0,6.0,6.0
C,17,17,12,14,1,0.9908632758027994,0.9688828069005114,0.9688828069005114,0.03111719309948857,0.0,6.0,6.0,6.0
C,17,17,15,17,1,1.0033201306642363,0.9683617482654278,0.9683617482654278,0.03163825173457224,0.0,6.0,6.0,6.0
C,17,17,18,20,1,1.0004123926932693,0.9660453384004384,0.9660453384004384,0.03395466159956162,0.0,6.0,6.0,6.0
C,17,17,21,23,1,1.0006492076814189,0.9704020987412074,0.9704020987412074,0.02959790125879258,0.0,6.0,6.0,6.0
C,17,17,24,26,1,1.0004225924978283,0.9702164873162845,0.9702164873162845,0.029783512683715485,0.0,6.0,6.0,6.0
C,17,17,27,29,1,1.0013174871442991,0.9702549262263861,0.9702549262263861,0.029745073773613906,0.0,6.0,6.0,6.0
C,18,18,0,2,1,1.0004324897259542,0.9628468733650212,0.9628468733650212,0.03715312663497883,0.0,6.0,6.0,6.0
C,18,18,3,5,1,1.0016961431461773,0.9676184648036935,0.9676184648036935,0.03238153519630649,0.0,6.0,6.0,6.0
C,18,18,6,8,1,1.002569204106336,0.9688311849725786,0.9688311849725786,0.031168815027421415,0.0,6.0,6.0,6.0
C,18,18,9,11,1,0.974652911017991,0.9697746218000761,0.9697746218000761,0.03022537819992388,0.0,6.0,6.0,6.0
C,18,18,12,14,1,0.9954545138054919,0.9658483210322006,0.9658483210322006,0.03415167896779936,0.0,6.0,6.0,6.0
C,18,18,15,17,1,1.001066576587728,0.9628998015184507,0.9628998015184507,0.03710019848154933,0.0,6.0,6.0,6.0
C,18,18,18,20,1,1.0018233258540015,0.961273279165943,0.961273279165943,0.03872672083405704,0.0,6.0,6.0,6.0
C,18,18,21,23,1,0.9999980440015384,0.9668763949276938,0.9668763949276938,0.03312360507230616,0.0,6.0,6.0,6.0
C,18,18,24,26,1,1.0055920802255467,0.9660605329726207,0.9660605329726207,0.033939467027379266,0.0,6.0,6.0,6.0
C,18,18,27,29,1,1.002718489234178,0.9597290399450058,0.9597290399450058,0.0402709600549942,0.0,6.0,6.0,6.0
C,19,19,0,2,1,1.0012543554540692,0.9500954961284398,0.9500954961284398,0.0499045038715602,0.0,6.0,6.0,6.0
C,19,19,3,5,1,1.0032221888449429,0.9687397824294045,0.9687397824294045,0.031260217570595494,0.0,6.0,6.0,6.0
C,19,19,6,8,1,0.9998264737182782,0.972955917133977,0.972955917133977,0.027044082866023,0.0,6.0,6.0,6.0
C,19,19,9,11,1,0.997298143023712,0.9745089039063892,0.9745089039063892,0.025491096093610777,0.0,6.0,6.0,6.0
C,19,19,12,14,1,0.9994688227653515,0.9738120080667438,0.9738120080667438,0.02618799193325616,0.0,6.0,6.0,6.0
C,19,19,15,17,1,1.0000559678096665,0.969101631126754,0.969101631126754,0.03089836887324604,0.0,6.0,6.0,6.0
C,19,19,18,20,1,0.995026761842402,0.9668744716209448,0.9668744716209448,0.03312552837905525,0.0,6.0,6.0,6.0
C,19,19,21,23,1,0.9855596232729074,0.9709141270201672,0.9709141270201672,0.029085872979832783,0.0,6.0,6.0,6.0
C,19,19,24,26,1,0.9993669852059031,0.970862373091622,0.970862373091622,0.029137626908377956,0.0,6.0,6.0,6.0
C,19,19,27,29,1,0.9984046343407476,0.9485119522571415,0.9485119522571415,0.051488047742858534,0.0,6.0,6.0,6.0
