split,sampling_step,branch,layer,method,router,density,tail_group_size,records,aggregate_output_relative_l2,record_error_p95,record_error_max,selected_attention_mass_mean,attention_work_ratio_mean,flop_proxy_speedup
calibration,0,cond,29,diag_gaussian,moment,0.0625,16,12,2.769207315537862,4.1139565504703866,8.96357621862015,0.5347383978466193,0.13675213675213674,7.312500000000001
calibration,0,cond,29,diag_gaussian,moment,0.0625,64,12,1.0799331143584532,1.649856831851012,3.492506344632906,0.5347383978466193,0.0927960927960928,10.776315789473683
calibration,0,cond,29,diag_gaussian,moment,0.125,16,12,2.7653228281001874,4.090507281679672,8.951413498408831,0.6029019455129095,0.19536019536019536,5.11875
calibration,0,cond,29,diag_gaussian,moment,0.125,64,12,2.2237717002371324,3.265281602430492,7.198351772924953,0.6029019455129095,0.1543345543345543,6.479430379746836
calibration,0,cond,29,diag_gaussian,oracle_mass,0.0625,16,12,2.8269800127112377,4.234942281686649,9.149871843282238,0.6195569473008314,0.13675213675213674,7.312500000000001
calibration,0,cond,29,diag_gaussian,oracle_mass,0.0625,64,12,2.612989807867646,3.9593485642045794,8.455588200093992,0.6195569473008314,0.0927960927960928,10.776315789473683
calibration,0,cond,29,diag_gaussian,oracle_mass,0.125,16,12,2.816281604849357,4.166876974968241,9.116368579687391,0.686828251928091,0.19536019536019536,5.11875
calibration,0,cond,29,diag_gaussian,oracle_mass,0.125,64,12,2.6121631564122834,3.851659865232263,8.455588200093992,0.686828251928091,0.1543345543345543,6.479430379746836
calibration,19,cond,0,centroid,moment,0.0625,16,12,0.030598803355812776,0.09462120991112441,0.09577099181639653,0.5651772699008385,0.13675213675213674,7.312500000000001
calibration,19,cond,0,centroid,moment,0.0625,64,12,0.035889631464677045,0.10414046142212577,0.10432896121316178,0.5651772699008385,0.0927960927960928,10.776315789473683
calibration,19,cond,0,centroid,moment,0.125,16,12,0.024869032621601436,0.07719160876254921,0.08170838653783105,0.6310185641050339,0.19533984533984536,5.119283258672778
calibration,19,cond,0,centroid,moment,0.125,64,12,0.028688729036908542,0.08501999937820069,0.0901504891330738,0.6310185641050339,0.15431420431420428,6.480284847685613
