category,layer,mode,method,capacity,delay,run_count,observation_count,mean_cosine_mean,mean_cosine_std,median_cosine_mean,median_cosine_std,mean_relative_l2_mean,mean_relative_l2_std,coverage_mean,coverage_std,cosine_gain_vs_recent
__all__,22,frame_centered_unit,recent_window,64,8,30,240,0.8126165852515392,0.1449434736968471,0.8415019911173777,0.14432697301575834,0.5004917514442061,0.2896485218049751,0.47760416666666666,0.3662428747647826,0.0
__all__,22,frame_centered_unit,uniform_reservoir,64,0,30,480,0.9494931492756308,0.061695717547944444,0.9733190978070229,0.051814427087505124,0.16377339498587992,0.16751757441238463,0.8354166666666667,0.19939415616784983,-0.05050685072436922
__all__,22,frame_centered_unit,uniform_reservoir,64,1,30,450,0.953052848766501,0.056300427587709624,0.9763507709974459,0.04516280851146414,0.16020029315170828,0.15821871551647584,0.8440277777777778,0.18921647451634613,-0.04694715123349902
__all__,22,frame_centered_unit,uniform_reservoir,64,2,30,420,0.9509348191741968,0.05547523054811765,0.9755948696247864,0.04545175248028874,0.16987512944112734,0.15441016686938605,0.8392857142857143,0.187570848292723,-0.049065180825803245
__all__,22,frame_centered_unit,uniform_reservoir,64,4,30,360,0.9439922716715191,0.05479236868680173,0.9719394462597845,0.045802401117494895,0.19688735868656068,0.14793110220383857,0.8131944444444444,0.186337704099669,0.04688147502184514
__all__,22,frame_centered_unit,uniform_reservoir,64,8,30,240,0.9272581272376131,0.05852622302678144,0.9563700495379168,0.052888892421924766,0.24634345982240724,0.15289425382205415,0.7536458333333333,0.20216855483969862,0.1146415419860739
__all__,23,frame_centered_unit,instant_adaptive,64,0,30,480,1.0,0.0,1.0,2.482534153247273e-17,9.602376121259114e-19,5.3771945748084274e-18,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_adaptive,64,1,30,450,1.0,0.0,1.0,2.3405556457178006e-17,1.0822818764682001e-18,5.671799799310154e-18,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_adaptive,64,2,30,420,1.0,0.0,1.0,2.4227052612512386e-17,1.2143135835313108e-18,5.958643349811022e-18,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_adaptive,64,4,30,360,0.932812948285258,0.06591266873108112,0.9475854333410337,0.060958745508716355,0.27144230854606904,0.1800669974314451,0.7899305555555556,0.23201486580658343,0.038278803151388985
__all__,23,frame_centered_unit,instant_adaptive,64,8,30,240,0.8825931849954163,0.08714813502566747,0.8994917156194557,0.08707755074092445,0.3869713162177633,0.2159011083769564,0.6015625,0.3000718772401317,0.07238510371193929
__all__,23,frame_centered_unit,instant_oja,64,0,30,480,1.0,0.0,1.0,4.417701902926904e-17,1.670120498343575e-17,8.515254431196113e-17,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_oja,64,1,30,450,1.0,0.0,1.0,4.562582906278591e-17,1.8593515073052257e-17,8.921415520554632e-17,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_oja,64,2,30,420,1.0,0.0,1.0,4.845410522502477e-17,2.1257819837415078e-17,9.447265969626042e-17,1.0,0.0,0.0
__all__,23,frame_centered_unit,instant_oja,64,4,30,360,0.921510313973068,0.07895787293321618,0.9378378777108266,0.07334563415388722,0.2889003261938096,0.2054625555062741,0.7380208333333333,0.2762631776331624,0.026976168839199066
__all__,23,frame_centered_unit,instant_oja,64,8,30,240,0.9138005845801324,0.09031794099699185,0.9301833245060271,0.08432472862425472,0.29831115443444245,0.21373077484084108,0.71953125,0.30346207901225075,0.10359250329665537
__all__,23,frame_centered_unit,recent_window,64,0,30,480,1.0,0.0,1.0,2.482534153247273e-17,0.0,0.0,1.0,0.0,0.0
__all__,23,frame_centered_unit,recent_window,64,1,30,450,1.0,0.0,1.0,2.3405556457178006e-17,0.0,0.0,1.0,0.0,0.0
__all__,23,frame_centered_unit,recent_window,64,2,30,420,1.0,0.0,1.0,2.4227052612512386e-17,0.0,0.0,1.0,0.0,0.0
__all__,23,frame_centered_unit,recent_window,64,4,30,360,0.894534145133869,0.10268751863504694,0.9178074932857505,0.09599561694381137,0.354229578409516,0.23869414645037576,0.6697916666666667,0.31154541703417815,0.0
__all__,23,frame_centered_unit,recent_window,64,8,30,240,0.810208081283477,0.14550552606703904,0.8391591754059291,0.14510712665984563,0.5047018646452908,0.2898966275456171,0.4708333333333333,0.36478565814583347,0.0
__all__,23,frame_centered_unit,uniform_reservoir,64,0,30,480,0.947713030543773,0.06394072264478526,0.9719103494624518,0.052785558079581275,0.16741396435189726,0.17151770648207862,0.8326822916666666,0.20505786937004294,-0.05228696945622702
__all__,23,frame_centered_unit,uniform_reservoir,64,1,30,450,0.9512155688365936,0.05780132921327828,0.9737053913047715,0.048534724011104646,0.16413933789927806,0.16091942978843213,0.8438888888888889,0.1924913818818012,-0.04878443116340636
