case,sample_id,prompt_index,seed,layer,sampling_step,timestep,branch,mask,tail_rank,fallback_selection,logical_sparse_density,execution_sparse_density,dense_fallback_heads,dense_fallback_fraction,effective_attention_density,output_relative_l2,output_cosine
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,0,0.0,0.03253999724984169,0.14843496680259705,0.9895108938217163
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,1,0.08333333333333333,0.11316166414568822,0.11915796250104904,0.9930610656738281
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,2,0.16666666666666666,0.19378333104153475,0.08538154512643814,0.9964171051979065
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,3,0.25,0.27440499793738127,0.06848769634962082,0.9976986050605774
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,4,0.3333333333333333,0.3550266648332278,0.04978250712156296,0.9987724423408508
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,5,0.4166666666666667,0.4356483317290743,0.04178999736905098,0.999133825302124
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,6,0.5,0.5162699986249208,0.03796840459108353,0.999285876750946
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,7,0.5833333333333334,0.5968916655207673,0.0341627411544323,0.9994229674339294
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,8,0.6666666666666666,0.6775133324166139,0.029911091551184654,0.999559223651886
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,9,0.75,0.7581349993124604,0.024960573762655258,0.9996947050094604
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,10,0.8333333333333334,0.8387566662083069,0.019209736958146095,0.999821662902832
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,11,0.9166666666666666,0.9193783331041535,0.013103730976581573,0.9999200105667114
f81_l0_t1000_cond,,,,0,,1000,cond,s5,16,oracle_current_replay_defect_energy,0.026429980993270874,0.03253999724984169,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,0,0.0,0.06011082977056503,0.3881398141384125,0.9383668303489685
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,1,0.08333333333333333,0.13843492728968462,0.3536788523197174,0.9486026763916016
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,2,0.16666666666666666,0.21675902480880418,0.32035428285598755,0.9575821161270142
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,3,0.25,0.2950831223279238,0.2896622121334076,0.9625788927078247
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,4,0.3333333333333333,0.37340721984704334,0.26208826899528503,0.9691569805145264
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,5,0.4166666666666667,0.45173131736616295,0.23802685737609863,0.9744439721107483
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,6,0.5,0.5300554148852825,0.2128448486328125,0.9792951345443726
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,7,0.5833333333333334,0.6083795124044021,0.18784625828266144,0.9836668968200684
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,8,0.6666666666666666,0.6867036099235216,0.1615818589925766,0.9879427552223206
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,9,0.75,0.7650277074426413,0.131005197763443,0.9922165870666504
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,10,0.8333333333333334,0.8433518049617609,0.09650971740484238,0.9955224990844727
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,11,0.9166666666666666,0.9216759024808804,0.0601690411567688,0.9982477426528931
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,0,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,0,0.0,0.06011082977056503,0.14087438583374023,0.9907047748565674
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,1,0.08333333333333333,0.13843492728968462,0.1218288317322731,0.9928401708602905
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,2,0.16666666666666666,0.21675902480880418,0.1059102714061737,0.9945704340934753
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,3,0.25,0.2950831223279238,0.0941854864358902,0.9956355094909668
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,4,0.3333333333333333,0.37340721984704334,0.08100277185440063,0.9967618584632874
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,5,0.4166666666666667,0.45173131736616295,0.07045208662748337,0.9975502490997314
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,6,0.5,0.5300554148852825,0.06026371940970421,0.9982033967971802
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,7,0.5833333333333334,0.6083795124044021,0.05086272209882736,0.9987208843231201
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,8,0.6666666666666666,0.6867036099235216,0.04066464304924011,0.9991797208786011
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,9,0.75,0.7650277074426413,0.03416740521788597,0.9994221925735474
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,10,0.8333333333333334,0.8433518049617609,0.026414629071950912,0.9996567964553833
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,11,0.9166666666666666,0.9216759024808804,0.018277041614055634,0.999838650226593
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,8,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,0,0.0,0.06011082977056503,0.0810789242386818,0.9968041181564331
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,1,0.08333333333333333,0.13843492728968462,0.07012999802827835,0.997578501701355
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,2,0.16666666666666666,0.21675902480880418,0.05919022485613823,0.9982749819755554
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,3,0.25,0.2950831223279238,0.05183727666735649,0.9986691474914551
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,4,0.3333333333333333,0.37340721984704334,0.04396212100982666,0.9990429878234863
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,5,0.4166666666666667,0.45173131736616295,0.03855765238404274,0.9992647171020508
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,6,0.5,0.5300554148852825,0.03369374945759773,0.9994397163391113
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,7,0.5833333333333334,0.6083795124044021,0.029185228049755096,0.9995799660682678
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,8,0.6666666666666666,0.6867036099235216,0.024063242599368095,0.9997158050537109
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,9,0.75,0.7650277074426413,0.019821224734187126,0.9998089075088501
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,10,0.8333333333333334,0.8433518049617609,0.015760885551571846,0.999881386756897
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,11,0.9166666666666666,0.9216759024808804,0.010740403085947037,0.9999479651451111
f81_l0_t1000_cond,,,,0,,1000,cond,s3_tfull,16,oracle_current_replay_defect_energy,0.048220157623291016,0.06011082977056503,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,0,0.0,0.07742274552583694,0.3358384668827057,0.9520849585533142
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,1,0.08333333333333333,0.15430418339868388,0.3094952404499054,0.9592773914337158
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,2,0.16666666666666666,0.23118562127153078,0.28088340163230896,0.9641360640525818
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,3,0.25,0.3080670591443777,0.2532956600189209,0.9706562757492065
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,4,0.3333333333333333,0.3849484970172246,0.23111335933208466,0.9752508401870728
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,5,0.4166666666666667,0.46182993489007157,0.20874947309494019,0.9795442223548889
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,6,0.5,0.5387113727629185,0.1852026730775833,0.9838523864746094
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,7,0.5833333333333334,0.6155928106357654,0.1583385020494461,0.9883238673210144
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,8,0.6666666666666666,0.6924742485086123,0.13259342312812805,0.9918409585952759
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,9,0.75,0.7693556863814592,0.10371673107147217,0.9947652220726013
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,10,0.8333333333333334,0.8462371242543062,0.0764465481042862,0.997175931930542
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,11,0.9166666666666666,0.923118562127153,0.051734406501054764,0.9986785650253296
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,0,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,12,1.0,1.0,0.0,1.000005841255188
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,0,0.0,0.07742274552583694,0.12955600023269653,0.9920786023139954
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,1,0.08333333333333333,0.15430418339868388,0.111481212079525,0.9939786195755005
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,2,0.16666666666666666,0.23118562127153078,0.09487243741750717,0.9956263303756714
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,3,0.25,0.3080670591443777,0.08206689357757568,0.9967193007469177
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,4,0.3333333333333333,0.3849484970172246,0.06860083341598511,0.9976735711097717
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,5,0.4166666666666667,0.46182993489007157,0.05721788853406906,0.9983823299407959
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,6,0.5,0.5387113727629185,0.04962294548749924,0.9987782835960388
f81_l0_t1000_cond,,,,0,,1000,cond,s5_tfull,8,oracle_current_replay_defect_energy,0.06212078407406807,0.07742274552583694,7,0.5833333333333334,0.6155928106357654,0.043294671922922134,0.9990707039833069
