case,sample_id,prompt_index,seed,layer,sampling_step,timestep,branch,head,mask,tail_rank,tokens,query_samples,oracle_only,logical_density,execution_density,keys_mean,keys_min,keys_max,exact_attention_mass,tail_defect_energy_explained,output_relative_l2,output_cosine
f81_l0_t1000_cond,,,,0,,1000,cond,7,s5,16,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.07569408416748047,0.8690392374992371,0.25707095861434937,0.9679508209228516
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull,0,32760,128,False,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.34556058049201965,0.0,0.5372602939605713,0.8958678841590881
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull,8,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.34556058049201965,0.6807000041007996,0.30358776450157166,0.9587632417678833
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull,16,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.34556058049201965,0.875396192073822,0.18964894115924835,0.982787549495697
f81_l0_t1000_cond,,,,0,,1000,cond,7,s5_tfull,0,32760,128,False,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.3539324104785919,0.0,0.5226638913154602,0.8997688293457031
f81_l0_t1000_cond,,,,0,,1000,cond,7,s5_tfull,8,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.3539324104785919,0.6810431480407715,0.2951810956001282,0.9607471823692322
f81_l0_t1000_cond,,,,0,,1000,cond,7,s5_tfull,16,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.3539324104785919,0.875251829624176,0.1846032589673996,0.9836515188217163
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_temporal_pm2,0,32760,128,False,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.6795337796211243,0.0,0.21221421658992767,0.9815044403076172
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_temporal_pm2,8,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.6795337796211243,0.7545464634895325,0.10513786971569061,0.9947999715805054
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_temporal_pm2,16,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.6795337796211243,0.9089969396591187,0.06401804834604263,0.9980062246322632
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull_anchor12,0,32760,128,False,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.35508108139038086,0.0,0.5236055850982666,0.8999167680740356
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull_anchor12,8,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.35508108139038086,0.6795021891593933,0.296426385641098,0.9605273008346558
f81_l0_t1000_cond,,,,0,,1000,cond,7,s3_tfull_anchor12,16,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.35508108139038086,0.8760895729064941,0.18431393802165985,0.9837046265602112
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3,0,32760,128,False,0.012529350817203522,0.015228076837956905,389.75,168,576,0.013912412337958813,0.0,1.3813605308532715,0.48210006952285767
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3,8,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.013912412337958813,0.9192630052566528,0.39250290393829346,0.9308190941810608
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3,16,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.013912412337958813,0.9638221859931946,0.262740820646286,0.9671486020088196
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5,0,32760,128,False,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.02861812710762024,0.0,0.8709378838539124,0.6925787925720215
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5,8,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.02861812710762024,0.92267245054245,0.24218884110450745,0.971881091594696
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5,16,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.02861812710762024,0.967877209186554,0.15609675645828247,0.9879941344261169
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull,0,32760,128,False,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.051959116011857986,0.0,1.5063655376434326,0.42795446515083313
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull,8,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.051959116011857986,0.9857736229896545,0.179671049118042,0.9842553734779358
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull,16,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.051959116011857986,0.9947953224182129,0.10867339372634888,0.9941507577896118
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5_tfull,0,32760,128,False,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.06666482985019684,0.0,1.2284129858016968,0.522918164730072
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5_tfull,8,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.06666482985019684,0.9832119345664978,0.1591644287109375,0.9875767230987549
f81_l0_t1000_cond,,,,0,,1000,cond,8,s5_tfull,16,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.06666482985019684,0.993405282497406,0.0997578501701355,0.9950615763664246
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_temporal_pm2,0,32760,128,False,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.06417939811944962,0.0,1.2143558263778687,0.5299351811408997
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_temporal_pm2,8,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.06417939811944962,0.9825460910797119,0.1604321151971817,0.9873846769332886
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_temporal_pm2,16,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.06417939811944962,0.9933297634124756,0.09917780756950378,0.9951183795928955
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull_anchor12,0,32760,128,False,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.072282575070858,0.0,0.9556823968887329,0.6571557521820068
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull_anchor12,8,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.072282575070858,0.982543408870697,0.12626758217811584,0.9921311736106873
f81_l0_t1000_cond,,,,0,,1000,cond,8,s3_tfull_anchor12,16,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.072282575070858,0.9935541749000549,0.07672718167304993,0.9970696568489075
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3,0,32760,128,False,0.012529350817203522,0.015228076837956905,389.75,168,576,0.019994286820292473,0.0,1.539698600769043,0.4515470862388611
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3,8,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.019994286820292473,0.9161614179611206,0.4458182752132416,0.9131854176521301
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3,16,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.019994286820292473,0.9645063877105713,0.29007554054260254,0.960442066192627
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5,0,32760,128,False,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.04033626988530159,0.0,1.591846227645874,0.4506833851337433
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5,8,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.04033626988530159,0.9700973033905029,0.27526819705963135,0.9641349911689758
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5,16,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.04033626988530159,0.9880539774894714,0.17398527264595032,0.9851949214935303
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull,0,32760,128,False,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.062033772468566895,0.0,1.0112931728363037,0.6516232490539551
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull,8,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.062033772468566895,0.9470227956771851,0.23276709020137787,0.9739800095558167
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull,16,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.062033772468566895,0.979715883731842,0.14403048157691956,0.9897837042808533
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5_tfull,0,32760,128,False,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.08237574994564056,0.0,0.7399294376373291,0.7621983885765076
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5_tfull,8,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.08237574994564056,0.9253670573234558,0.20214161276817322,0.9802100658416748
f81_l0_t1000_cond,,,,0,,1000,cond,9,s5_tfull,16,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.08237574994564056,0.9704986214637756,0.12709036469459534,0.9920250773429871
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_temporal_pm2,0,32760,128,False,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.08780623972415924,0.0,0.8141297101974487,0.7473329901695251
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_temporal_pm2,8,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.08780623972415924,0.9372664093971252,0.20391198992729187,0.9799289703369141
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_temporal_pm2,16,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.08780623972415924,0.9779167175292969,0.12098308652639389,0.9927688837051392
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull_anchor12,0,32760,128,False,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.08138628304004669,0.0,0.8558298349380493,0.7238113284111023
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull_anchor12,8,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.08138628304004669,0.9565122723579407,0.17847219109535217,0.9844202995300293
f81_l0_t1000_cond,,,,0,,1000,cond,9,s3_tfull_anchor12,16,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.08138628304004669,0.983750581741333,0.10909518599510193,0.9940952062606812
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3,0,32760,128,False,0.012529350817203522,0.015228076837956905,389.75,168,576,0.007795000448822975,0.0,0.8265988826751709,0.6820803284645081
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3,8,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.007795000448822975,0.952990710735321,0.1792200356721878,0.9842838048934937
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3,16,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.007795000448822975,0.9828296303749084,0.10831407457590103,0.9941827058792114
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5,0,32760,128,False,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.015736835077404976,0.0,0.7906159162521362,0.6993935108184814
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5,8,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.015736835077404976,0.9802514910697937,0.11110491305589676,0.9938795566558838
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5,16,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.015736835077404976,0.9936336874961853,0.06308282911777496,0.9980155229568481
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull,0,32760,128,False,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.05153326690196991,0.0,0.4247790277004242,0.9124807119369507
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull,8,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.05153326690196991,0.8213855028152466,0.17952366173267365,0.9842062592506409
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull,16,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.05153326690196991,0.9501498341560364,0.09484115242958069,0.995539128780365
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5_tfull,0,32760,128,False,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.05947510525584221,0.0,0.4314369261264801,0.9070624113082886
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5_tfull,8,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.05947510525584221,0.8448162078857422,0.1699577122926712,0.98581862449646
f81_l0_t1000_cond,,,,0,,1000,cond,10,s5_tfull,16,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.05947510525584221,0.956562876701355,0.0899183452129364,0.9959872961044312
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_temporal_pm2,0,32760,128,False,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.04449976980686188,0.0,0.7569587826728821,0.7270673513412476
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_temporal_pm2,8,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.04449976980686188,0.968600332736969,0.1341324895620346,0.9911041259765625
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_temporal_pm2,16,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.04449976980686188,0.9893732070922852,0.07803156971931458,0.9969682693481445
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull_anchor12,0,32760,128,False,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.07624842971563339,0.0,0.3520418703556061,0.9390743970870972
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull_anchor12,8,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.07624842971563339,0.8791406750679016,0.12238669395446777,0.9925769567489624
f81_l0_t1000_cond,,,,0,,1000,cond,10,s3_tfull_anchor12,16,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.07624842971563339,0.9657739996910095,0.0651286318898201,0.9978876113891602
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3,0,32760,128,False,0.012529350817203522,0.015228076837956905,389.75,168,576,0.627629280090332,0.0,0.5095183849334717,0.9422491788864136
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3,8,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.627629280090332,0.659741997718811,0.2972103953361511,0.9668538570404053
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3,16,32760,128,True,0.012529350817203522,0.015228076837956905,389.75,168,576,0.627629280090332,0.8601051568984985,0.19057275354862213,0.984018087387085
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5,0,32760,128,False,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.6432570219039917,0.0,0.4857211410999298,0.9449917078018188
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5,8,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.6432570219039917,0.6610268950462341,0.28279367089271545,0.9694145917892456
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5,16,32760,128,True,0.026429980993270874,0.03253999724984169,834.0,440,1200,0.6432570219039917,0.8610895872116089,0.18103164434432983,0.9854519367218018
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull,0,32760,128,False,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.8237025737762451,0.0,0.2798580229282379,0.9740011692047119
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull,8,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.8237025737762451,0.7327672243118286,0.14467135071754456,0.9909236431121826
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull,16,32760,128,True,0.048220157623291016,0.06011082977056503,1502.25,648,1856,0.8237025737762451,0.9115739464759827,0.0832199975848198,0.9967594146728516
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5_tfull,0,32760,128,False,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.8393301963806152,0.0,0.2658224105834961,0.9755708575248718
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5_tfull,8,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.8393301963806152,0.7420834898948669,0.13499918580055237,0.9919663071632385
f81_l0_t1000_cond,,,,0,,1000,cond,11,s5_tfull,16,32760,128,True,0.06212078407406807,0.07742274552583694,1946.5,920,2480,0.8393301963806152,0.9179743528366089,0.07613186538219452,0.9972668290138245
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_temporal_pm2,0,32760,128,False,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.9423215389251709,0.0,0.06770502030849457,0.9984432458877563
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_temporal_pm2,8,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.9423215389251709,0.7660589814186096,0.03274717926979065,0.9995577931404114
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_temporal_pm2,16,32760,128,True,0.05906694009900093,0.07178950309753418,1836.0,504,2880,0.9423215389251709,0.9199379682540894,0.019157271832227707,0.9998334646224976
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull_anchor12,0,32760,128,False,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.8262027502059937,0.0,0.27635064721107483,0.9744303226470947
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull_anchor12,8,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.8262027502059937,0.7306336164474487,0.14342740178108215,0.9910690784454346
f81_l0_t1000_cond,,,,0,,1000,cond,11,s3_tfull_anchor12,16,32760,128,True,0.0691748633980751,0.08589551597833633,2189.625,1368,2576,0.8262027502059937,0.9121637940406799,0.08190253376960754,0.9968547224998474
