weight_key,method,params,budget,budget_ratio,fit_weight_rel_fro,fit_activation_rel_l2,fit_activation_cosine,holdout_weight_rel_fro,holdout_activation_rel_l2,holdout_activation_cosine,notes
blocks.29.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.49526649713516235,0.49605199694633484,0.886772871017456,0.49526649713516235,0.49454623460769653,0.8874557614326477,Frobenius SVD of quantization error
blocks.29.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,0.5054824352264404,0.4910293519496918,0.8888064026832581,0.5054824352264404,0.5045921206474304,0.8883332014083862,Activation-aware SVD lifted through ridge regression
blocks.29.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.48846784234046936,0.48907920718193054,0.8876341581344604,0.48846784234046936,0.4874858856201172,0.8883540630340576,Frobenius SVD of quantization error
blocks.29.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,0.5027551054954529,0.478381484746933,0.8920536041259766,0.5027551054954529,0.5016627907752991,0.8887026906013489,Activation-aware SVD lifted through ridge regression
blocks.29.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5068720579147339,0.5071821808815002,0.888655424118042,0.5068720579147339,0.5064952373504639,0.8893311023712158,Frobenius block-circulant projection
blocks.29.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5186102390289307,0.49519282579421997,0.8919315338134766,0.5186102390289307,0.51819908618927,0.8777827024459839,Activation-aware shared-generator least squares
blocks.29.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.508894681930542,0.5092651844024658,0.8881582021713257,0.508894681930542,0.5085377097129822,0.888870358467102,Frobenius block-circulant projection
blocks.29.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.4965929388999939,0.4971922039985657,0.8871936798095703,0.4965929388999939,0.49574556946754456,0.887847900390625,Frobenius BCM followed by Frobenius low rank
blocks.29.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.5146890878677368,0.5032842755317688,0.8897233009338379,0.5146890878677368,0.5142874121665955,0.8831002116203308,Activation-aware shared-generator least squares
blocks.29.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.5105913281440735,0.48887789249420166,0.8901509046554565,0.5105913281440735,0.5096994042396545,0.8831503987312317,Activation-aware BCM followed by activation-aware low rank
blocks.29.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,0.5037928223609924,0.48942792415618896,0.8893589973449707,0.5037928223609924,0.502834677696228,0.8887704610824585,Activation-energy-selected output-row blocks
