prompt_id,split,seed,layer,current_start_frame,denoising_call_index,event_fraction,left_selector,right_selector,jaccard
calib_rigid_s0,calibration,0,29,18,1,0.1,dense_attention_mass_oracle,value_leverage_oracle,0.875
calib_rigid_s0,calibration,0,29,18,1,0.1,dense_attention_mass_oracle,residual_width_singleton_oracle,0.6666666666666666
calib_rigid_s0,calibration,0,29,18,1,0.1,value_leverage_oracle,residual_width_singleton_oracle,0.6666666666666666
test_nonrigid_s3,test,3,14,15,1,0.05,kv_deviation,dense_attention_mass_oracle,0.14285714285714285
test_nonrigid_s3,test,3,14,15,1,0.05,kv_deviation,value_leverage_oracle,0.23076923076923078
test_nonrigid_s3,test,3,14,15,1,0.05,kv_deviation,residual_width_singleton_oracle,0.14285714285714285
test_nonrigid_s3,test,3,14,15,1,0.05,dense_attention_mass_oracle,value_leverage_oracle,0.7777777777777778
test_nonrigid_s3,test,3,14,15,1,0.05,dense_attention_mass_oracle,residual_width_singleton_oracle,0.7777777777777778
test_nonrigid_s3,test,3,14,15,1,0.05,value_leverage_oracle,residual_width_singleton_oracle,0.7777777777777778
test_nonrigid_s3,test,3,14,15,1,0.1,kv_deviation,dense_attention_mass_oracle,0.2
test_nonrigid_s3,test,3,14,15,1,0.1,kv_deviation,value_leverage_oracle,0.25
test_nonrigid_s3,test,3,14,15,1,0.1,kv_deviation,residual_width_singleton_oracle,0.2
test_nonrigid_s3,test,3,14,15,1,0.1,dense_attention_mass_oracle,value_leverage_oracle,0.7647058823529411
test_nonrigid_s3,test,3,14,15,1,0.1,dense_attention_mass_oracle,residual_width_singleton_oracle,0.5789473684210527
test_nonrigid_s3,test,3,14,15,1,0.1,value_leverage_oracle,residual_width_singleton_oracle,0.6666666666666666
test_nonrigid_s3,test,3,29,18,1,0.05,kv_deviation,dense_attention_mass_oracle,0.14285714285714285
test_nonrigid_s3,test,3,29,18,1,0.05,kv_deviation,value_leverage_oracle,0.23076923076923078
test_nonrigid_s3,test,3,29,18,1,0.05,kv_deviation,residual_width_singleton_oracle,0.14285714285714285
test_nonrigid_s3,test,3,29,18,1,0.05,dense_attention_mass_oracle,value_leverage_oracle,0.7777777777777778
test_nonrigid_s3,test,3,29,18,1,0.05,dense_attention_mass_oracle,residual_width_singleton_oracle,0.7777777777777778
test_nonrigid_s3,test,3,29,18,1,0.05,value_leverage_oracle,residual_width_singleton_oracle,0.7777777777777778
test_nonrigid_s3,test,3,29,18,1,0.1,kv_deviation,dense_attention_mass_oracle,0.07142857142857142
test_nonrigid_s3,test,3,29,18,1,0.1,kv_deviation,value_leverage_oracle,0.2
test_nonrigid_s3,test,3,29,18,1,0.1,kv_deviation,residual_width_singleton_oracle,0.1111111111111111
test_nonrigid_s3,test,3,29,18,1,0.1,dense_attention_mass_oracle,value_leverage_oracle,0.42857142857142855
test_nonrigid_s3,test,3,29,18,1,0.1,dense_attention_mass_oracle,residual_width_singleton_oracle,0.42857142857142855
test_nonrigid_s3,test,3,29,18,1,0.1,value_leverage_oracle,residual_width_singleton_oracle,0.5
valid_multi_object_s2,validation,2,14,15,1,0.05,kv_deviation,dense_attention_mass_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,14,15,1,0.05,kv_deviation,value_leverage_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,14,15,1,0.05,kv_deviation,residual_width_singleton_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,14,15,1,0.05,dense_attention_mass_oracle,value_leverage_oracle,0.7777777777777778
valid_multi_object_s2,validation,2,14,15,1,0.05,dense_attention_mass_oracle,residual_width_singleton_oracle,0.6
valid_multi_object_s2,validation,2,14,15,1,0.05,value_leverage_oracle,residual_width_singleton_oracle,0.6
valid_multi_object_s2,validation,2,14,15,1,0.1,kv_deviation,dense_attention_mass_oracle,0.07142857142857142
valid_multi_object_s2,validation,2,14,15,1,0.1,kv_deviation,value_leverage_oracle,0.07142857142857142
valid_multi_object_s2,validation,2,14,15,1,0.1,kv_deviation,residual_width_singleton_oracle,0.07142857142857142
valid_multi_object_s2,validation,2,14,15,1,0.1,dense_attention_mass_oracle,value_leverage_oracle,0.5789473684210527
valid_multi_object_s2,validation,2,14,15,1,0.1,dense_attention_mass_oracle,residual_width_singleton_oracle,0.36363636363636365
valid_multi_object_s2,validation,2,14,15,1,0.1,value_leverage_oracle,residual_width_singleton_oracle,0.42857142857142855
valid_multi_object_s2,validation,2,29,18,1,0.05,kv_deviation,dense_attention_mass_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,29,18,1,0.05,kv_deviation,value_leverage_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,29,18,1,0.05,kv_deviation,residual_width_singleton_oracle,0.06666666666666667
valid_multi_object_s2,validation,2,29,18,1,0.05,dense_attention_mass_oracle,value_leverage_oracle,0.7777777777777778
valid_multi_object_s2,validation,2,29,18,1,0.05,dense_attention_mass_oracle,residual_width_singleton_oracle,0.7777777777777778
valid_multi_object_s2,validation,2,29,18,1,0.05,value_leverage_oracle,residual_width_singleton_oracle,0.7777777777777778
valid_multi_object_s2,validation,2,29,18,1,0.1,kv_deviation,dense_attention_mass_oracle,0.07142857142857142
valid_multi_object_s2,validation,2,29,18,1,0.1,kv_deviation,value_leverage_oracle,0.1111111111111111
valid_multi_object_s2,validation,2,29,18,1,0.1,kv_deviation,residual_width_singleton_oracle,0.1111111111111111
valid_multi_object_s2,validation,2,29,18,1,0.1,dense_attention_mass_oracle,value_leverage_oracle,0.6666666666666666
valid_multi_object_s2,validation,2,29,18,1,0.1,dense_attention_mass_oracle,residual_width_singleton_oracle,0.5
valid_multi_object_s2,validation,2,29,18,1,0.1,value_leverage_oracle,residual_width_singleton_oracle,0.6666666666666666
