layer,rank,mode,count,relative_projection_error_mean,relative_projection_error_std,raw_reconstruction_error_mean,raw_reconstruction_error_std
22,1,raw,450,0.615448873764772,0.09950902768687639,0.615448873764772,0.09950902768687639
22,16,history_centered,450,0.36661352887499843,0.08632504109222759,0.30395959299105874,0.08865656519963722
22,16,raw,450,0.3066938932604554,0.08837891547978248,0.3066938932604554,0.08837891547978248
22,2,history_centered,450,0.5276437723580931,0.08239734034727296,0.4351736552244824,0.09563591905852031
22,2,raw,450,0.4790990594028005,0.10545068018706931,0.4790990594028005,0.10545068018706931
22,32,history_centered,450,0.3166410067670729,0.08861734295464006,0.2632376605212882,0.08777928978212057
22,32,raw,450,0.26430385709255483,0.08742735784971238,0.26430385709255483,0.08742735784971238
22,4,history_centered,450,0.47429846953579197,0.08382079389882029,0.39178213570717335,0.09342463861774815
22,4,raw,450,0.4031945873621252,0.09255890082117217,0.4031945873621252,0.09255890082117217
22,64,history_centered,450,0.27028202309885035,0.09127071219787239,0.22538749760082183,0.08728326473821649
22,64,raw,450,0.22575885182098382,0.08693661311674512,0.22575885182098382,0.08693661311674512
22,8,history_centered,450,0.4199039114439315,0.0847431672629641,0.3473638016612319,0.09040106328275271
22,8,raw,450,0.3531233962557278,0.09025773069660334,0.3531233962557278,0.09025773069660334
23,1,history_centered,450,0.708447414326317,0.05887523663943059,0.5526366278727153,0.0799346508935964
23,1,raw,450,0.6171971002617826,0.08753649331759387,0.6171971002617826,0.08753649331759387
23,16,history_centered,450,0.3796351017722531,0.08703008194062103,0.29906169782711195,0.08374391768571914
23,16,raw,450,0.3017911374300191,0.08357650429190447,0.3017911374300191,0.08357650429190447
23,2,history_centered,450,0.5329508808315642,0.08062008036607436,0.4177140930541571,0.08719292074257069
23,2,raw,450,0.4889624863273943,0.09401226809712701,0.4889624863273943,0.09401226809712701
23,32,history_centered,450,0.32968862012077704,0.08992631907839801,0.2603355906262563,0.0834970016616983
23,32,raw,450,0.26143007182909456,0.08315815408833298,0.26143007182909456,0.08315815408833298
23,4,history_centered,450,0.4835452862659615,0.08301152672285804,0.37957103213723203,0.08638908125326487
23,4,raw,450,0.3924534262568665,0.08631062710327904,0.3924534262568665,0.08631062710327904
23,64,history_centered,450,0.28244736977885687,0.09329751490108336,0.22363891592537402,0.08370004211929807
23,64,raw,450,0.22402686419178716,0.08330818385990522,0.22402686419178716,0.08330818385990522
23,8,history_centered,450,0.43178103878670204,0.08493952083791108,0.3394571170280225,0.08475390944864314
23,8,raw,450,0.3456105453736724,0.0849494747333552,0.3456105453736724,0.0849494747333552
7,1,history_centered,450,0.9419363520244661,0.021951706383468546,0.8559898437411874,0.08512380724110295
7,1,raw,450,0.8916748844538478,0.08224098647879012,0.8916748844538478,0.08224098647879012
7,16,history_centered,450,0.6749378619542389,0.09537421374314474,0.6195643296646626,0.11950638392109422
7,16,raw,450,0.6259179555415989,0.11757873126720815,0.6259179555415989,0.11757873126720815
7,2,history_centered,450,0.9074850231651101,0.029860784649090966,0.8253176521923411,0.08860551922647356
7,2,raw,450,0.8510344996514736,0.08449452995410706,0.8510344996514736,0.08449452995410706
7,32,history_centered,450,0.5847407868051022,0.10792416700197362,0.5384005964122429,0.12321377673901031
7,32,raw,450,0.5407436308803298,0.12177291676413228,0.5407436308803298,0.12177291676413228
7,4,history_centered,450,0.8553173694791726,0.04294637387320244,0.7791371312913046,0.09519864463083683
7,4,raw,450,0.7979256653762326,0.09086777123391972,0.7979256653762326,0.09086777123391972
7,64,history_centered,450,0.49482269649253524,0.11524991260618499,0.45684780069177716,0.12447498870068394
7,64,raw,450,0.45769316441299573,0.12295584338191676,0.45769316441299573,0.12295584338191676
7,8,history_centered,450,0.7749415877107505,0.07061020044551909,0.7084640548204493,0.10932088994991354
7,8,raw,450,0.7219166532477836,0.10501470693957726,0.7219166532477836,0.10501470693957726
