method,schedule_family,schedule_action,schedule_cell_count,samples,speedup_geomean,speedup_mean,speedup_min,speedup_max,ssim_mean,ssim_min,ssim_p05,psnr_mean_db,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_fallbacks_mean,cache_refreshes_mean
c_s19-19_b06-06_br1_f100,single_cell,C,1,1,0.9530536003035999,0.9530536003035999,0.9530536003035999,0.9530536003035999,0.9759965722959978,0.9759965722959978,0.9759965722959978,36.54555264964378,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br0_f025,single_cell,C,1,1,0.9648508478193658,0.9648508478193658,0.9648508478193658,0.9648508478193658,0.9690922354158021,0.9690922354158021,0.9690922354158021,34.67844179581903,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br0_f050,single_cell,C,1,1,0.9718342024113673,0.9718342024113673,0.9718342024113673,0.9718342024113673,0.9694423531162518,0.9694423531162518,0.9694423531162518,34.81603302451711,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br0_f075,single_cell,C,1,1,0.9700691233691331,0.9700691233691331,0.9700691233691331,0.9700691233691331,0.9686304328161294,0.9686304328161294,0.9686304328161294,34.702979171328806,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br0_f100,single_cell,C,1,1,0.9691622417055958,0.9691622417055958,0.9691622417055958,0.9691622417055958,0.9666333993664933,0.9666333993664933,0.9666333993664933,34.322132774311925,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br1_f025,single_cell,C,1,1,0.9570285282211415,0.9570285282211415,0.9570285282211415,0.9570285282211415,0.9747964530773743,0.9747964530773743,0.9747964530773743,36.10234936273079,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br1_f050,single_cell,C,1,1,0.976770349425313,0.976770349425313,0.976770349425313,0.976770349425313,0.9749693255979175,0.9749693255979175,0.9749693255979175,36.220913837542454,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br1_f075,single_cell,C,1,1,0.9689011971441762,0.9689011971441762,0.9689011971441762,0.9689011971441762,0.974479599528542,0.974479599528542,0.974479599528542,36.13143163198069,0.0,1.0,1.0,0.0,2.0
c_s19-19_b12-12_br1_f100,single_cell,C,1,1,0.9799321617184721,0.9799321617184721,0.9799321617184721,0.9799321617184721,0.9732624753719413,0.9732624753719413,0.9732624753719413,35.810040895133014,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br0_f025,single_cell,C,1,1,0.9662202781940188,0.9662202781940188,0.9662202781940188,0.9662202781940188,0.9470806120292384,0.9470806120292384,0.9470806120292384,31.351436655887788,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br0_f050,single_cell,C,1,1,0.9655746712645995,0.9655746712645995,0.9655746712645995,0.9655746712645995,0.9499928026730542,0.9499928026730542,0.9499928026730542,31.709968020973776,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br0_f075,single_cell,C,1,1,0.9710748746347935,0.9710748746347935,0.9710748746347935,0.9710748746347935,0.9501876352158857,0.9501876352158857,0.9501876352158857,31.719979314995868,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br0_f100,single_cell,C,1,1,0.9698008286676452,0.9698008286676452,0.9698008286676452,0.9698008286676452,0.9478755162851181,0.9478755162851181,0.9478755162851181,31.403493421985136,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br1_f025,single_cell,C,1,1,0.9729513258813577,0.9729513258813577,0.9729513258813577,0.9729513258813577,0.9604627753938433,0.9604627753938433,0.9604627753938433,32.98443153155917,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br1_f050,single_cell,C,1,1,0.9769890569526666,0.9769890569526666,0.9769890569526666,0.9769890569526666,0.9630115948672389,0.9630115948672389,0.9630115948672389,33.288666745375764,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br1_f075,single_cell,C,1,1,0.9679344679288368,0.9679344679288368,0.9679344679288368,0.9679344679288368,0.9609240510448046,0.9609240510448046,0.9609240510448046,33.12219176540199,0.0,1.0,1.0,0.0,2.0
c_s19-19_b24-24_br1_f100,single_cell,C,1,1,0.9771929524667228,0.9771929524667228,0.9771929524667228,0.9771929524667228,0.9588318273650851,0.9588318273650851,0.9588318273650851,32.755593148818754,0.0,1.0,1.0,0.0,2.0
dense,reference,,0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,0.0
