case,head,variant,requested_density,actual_density,router_topk,exact_topk_recall,exact_attention_mass_captured
f17_l0_t1000,1,qk_lowpass,0.0625,0.06320512294769287,256,0.8900604248046875,0.8529114127159119
f17_l0_t1000,1,q_lowpass,0.125,0.1249999925494194,64,0.8856201171875,0.5464904308319092
f17_l0_t1000,1,q_lowpass,0.125,0.1249999925494194,128,0.910552978515625,0.7262589931488037
f17_l0_t1000,1,q_lowpass,0.125,0.1249999925494194,256,0.9232177734375,0.8594805598258972
f17_l0_t1000,1,k_lowpass,0.125,0.1249999925494194,64,0.8604736328125,0.5382050275802612
f17_l0_t1000,1,k_lowpass,0.125,0.1249999925494194,128,0.902008056640625,0.7240122556686401
f17_l0_t1000,1,k_lowpass,0.125,0.1249999925494194,256,0.9241180419921875,0.8596325516700745
f17_l0_t1000,1,qk_lowpass,0.125,0.1249999925494194,64,0.82550048828125,0.528066873550415
f17_l0_t1000,1,qk_lowpass,0.125,0.1249999925494194,128,0.875,0.716662585735321
f17_l0_t1000,1,qk_lowpass,0.125,0.1249999925494194,256,0.8981781005859375,0.8549598455429077
f17_l0_t1000,1,q_lowpass,0.25,0.2503845989704132,64,0.889404296875,0.5475544333457947
f17_l0_t1000,1,q_lowpass,0.25,0.2503845989704132,128,0.91693115234375,0.7276211977005005
f17_l0_t1000,1,q_lowpass,0.25,0.2503845989704132,256,0.930999755859375,0.8604915142059326
f17_l0_t1000,1,k_lowpass,0.25,0.2503845989704132,64,0.8701171875,0.5431338548660278
f17_l0_t1000,1,k_lowpass,0.25,0.2503845989704132,128,0.909698486328125,0.7265405654907227
f17_l0_t1000,1,k_lowpass,0.25,0.2503845989704132,256,0.9302825927734375,0.8606631755828857
f17_l0_t1000,1,qk_lowpass,0.25,0.2503845989704132,64,0.8349609375,0.5328916311264038
f17_l0_t1000,1,qk_lowpass,0.25,0.2503845989704132,128,0.88580322265625,0.7204127907752991
f17_l0_t1000,1,qk_lowpass,0.25,0.2503845989704132,256,0.907196044921875,0.8569821715354919
f17_l0_t1000,2,q_lowpass,0.015625,0.016025640070438385,64,0.4541015625,0.017405910417437553
f17_l0_t1000,2,q_lowpass,0.015625,0.016025640070438385,128,0.484375,0.03228889778256416
f17_l0_t1000,2,q_lowpass,0.015625,0.016025640070438385,256,0.5158843994140625,0.05965740233659744
f17_l0_t1000,2,k_lowpass,0.015625,0.016025640070438385,64,0.04632568359375,0.010341663844883442
f17_l0_t1000,2,k_lowpass,0.015625,0.016025640070438385,128,0.067413330078125,0.02035006880760193
f17_l0_t1000,2,k_lowpass,0.015625,0.016025640070438385,256,0.1029510498046875,0.03989038243889809
f17_l0_t1000,2,qk_lowpass,0.015625,0.016025640070438385,64,0.04296875,0.010286183096468449
f17_l0_t1000,2,qk_lowpass,0.015625,0.016025640070438385,128,0.06689453125,0.020211420953273773
f17_l0_t1000,2,qk_lowpass,0.015625,0.016025640070438385,256,0.1029205322265625,0.03962589055299759
f17_l0_t1000,2,q_lowpass,0.0625,0.06320512294769287,64,0.74395751953125,0.019550710916519165
f17_l0_t1000,2,q_lowpass,0.0625,0.06320512294769287,128,0.755767822265625,0.03587610274553299
f17_l0_t1000,2,q_lowpass,0.0625,0.06320512294769287,256,0.7744140625,0.06558582931756973
f17_l0_t1000,2,k_lowpass,0.0625,0.06320512294769287,64,0.02801513671875,0.011226065456867218
f17_l0_t1000,2,k_lowpass,0.0625,0.06320512294769287,128,0.0517578125,0.02205842360854149
f17_l0_t1000,2,k_lowpass,0.0625,0.06320512294769287,256,0.0938873291015625,0.043237119913101196
f17_l0_t1000,2,qk_lowpass,0.0625,0.06320512294769287,64,0.02789306640625,0.011198029853403568
f17_l0_t1000,2,qk_lowpass,0.0625,0.06320512294769287,128,0.049591064453125,0.021981600672006607
f17_l0_t1000,2,qk_lowpass,0.0625,0.06320512294769287,256,0.0904998779296875,0.04307115077972412
f17_l0_t1000,2,q_lowpass,0.125,0.1249999925494194,64,0.75103759765625,0.01957743987441063
f17_l0_t1000,2,q_lowpass,0.125,0.1249999925494194,128,0.7630615234375,0.035928767174482346
f17_l0_t1000,2,q_lowpass,0.125,0.1249999925494194,256,0.781158447265625,0.06568039953708649
f17_l0_t1000,2,k_lowpass,0.125,0.1249999925494194,64,0.04730224609375,0.011848269030451775
f17_l0_t1000,2,k_lowpass,0.125,0.1249999925494194,128,0.07659912109375,0.023040875792503357
f17_l0_t1000,2,k_lowpass,0.125,0.1249999925494194,256,0.12127685546875,0.044768959283828735
f17_l0_t1000,2,qk_lowpass,0.125,0.1249999925494194,64,0.04656982421875,0.011807887814939022
f17_l0_t1000,2,qk_lowpass,0.125,0.1249999925494194,128,0.073394775390625,0.02291935123503208
f17_l0_t1000,2,qk_lowpass,0.125,0.1249999925494194,256,0.1180419921875,0.04455145448446274
f17_l0_t1000,2,q_lowpass,0.25,0.2503845989704132,64,0.76220703125,0.019627101719379425
f17_l0_t1000,2,q_lowpass,0.25,0.2503845989704132,128,0.77447509765625,0.03601664677262306
f17_l0_t1000,2,q_lowpass,0.25,0.2503845989704132,256,0.7914276123046875,0.06581484526395798
f17_l0_t1000,2,k_lowpass,0.25,0.2503845989704132,64,0.096435546875,0.012995446100831032
f17_l0_t1000,2,k_lowpass,0.25,0.2503845989704132,128,0.135284423828125,0.025103608146309853
f17_l0_t1000,2,k_lowpass,0.25,0.2503845989704132,256,0.190155029296875,0.04822597652673721
f17_l0_t1000,2,qk_lowpass,0.25,0.2503845989704132,64,0.09185791015625,0.01289822906255722
f17_l0_t1000,2,qk_lowpass,0.25,0.2503845989704132,128,0.127838134765625,0.024875596165657043
f17_l0_t1000,2,qk_lowpass,0.25,0.2503845989704132,256,0.1842193603515625,0.047866642475128174
f17_l0_t1000,3,q_lowpass,0.015625,0.016025640070438385,64,0.71820068359375,0.017348866909742355
f17_l0_t1000,3,q_lowpass,0.015625,0.016025640070438385,128,0.743072509765625,0.03208250552415848
f17_l0_t1000,3,q_lowpass,0.015625,0.016025640070438385,256,0.7718963623046875,0.05910402536392212
f17_l0_t1000,3,k_lowpass,0.015625,0.016025640070438385,64,0.047607421875,0.009651832282543182
f17_l0_t1000,3,k_lowpass,0.015625,0.016025640070438385,128,0.07147216796875,0.019073069095611572
f17_l0_t1000,3,k_lowpass,0.015625,0.016025640070438385,256,0.1049041748046875,0.037610575556755066
f17_l0_t1000,3,qk_lowpass,0.015625,0.016025640070438385,64,0.04559326171875,0.009609278291463852
f17_l0_t1000,3,qk_lowpass,0.015625,0.016025640070438385,128,0.07000732421875,0.01899857074022293
f17_l0_t1000,3,qk_lowpass,0.015625,0.016025640070438385,256,0.1040496826171875,0.03751881420612335
f17_l0_t1000,3,q_lowpass,0.0625,0.06320512294769287,64,0.85491943359375,0.017754659056663513
f17_l0_t1000,3,q_lowpass,0.0625,0.06320512294769287,128,0.860015869140625,0.032693687826395035
f17_l0_t1000,3,q_lowpass,0.0625,0.06320512294769287,256,0.872161865234375,0.060025300830602646
f17_l0_t1000,3,k_lowpass,0.0625,0.06320512294769287,64,0.08673095703125,0.010773873887956142
f17_l0_t1000,3,k_lowpass,0.0625,0.06320512294769287,128,0.11083984375,0.02099180407822132
f17_l0_t1000,3,k_lowpass,0.0625,0.06320512294769287,256,0.147186279296875,0.040624335408210754
f17_l0_t1000,3,qk_lowpass,0.0625,0.06320512294769287,64,0.08648681640625,0.010749971494078636
f17_l0_t1000,3,qk_lowpass,0.0625,0.06320512294769287,128,0.111053466796875,0.020923731848597527
f17_l0_t1000,3,qk_lowpass,0.0625,0.06320512294769287,256,0.1457672119140625,0.04051390290260315
f17_l0_t1000,3,q_lowpass,0.125,0.1249999925494194,64,0.86553955078125,0.017790134996175766
f17_l0_t1000,3,q_lowpass,0.125,0.1249999925494194,128,0.871124267578125,0.03275354206562042
f17_l0_t1000,3,q_lowpass,0.125,0.1249999925494194,256,0.8810882568359375,0.06012390926480293
f17_l0_t1000,3,k_lowpass,0.125,0.1249999925494194,64,0.11419677734375,0.011583540588617325
f17_l0_t1000,3,k_lowpass,0.125,0.1249999925494194,128,0.14263916015625,0.022174302488565445
f17_l0_t1000,3,k_lowpass,0.125,0.1249999925494194,256,0.1797332763671875,0.04258601367473602
f17_l0_t1000,3,qk_lowpass,0.125,0.1249999925494194,64,0.112060546875,0.011546600610017776
f17_l0_t1000,3,qk_lowpass,0.125,0.1249999925494194,128,0.14013671875,0.022138625383377075
f17_l0_t1000,3,qk_lowpass,0.125,0.1249999925494194,256,0.17724609375,0.04249287396669388
f17_l0_t1000,3,q_lowpass,0.25,0.2503845989704132,64,0.881591796875,0.017824672162532806
f17_l0_t1000,3,q_lowpass,0.25,0.2503845989704132,128,0.883514404296875,0.0328073650598526
f17_l0_t1000,3,q_lowpass,0.25,0.2503845989704132,256,0.89447021484375,0.06021680682897568
f17_l0_t1000,3,k_lowpass,0.25,0.2503845989704132,64,0.19061279296875,0.01285951491445303
f17_l0_t1000,3,k_lowpass,0.25,0.2503845989704132,128,0.223785400390625,0.024489659816026688
f17_l0_t1000,3,k_lowpass,0.25,0.2503845989704132,256,0.2664337158203125,0.046600744128227234
f17_l0_t1000,3,qk_lowpass,0.25,0.2503845989704132,64,0.190185546875,0.012837182730436325
f17_l0_t1000,3,qk_lowpass,0.25,0.2503845989704132,128,0.222076416015625,0.02443096414208412
f17_l0_t1000,3,qk_lowpass,0.25,0.2503845989704132,256,0.263427734375,0.046470146626234055
f17_l0_t1000,4,q_lowpass,0.015625,0.016025640070438385,64,0.43035888671875,0.6525171399116516
f17_l0_t1000,4,q_lowpass,0.015625,0.016025640070438385,128,0.426483154296875,0.8228012919425964
f17_l0_t1000,4,q_lowpass,0.015625,0.016025640070438385,256,0.4293670654296875,0.8918155431747437
f17_l0_t1000,4,k_lowpass,0.015625,0.016025640070438385,64,0.43243408203125,0.7522659301757812
f17_l0_t1000,4,k_lowpass,0.015625,0.016025640070438385,128,0.42401123046875,0.8494864702224731
f17_l0_t1000,4,k_lowpass,0.015625,0.016025640070438385,256,0.42950439453125,0.90349280834198
f17_l0_t1000,4,qk_lowpass,0.015625,0.016025640070438385,64,0.42974853515625,0.7619222402572632
f17_l0_t1000,4,qk_lowpass,0.015625,0.016025640070438385,128,0.422698974609375,0.8554375171661377
f17_l0_t1000,4,qk_lowpass,0.015625,0.016025640070438385,256,0.4189910888671875,0.9088754653930664
f17_l0_t1000,4,q_lowpass,0.0625,0.06320512294769287,64,0.86553955078125,0.8889478445053101
f17_l0_t1000,4,q_lowpass,0.0625,0.06320512294769287,128,0.87091064453125,0.9389935731887817
f17_l0_t1000,4,q_lowpass,0.0625,0.06320512294769287,256,0.87591552734375,0.971300482749939
f17_l0_t1000,4,k_lowpass,0.0625,0.06320512294769287,64,0.71246337890625,0.8512757420539856
f17_l0_t1000,4,k_lowpass,0.0625,0.06320512294769287,128,0.719451904296875,0.9132634401321411
f17_l0_t1000,4,k_lowpass,0.0625,0.06320512294769287,256,0.741912841796875,0.9584911465644836
f17_l0_t1000,4,qk_lowpass,0.0625,0.06320512294769287,64,0.690673828125,0.8525165915489197
f17_l0_t1000,4,qk_lowpass,0.0625,0.06320512294769287,128,0.70379638671875,0.9147022366523743
f17_l0_t1000,4,qk_lowpass,0.0625,0.06320512294769287,256,0.7216644287109375,0.9585815072059631
f17_l0_t1000,4,q_lowpass,0.125,0.1249999925494194,64,0.875,0.8912005424499512
f17_l0_t1000,4,q_lowpass,0.125,0.1249999925494194,128,0.880096435546875,0.9406012296676636
f17_l0_t1000,4,q_lowpass,0.125,0.1249999925494194,256,0.8830718994140625,0.9721593856811523
f17_l0_t1000,4,k_lowpass,0.125,0.1249999925494194,64,0.71868896484375,0.8551543951034546
f17_l0_t1000,4,k_lowpass,0.125,0.1249999925494194,128,0.724822998046875,0.9168218374252319
f17_l0_t1000,4,k_lowpass,0.125,0.1249999925494194,256,0.745147705078125,0.9603953957557678
f17_l0_t1000,4,qk_lowpass,0.125,0.1249999925494194,64,0.6976318359375,0.8560513854026794
f17_l0_t1000,4,qk_lowpass,0.125,0.1249999925494194,128,0.711822509765625,0.9176598191261292
f17_l0_t1000,4,qk_lowpass,0.125,0.1249999925494194,256,0.727447509765625,0.9602944850921631
f17_l0_t1000,4,q_lowpass,0.25,0.2503845989704132,64,0.88671875,0.8931670188903809
f17_l0_t1000,4,q_lowpass,0.25,0.2503845989704132,128,0.8902587890625,0.9417608380317688
f17_l0_t1000,4,q_lowpass,0.25,0.2503845989704132,256,0.8913116455078125,0.972874641418457
f17_l0_t1000,4,k_lowpass,0.25,0.2503845989704132,64,0.72332763671875,0.858777642250061
f17_l0_t1000,4,k_lowpass,0.25,0.2503845989704132,128,0.729217529296875,0.9198378324508667
f17_l0_t1000,4,k_lowpass,0.25,0.2503845989704132,256,0.748626708984375,0.9614297151565552
f17_l0_t1000,4,qk_lowpass,0.25,0.2503845989704132,64,0.7069091796875,0.860306441783905
f17_l0_t1000,4,qk_lowpass,0.25,0.2503845989704132,128,0.71893310546875,0.9208279848098755
f17_l0_t1000,4,qk_lowpass,0.25,0.2503845989704132,256,0.7328338623046875,0.9618558883666992
f17_l0_t1000,5,q_lowpass,0.015625,0.016025640070438385,64,0.3388671875,0.32537466287612915
f17_l0_t1000,5,q_lowpass,0.015625,0.016025640070438385,128,0.409576416015625,0.5061719417572021
f17_l0_t1000,5,q_lowpass,0.015625,0.016025640070438385,256,0.4478302001953125,0.6912673115730286
f17_l0_t1000,5,k_lowpass,0.015625,0.016025640070438385,64,0.354248046875,0.4006912410259247
f17_l0_t1000,5,k_lowpass,0.015625,0.016025640070438385,128,0.4010009765625,0.6165757179260254
f17_l0_t1000,5,k_lowpass,0.015625,0.016025640070438385,256,0.447540283203125,0.8035232424736023
f17_l0_t1000,5,qk_lowpass,0.015625,0.016025640070438385,64,0.35272216796875,0.4064229428768158
f17_l0_t1000,5,qk_lowpass,0.015625,0.016025640070438385,128,0.3973388671875,0.6138736009597778
f17_l0_t1000,5,qk_lowpass,0.015625,0.016025640070438385,256,0.4418182373046875,0.7979686260223389
f17_l0_t1000,5,q_lowpass,0.0625,0.06320512294769287,64,0.85833740234375,0.7252955436706543
f17_l0_t1000,5,q_lowpass,0.0625,0.06320512294769287,128,0.8670654296875,0.8471114039421082
f17_l0_t1000,5,q_lowpass,0.0625,0.06320512294769287,256,0.8690948486328125,0.9215757250785828
f17_l0_t1000,5,k_lowpass,0.0625,0.06320512294769287,64,0.650146484375,0.5976377129554749
f17_l0_t1000,5,k_lowpass,0.0625,0.06320512294769287,128,0.702606201171875,0.7755998373031616
f17_l0_t1000,5,k_lowpass,0.0625,0.06320512294769287,256,0.71832275390625,0.8840575218200684
f17_l0_t1000,5,qk_lowpass,0.0625,0.06320512294769287,64,0.6561279296875,0.638286292552948
f17_l0_t1000,5,qk_lowpass,0.0625,0.06320512294769287,128,0.694580078125,0.7865744829177856
f17_l0_t1000,5,qk_lowpass,0.0625,0.06320512294769287,256,0.694976806640625,0.8834753036499023
f17_l0_t1000,5,q_lowpass,0.125,0.1249999925494194,64,0.86541748046875,0.7276066541671753
f17_l0_t1000,5,q_lowpass,0.125,0.1249999925494194,128,0.87457275390625,0.8488433957099915
f17_l0_t1000,5,q_lowpass,0.125,0.1249999925494194,256,0.8749542236328125,0.9223135113716125
f17_l0_t1000,5,k_lowpass,0.125,0.1249999925494194,64,0.65228271484375,0.6012367606163025
f17_l0_t1000,5,k_lowpass,0.125,0.1249999925494194,128,0.70465087890625,0.7775256633758545
f17_l0_t1000,5,k_lowpass,0.125,0.1249999925494194,256,0.721038818359375,0.8851115703582764
f17_l0_t1000,5,qk_lowpass,0.125,0.1249999925494194,64,0.6597900390625,0.6430623531341553
f17_l0_t1000,5,qk_lowpass,0.125,0.1249999925494194,128,0.700164794921875,0.7903602123260498
f17_l0_t1000,5,qk_lowpass,0.125,0.1249999925494194,256,0.6978759765625,0.8852503299713135
f17_l0_t1000,5,q_lowpass,0.25,0.2503845989704132,64,0.8712158203125,0.729189932346344
f17_l0_t1000,5,q_lowpass,0.25,0.2503845989704132,128,0.88140869140625,0.8498969078063965
f17_l0_t1000,5,q_lowpass,0.25,0.2503845989704132,256,0.88226318359375,0.9231485724449158
f17_l0_t1000,5,k_lowpass,0.25,0.2503845989704132,64,0.657470703125,0.6058002710342407
f17_l0_t1000,5,k_lowpass,0.25,0.2503845989704132,128,0.70928955078125,0.7799587249755859
f17_l0_t1000,5,k_lowpass,0.25,0.2503845989704132,256,0.724273681640625,0.8865220546722412
f17_l0_t1000,5,qk_lowpass,0.25,0.2503845989704132,64,0.66534423828125,0.6472672820091248
f17_l0_t1000,5,qk_lowpass,0.25,0.2503845989704132,128,0.7027587890625,0.7923706769943237
f17_l0_t1000,5,qk_lowpass,0.25,0.2503845989704132,256,0.7034912109375,0.8875264525413513
f17_l0_t1000,6,q_lowpass,0.015625,0.016025640070438385,64,0.1593017578125,0.05167848616838455
f17_l0_t1000,6,q_lowpass,0.015625,0.016025640070438385,128,0.201873779296875,0.09300179779529572
f17_l0_t1000,6,q_lowpass,0.015625,0.016025640070438385,256,0.26025390625,0.1613944172859192
f17_l0_t1000,6,k_lowpass,0.015625,0.016025640070438385,64,0.19171142578125,0.05968567728996277
f17_l0_t1000,6,k_lowpass,0.015625,0.016025640070438385,128,0.233001708984375,0.1100207194685936
f17_l0_t1000,6,k_lowpass,0.015625,0.016025640070438385,256,0.292877197265625,0.19723504781723022
f17_l0_t1000,6,qk_lowpass,0.015625,0.016025640070438385,64,0.1842041015625,0.058241333812475204
f17_l0_t1000,6,qk_lowpass,0.015625,0.016025640070438385,128,0.22454833984375,0.105953648686409
f17_l0_t1000,6,qk_lowpass,0.015625,0.016025640070438385,256,0.2813873291015625,0.18842874467372894
f17_l0_t1000,6,q_lowpass,0.0625,0.06320512294769287,64,0.70550537109375,0.1751057654619217
f17_l0_t1000,6,q_lowpass,0.0625,0.06320512294769287,128,0.76348876953125,0.28982681035995483
f17_l0_t1000,6,q_lowpass,0.0625,0.06320512294769287,256,0.8100433349609375,0.44692400097846985
f17_l0_t1000,6,k_lowpass,0.0625,0.06320512294769287,64,0.48870849609375,0.1317901313304901
f17_l0_t1000,6,k_lowpass,0.0625,0.06320512294769287,128,0.5555419921875,0.22520136833190918
f17_l0_t1000,6,k_lowpass,0.0625,0.06320512294769287,256,0.6103515625,0.35875800251960754
f17_l0_t1000,6,qk_lowpass,0.0625,0.06320512294769287,64,0.5074462890625,0.14132171869277954
f17_l0_t1000,6,qk_lowpass,0.0625,0.06320512294769287,128,0.5740966796875,0.23704484105110168
f17_l0_t1000,6,qk_lowpass,0.0625,0.06320512294769287,256,0.6212921142578125,0.37489959597587585
f17_l0_t1000,6,q_lowpass,0.125,0.1249999925494194,64,0.72265625,0.17671135067939758
f17_l0_t1000,6,q_lowpass,0.125,0.1249999925494194,128,0.775360107421875,0.29173994064331055
f17_l0_t1000,6,q_lowpass,0.125,0.1249999925494194,256,0.819915771484375,0.4492532014846802
f17_l0_t1000,6,k_lowpass,0.125,0.1249999925494194,64,0.49566650390625,0.13316689431667328
f17_l0_t1000,6,k_lowpass,0.125,0.1249999925494194,128,0.56182861328125,0.22680668532848358
f17_l0_t1000,6,k_lowpass,0.125,0.1249999925494194,256,0.61474609375,0.3602049946784973
f17_l0_t1000,6,qk_lowpass,0.125,0.1249999925494194,64,0.51312255859375,0.1421183943748474
f17_l0_t1000,6,qk_lowpass,0.125,0.1249999925494194,128,0.578094482421875,0.23843875527381897
f17_l0_t1000,6,qk_lowpass,0.125,0.1249999925494194,256,0.6260986328125,0.3770311176776886
f17_l0_t1000,6,q_lowpass,0.25,0.2503845989704132,64,0.734375,0.17784911394119263
f17_l0_t1000,6,q_lowpass,0.25,0.2503845989704132,128,0.785888671875,0.29315024614334106
f17_l0_t1000,6,q_lowpass,0.25,0.2503845989704132,256,0.8284454345703125,0.4511435627937317
f17_l0_t1000,6,k_lowpass,0.25,0.2503845989704132,64,0.5135498046875,0.135223388671875
f17_l0_t1000,6,k_lowpass,0.25,0.2503845989704132,128,0.573883056640625,0.22911378741264343
f17_l0_t1000,6,k_lowpass,0.25,0.2503845989704132,256,0.62139892578125,0.3622920513153076
f17_l0_t1000,6,qk_lowpass,0.25,0.2503845989704132,64,0.5279541015625,0.14444920420646667
f17_l0_t1000,6,qk_lowpass,0.25,0.2503845989704132,128,0.590606689453125,0.2416597306728363
f17_l0_t1000,6,qk_lowpass,0.25,0.2503845989704132,256,0.6348114013671875,0.38045138120651245
f17_l0_t1000,7,q_lowpass,0.015625,0.016025640070438385,64,0.46728515625,0.2078544646501541
f17_l0_t1000,7,q_lowpass,0.015625,0.016025640070438385,128,0.48480224609375,0.3208601474761963
f17_l0_t1000,7,q_lowpass,0.015625,0.016025640070438385,256,0.527679443359375,0.468667209148407
f17_l0_t1000,7,k_lowpass,0.015625,0.016025640070438385,64,0.3082275390625,0.13535262644290924
f17_l0_t1000,7,k_lowpass,0.015625,0.016025640070438385,128,0.3250732421875,0.23890526592731476
f17_l0_t1000,7,k_lowpass,0.015625,0.016025640070438385,256,0.381317138671875,0.39038267731666565
f17_l0_t1000,7,qk_lowpass,0.015625,0.016025640070438385,64,0.31085205078125,0.13915762305259705
f17_l0_t1000,7,qk_lowpass,0.015625,0.016025640070438385,128,0.3258056640625,0.24306780099868774
f17_l0_t1000,7,qk_lowpass,0.015625,0.016025640070438385,256,0.378997802734375,0.3906753659248352
f17_l0_t1000,7,q_lowpass,0.0625,0.06320512294769287,64,0.88140869140625,0.31278932094573975
f17_l0_t1000,7,q_lowpass,0.0625,0.06320512294769287,128,0.90130615234375,0.457782506942749
f17_l0_t1000,7,q_lowpass,0.0625,0.06320512294769287,256,0.881988525390625,0.6071321964263916
f17_l0_t1000,7,k_lowpass,0.0625,0.06320512294769287,64,0.6922607421875,0.27001142501831055
f17_l0_t1000,7,k_lowpass,0.0625,0.06320512294769287,128,0.71551513671875,0.40688273310661316
f17_l0_t1000,7,k_lowpass,0.0625,0.06320512294769287,256,0.748199462890625,0.5679677724838257
f17_l0_t1000,7,qk_lowpass,0.0625,0.06320512294769287,64,0.68695068359375,0.27256882190704346
