prompt_id,layer,head_index,frame_offset,absolute_frame,attention_mass,value_leverage_fraction
calib_fluid_s1,29,7,6,12,0.010194364350657754,0.00034741718871140055
calib_fluid_s1,29,7,7,13,0.009986143462204684,0.00019775183414721901
calib_fluid_s1,29,7,8,14,0.042902292450889945,0.004793790943903697
calib_fluid_s1,29,7,9,15,0.2334497404905657,0.38001660528374326
calib_fluid_s1,29,7,10,16,0.23190059574941793,0.27355702795810766
calib_fluid_s1,29,7,11,17,0.21466376593646902,0.3134185738269063
calib_fluid_s1,29,8,0,0,0.03444629193594058,0.0035014900905185986
calib_fluid_s1,29,8,1,1,0.055417267605662346,0.020707267215806416
calib_fluid_s1,29,8,2,2,0.10319810826331377,0.10960118861749536
calib_fluid_s1,29,8,3,9,0.0998493917286396,0.07183036113545159
calib_fluid_s1,29,8,4,10,0.09711882037421067,0.07299407057085801
calib_fluid_s1,29,8,5,11,0.1479547843337059,0.17646167987149564
calib_fluid_s1,29,8,6,12,0.0848796839515368,0.06079008674975922
calib_fluid_s1,29,8,7,13,0.10579295642673969,0.09520600315045039
calib_fluid_s1,29,8,8,14,0.2224797159433365,0.38558687453750723
calib_fluid_s1,29,8,9,15,0.01538493864548703,0.001128381590735857
calib_fluid_s1,29,8,10,16,0.01581203743504981,0.001067073091262119
calib_fluid_s1,29,8,11,17,0.017666007469718654,0.001125523378659561
calib_fluid_s1,29,9,0,0,2.8708180137129966e-28,0.0
calib_fluid_s1,29,9,1,1,2.0991353923817667e-17,1.7866101721404948e-31
calib_fluid_s1,29,9,2,2,1.3625891103227662e-09,7.72576949434528e-16
calib_fluid_s1,29,9,3,9,3.5044969811643944e-17,3.920702949069478e-31
calib_fluid_s1,29,9,4,10,4.252591599256757e-17,2.7421799037439246e-31
calib_fluid_s1,29,9,5,11,4.49410127683299e-30,0.0
calib_fluid_s1,29,9,6,12,3.26385188739936e-25,1.0666332683965436e-47
calib_fluid_s1,29,9,7,13,4.7145481962829194e-09,9.993699674188195e-15
calib_fluid_s1,29,9,8,14,0.2573710530996829,0.22027886556671888
calib_fluid_s1,29,9,9,15,0.40929564319959744,0.4256965559942971
calib_fluid_s1,29,9,10,16,0.3333332947571831,0.35402457843897306
calib_fluid_s1,29,9,11,17,4.840987347677165e-12,1.634003612498525e-21
calib_fluid_s1,29,10,0,0,0.010155655055617292,0.00020797108098913992
calib_fluid_s1,29,10,1,1,0.006722822203300893,0.00013756596885832403
calib_fluid_s1,29,10,2,2,0.013847768306732178,0.0006765837986167175
calib_fluid_s1,29,10,3,9,0.03843099561830361,0.00394105105259783
calib_fluid_s1,29,10,4,10,0.034979340775559344,0.003025551893007637
calib_fluid_s1,29,10,5,11,0.02741549272711078,0.0027185959550698378
calib_fluid_s1,29,10,6,12,0.019997652464856703,0.0012712646851040228
calib_fluid_s1,29,10,7,13,0.019793956152473886,0.001115315396918555
calib_fluid_s1,29,10,8,14,0.07457393788111706,0.020926924889604376
calib_fluid_s1,29,10,9,15,0.24258416844531894,0.3017556102871384
calib_fluid_s1,29,10,10,16,0.28119279940923053,0.304822327209771
calib_fluid_s1,29,10,11,17,0.23030541495730478,0.3594012377823242
calib_fluid_s1,29,11,0,0,0.396351582215478,0.003925847892229622
calib_fluid_s1,29,11,1,1,0.00013222890296068118,4.720847288788726e-08
calib_fluid_s1,29,11,2,2,5.174041285727071e-05,8.53910292441813e-09
calib_fluid_s1,29,11,3,9,0.00032705546588355594,3.3617512540697623e-07
calib_fluid_s1,29,11,4,10,0.0014565011424565455,4.844431620527198e-06
calib_fluid_s1,29,11,5,11,0.0033358113432768732,2.3799451794860174e-05
calib_fluid_s1,29,11,6,12,0.0013013328405880504,4.389978419302966e-06
calib_fluid_s1,29,11,7,13,0.0007196364375280002,2.5373396242792456e-06
calib_fluid_s1,29,11,8,14,0.0028983986509653428,2.381640842329157e-05
calib_fluid_s1,29,11,9,15,0.010366282767373983,0.0009826396696225848
calib_fluid_s1,29,11,10,16,0.3051722639829677,0.6303802667935378
calib_fluid_s1,29,11,11,17,0.27788715933760005,0.3646514661120266
