sample_id,task,allocation_id,variant,paired_euclidean_kl,candidate_kl,paired_reduction
object_interaction_0077,object_interaction,r402_s3,fisher_r402_s3,8.226773934438825e-05,0.00011177646229043603,-0.3586913069595692
object_interaction_0088,object_interaction,r402_s3,fisher_r402_s3,0.0026553627103567123,0.010007504373788834,-2.7687899791454327
action_prediction_0148,action_prediction,r402_s3,mixed_r402_s3,0.0,0.0001088519929908216,-4.892062012892023e+303
action_prediction_0178,action_prediction,r402_s3,mixed_r402_s3,0.0007338640280067921,0.00044605648145079613,0.39218102478424277
action_prediction_0180,action_prediction,r402_s3,mixed_r402_s3,0.007298520766198635,5.8039906434714794e-05,0.9920477164765341
action_prediction_0197,action_prediction,r402_s3,mixed_r402_s3,0.0011519137769937515,5.3717580158263445e-05,0.9533666657773164
egocentric_navigation_0028,egocentric_navigation,r402_s3,mixed_r402_s3,0.0002556673716753721,0.00046129763359203935,-0.8042882459704777
egocentric_navigation_0102,egocentric_navigation,r402_s3,mixed_r402_s3,0.0,0.0004914621822535992,-2.208745477704369e+304
egocentric_navigation_0188,egocentric_navigation,r402_s3,mixed_r402_s3,0.0005423342809081078,0.0024936068803071976,-3.5979149172200495
egocentric_navigation_0198,egocentric_navigation,r402_s3,mixed_r402_s3,0.0,0.0009663067758083344,-4.342807642603954e+304
fine_grained_pose_0061,fine_grained_pose,r402_s3,mixed_r402_s3,0.048183903098106384,0.004933144897222519,0.8976184040720356
fine_grained_pose_0099,fine_grained_pose,r402_s3,mixed_r402_s3,0.00046313158236443996,0.0003331421175971627,0.2806750170300155
fine_grained_pose_0148,fine_grained_pose,r402_s3,mixed_r402_s3,0.01969011127948761,0.032059893012046814,-0.6282230484621771
fine_grained_pose_0193,fine_grained_pose,r402_s3,mixed_r402_s3,0.0003819759003818035,0.0023647677153348923,-5.190881971797675
moving_attribute_0050,moving_attribute,r402_s3,mixed_r402_s3,0.0034576095640659332,0.0034576095640659332,0.0
moving_attribute_0124,moving_attribute,r402_s3,mixed_r402_s3,0.0001274310052394867,0.0001274310052394867,0.0
moving_attribute_0158,moving_attribute,r402_s3,mixed_r402_s3,1.4906050637364388e-05,0.0003394180384930223,-21.770487418190907
moving_attribute_0186,moving_attribute,r402_s3,mixed_r402_s3,1.115659642891842e-06,1.115659642891842e-06,0.0
object_interaction_0007,object_interaction,r402_s3,mixed_r402_s3,0.007248115725815296,0.002638069912791252,0.6360336930886252
object_interaction_0063,object_interaction,r402_s3,mixed_r402_s3,1.0797566574183293e-06,1.0797566574183293e-06,0.0
object_interaction_0077,object_interaction,r402_s3,mixed_r402_s3,8.226773934438825e-05,2.6011955924332142e-05,0.6838134105588924
object_interaction_0088,object_interaction,r402_s3,mixed_r402_s3,0.0026553627103567123,0.02032189443707466,-6.653151999842872
action_prediction_0148,action_prediction,r420_s2,fisher_r420_s2,0.0,0.00033845636062324047,-1.5211016898572091e+304
action_prediction_0178,action_prediction,r420_s2,fisher_r420_s2,0.001129720127210021,0.0006865686737000942,0.392266582524596
action_prediction_0180,action_prediction,r420_s2,fisher_r420_s2,0.001805588137358427,5.734135629609227e-05,0.9682422834368072
action_prediction_0197,action_prediction,r420_s2,fisher_r420_s2,0.00015918700955808163,2.346120891161263e-05,0.8526185712217147
egocentric_navigation_0028,egocentric_navigation,r420_s2,fisher_r420_s2,0.0002556673716753721,0.00042406865395605564,-0.6586733425433233
egocentric_navigation_0102,egocentric_navigation,r420_s2,fisher_r420_s2,0.0006456822156906128,0.0,1.0
egocentric_navigation_0188,egocentric_navigation,r420_s2,fisher_r420_s2,0.0024936068803071976,0.0023250486701726913,0.06759614414993143
egocentric_navigation_0198,egocentric_navigation,r420_s2,fisher_r420_s2,0.0,0.0,1.0
fine_grained_pose_0061,fine_grained_pose,r420_s2,fisher_r420_s2,0.026362614706158638,0.0025504902005195618,0.9032535190857326
fine_grained_pose_0099,fine_grained_pose,r420_s2,fisher_r420_s2,0.001475965604186058,0.00046313158236443996,0.6862179030114727
fine_grained_pose_0148,fine_grained_pose,r420_s2,fisher_r420_s2,0.022563256323337555,0.030088461935520172,-0.33351593867234364
fine_grained_pose_0193,fine_grained_pose,r420_s2,fisher_r420_s2,0.0023647677153348923,0.0023647677153348923,0.0
moving_attribute_0050,moving_attribute,r420_s2,fisher_r420_s2,0.0034576095640659332,0.0028133434243500233,0.18633281976415328
moving_attribute_0124,moving_attribute,r420_s2,fisher_r420_s2,0.000531073659658432,0.0001274310052394867,0.7600502248191977
moving_attribute_0158,moving_attribute,r420_s2,fisher_r420_s2,1.4906050637364388e-05,0.0003394180384930223,-21.770487418190907
moving_attribute_0186,moving_attribute,r420_s2,fisher_r420_s2,1.115659642891842e-06,3.230277798138559e-06,-1.8953971927903819
object_interaction_0007,object_interaction,r420_s2,fisher_r420_s2,0.004393559880554676,0.0028943493962287903,0.34122910011109586
object_interaction_0063,object_interaction,r420_s2,fisher_r420_s2,1.0797566574183293e-06,3.5562288758228533e-07,0.6706453392632274
object_interaction_0077,object_interaction,r420_s2,fisher_r420_s2,8.226773934438825e-05,2.6011955924332142e-05,0.6838134105588924
object_interaction_0088,object_interaction,r420_s2,fisher_r420_s2,0.002180997282266617,0.007675711065530777,-2.519358381572003
action_prediction_0148,action_prediction,r420_s2,mixed_r420_s2,0.0,0.00033845636062324047,-1.5211016898572091e+304
action_prediction_0178,action_prediction,r420_s2,mixed_r420_s2,0.001129720127210021,0.0006865686737000942,0.392266582524596
action_prediction_0180,action_prediction,r420_s2,mixed_r420_s2,0.001805588137358427,5.734135629609227e-05,0.9682422834368072
action_prediction_0197,action_prediction,r420_s2,mixed_r420_s2,0.00015918700955808163,6.185739766806364e-05,0.6114167993997394
egocentric_navigation_0028,egocentric_navigation,r420_s2,mixed_r420_s2,0.0002556673716753721,0.0002556673716753721,0.0
egocentric_navigation_0102,egocentric_navigation,r420_s2,mixed_r420_s2,0.0006456822156906128,0.0,1.0
egocentric_navigation_0188,egocentric_navigation,r420_s2,mixed_r420_s2,0.0024936068803071976,0.0023250486701726913,0.06759614414993143
egocentric_navigation_0198,egocentric_navigation,r420_s2,mixed_r420_s2,0.0,0.0,1.0
fine_grained_pose_0061,fine_grained_pose,r420_s2,mixed_r420_s2,0.026362614706158638,0.0025504902005195618,0.9032535190857326
fine_grained_pose_0099,fine_grained_pose,r420_s2,mixed_r420_s2,0.001475965604186058,0.00046313158236443996,0.6862179030114727
fine_grained_pose_0148,fine_grained_pose,r420_s2,mixed_r420_s2,0.022563256323337555,0.030088461935520172,-0.33351593867234364
fine_grained_pose_0193,fine_grained_pose,r420_s2,mixed_r420_s2,0.0023647677153348923,0.0023647677153348923,0.0
moving_attribute_0050,moving_attribute,r420_s2,mixed_r420_s2,0.0034576095640659332,0.0028133434243500233,0.18633281976415328
moving_attribute_0124,moving_attribute,r420_s2,mixed_r420_s2,0.000531073659658432,0.000531073659658432,0.0
moving_attribute_0158,moving_attribute,r420_s2,mixed_r420_s2,1.4906050637364388e-05,1.4906050637364388e-05,0.0
moving_attribute_0186,moving_attribute,r420_s2,mixed_r420_s2,1.115659642891842e-06,1.115659642891842e-06,0.0
object_interaction_0007,object_interaction,r420_s2,mixed_r420_s2,0.004393559880554676,0.002638069912791252,0.3995598137931371
object_interaction_0063,object_interaction,r420_s2,mixed_r420_s2,1.0797566574183293e-06,1.0797566574183293e-06,0.0
object_interaction_0077,object_interaction,r420_s2,mixed_r420_s2,8.226773934438825e-05,5.260162288323045e-05,0.3606044932992488
object_interaction_0088,object_interaction,r420_s2,mixed_r420_s2,0.002180997282266617,0.010007504373788834,-3.588499240764053
action_prediction_0148,action_prediction,r438_s1,fisher_r438_s1,0.00011803352390415967,2.1799380192533135e-05,0.815311959928997
action_prediction_0178,action_prediction,r438_s1,fisher_r438_s1,0.0006266101263463497,0.00041189463809132576,0.34266201458790835
action_prediction_0180,action_prediction,r438_s1,fisher_r438_s1,0.0017895912751555443,0.0018802449340000749,-0.05065606884826335
action_prediction_0197,action_prediction,r438_s1,fisher_r438_s1,2.546425093896687e-05,0.00011643161997199059,-3.57235597666139
egocentric_navigation_0028,egocentric_navigation,r438_s1,fisher_r438_s1,0.0002556673716753721,0.00042406865395605564,-0.6586733425433233
egocentric_navigation_0102,egocentric_navigation,r438_s1,fisher_r438_s1,0.0,0.0006456822156906128,-2.9018462161242593e+304
egocentric_navigation_0188,egocentric_navigation,r438_s1,fisher_r438_s1,0.0,0.0006383312866091728,-2.8688094292628484e+304
egocentric_navigation_0198,egocentric_navigation,r438_s1,fisher_r438_s1,0.0,0.0,1.0
fine_grained_pose_0061,fine_grained_pose,r438_s1,fisher_r438_s1,0.009521281346678734,0.0037497151643037796,0.6061753636119811
fine_grained_pose_0099,fine_grained_pose,r438_s1,fisher_r438_s1,0.0003331421175971627,0.0007986314594745636,-1.3972695654179432
fine_grained_pose_0148,fine_grained_pose,r438_s1,fisher_r438_s1,0.01961074024438858,0.01100824773311615,0.4386623046385997
fine_grained_pose_0193,fine_grained_pose,r438_s1,fisher_r438_s1,0.0013484861701726913,0.0023647677153348923,-0.7536462498774108
moving_attribute_0050,moving_attribute,r438_s1,fisher_r438_s1,0.0034576095640659332,0.0028133434243500233,0.18633281976415328
moving_attribute_0124,moving_attribute,r438_s1,fisher_r438_s1,0.0001274310052394867,0.0001274310052394867,0.0
moving_attribute_0158,moving_attribute,r438_s1,fisher_r438_s1,0.0,0.0003394180384930223,-1.5254236941183488e+304
moving_attribute_0186,moving_attribute,r438_s1,fisher_r438_s1,1.2958660136064282e-06,1.115659642891842e-06,0.13906250246741736
object_interaction_0007,object_interaction,r438_s1,fisher_r438_s1,0.010030390694737434,0.0019257687963545322,0.8080066016406608
object_interaction_0063,object_interaction,r438_s1,fisher_r438_s1,3.4468939702492207e-07,3.5562288758228533e-07,-0.031719834296419336
object_interaction_0077,object_interaction,r438_s1,fisher_r438_s1,2.050038892775774e-05,2.6011955924332142e-05,-0.2688518259822712
object_interaction_0088,object_interaction,r438_s1,fisher_r438_s1,0.0021539274603128433,0.010171893984079361,-3.722486792847686
action_prediction_0148,action_prediction,r438_s1,mixed_r438_s1,0.00011803352390415967,2.1799380192533135e-05,0.815311959928997
action_prediction_0178,action_prediction,r438_s1,mixed_r438_s1,0.0006266101263463497,0.00041189463809132576,0.34266201458790835
action_prediction_0180,action_prediction,r438_s1,mixed_r438_s1,0.0017895912751555443,0.0018802449340000749,-0.05065606884826335
action_prediction_0197,action_prediction,r438_s1,mixed_r438_s1,2.546425093896687e-05,0.00011643161997199059,-3.57235597666139
egocentric_navigation_0028,egocentric_navigation,r438_s1,mixed_r438_s1,0.0002556673716753721,0.00042406865395605564,-0.6586733425433233
egocentric_navigation_0102,egocentric_navigation,r438_s1,mixed_r438_s1,0.0,0.0008234451524913311,-3.700754243923297e+304
egocentric_navigation_0188,egocentric_navigation,r438_s1,mixed_r438_s1,0.0,0.0023250486701726913,-1.044931008147551e+305
egocentric_navigation_0198,egocentric_navigation,r438_s1,mixed_r438_s1,0.0,0.0007171044126152992,-3.2228341988449924e+304
fine_grained_pose_0061,fine_grained_pose,r438_s1,mixed_r438_s1,0.009521281346678734,0.0037497151643037796,0.6061753636119811
fine_grained_pose_0099,fine_grained_pose,r438_s1,mixed_r438_s1,0.0003331421175971627,0.0007986314594745636,-1.3972695654179432
fine_grained_pose_0148,fine_grained_pose,r438_s1,mixed_r438_s1,0.01961074024438858,0.01100824773311615,0.4386623046385997
fine_grained_pose_0193,fine_grained_pose,r438_s1,mixed_r438_s1,0.0013484861701726913,0.0023647677153348923,-0.7536462498774108
moving_attribute_0050,moving_attribute,r438_s1,mixed_r438_s1,0.0034576095640659332,0.0028133434243500233,0.18633281976415328
moving_attribute_0124,moving_attribute,r438_s1,mixed_r438_s1,0.0001274310052394867,0.0001274310052394867,0.0
moving_attribute_0158,moving_attribute,r438_s1,mixed_r438_s1,0.0,0.0003394180384930223,-1.5254236941183488e+304
moving_attribute_0186,moving_attribute,r438_s1,mixed_r438_s1,1.2958660136064282e-06,1.2958660136064282e-06,0.0
object_interaction_0007,object_interaction,r438_s1,mixed_r438_s1,0.010030390694737434,0.002638069912791252,0.7369923073709035
object_interaction_0063,object_interaction,r438_s1,mixed_r438_s1,3.4468939702492207e-07,3.4468939702492207e-07,0.0
object_interaction_0077,object_interaction,r438_s1,mixed_r438_s1,2.050038892775774e-05,1.7686805222183466e-05,0.13724538180661794
object_interaction_0088,object_interaction,r438_s1,mixed_r438_s1,0.0021539274603128433,0.010171893984079361,-3.722486792847686
