evaluation_run,weight_key,block,linear,signal,method,rank,activation_rows,stored_bits_ratio_vs_bf16,weight_relative_fro,activation_output_relative_l2,activation_output_cosine,group_size,scale_count
p00_seed20260724,blocks.0.ffn.2.weight,0,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.10276259481906891,0.019682638347148895,0.9998064637184143,128,107520
p00_seed20260724,blocks.0.ffn.2.weight,0,2,ffn_hidden_post_gelu,random_fp16_plus_int4,64,640,0.3066220238095238,0.12344344705343246,0.023518884554505348,0.9997239112854004,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,fp8_tensor,0,640,0.5,0.026529770344495773,0.016394494101405144,0.9998655319213867,,
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,int4_groupwise,0,640,0.2578125,0.1314864307641983,0.07920338213443756,0.9968819618225098,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.1262432485818863,0.07491161674261093,0.9972048997879028,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,random_fp16_plus_int4,8,640,0.26391369047619045,0.13106220960617065,0.07908564060926437,0.9968869090080261,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.12431018799543381,0.07403812557458878,0.9972710609436035,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,random_fp16_plus_int4,16,640,0.27001488095238096,0.13068179786205292,0.07888507843017578,0.9969043731689453,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.12119493633508682,0.07188040018081665,0.9974292516708374,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,random_fp16_plus_int4,32,640,0.28221726190476193,0.12979286909103394,0.07836823165416718,0.9969412088394165,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.11622963845729828,0.06902186572551727,0.9976273775100708,128,107520
p00_seed20260724,blocks.12.ffn.0.weight,12,0,ffn_input,random_fp16_plus_int4,64,640,0.3066220238095238,0.1281663477420807,0.07741670310497284,0.9970195293426514,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,fp8_tensor,0,640,0.5,0.02647140435874462,0.025545505806803703,0.9996736645698547,,
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,int4_groupwise,0,640,0.2578125,0.12665705382823944,0.12118099629878998,0.9927528500556946,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.12451580166816711,0.11841484159231186,0.9930678606033325,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,random_fp16_plus_int4,8,640,0.26391369047619045,0.12629221379756927,0.12100134789943695,0.9927937984466553,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.12267659604549408,0.11785664409399033,0.9931197762489319,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,random_fp16_plus_int4,16,640,0.27001488095238096,0.12592126429080963,0.12049362063407898,0.9928310513496399,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.11964116245508194,0.1149698868393898,0.9934302568435669,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,random_fp16_plus_int4,32,640,0.28221726190476193,0.1251775473356247,0.11933448910713196,0.992999255657196,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.11468517035245895,0.10974619537591934,0.9940197467803955,128,107520
p00_seed20260724,blocks.12.ffn.2.weight,12,2,ffn_hidden_post_gelu,random_fp16_plus_int4,64,640,0.3066220238095238,0.12359725683927536,0.11767523735761642,0.9931637048721313,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,fp8_tensor,0,640,0.5,0.026494063436985016,0.01808002218604088,0.9998366236686707,,
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,int4_groupwise,0,640,0.2578125,0.13033713400363922,0.08961398154497147,0.9960131645202637,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.12474877387285233,0.08419327437877655,0.9964764714241028,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,random_fp16_plus_int4,8,640,0.26391369047619045,0.12993380427360535,0.08961161226034164,0.996006965637207,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.12309945374727249,0.08303103595972061,0.9965773820877075,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,random_fp16_plus_int4,16,640,0.27001488095238096,0.12955212593078613,0.08925296366214752,0.9960424304008484,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.12035885453224182,0.0813991129398346,0.9967042207717896,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,random_fp16_plus_int4,32,640,0.28221726190476193,0.12879273295402527,0.08889608085155487,0.9960781335830688,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.11536391824483871,0.07767526060342789,0.996997594833374,128,107520
p00_seed20260724,blocks.24.ffn.0.weight,24,0,ffn_input,random_fp16_plus_int4,64,640,0.3066220238095238,0.12733151018619537,0.08755087852478027,0.9961895942687988,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,fp8_tensor,0,640,0.5,0.026467354968190193,0.02449401281774044,0.9996999502182007,,
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,int4_groupwise,0,640,0.2578125,0.12442382425069809,0.11485963314771652,0.9934518337249756,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.12148842215538025,0.11271986365318298,0.9936927556991577,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,random_fp16_plus_int4,8,640,0.26391369047619045,0.12406526505947113,0.11464318633079529,0.9934902191162109,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.1191808432340622,0.10946303606033325,0.9940813779830933,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,random_fp16_plus_int4,16,640,0.27001488095238096,0.12368036806583405,0.11379151046276093,0.9936108589172363,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.11580192297697067,0.10581540316343307,0.9944568276405334,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,random_fp16_plus_int4,32,640,0.28221726190476193,0.12291980534791946,0.11213293671607971,0.9937642812728882,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.11039841175079346,0.10103748738765717,0.9949440956115723,128,107520
p00_seed20260724,blocks.24.ffn.2.weight,24,2,ffn_hidden_post_gelu,random_fp16_plus_int4,64,640,0.3066220238095238,0.12148697674274445,0.11177319288253784,0.9938188791275024,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,fp8_tensor,0,640,0.5,0.026520216837525368,0.0140754459425807,0.9999011158943176,,
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,int4_groupwise,0,640,0.2578125,0.12586522102355957,0.06891614198684692,0.9976358413696289,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.11938868463039398,0.060082338750362396,0.9982004165649414,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,random_fp16_plus_int4,8,640,0.26391369047619045,0.1255192905664444,0.06882783025503159,0.9976394176483154,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.11683981120586395,0.05911875516176224,0.9982597231864929,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,random_fp16_plus_int4,16,640,0.27001488095238096,0.12515057623386383,0.06894323229789734,0.9976336359977722,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.11204057186841965,0.0569349005818367,0.9983835816383362,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,random_fp16_plus_int4,32,640,0.28221726190476193,0.12439258396625519,0.06812280416488647,0.9976874589920044,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.10428472608327866,0.05394233763217926,0.9985489249229431,128,107520
p00_seed20260724,blocks.29.ffn.0.weight,29,0,ffn_input,random_fp16_plus_int4,64,640,0.3066220238095238,0.12289474904537201,0.06788825988769531,0.9977034330368042,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,fp8_tensor,0,640,0.5,0.026459768414497375,0.007306933868676424,0.9999734163284302,,
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,int4_groupwise,0,640,0.2578125,0.12415452301502228,0.036283183842897415,0.9993433952331543,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,8,640,0.26391369047619045,0.11616131663322449,0.03379121050238609,0.999430775642395,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,random_fp16_plus_int4,8,640,0.26391369047619045,0.1238497868180275,0.0360221229493618,0.999351441860199,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,16,640,0.27001488095238096,0.11082914471626282,0.032435957342386246,0.9994738101959229,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,random_fp16_plus_int4,16,640,0.27001488095238096,0.12345407158136368,0.0358106754720211,0.9993597269058228,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,32,640,0.28221726190476193,0.10173191875219345,0.029320262372493744,0.9995700120925903,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,random_fp16_plus_int4,32,640,0.28221726190476193,0.12270530313253403,0.036011938005685806,0.9993523955345154,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,spectral_fp16_plus_int4,64,640,0.3066220238095238,0.08594237267971039,0.02518918551504612,0.9996830224990845,128,107520
p00_seed20260724,blocks.29.ffn.2.weight,29,2,ffn_hidden_post_gelu,random_fp16_plus_int4,64,640,0.3066220238095238,0.12121587991714478,0.035482026636600494,0.9993736147880554,128,107520
