weight_key,method,params,budget,budget_ratio,fit_weight_rel_fro,fit_activation_rel_l2,fit_activation_cosine,holdout_weight_rel_fro,holdout_activation_rel_l2,holdout_activation_cosine,notes
blocks.0.self_attn.q.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,16.477914810180664,0.4160947799682617,0.9129315614700317,16.477914810180664,16.60236167907715,0.0650622770190239,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.q.weight,fro_bcm_b128,18432,49152,0.375,0.5094495415687561,0.5058959722518921,0.8910143375396729,0.5094495415687561,0.5086544156074524,0.8884041905403137,Frobenius block-circulant projection
blocks.0.self_attn.q.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.46158039569854736,0.45610976219177246,0.8972620964050293,0.46158039569854736,0.46190810203552246,0.8946661949157715,Frobenius BCM followed by Frobenius low rank
blocks.0.self_attn.q.weight,activation_bcm_b128,18432,49152,0.375,0.5354707837104797,0.48154547810554504,0.8970304727554321,0.5354707837104797,0.5346771478652954,0.8625297546386719,Activation-aware shared-generator least squares
blocks.0.self_attn.q.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,21.53413200378418,0.4179077446460724,0.9125767350196838,21.53413200378418,21.759973526000977,0.05320940911769867,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.q.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,21.668228149414062,0.43907907605171204,0.9048787951469421,21.668228149414062,21.66851234436035,0.05116266384720802,Activation-energy-selected output-row blocks
blocks.0.self_attn.o.weight,ternary_main,0,49152,0.0,0.5111665725708008,0.5110958814620972,0.8879216909408569,0.5111665725708008,0.5110042095184326,0.8879809379577637,RobuQ ternary main branch
blocks.0.self_attn.o.weight,fro_lowrank_r4,12288,49152,0.25,0.5048108696937561,0.5052430629730225,0.8875319957733154,0.5048108696937561,0.504863977432251,0.8876388072967529,Frobenius SVD of quantization error
blocks.0.self_attn.o.weight,activation_lowrank_r4,12288,49152,0.25,11.64995288848877,0.4945624768733978,0.8909308314323425,11.64995288848877,11.615002632141113,0.05290423333644867,Activation-aware SVD lifted through ridge regression
blocks.0.self_attn.o.weight,fro_lowrank_r8,24576,49152,0.5,0.49986645579338074,0.5001872777938843,0.8876644968986511,0.49986645579338074,0.4998423755168915,0.887840211391449,Frobenius SVD of quantization error
blocks.0.self_attn.o.weight,activation_lowrank_r8,24576,49152,0.5,15.766263008117676,0.4791926145553589,0.8951076865196228,15.766263008117676,16.024877548217773,0.04429977014660835,Activation-aware SVD lifted through ridge regression
blocks.0.self_attn.o.weight,fro_lowrank_r16,49152,49152,1.0,0.49186286330223083,0.492668479681015,0.8887062072753906,0.49186286330223083,0.4915623068809509,0.8889070153236389,Frobenius SVD of quantization error
blocks.0.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,21.626495361328125,0.4498368799686432,0.904714047908783,21.626495361328125,21.612293243408203,0.03165606036782265,Activation-aware SVD lifted through ridge regression
blocks.0.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5072221755981445,0.5073512196540833,0.8886875510215759,0.5072221755981445,0.5068362951278687,0.8889672756195068,Frobenius block-circulant projection
blocks.0.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5010273456573486,0.501727283000946,0.8884011507034302,0.5010273456573486,0.5009890198707581,0.8887224793434143,Frobenius BCM followed by Frobenius low rank
blocks.0.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5632322430610657,0.45706117153167725,0.9036059379577637,0.5632322430610657,0.5626199245452881,0.8354429006576538,Activation-aware shared-generator least squares
blocks.0.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,9.620882034301758,0.44399550557136536,0.9072121977806091,9.620882034301758,9.883501052856445,0.06820114701986313,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.5091861486434937,0.5089929699897766,0.8884038925170898,0.5091861486434937,0.5089563727378845,0.8884307146072388,Frobenius block-circulant projection
blocks.0.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.49583837389945984,0.4959673285484314,0.8884807825088501,0.49583837389945984,0.4956866204738617,0.8886194229125977,Frobenius BCM followed by Frobenius low rank
blocks.0.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.5347861647605896,0.4845926761627197,0.8948030471801758,0.5347861647605896,0.5345734357833862,0.8629891872406006,Activation-aware shared-generator least squares
blocks.0.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,16.453716278076172,0.4493294060230255,0.9047837853431702,16.453716278076172,16.66708755493164,0.039251990616321564,Activation-aware BCM followed by activation-aware low rank
blocks.0.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,15.71951675415039,0.47624707221984863,0.8961519002914429,15.71951675415039,15.761088371276855,0.04351595416665077,Activation-energy-selected output-row blocks
blocks.0.ffn.0.weight,ternary_main,0,167936,0.0,0.5108544230461121,0.5096442699432373,0.8893332481384277,0.5108544230461121,0.5114136934280396,0.887407660484314,RobuQ ternary main branch
blocks.0.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.4905295670032501,0.4874093234539032,0.8885308504104614,0.4905295670032501,0.49099215865135193,0.8868634700775146,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,17.80750274658203,0.47871118783950806,0.8916592597961426,17.80750274658203,17.56821632385254,0.044296737760305405,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.48267000913619995,0.4800443649291992,0.8896872997283936,0.48267000913619995,0.4830177426338196,0.8880250453948975,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,21.323789596557617,0.4622448682785034,0.8966900706291199,21.323789596557617,21.165735244750977,0.034856557846069336,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.47308388352394104,0.47084739804267883,0.8917773962020874,0.47308388352394104,0.473614364862442,0.8902174830436707,Frobenius SVD of quantization error
blocks.0.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,26.11271095275879,0.43300116062164307,0.9072921872138977,26.11271095275879,26.120952606201172,0.02781888097524643,Activation-aware SVD lifted through ridge regression
blocks.0.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5068342685699463,0.5057791471481323,0.8901387453079224,0.5068342685699463,0.5072560906410217,0.8883585929870605,Frobenius block-circulant projection
blocks.0.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5630853176116943,0.4558529555797577,0.9045103788375854,0.5630853176116943,0.5639215111732483,0.834315836429596,Activation-aware shared-generator least squares
blocks.0.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.508833646774292,0.5077779293060303,0.8896996974945068,0.508833646774292,0.5092529654502869,0.8879119157791138,Frobenius block-circulant projection
blocks.0.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.48643770813941956,0.4833713173866272,0.8894250392913818,0.48643770813941956,0.4863993525505066,0.8878030776977539,Frobenius BCM followed by Frobenius low rank
blocks.0.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.5351553559303284,0.4830433130264282,0.8958839178085327,0.5351553559303284,0.5356483459472656,0.861862063407898,Activation-aware shared-generator least squares
blocks.0.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,17.12153434753418,0.45234689116477966,0.9007473587989807,17.12153434753418,16.624372482299805,0.04711887985467911,Activation-aware BCM followed by activation-aware low rank
blocks.0.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,21.264841079711914,0.4601714313030243,0.8975262641906738,21.264841079711914,21.178726196289062,0.03306657820940018,Activation-energy-selected output-row blocks
blocks.15.self_attn.q.weight,ternary_main,0,49152,0.0,0.5110480785369873,0.5126316547393799,0.8865617513656616,0.5110480785369873,0.5106472373008728,0.888056755065918,RobuQ ternary main branch
blocks.15.self_attn.q.weight,fro_lowrank_r4,12288,49152,0.25,0.49427497386932373,0.49724942445755005,0.8882766962051392,0.49427497386932373,0.495655357837677,0.8885370492935181,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r4,12288,49152,0.25,14.512040138244629,0.4877370297908783,0.8914780020713806,14.512040138244629,13.961514472961426,0.03323008865118027,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_lowrank_r8,24576,49152,0.5,0.4892067611217499,0.49205583333969116,0.8889002799987793,0.4892067611217499,0.49044403433799744,0.8892694115638733,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r8,24576,49152,0.5,18.29595375061035,0.4716911315917969,0.8962076902389526,18.29595375061035,18.19504737854004,0.027823222801089287,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_lowrank_r16,49152,49152,1.0,0.48085981607437134,0.48362603783607483,0.8903805613517761,0.48085981607437134,0.4819875657558441,0.8908108472824097,Frobenius SVD of quantization error
blocks.15.self_attn.q.weight,activation_lowrank_r16,49152,49152,1.0,23.43834686279297,0.44188937544822693,0.906322717666626,23.43834686279297,23.493364334106445,0.01913321204483509,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.q.weight,fro_bcm_b64,36864,49152,0.75,0.5069901347160339,0.5087380409240723,0.8873952031135559,0.5069901347160339,0.5067405700683594,0.8889426589012146,Frobenius block-circulant projection
blocks.15.self_attn.q.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.4906167685985565,0.4937763214111328,0.8891822695732117,0.4906167685985565,0.4920438528060913,0.8895684480667114,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.q.weight,activation_bcm_b64,36864,49152,0.75,0.5623559951782227,0.45865368843078613,0.9026589393615723,0.5623559951782227,0.560827374458313,0.8367855548858643,Activation-aware shared-generator least squares
blocks.15.self_attn.q.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,12.169816970825195,0.43953752517700195,0.9075477123260498,12.169816970825195,11.644898414611816,0.049395933747291565,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.q.weight,fro_bcm_b128,18432,49152,0.375,0.5090338587760925,0.5107716917991638,0.8869231939315796,0.5090338587760925,0.5086415410041809,0.8885279893875122,Frobenius block-circulant projection
blocks.15.self_attn.q.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4852525293827057,0.4882655441761017,0.8896374106407166,0.4852525293827057,0.48660528659820557,0.8901517391204834,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.q.weight,activation_bcm_b128,18432,49152,0.375,0.5348620414733887,0.4860371947288513,0.893799901008606,0.5348620414733887,0.5337221026420593,0.8634949922561646,Activation-aware shared-generator least squares
blocks.15.self_attn.q.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,18.208721160888672,0.44281718134880066,0.9059287309646606,18.208721160888672,17.966197967529297,0.029162663966417313,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.q.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,18.32175064086914,0.4683245122432709,0.8973858952522278,18.32175064086914,18.305343627929688,0.03356923162937164,Activation-energy-selected output-row blocks
blocks.15.self_attn.o.weight,ternary_main,0,49152,0.0,0.5106776356697083,0.5094461441040039,0.8888647556304932,0.5106776356697083,0.5106740593910217,0.8876895904541016,RobuQ ternary main branch
blocks.15.self_attn.o.weight,fro_lowrank_r4,12288,49152,0.25,0.5070784687995911,0.5055087208747864,0.8891389966011047,0.5070784687995911,0.5073530673980713,0.8878774642944336,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r4,12288,49152,0.25,11.284418106079102,0.49329647421836853,0.8922743797302246,11.284418106079102,11.391080856323242,0.0553133487701416,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_lowrank_r8,24576,49152,0.5,0.5037386417388916,0.5021149516105652,0.8894554376602173,0.5037386417388916,0.5035942196846008,0.8882582187652588,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r8,24576,49152,0.5,15.388283729553223,0.4780421555042267,0.8963683843612671,15.388283729553223,15.521407127380371,0.04432280734181404,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_lowrank_r16,49152,49152,1.0,0.4974461793899536,0.4956378936767578,0.8904083967208862,0.4974461793899536,0.4976029396057129,0.8892120122909546,Frobenius SVD of quantization error
blocks.15.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,21.123144149780273,0.44867321848869324,0.9056711196899414,21.123144149780273,21.364255905151367,0.03198474645614624,Activation-aware SVD lifted through ridge regression
blocks.15.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5067180395126343,0.5054706931114197,0.8896631002426147,0.5067180395126343,0.5066429972648621,0.8886701464653015,Frobenius block-circulant projection
blocks.15.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5032828450202942,0.502048671245575,0.8899595141410828,0.5032828450202942,0.5029685497283936,0.8889698386192322,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5623692274093628,0.4550546705722809,0.9045103788375854,0.5623692274093628,0.561845600605011,0.8358574509620667,Activation-aware shared-generator least squares
blocks.15.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,9.170654296875,0.44240352511405945,0.9082716107368469,9.170654296875,9.526650428771973,0.06350891292095184,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.5087109208106995,0.5076194405555725,0.8891291618347168,0.5087109208106995,0.5086342096328735,0.8881433010101318,Frobenius block-circulant projection
blocks.15.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.5003227591514587,0.49874791502952576,0.8900925517082214,0.5003227591514587,0.500130295753479,0.8889696598052979,Frobenius BCM followed by Frobenius low rank
blocks.15.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.5346048474311829,0.4827952980995178,0.8957517743110657,0.5346048474311829,0.5339968204498291,0.8630892038345337,Activation-aware shared-generator least squares
blocks.15.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,15.695006370544434,0.4479804039001465,0.9058171510696411,15.695006370544434,15.829195976257324,0.04465578496456146,Activation-aware BCM followed by activation-aware low rank
blocks.15.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,15.296390533447266,0.47508177161216736,0.8973641395568848,15.296390533447266,15.545147895812988,0.04436885565519333,Activation-energy-selected output-row blocks
blocks.15.ffn.0.weight,ternary_main,0,167936,0.0,0.5109514594078064,0.511009156703949,0.8878360390663147,0.5109514594078064,0.5102850198745728,0.8885451555252075,RobuQ ternary main branch
blocks.15.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.5030020475387573,0.502772867679596,0.8870132565498352,0.5030020475387573,0.5018029808998108,0.887595534324646,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,11.313212394714355,0.49378180503845215,0.8901005983352661,11.313212394714355,11.287483215332031,0.04674658179283142,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.4993512034416199,0.4992921054363251,0.8870881795883179,0.4993512034416199,0.49815425276756287,0.8876656293869019,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r8,83968,167936,0.5,15.200286865234375,0.4798376262187958,0.893986701965332,15.200286865234375,15.12019157409668,0.031949304044246674,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_lowrank_r16,167936,167936,1.0,0.49408817291259766,0.4938277304172516,0.8876447677612305,0.49408817291259766,0.49297648668289185,0.8881592750549316,Frobenius SVD of quantization error
blocks.15.ffn.0.weight,activation_lowrank_r16,167936,167936,1.0,20.413454055786133,0.4537460505962372,0.9026092886924744,20.413454055786133,20.400733947753906,0.02238921821117401,Activation-aware SVD lifted through ridge regression
blocks.15.ffn.0.weight,fro_bcm_b64,215040,167936,1.2804878048780488,0.5069591999053955,0.5070093274116516,0.8887710571289062,0.5069591999053955,0.506192147731781,0.8895025849342346,Frobenius block-circulant projection
blocks.15.ffn.0.weight,activation_bcm_b64,215040,167936,1.2804878048780488,0.5634971261024475,0.4562683403491974,0.9037250876426697,0.5634971261024475,0.5631992816925049,0.835120439529419,Activation-aware shared-generator least squares
blocks.15.ffn.0.weight,fro_bcm_b128,107520,167936,0.6402439024390244,0.508964478969574,0.5089831352233887,0.8883184194564819,0.508964478969574,0.50826096534729,0.888981819152832,Frobenius block-circulant projection
blocks.15.ffn.0.weight,fro_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,0.5001095533370972,0.4999256730079651,0.8875981569290161,0.5001095533370972,0.4989055097103119,0.88812255859375,Frobenius BCM followed by Frobenius low rank
blocks.15.ffn.0.weight,activation_bcm_b128,107520,167936,0.6402439024390244,0.5346490740776062,0.48455461859703064,0.8947353363037109,0.5346490740776062,0.5347283482551575,0.8631141185760498,Activation-aware shared-generator least squares
blocks.15.ffn.0.weight,activation_bcm_plus_lr_b128_r5,160000,167936,0.9527439024390244,11.703361511230469,0.4661605656147003,0.898591160774231,11.703361511230469,11.464874267578125,0.044798992574214935,Activation-aware BCM followed by activation-aware low rank
blocks.15.ffn.0.weight,activation_lr_r8_row_sparse_b16,157696,167936,0.9390243902439024,15.058833122253418,0.47821539640426636,0.8945044279098511,15.058833122253418,15.208013534545898,0.034559689462184906,Activation-energy-selected output-row blocks
blocks.29.self_attn.q.weight,ternary_main,0,49152,0.0,0.5110622644424438,0.5098232626914978,0.8884689807891846,0.5110622644424438,0.5107536315917969,0.8878270387649536,RobuQ ternary main branch
blocks.29.self_attn.q.weight,fro_lowrank_r4,12288,49152,0.25,0.4902218282222748,0.48908743262290955,0.8886882066726685,0.4902218282222748,0.4890917241573334,0.8888159990310669,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r4,12288,49152,0.25,16.312665939331055,0.4803315997123718,0.8918168544769287,16.312665939331055,17.763513565063477,0.04445095360279083,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_lowrank_r8,24576,49152,0.5,0.4822657108306885,0.4821987748146057,0.889707088470459,0.4822657108306885,0.4810236394405365,0.889978289604187,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r8,24576,49152,0.5,20.022838592529297,0.46271586418151855,0.8975062370300293,20.022838592529297,21.171974182128906,0.03814670443534851,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_lowrank_r16,49152,49152,1.0,0.4705665111541748,0.47068777680397034,0.892482578754425,0.4705665111541748,0.4696755111217499,0.89275062084198,Frobenius SVD of quantization error
blocks.29.self_attn.q.weight,activation_lowrank_r16,49152,49152,1.0,25.054914474487305,0.4309397339820862,0.9089385271072388,25.054914474487305,25.884225845336914,0.037540555000305176,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.q.weight,fro_bcm_b64,36864,49152,0.75,0.507073163986206,0.5058543682098389,0.8893527984619141,0.507073163986206,0.5065339803695679,0.8888154625892639,Frobenius block-circulant projection
blocks.29.self_attn.q.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.4867108166217804,0.4855911135673523,0.8897867202758789,0.4867108166217804,0.48538368940353394,0.8899904489517212,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.q.weight,activation_bcm_b64,36864,49152,0.75,0.5618172287940979,0.4564935863018036,0.9039087891578674,0.5618172287940979,0.5617062449455261,0.8361091017723083,Activation-aware shared-generator least squares
blocks.29.self_attn.q.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,13.301780700683594,0.4341452717781067,0.9082595109939575,13.301780700683594,14.712058067321777,0.04704093560576439,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.q.weight,fro_bcm_b128,18432,49152,0.375,0.5090911984443665,0.5079154968261719,0.8889120817184448,0.5090911984443665,0.5086538791656494,0.8883792161941528,Frobenius block-circulant projection
blocks.29.self_attn.q.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4773074984550476,0.47779256105422974,0.890845775604248,0.4773074984550476,0.4760604798793793,0.8913221955299377,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.q.weight,activation_bcm_b128,18432,49152,0.375,0.5348219871520996,0.4834732413291931,0.8953046798706055,0.5348219871520996,0.5347120761871338,0.8627022504806519,Activation-aware shared-generator least squares
blocks.29.self_attn.q.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,19.686906814575195,0.43454110622406006,0.9074066877365112,19.686906814575195,20.5029354095459,0.04037918895483017,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.q.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,19.77192497253418,0.45842811465263367,0.8991615772247314,19.77192497253418,20.738414764404297,0.03837340325117111,Activation-energy-selected output-row blocks
blocks.29.self_attn.o.weight,ternary_main,0,49152,0.0,0.5110854506492615,0.5116761922836304,0.8871102333068848,0.5110854506492615,0.5114247798919678,0.8880883455276489,RobuQ ternary main branch
blocks.29.self_attn.o.weight,fro_lowrank_r4,12288,49152,0.25,0.5055189728736877,0.5066801309585571,0.886975109577179,0.5055189728736877,0.5056388974189758,0.8879382610321045,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r4,12288,49152,0.25,11.890503883361816,0.4946724474430084,0.8903582096099854,11.890503883361816,11.702866554260254,0.04678374528884888,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_lowrank_r8,24576,49152,0.5,0.500588595867157,0.5016898512840271,0.8872276544570923,0.500588595867157,0.5007282495498657,0.8881664276123047,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r8,24576,49152,0.5,16.27562141418457,0.47854986786842346,0.8947837352752686,16.27562141418457,16.777997970581055,0.03261035680770874,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_lowrank_r16,49152,49152,1.0,0.49180763959884644,0.4936690032482147,0.8880882263183594,0.49180763959884644,0.49120426177978516,0.889148473739624,Frobenius SVD of quantization error
blocks.29.self_attn.o.weight,activation_lowrank_r16,49152,49152,1.0,22.600740432739258,0.44786524772644043,0.9047594666481018,22.600740432739258,23.059555053710938,0.02095472812652588,Activation-aware SVD lifted through ridge regression
blocks.29.self_attn.o.weight,fro_bcm_b64,36864,49152,0.75,0.5071170926094055,0.5079039931297302,0.8878958225250244,0.5071170926094055,0.5076087117195129,0.8889420628547668,Frobenius block-circulant projection
blocks.29.self_attn.o.weight,fro_bcm_plus_lr_b64_r4,49152,49152,1.0,0.5017234683036804,0.5030463337898254,0.8878254294395447,0.5017234683036804,0.5021827816963196,0.8889058828353882,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.o.weight,activation_bcm_b64,36864,49152,0.75,0.5622912645339966,0.45805779099464417,0.902907133102417,0.5622912645339966,0.562341034412384,0.8361254930496216,Activation-aware shared-generator least squares
blocks.29.self_attn.o.weight,activation_bcm_plus_lr_b64_r4,49152,49152,1.0,9.714166641235352,0.4446411728858948,0.9065880179405212,9.714166641235352,9.528571128845215,0.05685485154390335,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.o.weight,fro_bcm_b128,18432,49152,0.375,0.5091309547424316,0.5098262429237366,0.8874999284744263,0.5091309547424316,0.5095202922821045,0.8885195851325989,Frobenius block-circulant projection
blocks.29.self_attn.o.weight,fro_bcm_plus_lr_b128_r10,49152,49152,1.0,0.4965704083442688,0.49787992238998413,0.8879143595695496,0.4965704083442688,0.4962616264820099,0.8889342546463013,Frobenius BCM followed by Frobenius low rank
blocks.29.self_attn.o.weight,activation_bcm_b128,18432,49152,0.375,0.5345886945724487,0.4854791760444641,0.8940893411636353,0.5345886945724487,0.5346074104309082,0.8634668588638306,Activation-aware shared-generator least squares
blocks.29.self_attn.o.weight,activation_bcm_plus_lr_b128_r10,49152,49152,1.0,16.99651527404785,0.44918379187583923,0.9043543934822083,16.99651527404785,17.234434127807617,0.028808336704969406,Activation-aware BCM followed by activation-aware low rank
blocks.29.self_attn.o.weight,activation_lr_r8_row_sparse_b16,49152,49152,1.0,16.319751739501953,0.47543853521347046,0.8957903385162354,16.319751739501953,16.680604934692383,0.03368876874446869,Activation-energy-selected output-row blocks
blocks.29.ffn.0.weight,ternary_main,0,167936,0.0,0.5108298659324646,0.5113263130187988,0.8877929449081421,0.5108298659324646,0.5116555094718933,0.8872308731079102,RobuQ ternary main branch
blocks.29.ffn.0.weight,fro_lowrank_r4,41984,167936,0.25,0.4997340142726898,0.5004488825798035,0.8867479562759399,0.4997340142726898,0.5009264945983887,0.8862413167953491,Frobenius SVD of quantization error
blocks.29.ffn.0.weight,activation_lowrank_r4,41984,167936,0.25,12.36065673828125,0.49134793877601624,0.8896224498748779,12.36065673828125,12.326175689697266,0.05140237510204315,Activation-aware SVD lifted through ridge regression
blocks.29.ffn.0.weight,fro_lowrank_r8,83968,167936,0.5,0.4951084554195404,0.49581092596054077,0.8869622349739075,0.4951084554195404,0.49618688225746155,0.8864650130271912,Frobenius SVD of quantization error
