sample_id,method,teacher_index,competitor_index,baseline_margin,exact_shift,exact_final_margin,normalized_adverse_shift
vsi_question_3722,pooled3_pca_r456,1,0,0.375,0.0,0.375,0.0
vsi_question_3722,cmrq_risk_atoms32_r456,1,0,0.375,0.0,0.375,0.0
vsi_question_3722,cmrq_mix_g32_w0p3_r456,1,0,0.375,0.0,0.375,0.0
vsi_question_3722,permuted_mix_g32_w0p3_r456,1,0,0.375,0.0,0.375,0.0
vsi_question_5105,vsi_pca_train96_r456,0,1,1.125,0.0,1.125,0.0
vsi_question_5105,vsi_pca_train96_r456,0,2,1.375,0.0,1.375,0.0
vsi_question_5105,vsi_pca_train96_r456,0,3,0.375,0.0,0.375,0.0
vsi_question_5105,pooled3_pca_r456,0,1,1.125,0.0,1.125,0.0
vsi_question_5105,pooled3_pca_r456,0,2,1.375,0.0,1.375,0.0
vsi_question_5105,pooled3_pca_r456,0,3,0.375,0.125,0.5,0.0
vsi_question_5105,cmrq_risk_atoms32_r456,0,1,1.125,0.0,1.125,0.0
vsi_question_5105,cmrq_risk_atoms32_r456,0,2,1.375,0.0,1.375,0.0
vsi_question_5105,cmrq_risk_atoms32_r456,0,3,0.375,0.125,0.5,0.0
vsi_question_5105,cmrq_mix_g32_w0p3_r456,0,1,1.125,0.0,1.125,0.0
vsi_question_5105,cmrq_mix_g32_w0p3_r456,0,2,1.375,-0.125,1.25,0.09090909361839294
vsi_question_5105,cmrq_mix_g32_w0p3_r456,0,3,0.375,0.125,0.5,0.0
vsi_question_5105,permuted_mix_g32_w0p3_r456,0,1,1.125,-0.125,1.0,0.1111111119389534
vsi_question_5105,permuted_mix_g32_w0p3_r456,0,2,1.375,-0.125,1.25,0.09090909361839294
vsi_question_5105,permuted_mix_g32_w0p3_r456,0,3,0.375,0.0,0.375,0.0
vsi_question_2957,vsi_pca_train96_r456,0,1,0.375,0.0,0.375,0.0
vsi_question_2957,vsi_pca_train96_r456,0,2,1.5,0.0,1.5,0.0
vsi_question_2957,vsi_pca_train96_r456,0,3,0.625,0.0,0.625,0.0
vsi_question_2957,pooled3_pca_r456,0,1,0.375,0.0,0.375,0.0
vsi_question_2957,pooled3_pca_r456,0,2,1.5,0.0,1.5,0.0
vsi_question_2957,pooled3_pca_r456,0,3,0.625,-0.125,0.5,0.20000000298023224
vsi_question_2957,cmrq_risk_atoms32_r456,0,1,0.375,0.125,0.5,0.0
vsi_question_2957,cmrq_risk_atoms32_r456,0,2,1.5,0.125,1.625,0.0
vsi_question_2957,cmrq_risk_atoms32_r456,0,3,0.625,0.0,0.625,0.0
vsi_question_2957,cmrq_mix_g32_w0p3_r456,0,1,0.375,0.0,0.375,0.0
vsi_question_2957,cmrq_mix_g32_w0p3_r456,0,2,1.5,0.0,1.5,0.0
vsi_question_2957,cmrq_mix_g32_w0p3_r456,0,3,0.625,-0.125,0.5,0.20000000298023224
vsi_question_2957,permuted_mix_g32_w0p3_r456,0,1,0.375,0.125,0.5,0.0
vsi_question_2957,permuted_mix_g32_w0p3_r456,0,2,1.5,0.0,1.5,0.0
vsi_question_2957,permuted_mix_g32_w0p3_r456,0,3,0.625,0.0,0.625,0.0
vsi_question_1880,vsi_pca_train96_r456,1,0,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,vsi_pca_train96_r456,1,2,0.25,0.0,0.25,0.0
vsi_question_1880,vsi_pca_train96_r456,1,3,1.125,0.0,1.125,0.0
vsi_question_1880,pooled3_pca_r456,1,0,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,pooled3_pca_r456,1,2,0.25,0.0,0.25,0.0
vsi_question_1880,pooled3_pca_r456,1,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,cmrq_risk_atoms32_r456,1,0,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,cmrq_risk_atoms32_r456,1,2,0.25,0.0,0.25,0.0
vsi_question_1880,cmrq_risk_atoms32_r456,1,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,cmrq_mix_g32_w0p3_r456,1,0,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,cmrq_mix_g32_w0p3_r456,1,2,0.25,0.0,0.25,0.0
vsi_question_1880,cmrq_mix_g32_w0p3_r456,1,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1880,permuted_mix_g32_w0p3_r456,1,0,1.125,0.0,1.125,0.0
vsi_question_1880,permuted_mix_g32_w0p3_r456,1,2,0.25,0.125,0.375,0.0
vsi_question_1880,permuted_mix_g32_w0p3_r456,1,3,1.125,0.0,1.125,0.0
vsi_question_1053,vsi_pca_train96_r456,1,0,1.0,0.0,1.0,0.0
vsi_question_1053,vsi_pca_train96_r456,1,2,0.875,-0.125,0.75,0.1428571492433548
vsi_question_1053,vsi_pca_train96_r456,1,3,1.0,-0.125,0.875,0.125
vsi_question_1053,pooled3_pca_r456,1,0,1.0,0.0,1.0,0.0
vsi_question_1053,pooled3_pca_r456,1,2,0.875,0.0,0.875,0.0
vsi_question_1053,pooled3_pca_r456,1,3,1.0,0.0,1.0,0.0
vsi_question_1053,cmrq_risk_atoms32_r456,1,0,1.0,0.0,1.0,0.0
vsi_question_1053,cmrq_risk_atoms32_r456,1,2,0.875,0.0,0.875,0.0
vsi_question_1053,cmrq_risk_atoms32_r456,1,3,1.0,0.0,1.0,0.0
vsi_question_1053,cmrq_mix_g32_w0p3_r456,1,0,1.0,0.125,1.125,0.0
vsi_question_1053,cmrq_mix_g32_w0p3_r456,1,2,0.875,0.125,1.0,0.0
vsi_question_1053,cmrq_mix_g32_w0p3_r456,1,3,1.0,0.125,1.125,0.0
vsi_question_1053,permuted_mix_g32_w0p3_r456,1,0,1.0,0.125,1.125,0.0
vsi_question_1053,permuted_mix_g32_w0p3_r456,1,2,0.875,0.125,1.0,0.0
vsi_question_1053,permuted_mix_g32_w0p3_r456,1,3,1.0,0.0,1.0,0.0
vsi_question_1039,vsi_pca_train96_r456,2,0,0.25,0.0,0.25,0.0
vsi_question_1039,vsi_pca_train96_r456,2,1,0.125,0.0,0.125,0.0
vsi_question_1039,vsi_pca_train96_r456,2,3,0.375,0.125,0.5,0.0
vsi_question_1039,pooled3_pca_r456,2,0,0.25,0.125,0.375,0.0
vsi_question_1039,pooled3_pca_r456,2,1,0.125,0.125,0.25,0.0
vsi_question_1039,pooled3_pca_r456,2,3,0.375,0.125,0.5,0.0
vsi_question_1039,cmrq_risk_atoms32_r456,2,0,0.25,0.125,0.375,0.0
vsi_question_1039,cmrq_risk_atoms32_r456,2,1,0.125,0.0,0.125,0.0
vsi_question_1039,cmrq_risk_atoms32_r456,2,3,0.375,0.0,0.375,0.0
vsi_question_1039,cmrq_mix_g32_w0p3_r456,2,0,0.25,0.0,0.25,0.0
vsi_question_1039,cmrq_mix_g32_w0p3_r456,2,1,0.125,0.0,0.125,0.0
vsi_question_1039,cmrq_mix_g32_w0p3_r456,2,3,0.375,0.0,0.375,0.0
vsi_question_1039,permuted_mix_g32_w0p3_r456,2,0,0.25,0.0,0.25,0.0
vsi_question_1039,permuted_mix_g32_w0p3_r456,2,1,0.125,0.0,0.125,0.0
vsi_question_1039,permuted_mix_g32_w0p3_r456,2,3,0.375,0.0,0.375,0.0
vsi_question_5150,vsi_pca_train96_r456,0,1,0.25,0.0,0.25,0.0
vsi_question_5150,vsi_pca_train96_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5150,vsi_pca_train96_r456,0,3,0.0,0.125,0.125,0.0
vsi_question_5150,pooled3_pca_r456,0,1,0.25,-0.125,0.125,0.5
vsi_question_5150,pooled3_pca_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5150,pooled3_pca_r456,0,3,0.0,0.0,0.0,0.0
vsi_question_5150,cmrq_risk_atoms32_r456,0,1,0.25,-0.125,0.125,0.5
vsi_question_5150,cmrq_risk_atoms32_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5150,cmrq_risk_atoms32_r456,0,3,0.0,0.0,0.0,0.0
vsi_question_5150,cmrq_mix_g32_w0p3_r456,0,1,0.25,0.0,0.25,0.0
vsi_question_5150,cmrq_mix_g32_w0p3_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5150,cmrq_mix_g32_w0p3_r456,0,3,0.0,0.125,0.125,0.0
vsi_question_5150,permuted_mix_g32_w0p3_r456,0,1,0.25,0.0,0.25,0.0
vsi_question_5150,permuted_mix_g32_w0p3_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5150,permuted_mix_g32_w0p3_r456,0,3,0.0,0.125,0.125,0.0
vsi_question_5067,vsi_pca_train96_r456,2,0,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5067,vsi_pca_train96_r456,2,1,0.25,0.0,0.25,0.0
vsi_question_5067,vsi_pca_train96_r456,2,3,0.75,0.0,0.75,0.0
vsi_question_5067,pooled3_pca_r456,2,0,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5067,pooled3_pca_r456,2,1,0.25,0.0,0.25,0.0
vsi_question_5067,pooled3_pca_r456,2,3,0.75,0.0,0.75,0.0
vsi_question_5067,cmrq_risk_atoms32_r456,2,0,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5067,cmrq_risk_atoms32_r456,2,1,0.25,0.0,0.25,0.0
vsi_question_5067,cmrq_risk_atoms32_r456,2,3,0.75,-0.125,0.625,0.1666666716337204
vsi_question_5067,cmrq_mix_g32_w0p3_r456,2,0,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5067,cmrq_mix_g32_w0p3_r456,2,1,0.25,0.0,0.25,0.0
vsi_question_5067,cmrq_mix_g32_w0p3_r456,2,3,0.75,0.0,0.75,0.0
vsi_question_5067,permuted_mix_g32_w0p3_r456,2,0,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5067,permuted_mix_g32_w0p3_r456,2,1,0.25,0.0,0.25,0.0
vsi_question_5067,permuted_mix_g32_w0p3_r456,2,3,0.75,0.0,0.75,0.0
vsi_question_1976,vsi_pca_train96_r456,0,1,0.625,-0.25,0.375,0.4000000059604645
vsi_question_1976,vsi_pca_train96_r456,0,2,1.5,-0.125,1.375,0.0833333358168602
vsi_question_1976,vsi_pca_train96_r456,0,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1976,pooled3_pca_r456,0,1,0.625,-0.125,0.5,0.20000000298023224
vsi_question_1976,pooled3_pca_r456,0,2,1.5,-0.125,1.375,0.0833333358168602
vsi_question_1976,pooled3_pca_r456,0,3,1.125,0.0,1.125,0.0
vsi_question_1976,cmrq_risk_atoms32_r456,0,1,0.625,-0.125,0.5,0.20000000298023224
vsi_question_1976,cmrq_risk_atoms32_r456,0,2,1.5,-0.125,1.375,0.0833333358168602
vsi_question_1976,cmrq_risk_atoms32_r456,0,3,1.125,0.0,1.125,0.0
vsi_question_1976,cmrq_mix_g32_w0p3_r456,0,1,0.625,-0.125,0.5,0.20000000298023224
vsi_question_1976,cmrq_mix_g32_w0p3_r456,0,2,1.5,-0.125,1.375,0.0833333358168602
vsi_question_1976,cmrq_mix_g32_w0p3_r456,0,3,1.125,0.0,1.125,0.0
vsi_question_1976,permuted_mix_g32_w0p3_r456,0,1,0.625,-0.25,0.375,0.4000000059604645
vsi_question_1976,permuted_mix_g32_w0p3_r456,0,2,1.5,-0.125,1.375,0.0833333358168602
vsi_question_1976,permuted_mix_g32_w0p3_r456,0,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1077,vsi_pca_train96_r456,2,0,0.125,-0.125,0.0,1.0
vsi_question_1077,vsi_pca_train96_r456,2,1,0.375,-0.125,0.25,0.3333333432674408
vsi_question_1077,vsi_pca_train96_r456,2,3,0.875,-0.125,0.75,0.1428571492433548
vsi_question_1077,pooled3_pca_r456,2,0,0.125,-0.125,0.0,1.0
vsi_question_1077,pooled3_pca_r456,2,1,0.375,-0.125,0.25,0.3333333432674408
vsi_question_1077,pooled3_pca_r456,2,3,0.875,-0.125,0.75,0.1428571492433548
vsi_question_1077,cmrq_risk_atoms32_r456,2,0,0.125,0.0,0.125,0.0
vsi_question_1077,cmrq_risk_atoms32_r456,2,1,0.375,-0.125,0.25,0.3333333432674408
vsi_question_1077,cmrq_risk_atoms32_r456,2,3,0.875,0.0,0.875,0.0
vsi_question_1077,cmrq_mix_g32_w0p3_r456,2,0,0.125,-0.125,0.0,1.0
vsi_question_1077,cmrq_mix_g32_w0p3_r456,2,1,0.375,-0.125,0.25,0.3333333432674408
vsi_question_1077,cmrq_mix_g32_w0p3_r456,2,3,0.875,-0.125,0.75,0.1428571492433548
vsi_question_1077,permuted_mix_g32_w0p3_r456,2,0,0.125,-0.125,0.0,1.0
vsi_question_1077,permuted_mix_g32_w0p3_r456,2,1,0.375,-0.25,0.125,0.6666666865348816
vsi_question_1077,permuted_mix_g32_w0p3_r456,2,3,0.875,-0.125,0.75,0.1428571492433548
vsi_question_3092,vsi_pca_train96_r456,1,0,0.25,0.125,0.375,0.0
vsi_question_3092,vsi_pca_train96_r456,1,2,3.5,0.0,3.5,0.0
vsi_question_3092,vsi_pca_train96_r456,1,3,2.25,0.125,2.375,0.0
vsi_question_3092,pooled3_pca_r456,1,0,0.25,0.0,0.25,0.0
vsi_question_3092,pooled3_pca_r456,1,2,3.5,-0.125,3.375,0.0357142873108387
vsi_question_3092,pooled3_pca_r456,1,3,2.25,0.0,2.25,0.0
vsi_question_3092,cmrq_risk_atoms32_r456,1,0,0.25,0.125,0.375,0.0
vsi_question_3092,cmrq_risk_atoms32_r456,1,2,3.5,-0.125,3.375,0.0357142873108387
vsi_question_3092,cmrq_risk_atoms32_r456,1,3,2.25,0.0,2.25,0.0
vsi_question_3092,cmrq_mix_g32_w0p3_r456,1,0,0.25,0.125,0.375,0.0
vsi_question_3092,cmrq_mix_g32_w0p3_r456,1,2,3.5,0.0,3.5,0.0
vsi_question_3092,cmrq_mix_g32_w0p3_r456,1,3,2.25,0.125,2.375,0.0
vsi_question_3092,permuted_mix_g32_w0p3_r456,1,0,0.25,0.125,0.375,0.0
vsi_question_3092,permuted_mix_g32_w0p3_r456,1,2,3.5,0.0,3.5,0.0
vsi_question_3092,permuted_mix_g32_w0p3_r456,1,3,2.25,0.125,2.375,0.0
vsi_question_5025,vsi_pca_train96_r456,1,0,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,vsi_pca_train96_r456,1,2,0.625,0.0,0.625,0.0
vsi_question_5025,vsi_pca_train96_r456,1,3,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,pooled3_pca_r456,1,0,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,pooled3_pca_r456,1,2,0.625,0.0,0.625,0.0
vsi_question_5025,pooled3_pca_r456,1,3,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,cmrq_risk_atoms32_r456,1,0,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,cmrq_risk_atoms32_r456,1,2,0.625,-0.125,0.5,0.20000000298023224
vsi_question_5025,cmrq_risk_atoms32_r456,1,3,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,cmrq_mix_g32_w0p3_r456,1,0,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,cmrq_mix_g32_w0p3_r456,1,2,0.625,0.0,0.625,0.0
vsi_question_5025,cmrq_mix_g32_w0p3_r456,1,3,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,permuted_mix_g32_w0p3_r456,1,0,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5025,permuted_mix_g32_w0p3_r456,1,2,0.625,0.0,0.625,0.0
vsi_question_5025,permuted_mix_g32_w0p3_r456,1,3,0.375,-0.125,0.25,0.3333333432674408
vsi_question_5074,vsi_pca_train96_r456,2,0,0.25,-0.125,0.125,0.5
vsi_question_5074,vsi_pca_train96_r456,2,1,0.5,0.0,0.5,0.0
vsi_question_5074,vsi_pca_train96_r456,2,3,1.0,0.0,1.0,0.0
vsi_question_5074,pooled3_pca_r456,2,0,0.25,-0.125,0.125,0.5
vsi_question_5074,pooled3_pca_r456,2,1,0.5,0.0,0.5,0.0
vsi_question_5074,pooled3_pca_r456,2,3,1.0,0.0,1.0,0.0
vsi_question_5074,cmrq_risk_atoms32_r456,2,0,0.25,-0.125,0.125,0.5
vsi_question_5074,cmrq_risk_atoms32_r456,2,1,0.5,-0.125,0.375,0.25
vsi_question_5074,cmrq_risk_atoms32_r456,2,3,1.0,0.0,1.0,0.0
vsi_question_5074,cmrq_mix_g32_w0p3_r456,2,0,0.25,-0.125,0.125,0.5
vsi_question_5074,cmrq_mix_g32_w0p3_r456,2,1,0.5,-0.125,0.375,0.25
vsi_question_5074,cmrq_mix_g32_w0p3_r456,2,3,1.0,0.0,1.0,0.0
vsi_question_5074,permuted_mix_g32_w0p3_r456,2,0,0.25,-0.125,0.125,0.5
vsi_question_5074,permuted_mix_g32_w0p3_r456,2,1,0.5,-0.125,0.375,0.25
vsi_question_5074,permuted_mix_g32_w0p3_r456,2,3,1.0,0.0,1.0,0.0
vsi_question_5086,vsi_pca_train96_r456,0,1,2.25,0.0,2.25,0.0
vsi_question_5086,vsi_pca_train96_r456,0,2,0.625,0.0,0.625,0.0
vsi_question_5086,pooled3_pca_r456,0,1,2.25,0.0,2.25,0.0
vsi_question_5086,pooled3_pca_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5086,cmrq_risk_atoms32_r456,0,1,2.25,0.125,2.375,0.0
vsi_question_5086,cmrq_risk_atoms32_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5086,cmrq_mix_g32_w0p3_r456,0,1,2.25,0.125,2.375,0.0
vsi_question_5086,cmrq_mix_g32_w0p3_r456,0,2,0.625,0.125,0.75,0.0
vsi_question_5086,permuted_mix_g32_w0p3_r456,0,1,2.25,0.0,2.25,0.0
vsi_question_5086,permuted_mix_g32_w0p3_r456,0,2,0.625,0.0,0.625,0.0
vsi_question_1058,vsi_pca_train96_r456,2,0,0.75,0.125,0.875,0.0
vsi_question_1058,vsi_pca_train96_r456,2,1,1.25,0.0,1.25,0.0
vsi_question_1058,vsi_pca_train96_r456,2,3,1.25,0.0,1.25,0.0
vsi_question_1058,pooled3_pca_r456,2,0,0.75,0.0,0.75,0.0
vsi_question_1058,pooled3_pca_r456,2,1,1.25,0.0,1.25,0.0
vsi_question_1058,pooled3_pca_r456,2,3,1.25,0.0,1.25,0.0
vsi_question_1058,cmrq_risk_atoms32_r456,2,0,0.75,0.0,0.75,0.0
vsi_question_1058,cmrq_risk_atoms32_r456,2,1,1.25,0.0,1.25,0.0
vsi_question_1058,cmrq_risk_atoms32_r456,2,3,1.25,0.0,1.25,0.0
vsi_question_1058,cmrq_mix_g32_w0p3_r456,2,0,0.75,0.0,0.75,0.0
vsi_question_1058,cmrq_mix_g32_w0p3_r456,2,1,1.25,0.0,1.25,0.0
vsi_question_1058,cmrq_mix_g32_w0p3_r456,2,3,1.25,0.0,1.25,0.0
vsi_question_1058,permuted_mix_g32_w0p3_r456,2,0,0.75,0.0,0.75,0.0
vsi_question_1058,permuted_mix_g32_w0p3_r456,2,1,1.25,0.0,1.25,0.0
vsi_question_1058,permuted_mix_g32_w0p3_r456,2,3,1.25,0.0,1.25,0.0
vsi_question_994,vsi_pca_train96_r456,1,0,0.875,0.0,0.875,0.0
vsi_question_994,vsi_pca_train96_r456,1,2,1.375,0.0,1.375,0.0
vsi_question_994,vsi_pca_train96_r456,1,3,1.5,0.125,1.625,0.0
vsi_question_994,pooled3_pca_r456,1,0,0.875,0.0,0.875,0.0
vsi_question_994,pooled3_pca_r456,1,2,1.375,0.0,1.375,0.0
vsi_question_994,pooled3_pca_r456,1,3,1.5,0.0,1.5,0.0
vsi_question_994,cmrq_risk_atoms32_r456,1,0,0.875,0.0,0.875,0.0
vsi_question_994,cmrq_risk_atoms32_r456,1,2,1.375,0.0,1.375,0.0
vsi_question_994,cmrq_risk_atoms32_r456,1,3,1.5,0.0,1.5,0.0
vsi_question_994,cmrq_mix_g32_w0p3_r456,1,0,0.875,0.0,0.875,0.0
vsi_question_994,cmrq_mix_g32_w0p3_r456,1,2,1.375,0.0,1.375,0.0
vsi_question_994,cmrq_mix_g32_w0p3_r456,1,3,1.5,0.0,1.5,0.0
vsi_question_994,permuted_mix_g32_w0p3_r456,1,0,0.875,0.125,1.0,0.0
vsi_question_994,permuted_mix_g32_w0p3_r456,1,2,1.375,0.0,1.375,0.0
vsi_question_994,permuted_mix_g32_w0p3_r456,1,3,1.5,0.125,1.625,0.0
vsi_question_1950,vsi_pca_train96_r456,0,1,1.75,0.125,1.875,0.0
vsi_question_1950,vsi_pca_train96_r456,0,2,2.0,0.0,2.0,0.0
vsi_question_1950,vsi_pca_train96_r456,0,3,2.0,0.125,2.125,0.0
vsi_question_1950,pooled3_pca_r456,0,1,1.75,0.125,1.875,0.0
vsi_question_1950,pooled3_pca_r456,0,2,2.0,0.0,2.0,0.0
vsi_question_1950,pooled3_pca_r456,0,3,2.0,0.125,2.125,0.0
vsi_question_1950,cmrq_risk_atoms32_r456,0,1,1.75,0.0,1.75,0.0
vsi_question_1950,cmrq_risk_atoms32_r456,0,2,2.0,0.0,2.0,0.0
vsi_question_1950,cmrq_risk_atoms32_r456,0,3,2.0,0.0,2.0,0.0
vsi_question_1950,cmrq_mix_g32_w0p3_r456,0,1,1.75,0.0,1.75,0.0
vsi_question_1950,cmrq_mix_g32_w0p3_r456,0,2,2.0,-0.125,1.875,0.0625
vsi_question_1950,cmrq_mix_g32_w0p3_r456,0,3,2.0,-0.125,1.875,0.0625
vsi_question_1950,permuted_mix_g32_w0p3_r456,0,1,1.75,0.125,1.875,0.0
vsi_question_1950,permuted_mix_g32_w0p3_r456,0,2,2.0,0.0,2.0,0.0
vsi_question_1950,permuted_mix_g32_w0p3_r456,0,3,2.0,0.0,2.0,0.0
vsi_question_2991,vsi_pca_train96_r456,0,1,1.125,-0.375,0.75,0.3333333432674408
vsi_question_2991,vsi_pca_train96_r456,0,2,2.375,-0.25,2.125,0.10526315867900848
vsi_question_2991,vsi_pca_train96_r456,0,3,0.625,-0.25,0.375,0.4000000059604645
vsi_question_2991,pooled3_pca_r456,0,1,1.125,-0.5,0.625,0.4444444477558136
vsi_question_2991,pooled3_pca_r456,0,2,2.375,-0.25,2.125,0.10526315867900848
vsi_question_2991,pooled3_pca_r456,0,3,0.625,-0.25,0.375,0.4000000059604645
vsi_question_2991,cmrq_risk_atoms32_r456,0,1,1.125,-0.375,0.75,0.3333333432674408
vsi_question_2991,cmrq_risk_atoms32_r456,0,2,2.375,0.0,2.375,0.0
vsi_question_2991,cmrq_risk_atoms32_r456,0,3,0.625,-0.125,0.5,0.20000000298023224
vsi_question_2991,cmrq_mix_g32_w0p3_r456,0,1,1.125,-0.375,0.75,0.3333333432674408
vsi_question_2991,cmrq_mix_g32_w0p3_r456,0,2,2.375,-0.125,2.25,0.05263157933950424
vsi_question_2991,cmrq_mix_g32_w0p3_r456,0,3,0.625,-0.125,0.5,0.20000000298023224
vsi_question_2991,permuted_mix_g32_w0p3_r456,0,1,1.125,-0.375,0.75,0.3333333432674408
vsi_question_2991,permuted_mix_g32_w0p3_r456,0,2,2.375,-0.125,2.25,0.05263157933950424
vsi_question_2991,permuted_mix_g32_w0p3_r456,0,3,0.625,-0.25,0.375,0.4000000059604645
vsi_question_1071,vsi_pca_train96_r456,1,0,1.25,-0.125,1.125,0.10000000149011612
vsi_question_1071,vsi_pca_train96_r456,1,2,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1071,vsi_pca_train96_r456,1,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1071,pooled3_pca_r456,1,0,1.25,-0.25,1.0,0.20000000298023224
vsi_question_1071,pooled3_pca_r456,1,2,1.125,-0.25,0.875,0.2222222238779068
vsi_question_1071,pooled3_pca_r456,1,3,1.125,-0.25,0.875,0.2222222238779068
vsi_question_1071,cmrq_risk_atoms32_r456,1,0,1.25,-0.125,1.125,0.10000000149011612
vsi_question_1071,cmrq_risk_atoms32_r456,1,2,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1071,cmrq_risk_atoms32_r456,1,3,1.125,-0.125,1.0,0.1111111119389534
vsi_question_1071,cmrq_mix_g32_w0p3_r456,1,0,1.25,0.0,1.25,0.0
