weight_key,source,rank,energy_ratio
blocks.15.self_attn.q.weight,ternary_error,16,0.11686156690120697
blocks.15.self_attn.q.weight,ternary_error,32,0.1680566817522049
blocks.15.self_attn.q.weight,ternary_error,64,0.24766337871551514
blocks.15.self_attn.q.weight,fp8_error,1,0.026190463453531265
blocks.15.self_attn.q.weight,fp8_error,2,0.028794553130865097
blocks.15.self_attn.q.weight,fp8_error,4,0.03393065929412842
blocks.15.self_attn.q.weight,fp8_error,8,0.043872252106666565
blocks.15.self_attn.q.weight,fp8_error,16,0.06312638521194458
blocks.15.self_attn.q.weight,fp8_error,32,0.0991726815700531
blocks.15.self_attn.q.weight,fp8_error,64,0.16394764184951782
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,1,0.03681612014770508
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,2,0.050912730395793915
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,4,0.06425556540489197
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,8,0.08356871455907822
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,16,0.11544811725616455
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,32,0.16619569063186646
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b64,64,0.2452060729265213
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,1,0.03713313117623329
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,2,0.05133717879652977
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,4,0.06476141512393951
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,8,0.08420196920633316
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,16,0.11617173999547958
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,32,0.167149156332016
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b128,64,0.2461348921060562
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,1,0.03725903481245041
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,2,0.05150411278009415
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,4,0.06496530771255493
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,8,0.08446355909109116
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,16,0.11651960015296936
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,32,0.16759096086025238
blocks.15.self_attn.q.weight,ternary_error_after_bcm_b256,64,0.24702169001102448
blocks.15.self_attn.o.weight,hadamard_weight,1,0.004730716347694397
blocks.15.self_attn.o.weight,hadamard_weight,2,0.009222641587257385
blocks.15.self_attn.o.weight,hadamard_weight,4,0.01788567751646042
blocks.15.self_attn.o.weight,hadamard_weight,8,0.034209053963422775
blocks.15.self_attn.o.weight,hadamard_weight,16,0.06462673097848892
blocks.15.self_attn.o.weight,hadamard_weight,32,0.11966881901025772
blocks.15.self_attn.o.weight,hadamard_weight,64,0.2117927372455597
blocks.15.self_attn.o.weight,ternary_error,1,0.0037128955591470003
blocks.15.self_attn.o.weight,ternary_error,2,0.007369099650532007
blocks.15.self_attn.o.weight,ternary_error,4,0.01430940069258213
blocks.15.self_attn.o.weight,ternary_error,8,0.02761591598391533
blocks.15.self_attn.o.weight,ternary_error,16,0.05296701192855835
blocks.15.self_attn.o.weight,ternary_error,32,0.09894202649593353
blocks.15.self_attn.o.weight,ternary_error,64,0.17851071059703827
blocks.15.self_attn.o.weight,fp8_error,1,0.003217188408598304
blocks.15.self_attn.o.weight,fp8_error,2,0.0058797262609004974
blocks.15.self_attn.o.weight,fp8_error,4,0.011143345385789871
blocks.15.self_attn.o.weight,fp8_error,8,0.021426063030958176
blocks.15.self_attn.o.weight,fp8_error,16,0.041307415813207626
blocks.15.self_attn.o.weight,fp8_error,32,0.07878990471363068
blocks.15.self_attn.o.weight,fp8_error,64,0.14603246748447418
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,1,0.003654383821412921
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,2,0.00727827986702323
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,4,0.014158498495817184
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,8,0.027356626465916634
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,16,0.05251114070415497
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,32,0.0983826294541359
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b64,64,0.1773163229227066
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,1,0.0036934150848537683
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,2,0.007336955983191729
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,4,0.014259494841098785
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,8,0.02755630947649479
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,16,0.052841804921627045
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,32,0.09875413775444031
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b128,64,0.17768877744674683
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,1,0.003703908994793892
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,2,0.007351739797741175
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,4,0.014284922741353512
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,8,0.027555877342820168
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,16,0.052862830460071564
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,32,0.09884253889322281
blocks.15.self_attn.o.weight,ternary_error_after_bcm_b256,64,0.17820630967617035
blocks.15.ffn.0.weight,hadamard_weight,1,0.025401359423995018
blocks.15.ffn.0.weight,hadamard_weight,2,0.033414192497730255
blocks.15.ffn.0.weight,hadamard_weight,4,0.04616869240999222
blocks.15.ffn.0.weight,hadamard_weight,8,0.06604880839586258
blocks.15.ffn.0.weight,hadamard_weight,16,0.09441211074590683
blocks.15.ffn.0.weight,hadamard_weight,32,0.13650047779083252
blocks.15.ffn.0.weight,hadamard_weight,64,0.19765044748783112
blocks.15.ffn.0.weight,ternary_error,1,0.016579193994402885
blocks.15.ffn.0.weight,ternary_error,2,0.021987220272421837
blocks.15.ffn.0.weight,ternary_error,4,0.030756942927837372
blocks.15.ffn.0.weight,ternary_error,8,0.04480580985546112
blocks.15.ffn.0.weight,ternary_error,16,0.06546898186206818
blocks.15.ffn.0.weight,ternary_error,32,0.09736209362745285
blocks.15.ffn.0.weight,ternary_error,64,0.14582739770412445
blocks.15.ffn.0.weight,fp8_error,1,0.001630969811230898
blocks.15.ffn.0.weight,fp8_error,2,0.002974672242999077
blocks.15.ffn.0.weight,fp8_error,4,0.005580894183367491
blocks.15.ffn.0.weight,fp8_error,8,0.010653311386704445
blocks.15.ffn.0.weight,fp8_error,16,0.020505616441369057
blocks.15.ffn.0.weight,fp8_error,32,0.03943020850419998
blocks.15.ffn.0.weight,fp8_error,64,0.0747404620051384
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,1,0.016556711867451668
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,2,0.021906612440943718
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,4,0.030564909800887108
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,8,0.04444930702447891
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,16,0.06486514210700989
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,32,0.09643904119729996
blocks.15.ffn.0.weight,ternary_error_after_bcm_b64,64,0.14451773464679718
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,1,0.016576630994677544
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,2,0.021952753886580467
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,4,0.030668998137116432
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,8,0.04463285952806473
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,16,0.06515174359083176
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,32,0.09680327773094177
blocks.15.ffn.0.weight,ternary_error_after_bcm_b128,64,0.1451035887002945
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,1,0.01658053696155548
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,2,0.02197876386344433
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,4,0.03072425164282322
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,8,0.044728051871061325
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,16,0.06531670689582825
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,32,0.09708373993635178
blocks.15.ffn.0.weight,ternary_error_after_bcm_b256,64,0.14555460214614868
blocks.29.self_attn.q.weight,hadamard_weight,1,0.05104672908782959
blocks.29.self_attn.q.weight,hadamard_weight,2,0.0819687694311142
blocks.29.self_attn.q.weight,hadamard_weight,4,0.11101958900690079
blocks.29.self_attn.q.weight,hadamard_weight,8,0.15315034985542297
blocks.29.self_attn.q.weight,hadamard_weight,16,0.2116755247116089
blocks.29.self_attn.q.weight,hadamard_weight,32,0.292092502117157
blocks.29.self_attn.q.weight,hadamard_weight,64,0.39732739329338074
blocks.29.self_attn.q.weight,ternary_error,1,0.03429623320698738
blocks.29.self_attn.q.weight,ternary_error,2,0.05587996542453766
blocks.29.self_attn.q.weight,ternary_error,4,0.07857800275087357
blocks.29.self_attn.q.weight,ternary_error,8,0.10807342082262039
blocks.29.self_attn.q.weight,ternary_error,16,0.15150471031665802
blocks.29.self_attn.q.weight,ternary_error,32,0.21386022865772247
blocks.29.self_attn.q.weight,ternary_error,64,0.30118632316589355
blocks.29.self_attn.q.weight,fp8_error,1,0.010892541147768497
blocks.29.self_attn.q.weight,fp8_error,2,0.015352558344602585
blocks.29.self_attn.q.weight,fp8_error,4,0.023281004279851913
blocks.29.self_attn.q.weight,fp8_error,8,0.037047091871500015
blocks.29.self_attn.q.weight,fp8_error,16,0.06047721579670906
blocks.29.self_attn.q.weight,fp8_error,32,0.10200352966785431
blocks.29.self_attn.q.weight,fp8_error,64,0.17352159321308136
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,1,0.03376363590359688
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,2,0.0550197958946228
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,4,0.07743499428033829
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,8,0.10658199340105057
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,16,0.14953605830669403
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,32,0.21127048134803772
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b64,64,0.2981956899166107
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,1,0.034041162580251694
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,2,0.05546633154153824
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,4,0.07803065329790115
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,8,0.10733609646558762
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,16,0.15055613219738007
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,32,0.21258488297462463
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b128,64,0.2994557321071625
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,1,0.03417806699872017
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,2,0.05567294359207153
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,4,0.07829274982213974
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,8,0.10771282762289047
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,16,0.1509954333305359
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,32,0.21315602958202362
blocks.29.self_attn.q.weight,ternary_error_after_bcm_b256,64,0.30040672421455383
blocks.29.self_attn.o.weight,hadamard_weight,1,0.008639100007712841
blocks.29.self_attn.o.weight,hadamard_weight,2,0.01591864787042141
blocks.29.self_attn.o.weight,hadamard_weight,4,0.03000086173415184
blocks.29.self_attn.o.weight,hadamard_weight,8,0.05620255693793297
blocks.29.self_attn.o.weight,hadamard_weight,16,0.10232985764741898
blocks.29.self_attn.o.weight,hadamard_weight,32,0.17638961970806122
blocks.29.self_attn.o.weight,hadamard_weight,64,0.28632494807243347
blocks.29.self_attn.o.weight,ternary_error,1,0.006119154393672943
blocks.29.self_attn.o.weight,ternary_error,2,0.011512259021401405
blocks.29.self_attn.o.weight,ternary_error,4,0.02173055149614811
blocks.29.self_attn.o.weight,ternary_error,8,0.04105226323008537
blocks.29.self_attn.o.weight,ternary_error,16,0.07574944943189621
blocks.29.self_attn.o.weight,ternary_error,32,0.13299141824245453
blocks.29.self_attn.o.weight,ternary_error,64,0.22174233198165894
blocks.29.self_attn.o.weight,fp8_error,1,0.002920160535722971
blocks.29.self_attn.o.weight,fp8_error,2,0.005785250570625067
blocks.29.self_attn.o.weight,fp8_error,4,0.011400623247027397
blocks.29.self_attn.o.weight,fp8_error,8,0.022344522178173065
blocks.29.self_attn.o.weight,fp8_error,16,0.04293728619813919
blocks.29.self_attn.o.weight,fp8_error,32,0.08114495128393173
blocks.29.self_attn.o.weight,fp8_error,64,0.14815330505371094
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,1,0.006033163517713547
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,2,0.011380963027477264
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,4,0.021487321704626083
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,8,0.04064643383026123
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,16,0.07500962167978287
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,32,0.13182774186134338
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b64,64,0.22012902796268463
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,1,0.006067490670830011
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,2,0.011438494548201561
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,4,0.021610915660858154
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,8,0.04083549231290817
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,16,0.07533320784568787
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,32,0.13237197697162628
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b128,64,0.22050751745700836
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,1,0.006100327707827091
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,2,0.011477336287498474
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,4,0.02166118659079075
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,8,0.04095146432518959
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,16,0.07555895298719406
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,32,0.13267846405506134
blocks.29.self_attn.o.weight,ternary_error_after_bcm_b256,64,0.22114095091819763
blocks.29.ffn.0.weight,hadamard_weight,1,0.026413997635245323
blocks.29.ffn.0.weight,hadamard_weight,2,0.04381655901670456
blocks.29.ffn.0.weight,hadamard_weight,4,0.06471007317304611
blocks.29.ffn.0.weight,hadamard_weight,8,0.09047474712133408
blocks.29.ffn.0.weight,hadamard_weight,16,0.12820638716220856
blocks.29.ffn.0.weight,hadamard_weight,32,0.19000688195228577
blocks.29.ffn.0.weight,hadamard_weight,64,0.285208135843277
blocks.29.ffn.0.weight,ternary_error,1,0.01718616858124733
blocks.29.ffn.0.weight,ternary_error,2,0.02863996848464012
blocks.29.ffn.0.weight,ternary_error,4,0.04259927570819855
blocks.29.ffn.0.weight,ternary_error,8,0.06036148965358734
blocks.29.ffn.0.weight,ternary_error,16,0.08694478124380112
blocks.29.ffn.0.weight,ternary_error,32,0.1313389539718628
blocks.29.ffn.0.weight,ternary_error,64,0.20133566856384277
blocks.29.ffn.0.weight,fp8_error,1,0.0012812238419428468
blocks.29.ffn.0.weight,fp8_error,2,0.002561234636232257
blocks.29.ffn.0.weight,fp8_error,4,0.005091847386211157
blocks.29.ffn.0.weight,fp8_error,8,0.01008749008178711
blocks.29.ffn.0.weight,fp8_error,16,0.019838133826851845
blocks.29.ffn.0.weight,fp8_error,32,0.03863592445850372
blocks.29.ffn.0.weight,fp8_error,64,0.07380256056785583
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,1,0.017065534368157387
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,2,0.028347043320536613
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,4,0.042120564728975296
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,8,0.059640124440193176
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,16,0.08591709285974503
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,32,0.1298305094242096
blocks.29.ffn.0.weight,ternary_error_after_bcm_b64,64,0.19906453788280487
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,1,0.017146466299891472
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,2,0.028515363112092018
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,4,0.04238128289580345
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,8,0.060009513050317764
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,16,0.08644916862249374
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,32,0.13060502707958221
blocks.29.ffn.0.weight,ternary_error_after_bcm_b128,64,0.2003808617591858
blocks.29.ffn.0.weight,ternary_error_after_bcm_b256,1,0.017163947224617004
