sample_id,head,family,variant,density,landmarks,order,rank,components,restart,records,residual_sq,reference_sq,aggregate_output_relative_l2,record_error_max,projected_query_work_ratio_mean,arithmetic_speedup_upper_bound,selected_attention_mass_mean,negative_tail_weight_fraction_mean,tail_score_range_mean,oracle_selection,envelope_family,envelope_sample_id,envelope_head
s02_p00_seed20260741,2,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,26.105247020721436,3420.1840209960938,0.08736533905831835,0.10545338401861978,0.29678469678469677,3.3694459681843116,0.8411542574564616,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,2
s02_p00_seed20260741,3,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,11.657010972499847,5578.144775390625,0.04571394608447593,0.07126711750258743,0.2968660968660969,3.36852207293666,0.9304941693941752,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,3
s02_p00_seed20260741,4,lowrank_covariance,centroid,0.25,0,0,0,2,0,3,2.2770754545927048,5563.5177001953125,0.020230842726332902,0.043257531642564816,0.27334147334147335,3.6584276354973198,0.9808878898620605,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,4
s02_p00_seed20260741,5,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,12.510294437408447,2922.1650390625,0.06543067420433694,0.08256750476602595,0.2968660968660969,3.36852207293666,0.8578778306643168,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,5
s02_p00_seed20260741,6,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,1,0,3,75.89829349517822,1577.0856323242188,0.21937562344415149,0.24519743422803722,0.3553927553927554,2.813788364635822,0.4991656541824341,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,6
s02_p00_seed20260741,7,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,76.72532844543457,3127.2900390625,0.15663373259994726,0.19888092476414335,0.29678469678469677,3.3694459681843116,0.6890275080998739,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,7
s02_p00_seed20260741,8,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,5.604052051901817,4961.78466796875,0.033607184006272654,0.05512113711922383,0.2968660968660969,3.36852207293666,0.9410114089647929,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,8
s02_p00_seed20260741,9,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,56.9215612411499,3982.336181640625,0.11955546746383434,0.14174231364148174,0.29678469678469677,3.3694459681843116,0.7345443367958069,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,9
s02_p00_seed20260741,10,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,11.113729596138,4095.1319580078125,0.052094990436146585,0.0703647429965062,0.2968660968660969,3.36852207293666,0.8806437253952026,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,10
s02_p00_seed20260741,11,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,16.122278571128845,9000.84130859375,0.0423225335592026,0.05696427108702978,0.2968660968660969,3.36852207293666,0.9221209088961283,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s02_p00_seed20260741,11
s03_p01_seed20260741,0,lowrank_covariance,diag_gaussian,0.25,0,0,0,1,0,3,2.89787969738245,7883.692626953125,0.01917234937017624,0.029051162955801874,0.2734228734228734,3.6573384935992856,0.9735491474469503,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,0
s03_p01_seed20260741,1,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,24.94679045677185,10730.81591796875,0.0482159765421373,0.07539206879985733,0.2968660968660969,3.36852207293666,0.8923819263776144,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,1
s03_p01_seed20260741,2,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,25.29768991470337,4328.4383544921875,0.07644952900357489,0.08780392440337935,0.2968660968660969,3.36852207293666,0.8526684443155924,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,2
s03_p01_seed20260741,3,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,32.226192474365234,5820.641845703125,0.07440790205859858,0.09688887113509714,0.2968660968660969,3.36852207293666,0.8673272132873535,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,3
s03_p01_seed20260741,4,lowrank_covariance,centroid,0.25,0,0,0,2,0,3,2.7622795403003693,6486.408447265625,0.020636292124062604,0.03431509677387787,0.27334147334147335,3.6584276354973198,0.9791579047838846,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,4
s03_p01_seed20260741,5,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,18.075212955474854,2940.5944213867188,0.07840145938860212,0.11366394903473089,0.2968660968660969,3.36852207293666,0.8275779287020365,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,5
s03_p01_seed20260741,6,lowrank_covariance,lowrank_gaussian,0.25,0,0,16,1,0,3,23.72566795349121,1853.34033203125,0.11314402793387762,0.14457626610236138,0.44916564916564916,2.226350126857557,0.6079145471254984,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,6
s03_p01_seed20260741,7,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,72.20835304260254,5570.658447265625,0.11385194492607585,0.1238726355262272,0.2968660968660969,3.36852207293666,0.7994024356206259,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,7
s03_p01_seed20260741,8,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,16.468312323093414,5176.73583984375,0.05640226507677424,0.07589309749713465,0.2968660968660969,3.36852207293666,0.8793414235115051,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,8
s03_p01_seed20260741,9,lowrank_covariance,lowrank_gaussian,0.25,0,0,8,1,0,3,40.73187732696533,5138.1661376953125,0.08903548776237456,0.1250106377699798,0.3554741554741555,2.813144034806503,0.7636857628822327,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,9
s03_p01_seed20260741,10,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,31.814594268798828,5093.81201171875,0.07902995559747325,0.10745451356696643,0.2968660968660969,3.36852207293666,0.8270752429962158,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,10
s03_p01_seed20260741,11,lowrank_covariance,diag_gaussian,0.25,0,0,0,2,0,3,43.57978343963623,10030.630859375,0.065914112643888,0.08903056266089727,0.2968660968660969,3.36852207293666,0.8867834011713663,nan,nan,posthoc_per_record_minimum_output_error,lowrank_covariance,s03_p01_seed20260741,11
s00_p00_seed20260740,0,residual_tail_polynomial,midrange,0.25,0,4,0,0,0,3,0.09027932956814766,8542.2919921875,0.003250925046111509,0.004567775774233702,nan,nan,0.9949639042218527,0.0,29.83754603068034,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,0
s00_p00_seed20260740,1,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,37.790313720703125,7833.449462890625,0.06945663286714426,0.07573303745920139,nan,nan,0.8265271782875061,0.0,20.463930130004883,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,1
s00_p00_seed20260740,2,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,20.073763370513916,4401.456787109375,0.06753302119654155,0.07269472787559116,nan,nan,0.806219240029653,0.0,16.396565755208332,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,2
s00_p00_seed20260740,3,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,1.5556978955864906,7053.6998291015625,0.01485094689041766,0.02374028307481914,nan,nan,0.979600707689921,0.0,20.384636561075848,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,3
s00_p00_seed20260740,4,residual_tail_polynomial,midrange,0.25,0,4,0,0,0,3,0.08812431240221485,6554.916259765625,0.0036666064388540497,0.008536900309862523,nan,nan,0.9948599338531494,0.0,32.361541748046875,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,4
s00_p00_seed20260740,5,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,3.6255410611629486,4703.2095947265625,0.027764461043122288,0.03719384135331439,nan,nan,0.915831983089447,0.0,16.520644823710125,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,5
s00_p00_seed20260740,6,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,11.575143337249756,1398.0220642089844,0.09099262123696741,0.10068685662045825,nan,nan,0.5529268582661947,0.0,11.102142016092936,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,6
s00_p00_seed20260740,7,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,24.624451160430908,3290.2501220703125,0.08651050014487274,0.11796247735524341,nan,nan,0.7253251075744629,0.0,14.35426108042399,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,7
s00_p00_seed20260740,8,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,1.2063143104314804,7873.02197265625,0.012378257365180351,0.015522209055867611,nan,nan,0.9782350262006124,0.0,20.22911834716797,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,8
s00_p00_seed20260740,9,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,20.637351989746094,4252.831787109375,0.06966070783677383,0.07945505763856084,nan,nan,0.6769293149312338,0.0,12.738325119018555,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,9
s00_p00_seed20260740,10,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,3.204398810863495,6909.0235595703125,0.021535995120350367,0.030735598122333677,nan,nan,0.9325286547342936,0.0,14.426156997680664,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,10
s00_p00_seed20260740,11,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,19.19314670562744,9705.0498046875,0.044470724741721104,0.05529228084982479,nan,nan,0.8678021828333536,0.0,17.093735376993816,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s00_p00_seed20260740,11
s01_p01_seed20260740,0,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,0.8816487416625023,8908.81689453125,0.009948045880554411,0.015728568719199403,nan,nan,0.9899618228276571,0.0,26.417226791381836,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,0
s01_p01_seed20260740,1,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,25.193997383117676,12100.85693359375,0.04562895018238848,0.06156373608360997,nan,nan,0.9126680692036947,0.0,23.680071512858074,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,1
s01_p01_seed20260740,2,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,47.6837100982666,4643.1060791015625,0.10133995719398393,0.13721097717576403,nan,nan,0.861146867275238,0.0,17.691449483235676,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,2
s01_p01_seed20260740,3,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,10.580742835998535,6890.876953125,0.03918508850403443,0.05690445740341456,nan,nan,0.9390441179275513,0.0,19.10743459065755,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,3
s01_p01_seed20260740,4,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,0.6751087261363864,7283.115234375,0.009627826824305836,0.018900969996447636,nan,nan,0.9868291616439819,0.0,27.965481440226238,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,4
s01_p01_seed20260740,5,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,3.872503101825714,3322.4146118164062,0.034140428924869536,0.044446295621383775,nan,nan,0.8552539149920145,0.0,14.953606923421225,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,5
s01_p01_seed20260740,6,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,16.949858784675598,1874.531005859375,0.09509041176233608,0.12171738241088467,nan,nan,0.6084828774134318,0.0,12.3298921585083,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,6
s01_p01_seed20260740,7,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,37.80367469787598,4290.252685546875,0.09386973088209849,0.0992899333842485,nan,nan,0.7762321432431539,0.0,17.02064577738444,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,7
s01_p01_seed20260740,8,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,4.851875066757202,6893.966552734375,0.026528959622379427,0.041007355690258596,nan,nan,0.9308146635691324,0.0,17.73624610900879,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,8
s01_p01_seed20260740,9,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,22.215458393096924,5101.150146484375,0.0659923488086523,0.07712892115539012,nan,nan,0.7904232343037924,0.0,13.66251023610433,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,9
s01_p01_seed20260740,10,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,7.568465948104858,5414.8939208984375,0.03738599590721608,0.051010238711587774,nan,nan,0.8544083833694458,0.0,14.223261833190918,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,10
s01_p01_seed20260740,11,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,26.610974073410034,10977.73388671875,0.049235010689059215,0.07203770353236416,nan,nan,0.91446586449941,0.0,18.81440798441569,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s01_p01_seed20260740,11
s02_p00_seed20260741,0,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,1.6339177042245865,6240.0078125,0.016181639536897198,0.023109951377599598,nan,nan,0.9815434018770853,0.0,24.230769475301106,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,0
s02_p00_seed20260741,1,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,17.188215017318726,9217.591796875,0.04318238779747119,0.059876297751958844,nan,nan,0.9068168799082438,0.0,21.20832125345866,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,1
s02_p00_seed20260741,2,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,14.63192868232727,3420.1840209960938,0.0654072742614364,0.08484864128151558,nan,nan,0.8411542574564616,0.0,15.80072021484375,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,2
s02_p00_seed20260741,3,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,9.73754507303238,5578.144775390625,0.04178109805840692,0.06432995047464787,nan,nan,0.9304941693941752,0.0,18.554943084716797,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,3
s02_p00_seed20260741,4,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,1.0244226679205894,5563.5177001953125,0.013569531478654154,0.027788538367814614,nan,nan,0.9808878898620605,0.0,28.886165618896484,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,4
s02_p00_seed20260741,5,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,8.128735303878784,2922.1650390625,0.052742306796208935,0.06635007443877368,nan,nan,0.8578778306643168,0.0,16.59774049123128,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,5
s02_p00_seed20260741,6,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,15.237890243530273,1577.0856323242188,0.09829575955747374,0.11792272185769842,nan,nan,0.4991656541824341,0.0,11.154329299926758,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,6
s02_p00_seed20260741,7,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,31.594605445861816,3127.2900390625,0.1005130351401404,0.12142585486321725,nan,nan,0.6890275080998739,0.0,15.19900894165039,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,7
s02_p00_seed20260741,8,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,3.0873254127800465,4961.78466796875,0.02494435321113859,0.03694863115579336,nan,nan,0.9410114089647929,0.0,18.98138999938965,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,8
s02_p00_seed20260741,9,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,17.852354407310486,3982.336181640625,0.06695434875804337,0.0913196335155911,nan,nan,0.7345443367958069,0.0,12.90151278177897,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,9
s02_p00_seed20260741,10,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,5.199282601475716,4095.1319580078125,0.03563179995901658,0.04602714626355432,nan,nan,0.8806437253952026,0.0,14.544559796651205,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,10
s02_p00_seed20260741,11,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,12.283229768276215,9000.84130859375,0.03694151782788116,0.052209699443144124,nan,nan,0.9221209088961283,0.0,16.831451416015625,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s02_p00_seed20260741,11
s03_p01_seed20260741,0,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,3.0834880992770195,7883.692626953125,0.01977681252155444,0.03002202010627214,nan,nan,0.9735491474469503,0.0,27.736923853556316,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,0
s03_p01_seed20260741,1,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,24.92454355955124,10730.81591796875,0.04819447287166098,0.07517591876663392,nan,nan,0.8923819263776144,0.0,22.330630620320637,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,1
s03_p01_seed20260741,2,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,17.46577477455139,4328.4383544921875,0.06352260641033816,0.07917330406882866,nan,nan,0.8526684443155924,0.0,17.940144220987957,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,2
s03_p01_seed20260741,3,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,28.626030683517456,5820.641845703125,0.0701285933147384,0.09612782165376178,nan,nan,0.8673272132873535,0.0,19.296306610107422,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,3
s03_p01_seed20260741,4,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,1.5941661149263382,6486.408447265625,0.01567706072337084,0.021599608932901155,nan,nan,0.9791579047838846,0.0,30.96922492980957,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,4
s03_p01_seed20260741,5,residual_tail_polynomial,mean,0.25,0,4,0,0,0,3,5.838049739599228,2940.5944213867188,0.04455703986730409,0.059019904698202126,nan,nan,0.8275779287020365,0.0,15.309152603149414,posthoc_per_record_minimum_output_error,residual_tail_polynomial,s03_p01_seed20260741,5
