family,scope,sample,layer,head,frame,grid_shape,map_id,entropy_mean,entropy_std,row_argmax_unique_fraction,col_mass_gini,top1_col_mass_fraction,top2_col_mass_fraction,top4_col_mass_fraction,sink2_cols,sink4_cols,local_radius1_mass,local_radius2_mass,top1_per_row_mass_mean,top2_per_row_mass_mean,top4_per_row_mass_mean,effective_rank,effective_rank_fraction,sink2_matrix_error,local1_matrix_error,row_top4_matrix_error,union_sink_local_top4_matrix_error,sink2_output_error,local1_output_error,row_top4_output_error,union_sink_local_top4_output_error,sink2_random_v_output_error,local1_random_v_output_error,row_top4_random_v_output_error,union_random_v_output_error
vit,patch_patch_resoftmax_exact_layer0,1,0,4,,8x8,vit:s1:l0:h4,1.3185876607894897,1.3121850490570068,0.09375,0.8071688413619995,0.3507620096206665,0.6389566659927368,0.7454274296760559,"43,62","43,62,26,31",0.12584470212459564,0.4016735851764679,0.6411471366882324,0.7478426098823547,0.816264271736145,5.119171619415283,0.0799870565533638,0.6791686415672302,1.287663221359253,0.25232553482055664,0.18372082710266113,0.5317833423614502,1.0470613241195679,0.26232293248176575,0.18241553008556366,0.6844480037689209,1.2935161590576172,0.24356688559055328,0.1770779937505722
vit,patch_patch_resoftmax_exact_layer0,1,0,5,,8x8,vit:s1:l0:h5,1.787394404411316,0.9861724376678467,0.140625,0.7827115058898926,0.2700541615486145,0.37756019830703735,0.58112633228302,"53,34","53,34,36,43",0.10038089752197266,0.35471946001052856,0.4030243456363678,0.6043859720230103,0.7984026074409485,7.3120856285095215,0.11425133794546127,1.3248153924942017,1.6732313632965088,0.3339993357658386,0.24422170221805573,0.9445194005966187,1.3717111349105835,0.2681426703929901,0.18650633096694946,1.366420030593872,1.522464394569397,0.3096747100353241,0.22480714321136475
vit,patch_patch_resoftmax_exact_layer0,2,0,0,,8x8,vit:s2:l0:h0,1.2889819145202637,1.174865484237671,0.109375,0.8258551359176636,0.35198765993118286,0.6295044422149658,0.728532075881958,"26,3","26,3,10,8",0.12325561791658401,0.3774356245994568,0.6338249444961548,0.7391455173492432,0.8388084769248962,5.499958515167236,0.08593685179948807,0.6869927048683167,1.424916386604309,0.2325994372367859,0.16941125690937042,0.3999432921409607,0.8739249110221863,0.19135649502277374,0.13866280019283295,0.6837645173072815,1.4115078449249268,0.22581586241722107,0.16131649911403656
vit,patch_patch_resoftmax_exact_layer0,2,0,1,,8x8,vit:s2:l0:h1,1.45253324508667,1.4039946794509888,0.109375,0.7810206413269043,0.412484347820282,0.6074844002723694,0.7011508345603943,"42,39","42,39,3,55",0.17542782425880432,0.44727960228919983,0.6128971576690674,0.6806273460388184,0.7679005861282349,4.973691463470459,0.07771392911672592,0.7151393294334412,1.290420651435852,0.29196617007255554,0.18765756487846375,0.3754841387271881,0.7856013774871826,0.1826312243938446,0.12347298860549927,0.6607325673103333,1.244538426399231,0.2791183590888977,0.1853613555431366
vit,patch_patch_resoftmax_exact_layer0,2,0,2,,8x8,vit:s2:l0:h2,0.900542676448822,1.228825330734253,0.0625,0.8504891395568848,0.4039084315299988,0.7707849144935608,0.8372783064842224,"2,45","2,45,39,10",0.15932512283325195,0.4768449664115906,0.7706874012947083,0.8400107622146606,0.875379741191864,4.1588521003723145,0.06498206406831741,0.4546934962272644,1.2342023849487305,0.18957488238811493,0.1354406625032425,0.3685198426246643,0.948139488697052,0.1976810246706009,0.11065401881933212,0.4657556116580963,1.2464016675949097,0.19302605092525482,0.13725508749485016
vit,patch_patch_resoftmax_exact_layer0,2,0,3,,8x8,vit:s2:l0:h3,1.1370837688446045,1.2268978357315063,0.078125,0.8272984027862549,0.34545034170150757,0.6906576752662659,0.7947832942008972,"7,30","7,30,11,3",0.17216338217258453,0.4273461699485779,0.6954527497291565,0.8004634976387024,0.8608086109161377,5.252955436706543,0.08207742869853973,0.5933414697647095,1.3052549362182617,0.2027003914117813,0.14799807965755463,0.46314364671707153,1.0550434589385986,0.2044961005449295,0.14406323432922363,0.5678566694259644,1.3675717115402222,0.22630159556865692,0.16137748956680298
vit,patch_patch_resoftmax_exact_layer0,2,0,4,,8x8,vit:s2:l0:h4,0.8866464495658875,1.442130446434021,0.109375,0.8190033435821533,0.4419655501842499,0.7873797416687012,0.8199024200439453,"27,47","27,47,4,11",0.1669253557920456,0.3915776014328003,0.7884477376937866,0.8129209876060486,0.8456161618232727,3.604254961013794,0.05631648376584053,0.42371895909309387,1.2352328300476074,0.21368937194347382,0.1274193823337555,0.33975690603256226,1.3502545356750488,0.2593322694301605,0.1565476655960083,0.45076215267181396,1.2144010066986084,0.23344646394252777,0.13824206590652466
vit,patch_patch_resoftmax_exact_layer0,2,0,5,,8x8,vit:s2:l0:h5,0.8254181146621704,1.09983491897583,0.046875,0.8805477619171143,0.4523932933807373,0.7111248970031738,0.8827971816062927,"30,0","30,0,25,41",0.11028601229190826,0.33997172117233276,0.7193257808685303,0.8822680711746216,0.9088379144668579,3.782177209854126,0.05909651890397072,0.5903240442276001,1.3284249305725098,0.16914401948451996,0.1089252382516861,0.742902398109436,1.28693425655365,0.1890581101179123,0.13903287053108215,0.5408585667610168,1.3966530561447144,0.16918939352035522,0.10418745130300522
vit,patch_patch_resoftmax_exact_layer0,3,0,0,,8x8,vit:s3:l0:h0,1.0381622314453125,1.155814528465271,0.078125,0.8792810440063477,0.479229599237442,0.676085889339447,0.8120414018630981,"54,1","54,1,29,56",0.14601947367191315,0.44916850328445435,0.6797345280647278,0.7764579057693481,0.8788051605224609,4.23399543762207,0.06615617871284485,0.6409575343132019,1.3136069774627686,0.18923306465148926,0.1333942711353302,0.2903776168823242,0.9393133521080017,0.1630326211452484,0.11249226331710815,0.542686939239502,1.2346028089523315,0.1799211949110031,0.12371733039617538
vit,patch_patch_resoftmax_exact_layer0,3,0,1,,8x8,vit:s3:l0:h1,1.2264318466186523,1.2044531106948853,0.109375,0.8283114433288574,0.4132010340690613,0.6010512113571167,0.8054773807525635,"25,36","25,36,22,10",0.09529347717761993,0.3173663020133972,0.6021085977554321,0.7625848054885864,0.8617359399795532,4.635464191436768,0.0724291279911995,0.7646438479423523,1.422369122505188,0.22166281938552856,0.15050294995307922,0.5319913625717163,0.9007990956306458,0.18820352852344513,0.12053748220205307,0.7072842121124268,1.361599087715149,0.21718397736549377,0.14785155653953552
vit,patch_patch_resoftmax_exact_layer0,3,0,2,,8x8,vit:s3:l0:h2,1.331202507019043,1.2198675870895386,0.09375,0.8185133934020996,0.3634229302406311,0.580647349357605,0.7687881588935852,"20,36","20,36,51,61",0.11949694156646729,0.4022006690502167,0.5849981307983398,0.7432606816291809,0.8279194235801697,5.00283145904541,0.07816924154758453,0.7955434322357178,1.4535859823226929,0.24891753494739532,0.17882093787193298,0.3977694511413574,1.0954667329788208,0.22667020559310913,0.1385972946882248,0.7970045804977417,1.484980583190918,0.26371046900749207,0.19397594034671783
vit,patch_patch_resoftmax_exact_layer0,3,0,3,,8x8,vit:s3:l0:h3,1.7489789724349976,0.846829891204834,0.171875,0.7993067502975464,0.1785193681716919,0.32952189445495605,0.5796014070510864,"30,63","30,63,54,1",0.13753074407577515,0.41416218876838684,0.346346914768219,0.597068190574646,0.8502817153930664,7.6008782386779785,0.11876372247934341,1.48770010471344,1.7108089923858643,0.3125540316104889,0.19412706792354584,0.9165308475494385,1.1538349390029907,0.21198640763759613,0.13466539978981018,1.5461300611495972,1.6920005083084106,0.32136082649230957,0.20460548996925354
vit,patch_patch_resoftmax_exact_layer0,3,0,4,,8x8,vit:s3:l0:h4,1.141343593597412,1.13582444190979,0.078125,0.8605091571807861,0.41032272577285767,0.5876108407974243,0.8471147418022156,"2,33","2,33,59,29",0.13899892568588257,0.3707108795642853,0.5966715812683105,0.7430946826934814,0.8883161544799805,4.277162075042725,0.06683065742254257,0.8063415288925171,1.3237318992614746,0.19454286992549896,0.13180704414844513,1.0745888948440552,1.3262118101119995,0.19851897656917572,0.14754262566566467,0.8852437734603882,1.3826221227645874,0.20351620018482208,0.13349942862987518
vit,patch_patch_resoftmax_exact_layer0,3,0,5,,8x8,vit:s3:l0:h5,1.1757636070251465,1.176453948020935,0.078125,0.8459677696228027,0.3938801884651184,0.6425654292106628,0.7853217124938965,"43,63","43,63,39,45",0.11443217098712921,0.32417190074920654,0.6484814286231995,0.786461353302002,0.8568180799484253,4.916421890258789,0.07681909203529358,0.6808977723121643,1.3973075151443481,0.21003155410289764,0.1517777442932129,0.5615986585617065,1.5152357816696167,0.25488045811653137,0.17219474911689758,0.6410477161407471,1.440211296081543,0.22206097841262817,0.1553952991962433
vit,patch_patch_resoftmax_exact_layer0,4,0,0,,8x8,vit:s4:l0:h0,1.2626190185546875,0.9857430458068848,0.09375,0.8611078262329102,0.3801029920578003,0.5581761002540588,0.7814679145812988,"30,21","30,21,40,15",0.09293188899755478,0.3622160851955414,0.5693051218986511,0.7479903697967529,0.8823238015174866,5.161933898925781,0.08065521717071533,0.8555737137794495,1.506369948387146,0.2003600150346756,0.1525145173072815,0.5442333221435547,0.9447733759880066,0.12643051147460938,0.1093447357416153,0.8011132478713989,1.5291718244552612,0.2002912014722824,0.15823686122894287
vit,patch_patch_resoftmax_exact_layer0,4,0,1,,8x8,vit:s4:l0:h1,0.9159966111183167,0.9968351125717163,0.0625,0.8789055347442627,0.4032059907913208,0.6712135672569275,0.888314425945282,"38,62","38,62,57,21",0.14922071993350983,0.4202542304992676,0.6889395713806152,0.8883094787597656,0.9133877158164978,4.315446853637695,0.06742885708808899,0.6548915505409241,1.3645892143249512,0.1673196256160736,0.12264953553676605,0.36653685569763184,0.8838516473770142,0.1198974996805191,0.09008696675300598,0.6533076763153076,1.2716089487075806,0.16309373080730438,0.1181512400507927
vit,patch_patch_resoftmax_exact_layer0,4,0,2,,8x8,vit:s4:l0:h2,0.6500915884971619,1.081939697265625,0.046875,0.8932397365570068,0.4465472400188446,0.8297178745269775,0.8871323466300964,"8,15","8,15,36,21",0.15633004903793335,0.4264792203903198,0.8296332955360413,0.8788889050483704,0.9223381280899048,3.641648054122925,0.0569007508456707,0.3879617750644684,1.2530754804611206,0.12962192296981812,0.09688197076320648,0.277310848236084,0.9348005652427673,0.16088195145130157,0.11177811026573181,0.36064934730529785,1.279776692390442,0.13673487305641174,0.10307183861732483
vit,patch_patch_resoftmax_exact_layer0,4,0,3,,8x8,vit:s4:l0:h3,0.9223752021789551,1.1271398067474365,0.078125,0.8766446113586426,0.4037497341632843,0.7583014965057373,0.8200658559799194,"25,5","25,5,12,40",0.07709827274084091,0.31495288014411926,0.7593854665756226,0.817666232585907,0.8841716647148132,4.266109943389893,0.06665796786546707,0.4827420711517334,1.3092927932739258,0.1710665076971054,0.1355983316898346,0.37801092863082886,1.006487250328064,0.15320740640163422,0.11270622164011002,0.4781060516834259,1.3206589221954346,0.16852863132953644,0.13278761506080627
vit,patch_patch_resoftmax_exact_layer0,4,0,4,,8x8,vit:s4:l0:h4,0.8537554144859314,1.260438323020935,0.078125,0.8517173528671265,0.42762622237205505,0.7768760919570923,0.8442332148551941,"35,4","35,4,0,19",0.11618679016828537,0.36937201023101807,0.7764565348625183,0.84434974193573,0.877377986907959,4.000533103942871,0.06250832974910736,0.4438731074333191,1.2938190698623657,0.186452254652977,0.12418871372938156,0.3865339159965515,1.1665112972259521,0.18437662720680237,0.1250562220811844,0.43186986446380615,1.1947566270828247,0.15654276311397552,0.10730603337287903
vit,patch_patch_resoftmax_exact_layer0,4,0,5,,8x8,vit:s4:l0:h5,0.5600459575653076,1.1117210388183594,0.0625,0.8949446678161621,0.43847960233688354,0.8612407445907593,0.8958657383918762,"25,42","25,42,11,53",0.20651625096797943,0.5056393146514893,0.8616741299629211,0.8957037329673767,0.9144282937049866,3.229707717895508,0.05046418309211731,0.34468546509742737,1.205690622329712,0.14466312527656555,0.105099156498909,0.29457658529281616,1.0943706035614014,0.14074945449829102,0.11172892153263092,0.31760066747665405,1.2221662998199463,0.146603524684906,0.09960886836051941
vit,patch_patch_resoftmax_exact_layer0,5,0,0,,8x8,vit:s5:l0:h0,1.1897454261779785,1.1559648513793945,0.078125,0.8410086631774902,0.41161808371543884,0.5829082727432251,0.8010244369506836,"36,51","36,51,14,45",0.1592845469713211,0.37921592593193054,0.5951958298683167,0.8015044927597046,0.8644213676452637,4.994295120239258,0.0780358612537384,0.8096733689308167,1.3889286518096924,0.2146104872226715,0.14653757214546204,0.5027940273284912,0.9830085039138794,0.19596469402313232,0.12430337071418762,0.663845419883728,1.282011866569519,0.18805989623069763,0.12746378779411316
vit,patch_patch_resoftmax_exact_layer0,5,0,1,,8x8,vit:s5:l0:h1,1.0898377895355225,1.1495264768600464,0.09375,0.8423717021942139,0.3315659463405609,0.6082675457000732,0.8377213478088379,"8,36","8,36,62,10",0.1733722686767578,0.4752514064311981,0.6338804960250854,0.8380040526390076,0.8850713968276978,4.893438816070557,0.07645998150110245,0.7640505433082581,1.3157267570495605,0.2008783370256424,0.13261276483535767,0.5046307444572449,1.010291576385498,0.1847095787525177,0.13409166038036346,0.7847283482551575,1.3042986392974854,0.2077702134847641,0.138474240899086
vit,patch_patch_resoftmax_exact_layer0,5,0,2,,8x8,vit:s5:l0:h2,1.0960910320281982,1.22428297996521,0.0625,0.8437193632125854,0.33104753494262695,0.6514216065406799,0.8220747113227844,"44,29","44,29,51,16",0.18584206700325012,0.48269298672676086,0.6525050401687622,0.8252869248390198,0.864997148513794,4.477372169494629,0.06995894014835358,0.6673945188522339,1.283449649810791,0.22076191008090973,0.14502666890621185,0.28833135962486267,0.8414215445518494,0.18112094700336456,0.10503951460123062,0.7068659663200378,1.3083630800247192,0.2290765941143036,0.14966470003128052
vit,patch_patch_resoftmax_exact_layer0,5,0,3,,8x8,vit:s5:l0:h3,1.0071264505386353,1.3131449222564697,0.078125,0.8350540399551392,0.40722012519836426,0.7388882637023926,0.8144851922988892,"36,8","36,8,33,32",0.17390264570713043,0.47197040915489197,0.7396469712257385,0.8068076968193054,0.8607957363128662,4.2065887451171875,0.06572794914245605,0.5127114057540894,1.2809804677963257,0.20556078851222992,0.1372293382883072,0.33342358469963074,0.9703150391578674,0.18842144310474396,0.12200835347175598,0.4897281527519226,1.1238740682601929,0.16767103970050812,0.11122644692659378
vit,patch_patch_resoftmax_exact_layer0,5,0,4,,8x8,vit:s5:l0:h4,1.4583107233047485,1.0752583742141724,0.125,0.8210394382476807,0.3390160799026489,0.5323545336723328,0.722894549369812,"35,4","35,4,58,41",0.145279660820961,0.3761073052883148,0.537797212600708,0.7290065288543701,0.8444799184799194,6.223221778869629,0.09723784029483795,0.9024421572685242,1.4498502016067505,0.24957354366779327,0.1885012835264206,0.925901472568512,1.3789865970611572,0.21907126903533936,0.18363618850708008,0.8379803895950317,1.3726081848144531,0.2561360001564026,0.18950419127941132
vit,patch_patch_resoftmax_exact_layer0,5,0,5,,8x8,vit:s5:l0:h5,0.812792181968689,1.2504234313964844,0.0625,0.8610649108886719,0.44899266958236694,0.786353588104248,0.8323149681091309,"29,26","29,26,6,31",0.15517109632492065,0.38023579120635986,0.78758305311203,0.8353973627090454,0.8771409392356873,4.054498195648193,0.06335153430700302,0.464061975479126,1.2503323554992676,0.17499305307865143,0.12225616723299026,0.4983726739883423,1.2768007516860962,0.15345869958400726,0.10374277085065842,0.4685971140861511,1.3552571535110474,0.1968022882938385,0.13676242530345917
vit,patch_patch_resoftmax_exact_layer0,6,0,0,,8x8,vit:s6:l0:h0,0.9236437082290649,1.1545000076293945,0.0625,0.8670809268951416,0.44757547974586487,0.7496036291122437,0.8425540924072266,"37,8","37,8,17,15",0.13694646954536438,0.5079187750816345,0.7497544288635254,0.8290965557098389,0.8842796087265015,4.2165069580078125,0.06588292121887207,0.4900425970554352,1.3228260278701782,0.1769237369298935,0.12510386109352112,0.34970805048942566,1.0973256826400757,0.18486061692237854,0.10778817534446716,0.5007448196411133,1.3342878818511963,0.18807591497898102,0.1318981647491455
vit,patch_patch_resoftmax_exact_layer0,6,0,1,,8x8,vit:s6:l0:h1,1.0133720636367798,1.3227919340133667,0.078125,0.8230066299438477,0.4029918909072876,0.7681199312210083,0.795440137386322,"62,2","62,2,45,12",0.17957516014575958,0.4081957936286926,0.7685002684593201,0.7959792613983154,0.8359593152999878,3.835256338119507,0.059925880283117294,0.4533005356788635,1.1919323205947876,0.21792826056480408,0.15623478591442108,0.30198559165000916,0.907599925994873,0.22522860765457153,0.15362928807735443,0.4561558663845062,1.2025140523910522,0.2264861911535263,0.1591513454914093
vit,patch_patch_resoftmax_exact_layer0,6,0,2,,8x8,vit:s6:l0:h2,1.5321331024169922,0.8802383542060852,0.125,0.8286445140838623,0.27188724279403687,0.4381698966026306,0.6483879089355469,"61,5","61,5,51,3",0.16427937150001526,0.40285107493400574,0.45015817880630493,0.6716453433036804,0.8716330528259277,6.719793319702148,0.10499677062034607,1.158664584159851,1.4734394550323486,0.24432708323001862,0.18179015815258026,0.5778359770774841,0.9926436543464661,0.1797446310520172,0.13229675590991974,1.2072662115097046,1.4007420539855957,0.2205417901277542,0.16377608478069305
vit,patch_patch_resoftmax_exact_layer0,6,0,3,,8x8,vit:s6:l0:h3,1.0373042821884155,1.2795315980911255,0.078125,0.8327882289886475,0.4030447006225586,0.73548424243927,0.8004271984100342,"45,59","45,59,34,22",0.14251609146595,0.5096077919006348,0.7368874549865723,0.8022775650024414,0.8563662767410278,4.496804237365723,0.07026256620883942,0.5150555968284607,1.2727240324020386,0.20271697640419006,0.1337491273880005,0.4192253649234772,1.0408436059951782,0.13621987402439117,0.10121950507164001,0.5161329507827759,1.3042969703674316,0.20174585282802582,0.13315582275390625
vit,patch_patch_resoftmax_exact_layer0,6,0,4,,8x8,vit:s6:l0:h4,0.9938569068908691,1.1116546392440796,0.078125,0.871644139289856,0.39380037784576416,0.7256282567977905,0.8449353575706482,"9,25","9,25,42,40",0.18486866354942322,0.4551731050014496,0.7269858121871948,0.8121774196624756,0.8851005434989929,4.251221656799316,0.06642533838748932,0.5220979452133179,1.2722171545028687,0.1772104650735855,0.12197044491767883,0.5081694722175598,1.1515870094299316,0.20837382972240448,0.1408703327178955,0.5036050081253052,1.263561487197876,0.18316364288330078,0.1329084187746048
vit,patch_patch_resoftmax_exact_layer0,6,0,5,,8x8,vit:s6:l0:h5,1.1264793872833252,1.1215320825576782,0.109375,0.8627816438674927,0.423153281211853,0.6166582703590393,0.817604124546051,"4,40","4,40,46,42",0.1698932945728302,0.43628278374671936,0.6333134174346924,0.7933977842330933,0.8685809969902039,4.615502834320068,0.07211723178625107,0.7520460486412048,1.3455085754394531,0.2014923393726349,0.14199133217334747,0.47380876541137695,1.141913890838623,0.19980549812316895,0.13673840463161469,0.7267934083938599,1.3383207321166992,0.19165144860744476,0.13153037428855896
vit,patch_patch_resoftmax_exact_layer0,7,0,0,,8x8,vit:s7:l0:h0,1.0180134773254395,0.919750988483429,0.078125,0.8905061483383179,0.39928701519966125,0.6576884388923645,0.8476123213768005,"29,46","29,46,27,18",0.10921051353216171,0.39569440484046936,0.659527063369751,0.8476577401161194,0.9134587049484253,4.586126804351807,0.07165823131799698,0.6431800723075867,1.43902587890625,0.15644808113574982,0.11153306812047958,0.4359586536884308,1.0551141500473022,0.14803296327590942,0.10332854837179184,0.5775822997093201,1.399813175201416,0.14394515752792358,0.10118554532527924
vit,patch_patch_resoftmax_exact_layer0,7,0,1,,8x8,vit:s7:l0:h1,1.1142349243164062,1.286505937576294,0.125,0.8272895812988281,0.4358243942260742,0.629295825958252,0.8162443041801453,"40,27","40,27,24,7",0.13430923223495483,0.4031406044960022,0.6496898531913757,0.8098866939544678,0.8492934703826904,4.2487030029296875,0.06638598442077637,0.7082983255386353,1.3350934982299805,0.22276408970355988,0.135323628783226,0.5371167659759521,1.0471311807632446,0.14199776947498322,0.09794755280017853,0.7733826041221619,1.4039251804351807,0.24391216039657593,0.1509520411491394
vit,patch_patch_resoftmax_exact_layer0,7,0,2,,8x8,vit:s7:l0:h2,1.0969171524047852,1.1311129331588745,0.109375,0.8451368808746338,0.3547396957874298,0.624832034111023,0.8511201739311218,"31,14","31,14,29,42",0.17366014420986176,0.3684653341770172,0.6298608183860779,0.8507232069969177,0.8794704675674438,4.7801313400268555,0.07468955218791962,0.6994487643241882,1.35690438747406,0.21409110724925995,0.13061395287513733,0.3700130879878998,0.9031621813774109,0.21928228437900543,0.10676600784063339,0.8356443047523499,1.5357768535614014,0.2502632737159729,0.14718039333820343
vit,patch_patch_resoftmax_exact_layer0,7,0,3,,8x8,vit:s7:l0:h3,0.9346423745155334,1.1115245819091797,0.078125,0.8686705827713013,0.3886887729167938,0.7234287858009338,0.8501536846160889,"57,36","57,36,18,40",0.1408807635307312,0.3922419548034668,0.7249224185943604,0.851848304271698,0.8907011151313782,4.175879001617432,0.06524810940027237,0.539059042930603,1.3276653289794922,0.1785683035850525,0.12505210936069489,0.45723700523376465,1.2628060579299927,0.1752833127975464,0.12609271705150604,0.5170664191246033,1.208078384399414,0.17673219740390778,0.1253836750984192
