key,label,map_id,family,source_input_id,grid_shape,n,category,method,block_size,kernel_rank,stored_value_count,identifiable_value_count,index_bits_total,scale_count,parameter_bits,parameter_equivalent_fp16,parameter_fraction_of_dense_fp16,compression_ratio_vs_dense_fp16,raw_relative_fro_error,relative_fro_error,normalized_mse,mean_row_kl,mean_row_js,mean_row_tv,raw_row_sum_mae,target_fitted_oracle,pareto_nrmse,scale_rank,blocks_per_axis,block_count,kernel_energy_capture,quant_bits,scale_scheme,quant_code_slots,continuous_scale_dof_after_row_normalization,minimal_functional_scale_count,minimal_functional_parameter_bits,minimal_functional_parameter_fraction_of_dense_fp16,quantization_payload_note,excess_normalized_mse_vs_fp16_independent,compensation_mask,compensation,sink_k,residual_rank,sparse_k,local_radius,oracle_support,signed_factor_then_clamp,fit_order,comparison_design,interpretation_note,budget_cap_bits,budget_utilization,compensation_amount,component_fit_order,coefficient_manifold_dof_pre_row_normalization,generic_row_normalized_manifold_dof_upper_bound,identifiable_note,scale_mean,scale_std,scale_cv,scale_min,scale_max,rank1_kernel_energy_capture,fixed_kernel_coefficient_sse_second_derivative,fixed_kernel_matrix_sse_second_derivative,gamma_quadratic_note
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_block_row,4,4,1024,,0,16,3328,208.0,0.05078125,19.692307692307693,0.8648997893680036,0.8660336433212295,0.7500142713642425,2.929001394631421,0.3792122976107157,0.7433129634926532,0.04526710510253906,True,True,,16,256,,3,block_row,1024,0,0,3072,0.046875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.003099129043656168,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,backbone,shared_kernel,8,1,8,7,0,0,128,8.0,0.001953125,512.0,0.9903733095500646,0.9903733095500648,0.9808392922691483,3.6651059439801967,0.5901060101202033,0.923019734817434,3.64082397563692e-09,True,True,0,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,backbone,column_block_scale,8,1,16,14,0,8,256,16.0,0.00390625,256.0,0.9673783835110146,0.9673821301402332,0.9358281857146551,2.7220727215299805,0.554162213230809,0.917789561336364,0.010515891647433023,True,True,,8,64,0.9797164699845167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,144,9.0,0.002197265625,455.1111111111111,0.9866996020173895,0.9868599103568995,0.9738924826696277,4.304683861934096,0.5855171891813573,0.9253317993130756,0.06879425048828125,True,True,,1,1,,2,global,64,0,0,128,0.001953125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0013648877432675954,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,144,9.0,0.002197265625,455.1111111111111,0.9866996020173895,0.9868599103568995,0.9738924826696277,4.304683861934096,0.5855171891813573,0.9253317993130756,0.06879425048828125,True,True,,1,1,,2,block_row,64,0,0,128,0.001953125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0013648877432675954,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,144,9.0,0.002197265625,455.1111111111111,0.9866996020173895,0.9868599103568995,0.9738924826696277,4.304683861934096,0.5855171891813573,0.9253317993130756,0.06879425048828125,True,True,,1,1,,2,per_block,64,0,0,128,0.001953125,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0013648877432675954,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.9862616135805083,0.9862585387199394,0.9727059051979902,3.742347749139088,0.583248032806195,0.9225171008788815,0.0252227783203125,True,True,,1,1,,3,global,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00017831027163006663,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.9862616135805083,0.9862585387199394,0.9727059051979902,3.742347749139088,0.583248032806195,0.9225171008788815,0.0252227783203125,True,True,,1,1,,3,block_row,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00017831027163006663,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.9862616135805083,0.9862585387199394,0.9727059051979902,3.742347749139088,0.583248032806195,0.9225171008788815,0.0252227783203125,True,True,,1,1,,3,per_block,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.00017831027163006663,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,sequential_compensation_factorial,block_scale+sink,4,1,388,,12,0,6220,388.75,0.09490966796875,10.536334405144695,0.07951469198005413,0.14665808054072163,0.021508592587888793,0.1687488115392943,0.04273865464840547,0.12204698505571764,0.1206637650091487,True,True,,,,,,,,,,,,,,1,sink,2,0,0,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,sequential_compensation_factorial,block_scale+sink+sparse,4,1,516,,780,0,9036,564.75,0.13787841796875,7.252766710934042,0.04674353053301447,0.1139541640024021,0.012985551493486356,0.11788128752206328,0.03282899381217226,0.0956093358827429,0.09985648804197153,True,True,,,,,,,,,,,,,,9,sink+sparse,2,0,2,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
vit_ex0,ViT L0 H0,vit:s0:l0:h0,vit,vit:s0,8x8,64,budget_capped_compensation,budget_capped_lowrank_component_first,4,1,905,,0,0,14480,905.0,0.220947265625,4.52596685082873,0.01260566661437672,0.022582907596576496,0.0005099877155155124,0.012900021145219254,0.004033060660537399,0.020524051533178295,0.0155524703763032,True,True,,,,,,,,,,,,,,,,,,,,False,True,,integer-sized budget-capped target-fitted diagnostic; both component/backbone orders are reported and neither is selected as a deployable winner,,16384,0.8837890625,5,component_first,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,baseline,dense,,,4096,4032,0,0,65536,4096.0,1.0,1.0,0.0,5.116618069591728e-08,2.617978047007258e-15,1.4954526479905332e-17,6.915613834409997e-18,2.0755705659286598e-08,4.151141131877867e-08,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,baseline,uniform_no_payload,,0,0,0,0,0,0,0.0,0.0,,0.843150622317279,0.843150622317279,0.7109029719140149,0.9131680558222223,0.22548154804821063,0.5610731319709972,0.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,shared_kernel,2,1,2,1,0,0,32,2.0,0.00048828125,2048.0,0.8431506210258671,0.8431506210258671,0.7109029697363054,0.9131680520559275,0.22548155464680786,0.5610729412665995,2.027826795369947e-09,True,True,0,32,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,column_block_scale,2,1,34,32,0,32,544,34.0,0.00830078125,120.47058823529412,0.4176967621646295,0.4176967622253604,0.17447058517354927,0.21477257219703252,0.05750233336892023,0.23308271705341788,7.83935729431473e-06,True,True,,32,1024,0.9998417488323631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_global,2,2,2048,,0,1,6160,385.0,0.093994140625,10.638961038961039,0.3823463985946886,0.3869335984770758,0.1497176096304189,2.09264190632255,0.07103749195659718,0.22386116308897736,0.0389251708984375,True,True,,32,1024,,3,global,2048,0,0,6144,0.09375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.023249251589226028,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_block_row,2,2,2048,,0,32,6656,416.0,0.1015625,9.846153846153847,0.37328085019009927,0.37813700012611534,0.14298759086437776,1.7630138255253411,0.06443458672958581,0.21648829714056003,0.04632711410522461,True,True,,32,1024,,3,block_row,2048,0,0,6144,0.09375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.016519232823184876,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,shared_kernel,4,1,4,3,0,0,64,4.0,0.0009765625,1024.0,0.8431502826283063,0.8431502826283063,0.7109023990961928,0.913167065102926,0.22548137673830101,0.5610722111509676,2.0278266843476445e-09,True,True,0,16,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,column_block_scale,4,1,20,18,0,16,320,20.0,0.0048828125,204.8,0.46030116497736046,0.4603011661379112,0.21187716354792094,0.27637305023029846,0.07131851130288515,0.2617378696092072,3.6817572984571e-05,True,True,,16,256,0.9997908798609717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,shared_kernel,8,1,8,7,0,0,128,8.0,0.001953125,512.0,0.8431497669775685,0.8431497669775684,0.7109015295543278,0.9131655613914602,0.22548115393277476,0.5610690118894425,2.0278268231255225e-09,True,True,0,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,backbone,column_block_scale,8,1,16,14,0,8,256,16.0,0.00390625,256.0,0.5916085089085121,0.5916085113737392,0.35000063072985166,0.36672679564742505,0.0986884956610933,0.34050872554620104,6.698462046794695e-05,True,True,,8,64,0.999765639205643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_global,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.843107753417696,0.8430604941637242,0.7107509968195829,0.91291423492012,0.2255717699583053,0.5610990362426103,0.0141754150390625,True,True,,1,1,,3,global,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0006310697313958169,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_block_row,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.843107753417696,0.8430604941637242,0.7107509968195829,0.91291423492012,0.2255717699583053,0.5610990362426103,0.0141754150390625,True,True,,1,1,,3,block_row,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0006310697313958169,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,quantization,quantized_independent_per_block,64,1,64,,0,1,208,13.0,0.003173828125,315.0769230769231,0.843107753417696,0.8430604941637242,0.7107509968195829,0.91291423492012,0.2255717699583053,0.5610990362426103,0.0141754150390625,True,True,,1,1,,3,per_block,64,0,0,192,0.0029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.0006310697313958169,,,,,,,,,,,,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,sequential_compensation_factorial,block_scale+lowrank,4,1,518,,0,0,8288,518.0,0.12646484375,7.9073359073359075,0.2742787774347002,0.2674612372283116,0.07153551341969919,0.10479022922410736,0.030969448582231454,0.15823716490402367,0.25075726271749665,True,True,,,,,,,,,,,,,,2,lowrank,0,2,0,0,False,True,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,sequential_compensation_factorial,block_scale+sparse,4,1,388,,768,0,6976,436.0,0.1064453125,9.394495412844037,0.3462876186032001,0.34422458238875314,0.1184905631207115,0.1819629526327047,0.049081354679623324,0.20617479977538572,0.08230009150185894,True,True,,,,,,,,,,,,,,8,sparse,0,0,2,0,True,False,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,sequential_compensation_factorial,block_scale+lowrank+sparse,4,1,646,,768,0,11104,694.0,0.16943359375,5.902017291066282,0.2715908943229105,0.26066374586752994,0.06794558840969223,0.10178915108120093,0.030192504562916306,0.15528615814266103,0.2606984567648043,True,True,,,,,,,,,,,,,,10,lowrank+sparse,0,2,2,0,True,True,sink>block_scale_refit>lowrank>local>sparse,fixed-dose sequential factorial; not equal-budget,Each subset is refitted in the named greedy order. Main effects include backbone refitting and interactions include order/nonlinear-normalization effects; they are not orthogonal projections.,,,,,,,,,,,,,,,,
vit_ex1,ViT L5 H0,vit:s0:l5:h0,vit,vit:s0,8x8,64,budget_capped_compensation,budget_capped_lowrank_component_first,4,1,905,,0,0,14480,905.0,0.220947265625,4.52596685082873,0.024960035205162222,0.028103357327065034,0.0007897986930527,0.0014659058499611436,0.0003938771002378953,0.011202291416275293,0.013308211584077941,True,True,,,,,,,,,,,,,,,,,,,,False,True,,integer-sized budget-capped target-fitted diagnostic; both component/backbone orders are reported and neither is selected as a deployable winner,,16384,0.8837890625,5,component_first,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,baseline,dense,,,4096,4032,0,0,65536,4096.0,1.0,1.0,0.0,4.7244128285791355e-08,2.232007657484311e-15,1.0939471379058043e-17,9.330874691464271e-18,1.832333396213635e-08,3.664666792246862e-08,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,baseline,uniform_no_payload,,0,0,0,0,0,0,0.0,0.0,,0.8616764569536705,0.8616764569536705,0.7424863164682307,0.7349240294105812,0.15896163127325533,0.46717625277281627,0.0,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,backbone,shared_kernel,2,1,2,1,0,0,32,2.0,0.00048828125,2048.0,0.8603713096429858,0.8603713096429858,0.7402387904567865,0.7305537630232557,0.15894669840903491,0.46739638018001506,1.7558932086103596e-10,True,True,0,32,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,backbone,shared_kernel,4,1,4,3,0,0,64,4.0,0.0009765625,1024.0,0.8572811179269358,0.857281117926936,0.7349309151540571,0.7210725436962653,0.1584999556350526,0.467117097229905,1.7558932086103596e-10,True,True,0,16,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,4,4,1024,,0,1,4112,257.0,0.062744140625,15.937743190661479,0.6195904402836625,0.6258297182527076,0.39166283624826337,3.0142042044462887,0.12360653099735838,0.3711628531557454,0.07297325134277344,True,True,,16,256,,4,global,1024,0,0,4096,0.0625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.03396203012886834,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,4,4,1024,,0,16,4352,272.0,0.06640625,15.058823529411764,0.6038685486152087,0.6049400827914696,0.36595250376775007,0.940931462176712,0.08818688451655418,0.3296949798350483,0.018587350845336914,True,True,,16,256,,4,block_row,1024,0,0,4096,0.0625,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.008251697648355039,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_global,4,4,1024,,0,1,6160,385.0,0.093994140625,10.638961038961039,0.5991975292435872,0.5992322406593212,0.35907927824559066,0.36513382459931243,0.07767409451701213,0.3165268205714784,0.00841522216796875,True,True,,16,256,,6,global,1024,0,0,6144,0.09375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.001378472126195629,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,backbone,shared_kernel,8,1,8,7,0,0,128,8.0,0.001953125,512.0,0.8510997394875675,0.8510997394875675,0.7243707665558052,0.7046560043786656,0.15703010125864375,0.4649521187797711,1.7558932086103596e-10,True,True,0,8,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_per_block,8,8,512,,0,64,2048,128.0,0.03125,32.0,0.6626797960551224,0.6617815689281494,0.437954844973003,1.1972166385641692,0.10216493384234863,0.35472731822533454,0.04129636287689209,True,True,,8,64,,2,per_block,512,56,56,1920,0.029296875,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.028018992952570543,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen_ex0,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,qwen3vl_visual,qwen:v0,8x8,64,quantization,quantized_independent_block_row,8,8,512,,0,8,1664,104.0,0.025390625,39.38461538461539,0.6653085106942075,0.6726164637251135,0.45241290727407696,2.927852272551851,0.13095357482461167,0.3889195088144428,0.057150840759277344,True,True,,8,64,,3,block_row,512,0,0,1536,0.0234375,"parameter_bits includes every raw decoder scale. After explicit row normalization, a global scale and one common scale per query block-row cancel; the minimal functional payload is reported separately. Quantization codes are discrete slots, not continuous DOF.",0.04247705525364448,,,,,,,,,,,,,,,,,,,,,,,,,,,
