scope,family,method,maps,mean_matrix_error,std_matrix_error,p10_matrix_error,p50_matrix_error,p90_matrix_error,frac_matrix_error_lt_0p5,mean_output_error,frac_output_error_lt_0p2,winner_rate,layer,mean_grid_error,std_grid_error,frac_grid_error_lt_0p6,mean_grid_output_error,branch,records,mean_attention_r2,std_attention_r2,frac_attention_r2_ge_0p7,frac_attention_r2_lt_0p2,mean_attention_error,paired_layer_heads,mean_abs_r2_delta,corr_high_low_r2,same_side_0p7_rate,head,attention_r2,attention_error,logits_r2,logits_error,label,map_id,grid_shape,n,entropy_mean,entropy_std,row_argmax_unique_fraction,col_mass_gini,top1_col_mass_fraction,top2_col_mass_fraction,top4_col_mass_fraction,local_radius1_mass,local_radius2_mass,top1_per_row_mass_mean,top2_per_row_mass_mean,top4_per_row_mass_mean,effective_rank,effective_rank_fraction,proxy_matrix_error,proxy_output_error,hybrid_matrix_error,hybrid_output_error,hybrid_sink_mass,hybrid_local_mass,hybrid_global_svd_mass,hybrid_sparse_mass
layer_grid_bccb_stability,qwen3vl_visual,,24,,,,,,,,,,16,0.9494001617034277,0.016627124057125114,0.0,0.9871165255705515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_grid_bccb_stability,qwen3vl_visual,,24,,,,,,,,,,26,0.9438650657733282,0.017436859692525186,0.0,0.7947500397761663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_grid_bccb_stability,vit,,24,,,,,,,,,,0,0.9794387146830559,0.007885905388105355,0.0,0.837810662885507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_grid_bccb_stability,vit,,24,,,,,,,,,,1,0.920869916677475,0.07976026904591428,0.0,0.670750675102075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_grid_bccb_stability,vit,,24,,,,,,,,,,2,0.9143122956156731,0.06196291161353213,0.0,0.742052091906468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_grid_bccb_stability,vit,,24,,,,,,,,,,5,0.8891998852292696,0.07887097477594972,0.0,0.6193379747370878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_branch_cyclic_stability,,,,,,,,,,,,,,,,,,high_noise,16,0.6075261155719132,0.18716708583109026,0.3125,0.0625,0.3486308407265794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_branch_cyclic_stability,,,,,,,,,,,,,,,,,,low_noise,8,0.6168526404880595,0.27631687648856107,0.375,0.125,0.4258592018403909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_high_low_pair_stability,,,,,,,,,,,,,,,,,,,,,,,,,8,0.1522613075262893,0.7114530007125024,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,high_noise,,,,,,,,,,,0,0.5110325959080013,0.6975444359462012,0.5067291263808931,0.49657194942986277,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,high_noise,,,,,,,,,,,10,0.7534608523987504,0.4817953916514305,0.7552943702162103,0.32455110807590914,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,high_noise,,,,,,,,,,,20,0.0919302323347857,0.31454427880746105,0.08390641739666149,0.9318900902893599,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,high_noise,,,,,,,,,,,30,0.9215702250169923,0.2797657647641996,0.7420705914888642,0.2756681062973564,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,high_noise,,,,,,,,,,,0,0.6504766713613463,0.3569556110065195,0.611393556369842,0.08987586659841185,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,high_noise,,,,,,,,,,,10,0.43904407569879156,0.2898677421038366,0.34729883893095415,0.21105932069927377,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,high_noise,,,,,,,,,,,20,0.5573058232917001,0.38057594507880993,0.43139676742628963,0.22337625548539472,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,high_noise,,,,,,,,,,,30,0.6043777582211064,0.23350611716606282,0.533661316145716,0.2742131351162971,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,20,,,,,high_noise,,,,,,,,,,,0,0.5149186781762775,0.3196383410709401,0.5004912939408513,0.18337274085501795,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,20,,,,,high_noise,,,,,,,,,,,10,0.46938880563482144,0.4671116005967009,0.5733877001097836,0.22762562791767105,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,20,,,,,high_noise,,,,,,,,,,,20,0.635242943393231,0.49575226337284306,0.69558983972428,0.08726358409563294,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,20,,,,,high_noise,,,,,,,,,,,30,0.5661411898151092,0.5317732500958929,0.6745353303610895,0.5160725875224719,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,39,,,,,high_noise,,,,,,,,,,,0,0.6346847589129728,0.14295701381635575,0.6072260684305952,0.6045800203568115,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,39,,,,,high_noise,,,,,,,,,,,10,0.7999536456045688,0.1289975414893139,0.6741447318460532,0.5635852024342135,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,39,,,,,high_noise,,,,,,,,,,,20,0.7584676094966701,0.1027801853768789,0.7287683716595666,0.07945357640197344,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,39,,,,,high_noise,,,,,,,,,,,30,0.8124219838854858,0.35452796928182406,0.626858136777495,0.3964164209178023,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,low_noise,,,,,,,,,,,0,0.5972815943481578,0.6343091000941592,0.6352239354129248,0.3919804011988201,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,low_noise,,,,,,,,,,,10,0.5479930788837568,0.6717606399307715,0.6610618747233814,0.33427339209456536,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,low_noise,,,,,,,,,,,20,0.0008597350033416884,0.5098259432349208,0.0012358491537958205,0.8849841601315667,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,0,,,,,low_noise,,,,,,,,,,,30,0.9386897016696334,0.2475572722531556,0.7167471499562476,0.28820634974063913,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,low_noise,,,,,,,,,,,0,0.6321245534565256,0.31764739780081036,0.5328121887684782,0.07586623105185976,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,low_noise,,,,,,,,,,,10,0.8706204073494759,0.3271583910875816,0.773119897844613,0.47506516436142987,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,low_noise,,,,,,,,,,,20,0.8342176914898765,0.3937143144113525,0.7091141497095048,0.35668654229550717,,,,,,,,,,,,,,,,,,,,,,,,,,
wan_record,,,,,,,,,,,,,8,,,,,low_noise,,,,,,,,,,,30,0.5130343617037084,0.3049005559103753,0.5408760027270788,0.07272491084438858,,,,,,,,,,,,,,,,,,,,,,,,,,
representative_matrix_pattern,vit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ViT L0 H0,vit:s0:l0:h0,8x8,64,0.4841950052209373,0.8597606904496069,0.03125,0.935427746384262,0.5194084926922609,0.8813108782749235,0.9229165444780761,0.18700276193506274,0.5723404600533201,0.8812892962014303,0.9218031417773318,0.9466004201103613,2.99441253094781,0.04678769579605953,0.6653580069541931,0.689335286617279,0.037832554429769516,0.031958602368831635,0.8813108782749235,0.015574774577595542,0.08891011563646246,0.00839552040500436
representative_matrix_pattern,vit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ViT L5 H0,vit:s0:l5:h0,8x8,64,3.245715022978444,0.22504755551563657,0.046875,0.6685156481846457,0.0951404238768436,0.18261841354903438,0.33303902208585917,0.13949724606171043,0.39288077819272865,0.09963738196529448,0.18977065780200064,0.34772960015106946,2.8613675562425915,0.04470886806629049,1.226486325263977,0.03754137456417084,0.13417299091815948,0.05220114067196846,0.18261841354903438,0.1125574838329294,0.7115590290936673,0.011841821564796082
representative_matrix_pattern,qwen3vl_visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qwen L8 H0 F1,qwen:v0:f1:l8:h0,8x8,64,3.4239590527038053,0.24563417958834655,0.5,0.28188522964666385,0.07326167425903267,0.11682911623807316,0.17341755789628263,0.285985147777149,0.5453358017350947,0.15161444374825805,0.2424051957204938,0.36346569783927407,33.65938199022914,0.5259278435973304,0.2441105842590332,0.17709119617938995,0.2904636561870575,0.1586347073316574,0.11682911623807316,0.264890406226314,0.4603042965845426,0.10156055194799898
representative_matrix_pattern,qwen3vl_visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qwen L26 H0 F0,qwen:v2:f0:l26:h0,14x14,196,2.5281898335177204,1.0422084140274903,0.14285714285714285,0.7577982623150938,0.18595851431125204,0.3146282113862531,0.4353093250576693,0.14401711678092555,0.31317247205426735,0.40615780892952974,0.5148039641053587,0.6198344914140465,32.67327527520095,0.1667003840571477,0.8348357677459717,0.5075314044952393,0.12489092350006104,0.07285994291305542,0.4353093250576692,0.07856570834228699,0.2604902837371668,0.15733883646362587
