split,sample_id,cell,layer,sampling_step,method,density,head,tile_index,query_start,family,generators,oracle_access,residual_sq,reference_sq,output_relative_l2,critical_output_relative_l2,adaptive_output_relative_l2,subspace_overlap,selected_attention_mass_mean,dynamic_scalars,dynamic_scalar_ratio_to_rank_basis,rotation_macs,tail_macs,dense_attention_macs,extra_work_ratio,record_quality_gate
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,1,2,32640,full_procrustes,128,heldout_defect_posthoc,0.038509578154728205,2155.07568359375,0.0042272031280534,0.0335219448252989,0.004227203297280761,1.0,0.9215085506439209,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,0,0,frozen,0,source_only,1.3994571736549788,770.231689453125,0.0426254635516369,0.21876367104266048,0.0013412121933361425,0.6424156778990064,0.14001502096652985,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,0,0,adaptive,0,heldout_defect_posthoc,0.0013855320686853487,770.231689453125,0.0013412125226841694,0.21876367104266048,0.0013412121933361425,1.0,0.14001502096652985,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,0,0,full_procrustes,128,heldout_defect_posthoc,0.0013855320686853487,770.231689453125,0.0013412125226841694,0.21876367104266048,0.0013412121933361425,1.0,0.14001502096652985,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,1,16320,frozen,0,source_only,2.8065169045436074,709.14404296875,0.06290955334287374,0.272259052231925,0.0013432290761516805,0.6785112137297566,0.14591608941555023,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,1,16320,adaptive,0,heldout_defect_posthoc,0.0012794816048562324,709.14404296875,0.0013432281777089141,0.272259052231925,0.0013432290761516805,1.0,0.14591608941555023,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,1,16320,full_procrustes,128,heldout_defect_posthoc,0.0012794816048562324,709.14404296875,0.0013432281777089141,0.272259052231925,0.0013432290761516805,1.0,0.14591608941555023,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,2,32640,frozen,0,source_only,2.651525104864881,751.9599609375,0.0593814110613202,0.3041205807130709,0.0015016402812032266,0.7105931586271079,0.16279476881027222,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,2,32640,adaptive,0,heldout_defect_posthoc,0.0016956116937268096,751.9599609375,0.0015016400514261735,0.3041205807130709,0.0015016402812032266,0.9999999999999997,0.16279476881027222,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,2,2,32640,full_procrustes,128,heldout_defect_posthoc,0.0016956116937268096,751.9599609375,0.0015016400514261735,0.3041205807130709,0.0015016402812032266,0.9999999999999997,0.16279476881027222,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,3,0,0,frozen,0,source_only,2.7079711857103925,491.4150695800781,0.07423313197911811,0.3716178035351927,0.0012771331662440343,0.6070666087958491,0.12840956449508667,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,3,0,0,adaptive,0,heldout_defect_posthoc,0.0008015319877074264,491.4150695800781,0.0012771331985013512,0.3716178035351927,0.0012771331662440343,1.0,0.12840956449508667,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,3,0,0,full_procrustes,128,heldout_defect_posthoc,0.0008015319877074264,491.4150695800781,0.0012771331985013512,0.3716178035351927,0.0012771331662440343,1.0,0.12840956449508667,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,3,1,16320,frozen,0,source_only,2.3328209566856897,474.0145263671875,0.07015277882208815,0.47814304755775383,0.0012936412754201165,0.6353472682907915,0.13187597692012787,0,0.0,0,262144,536739840,0.0004884004884004884,False
seed_holdout,s02_p00_seed20260741,layer00_step00_capacity_control,0,0,contribution_norm,0.125,3,1,16320,adaptive,0,heldout_defect_posthoc,0.0007932668392896661,474.0145263671875,0.0012936411580470398,0.47814304755775383,0.0012936412754201165,1.0000000000000004,0.13187597692012787,2048,1.0,524288,262144,536739840,0.0014652014652014652,True
