step,layer,split,threshold_ratio,passes
1,28,calibration,7.427883800119162,False
1,28,evaluation,6.988576054573059,False
1,29,calibration,14.01465479284525,False
1,29,evaluation,12.51208633184433,False
2,0,calibration,2.5751434732228518,False
2,0,evaluation,2.0573433488607407,False
2,1,calibration,2.6843699160963297,False
2,1,evaluation,2.1995656192302704,False
2,2,calibration,2.934082178398967,False
2,2,evaluation,2.3726632818579674,False
2,3,calibration,2.342784544453025,False
2,3,evaluation,1.8403969705104828,False
2,4,calibration,2.1289766300469637,False
2,4,evaluation,1.6855377703905106,False
2,5,calibration,2.372143557295203,False
2,5,evaluation,1.944703422486782,False
2,6,calibration,1.6796690179035068,False
2,6,evaluation,1.3709126971662045,False
2,7,calibration,1.6090290155261755,False
2,7,evaluation,1.2917992658913136,False
2,8,calibration,1.7845873953774571,False
2,8,evaluation,1.4731249772012234,False
2,9,calibration,1.5905927866697311,False
2,9,evaluation,1.3741751201450825,False
2,10,calibration,1.181054743938148,False
2,10,evaluation,0.9883502498269081,True
2,11,calibration,1.4554791850969195,False
2,11,evaluation,1.220330037176609,False
2,12,calibration,1.6745502362027764,False
2,12,evaluation,1.3750345446169376,False
2,13,calibration,1.237164600752294,False
2,13,evaluation,1.0361459106206894,False
2,14,calibration,1.4367752010002732,False
2,14,evaluation,1.1612426489591599,False
2,15,calibration,1.348434598185122,False
2,15,evaluation,1.083756610751152,False
2,16,calibration,1.3167037395760417,False
2,16,evaluation,0.9715761058032513,True
2,17,calibration,1.9600139930844307,False
2,17,evaluation,1.5157463029026985,False
2,18,calibration,2.1608469542115927,False
2,18,evaluation,1.7433909699320793,False
2,19,calibration,2.44974996894598,False
2,19,evaluation,2.0795390009880066,False
2,20,calibration,2.5423115584999323,False
2,20,evaluation,2.1596983075141907,False
2,21,calibration,2.5635859929025173,False
2,21,evaluation,2.084118500351906,False
2,22,calibration,2.070917282253504,False
2,22,evaluation,1.7072468996047974,False
2,23,calibration,2.3240477312356234,False
2,23,evaluation,1.8179269507527351,False
2,24,calibration,2.392544411122799,False
2,24,evaluation,1.8171817064285278,False
2,25,calibration,1.968669705092907,False
2,25,evaluation,1.5448538586497307,False
2,26,calibration,2.4489860516041517,False
2,26,evaluation,1.903686486184597,False
2,27,calibration,3.0210439581424,False
2,27,evaluation,2.457118406891823,False
2,28,calibration,6.497694179415703,False
2,28,evaluation,6.710410863161087,False
2,29,calibration,11.194419115781784,False
2,29,evaluation,13.68446946144104,False
3,0,calibration,2.0089985337108374,False
3,0,evaluation,1.599407009780407,False
3,1,calibration,2.1954698022454977,False
3,1,evaluation,1.7704684287309647,False
3,2,calibration,2.730749547481537,False
3,2,evaluation,2.160569652915001,False
3,3,calibration,2.258811378851533,False
3,3,evaluation,1.7835499718785286,False
3,4,calibration,2.167062135413289,False
3,4,evaluation,1.7059773206710815,False
3,5,calibration,2.3561492562294006,False
3,5,evaluation,1.9300583750009537,False
3,6,calibration,1.6334817046299577,False
3,6,evaluation,1.2927031144499779,False
3,7,calibration,1.60092709120363,False
3,7,evaluation,1.2888848781585693,False
3,8,calibration,1.8078337889164686,False
3,8,evaluation,1.4800488948822021,False
3,9,calibration,1.5385678270831704,False
3,9,evaluation,1.3416256755590439,False
3,10,calibration,1.2246477417647839,False
3,10,evaluation,1.0161956772208214,False
3,11,calibration,1.4784670202061534,False
3,11,evaluation,1.2331798672676086,False
3,12,calibration,1.6379225999116898,False
3,12,evaluation,1.3642532750964165,False
3,13,calibration,1.273431465961039,False
3,13,evaluation,1.0465925559401512,False
3,14,calibration,1.4757192693650723,False
3,14,evaluation,1.19262570515275,False
3,15,calibration,1.3834695564582944,False
3,15,evaluation,1.0402830317616463,False
3,16,calibration,1.2955802958458662,False
3,16,evaluation,0.9642305783927441,True
3,17,calibration,1.9862689077854156,False
3,17,evaluation,1.5754679217934608,False
3,18,calibration,2.2239619866013527,False
3,18,evaluation,1.873718947172165,False
3,19,calibration,2.4207078386098146,False
3,19,evaluation,2.0666660740971565,False
3,20,calibration,2.379053272306919,False
3,20,evaluation,1.927025057375431,False
3,21,calibration,2.4440516717731953,False
3,21,evaluation,1.9940616562962532,False
3,22,calibration,2.0247057545930147,False
3,22,evaluation,1.6773480921983719,False
3,23,calibration,2.1651608403772116,False
3,23,evaluation,1.7343375831842422,False
3,24,calibration,2.3508071899414062,False
3,24,evaluation,1.8376005813479424,False
3,25,calibration,2.0002429373562336,False
3,25,evaluation,1.6074635088443756,False
3,26,calibration,2.491795225068927,False
3,26,evaluation,1.9416771829128265,False
3,27,calibration,3.0458595138043165,False
3,27,evaluation,2.5470715016126633,False
3,28,calibration,7.745353039354086,False
3,28,evaluation,5.778433382511139,False
3,29,calibration,11.632472276687622,False
3,29,evaluation,9.632407128810883,False
