identity,split,step,layer,aggregate,worst_head,worst_query_tile
cal_glassblower_s2026090101,calibration,1,20,0.021762220188975334,0.027797091752290726,0.023459846153855324
cal_glassblower_s2026090101,calibration,1,21,0.02126130275428295,0.0275616142898798,0.024681752547621727
cal_glassblower_s2026090101,calibration,1,22,0.017071906477212906,0.02283594198524952,0.01883314549922943
cal_glassblower_s2026090101,calibration,1,23,0.018906328827142715,0.029026836156845093,0.022738605737686157
cal_glassblower_s2026090101,calibration,1,24,0.018081050366163254,0.020753543823957443,0.020539812743663788
cal_glassblower_s2026090101,calibration,1,25,0.015711311250925064,0.019669486209750175,0.018413102254271507
cal_glassblower_s2026090101,calibration,1,26,0.01899581030011177,0.025934215635061264,0.020390944555401802
cal_glassblower_s2026090101,calibration,1,27,0.02286064252257347,0.02980669029057026,0.04134165123105049
cal_glassblower_s2026090101,calibration,1,28,0.037111226469278336,0.054591208696365356,0.11307749897241592
cal_glassblower_s2026090101,calibration,1,29,0.07363847643136978,0.1462981104850769,0.16446805000305176
cal_glassblower_s2026090101,calibration,2,0,0.02055441215634346,0.02795916236937046,0.023274926468729973
cal_glassblower_s2026090101,calibration,2,1,0.021003717556595802,0.029907137155532837,0.023760372772812843
cal_glassblower_s2026090101,calibration,2,2,0.02279062196612358,0.026519816368818283,0.02416091598570347
cal_glassblower_s2026090101,calibration,2,3,0.0187422763556242,0.02627735584974289,0.01986091025173664
cal_glassblower_s2026090101,calibration,2,4,0.01703181304037571,0.02526876889169216,0.01808863691985607
cal_glassblower_s2026090101,calibration,2,5,0.018977148458361626,0.02580234967172146,0.02074236236512661
cal_glassblower_s2026090101,calibration,2,6,0.013085620477795601,0.0252426378428936,0.014634264633059502
cal_glassblower_s2026090101,calibration,2,7,0.012600058689713478,0.025744464248418808,0.014173237606883049
cal_glassblower_s2026090101,calibration,2,8,0.014276699163019657,0.022552238777279854,0.01673785224556923
cal_glassblower_s2026090101,calibration,2,9,0.01215450745075941,0.01987340860068798,0.014719944447278976
cal_glassblower_s2026090101,calibration,2,10,0.009448437951505184,0.011866120621562004,0.01149988453835249
cal_glassblower_s2026090101,calibration,2,11,0.011643833480775356,0.02006828412413597,0.013382809236645699
cal_glassblower_s2026090101,calibration,2,12,0.013396401889622211,0.023656515404582024,0.015167596749961376
cal_glassblower_s2026090101,calibration,2,13,0.009897316806018353,0.012765488587319851,0.01221678126603365
cal_glassblower_s2026090101,calibration,2,14,0.011256163008511066,0.02089550346136093,0.013517344370484352
cal_glassblower_s2026090101,calibration,2,15,0.010787476785480976,0.016286658123135567,0.012595812790095806
cal_glassblower_s2026090101,calibration,2,16,0.010533629916608334,0.014655975624918938,0.01254998054355383
cal_glassblower_s2026090101,calibration,2,17,0.015337558463215828,0.021587267518043518,0.020088182762265205
cal_glassblower_s2026090101,calibration,2,18,0.01728677563369274,0.019761454313993454,0.019713226705789566
cal_glassblower_s2026090101,calibration,2,19,0.01959799975156784,0.029527917504310608,0.0238929633051157
cal_glassblower_s2026090101,calibration,2,20,0.02033849246799946,0.0262557752430439,0.022692453116178513
cal_glassblower_s2026090101,calibration,2,21,0.02048349939286709,0.02729189395904541,0.023334013298153877
cal_glassblower_s2026090101,calibration,2,22,0.01656733825802803,0.02249247021973133,0.018246745690703392
cal_glassblower_s2026090101,calibration,2,23,0.017880931496620178,0.02846730872988701,0.02065727859735489
cal_glassblower_s2026090101,calibration,2,24,0.01866527460515499,0.02123686484992504,0.021613160148262978
cal_glassblower_s2026090101,calibration,2,25,0.015749357640743256,0.01988900639116764,0.019202886149287224
cal_glassblower_s2026090101,calibration,2,26,0.019509771838784218,0.025711113587021828,0.021144283935427666
cal_glassblower_s2026090101,calibration,2,27,0.02318766713142395,0.029216919094324112,0.03583481162786484
cal_glassblower_s2026090101,calibration,2,28,0.032743196934461594,0.04240479692816734,0.09689804166555405
cal_glassblower_s2026090101,calibration,2,29,0.05155084654688835,0.09155790507793427,0.1430807262659073
cal_glassblower_s2026090101,calibration,3,0,0.0160719882696867,0.02205463871359825,0.018905043601989746
cal_glassblower_s2026090101,calibration,3,1,0.01726921834051609,0.027188118547201157,0.01976168155670166
cal_glassblower_s2026090101,calibration,3,2,0.021585192531347275,0.02594008669257164,0.02254662849009037
cal_glassblower_s2026090101,calibration,3,3,0.018070491030812263,0.02625422738492489,0.01952093280851841
cal_glassblower_s2026090101,calibration,3,4,0.017336497083306313,0.025047767907381058,0.01869591511785984
cal_glassblower_s2026090101,calibration,3,5,0.018849194049835205,0.025498513132333755,0.02048102207481861
cal_glassblower_s2026090101,calibration,3,6,0.013067853637039661,0.025120440870523453,0.014706256799399853
cal_glassblower_s2026090101,calibration,3,7,0.01251380704343319,0.02561483345925808,0.013931723311543465
cal_glassblower_s2026090101,calibration,3,8,0.014462670311331749,0.022127073258161545,0.0178180281072855
cal_glassblower_s2026090101,calibration,3,9,0.012271583080291748,0.019807523116469383,0.014115552417933941
cal_glassblower_s2026090101,calibration,3,10,0.009797181934118271,0.012110154144465923,0.011430563405156136
cal_glassblower_s2026090101,calibration,3,11,0.011827736161649227,0.02100455015897751,0.013932397589087486
cal_glassblower_s2026090101,calibration,3,12,0.013103380799293518,0.022886818274855614,0.015006001107394695
cal_glassblower_s2026090101,calibration,3,13,0.01007651537656784,0.013005031272768974,0.01250929944217205
cal_glassblower_s2026090101,calibration,3,14,0.011021282523870468,0.020677680149674416,0.013586649671196938
cal_glassblower_s2026090101,calibration,3,15,0.011067756451666355,0.017496969550848007,0.013766353018581867
cal_glassblower_s2026090101,calibration,3,16,0.01036464236676693,0.01395247783511877,0.012618722394108772
cal_glassblower_s2026090101,calibration,3,17,0.015890151262283325,0.02322053350508213,0.020215420052409172
cal_glassblower_s2026090101,calibration,3,18,0.01779169589281082,0.021101560443639755,0.01995062455534935
cal_glassblower_s2026090101,calibration,3,19,0.019365662708878517,0.028962628915905952,0.022139491513371468
cal_glassblower_s2026090101,calibration,3,20,0.019032426178455353,0.025876691564917564,0.02107371762394905
cal_glassblower_s2026090101,calibration,3,21,0.019552413374185562,0.026583237573504448,0.022413549944758415
cal_glassblower_s2026090101,calibration,3,22,0.016197646036744118,0.02210884727537632,0.017790814861655235
cal_glassblower_s2026090101,calibration,3,23,0.017126314342021942,0.028140725567936897,0.0195863526314497
cal_glassblower_s2026090101,calibration,3,24,0.01880645751953125,0.021237198263406754,0.020922325551509857
cal_glassblower_s2026090101,calibration,3,25,0.015953486785292625,0.02029838226735592,0.018934622406959534
cal_glassblower_s2026090101,calibration,3,26,0.019934361800551414,0.02572902850806713,0.02163795940577984
cal_glassblower_s2026090101,calibration,3,27,0.023823171854019165,0.0294258464127779,0.03237389028072357
cal_glassblower_s2026090101,calibration,3,28,0.031141892075538635,0.038293369114398956,0.08368146419525146
cal_glassblower_s2026090101,calibration,3,29,0.059335775673389435,0.1008303314447403,0.18611955642700195
cal_horsewater_s2026090102,calibration,0,0,0.021538881585001945,0.031552549451589584,0.024651510640978813
cal_horsewater_s2026090102,calibration,0,1,0.023957354947924614,0.03194178640842438,0.0270797498524189
cal_horsewater_s2026090102,calibration,0,2,0.02654540166258812,0.031319666653871536,0.02855762653052807
cal_horsewater_s2026090102,calibration,0,3,0.020937157794833183,0.026641830801963806,0.02220911905169487
cal_horsewater_s2026090102,calibration,0,4,0.01851717382669449,0.02896222285926342,0.021075749769806862
cal_horsewater_s2026090102,calibration,0,5,0.01825454644858837,0.029246896505355835,0.021229445934295654
cal_horsewater_s2026090102,calibration,0,6,0.014644124545156956,0.030140647664666176,0.017681894823908806
cal_horsewater_s2026090102,calibration,0,7,0.012952426448464394,0.027925461530685425,0.01531272754073143
cal_horsewater_s2026090102,calibration,0,8,0.012298190966248512,0.02113557793200016,0.014368996024131775
cal_horsewater_s2026090102,calibration,0,9,0.00929906778037548,0.015365528874099255,0.011285602115094662
cal_horsewater_s2026090102,calibration,0,10,0.007117415312677622,0.009495485574007034,0.008090199902653694
cal_horsewater_s2026090102,calibration,0,11,0.008752224035561085,0.01492240559309721,0.010257074609398842
cal_horsewater_s2026090102,calibration,0,12,0.010683801956474781,0.0197934377938509,0.013167169876396656
cal_horsewater_s2026090102,calibration,0,13,0.007754325866699219,0.010420831851661205,0.009019476361572742
cal_horsewater_s2026090102,calibration,0,14,0.007809678092598915,0.014599064365029335,0.010456634685397148
cal_horsewater_s2026090102,calibration,0,15,0.007675911765545607,0.011121983639895916,0.009350097738206387
cal_horsewater_s2026090102,calibration,0,16,0.007612686604261398,0.012735330499708652,0.009636365808546543
cal_horsewater_s2026090102,calibration,0,17,0.011212073266506195,0.01564684696495533,0.0128153245896101
cal_horsewater_s2026090102,calibration,0,18,0.013206297531723976,0.015362164936959743,0.017593447118997574
cal_horsewater_s2026090102,calibration,0,19,0.016677770763635635,0.027705054730176926,0.019480513408780098
cal_horsewater_s2026090102,calibration,0,20,0.020416894927620888,0.030091460794210434,0.023654311895370483
cal_horsewater_s2026090102,calibration,0,21,0.01838839240372181,0.027898119762539864,0.021461553871631622
cal_horsewater_s2026090102,calibration,0,22,0.013831431977450848,0.01827375963330269,0.01828899048268795
cal_horsewater_s2026090102,calibration,0,23,0.01705791801214218,0.029303187504410744,0.02040378749370575
cal_horsewater_s2026090102,calibration,0,24,0.015745487064123154,0.019057895988225937,0.021085230633616447
cal_horsewater_s2026090102,calibration,0,25,0.013524387963116169,0.019862456247210503,0.01655244641005993
cal_horsewater_s2026090102,calibration,0,26,0.016762280836701393,0.02694021537899971,0.018574820831418037
cal_horsewater_s2026090102,calibration,0,27,0.020658351480960846,0.03262320160865784,0.03213939070701599
cal_horsewater_s2026090102,calibration,0,28,0.03257257118821144,0.04723189026117325,0.08558911830186844
cal_horsewater_s2026090102,calibration,0,29,0.030245644971728325,0.057570673525333405,0.09435077756643295
cal_horsewater_s2026090102,calibration,1,0,0.021973339840769768,0.030093515291810036,0.024570975452661514
cal_horsewater_s2026090102,calibration,1,1,0.02431364543735981,0.0312761552631855,0.02733701653778553
cal_horsewater_s2026090102,calibration,1,2,0.024759598076343536,0.02827955223619938,0.02720441110432148
cal_horsewater_s2026090102,calibration,1,3,0.019184038043022156,0.026374559849500656,0.02078569121658802
cal_horsewater_s2026090102,calibration,1,4,0.017177274450659752,0.02616010420024395,0.018845342099666595
cal_horsewater_s2026090102,calibration,1,5,0.019194072112441063,0.02775922231376171,0.021017955616116524
cal_horsewater_s2026090102,calibration,1,6,0.012801248580217361,0.026069646701216698,0.014683186076581478
cal_horsewater_s2026090102,calibration,1,7,0.012182788923382759,0.02631797268986702,0.014798861928284168
cal_horsewater_s2026090102,calibration,1,8,0.012963220477104187,0.02272232435643673,0.015333614312112331
cal_horsewater_s2026090102,calibration,1,9,0.01030959002673626,0.01763845980167389,0.01493850164115429
cal_horsewater_s2026090102,calibration,1,10,0.007827467285096645,0.010441389866173267,0.009580693207681179
cal_horsewater_s2026090102,calibration,1,11,0.009604298509657383,0.01647697389125824,0.011781948618590832
cal_horsewater_s2026090102,calibration,1,12,0.011540948413312435,0.02263767085969448,0.014779253862798214
cal_horsewater_s2026090102,calibration,1,13,0.008341250009834766,0.011996639892458916,0.010176464915275574
cal_horsewater_s2026090102,calibration,1,14,0.008633129298686981,0.015930788591504097,0.01033241581171751
cal_horsewater_s2026090102,calibration,1,15,0.008905027061700821,0.014192488044500351,0.011048855260014534
cal_horsewater_s2026090102,calibration,1,16,0.008444931358098984,0.012553536333143711,0.010716659016907215
cal_horsewater_s2026090102,calibration,1,17,0.013157792389392853,0.01919635385274887,0.015556947328150272
cal_horsewater_s2026090102,calibration,1,18,0.015957804396748543,0.01887415535748005,0.02203712984919548
cal_horsewater_s2026090102,calibration,1,19,0.018906138837337494,0.02988804504275322,0.02243020385503769
cal_horsewater_s2026090102,calibration,1,20,0.020382633432745934,0.027552971616387367,0.022721610963344574
cal_horsewater_s2026090102,calibration,1,21,0.020330920815467834,0.02729480341076851,0.022705091163516045
cal_horsewater_s2026090102,calibration,1,22,0.01680411584675312,0.02223224751651287,0.02176850102841854
cal_horsewater_s2026090102,calibration,1,23,0.018213538452982903,0.028768660500645638,0.020567676052451134
cal_horsewater_s2026090102,calibration,1,24,0.018424740061163902,0.022213462740182877,0.022595571354031563
cal_horsewater_s2026090102,calibration,1,25,0.015408137813210487,0.02177775464951992,0.018465399742126465
cal_horsewater_s2026090102,calibration,1,26,0.018701918423175812,0.026570484042167664,0.021127725020051003
cal_horsewater_s2026090102,calibration,1,27,0.02210267446935177,0.030320260673761368,0.03193914517760277
cal_horsewater_s2026090102,calibration,1,28,0.03583869710564613,0.05451088398694992,0.09118512272834778
cal_horsewater_s2026090102,calibration,1,29,0.07319480925798416,0.15653252601623535,0.16556106507778168
cal_horsewater_s2026090102,calibration,2,0,0.020601147785782814,0.028189195320010185,0.023719917982816696
cal_horsewater_s2026090102,calibration,2,1,0.021474959328770638,0.030310669913887978,0.0252729132771492
cal_horsewater_s2026090102,calibration,2,2,0.023472657427191734,0.02735346369445324,0.02708258479833603
cal_horsewater_s2026090102,calibration,2,3,0.01831171102821827,0.026319418102502823,0.020160743966698647
cal_horsewater_s2026090102,calibration,2,4,0.016500793397426605,0.025526009500026703,0.017900826409459114
cal_horsewater_s2026090102,calibration,2,5,0.0176685880869627,0.02628534473478794,0.019581446424126625
cal_horsewater_s2026090102,calibration,2,6,0.012135293334722519,0.025547903031110764,0.013988543301820755
cal_horsewater_s2026090102,calibration,2,7,0.011397268623113632,0.02541220746934414,0.013613199815154076
cal_horsewater_s2026090102,calibration,2,8,0.011502634733915329,0.02092439867556095,0.013505742885172367
cal_horsewater_s2026090102,calibration,2,9,0.009277183562517166,0.015623505227267742,0.01221097819507122
cal_horsewater_s2026090102,calibration,2,10,0.007556234952062368,0.010036192834377289,0.00879715196788311
cal_horsewater_s2026090102,calibration,2,11,0.009221200831234455,0.01687786914408207,0.0111903240904212
cal_horsewater_s2026090102,calibration,2,12,0.010862326249480247,0.0209773201495409,0.013360891491174698
cal_horsewater_s2026090102,calibration,2,13,0.008167651481926441,0.01198252011090517,0.010202450677752495
cal_horsewater_s2026090102,calibration,2,14,0.00869654305279255,0.0164934154599905,0.010384336113929749
cal_horsewater_s2026090102,calibration,2,15,0.008485580794513226,0.012982998043298721,0.010518597438931465
cal_horsewater_s2026090102,calibration,2,16,0.008619623258709908,0.01157253049314022,0.01022309623658657
cal_horsewater_s2026090102,calibration,2,17,0.013495223596692085,0.01954048126935959,0.016117990016937256
cal_horsewater_s2026090102,calibration,2,18,0.0157312024384737,0.018872469663619995,0.021527627483010292
cal_horsewater_s2026090102,calibration,2,19,0.018649179488420486,0.02928939275443554,0.022564951330423355
cal_horsewater_s2026090102,calibration,2,20,0.019154269248247147,0.026429589837789536,0.02174931764602661
cal_horsewater_s2026090102,calibration,2,21,0.019756870344281197,0.026585370302200317,0.022307930514216423
cal_horsewater_s2026090102,calibration,2,22,0.01615145057439804,0.02154395915567875,0.020221173763275146
cal_horsewater_s2026090102,calibration,2,23,0.017125334590673447,0.027859099209308624,0.01953737623989582
cal_horsewater_s2026090102,calibration,2,24,0.018543926998972893,0.022312887012958527,0.02187862992286682
cal_horsewater_s2026090102,calibration,2,25,0.015588858164846897,0.021765301004052162,0.017838140949606895
cal_horsewater_s2026090102,calibration,2,26,0.019000064581632614,0.026355279609560966,0.020584149286150932
cal_horsewater_s2026090102,calibration,2,27,0.023028355091810226,0.03048848919570446,0.037226755172014236
cal_horsewater_s2026090102,calibration,2,28,0.031234068796038628,0.039460621774196625,0.07874096930027008
cal_horsewater_s2026090102,calibration,2,29,0.041180629283189774,0.07324597984552383,0.1171777993440628
cal_horsewater_s2026090102,calibration,3,0,0.015949558466672897,0.02222388982772827,0.019009195268154144
cal_horsewater_s2026090102,calibration,3,1,0.01756375841796398,0.027792416512966156,0.020217565819621086
cal_horsewater_s2026090102,calibration,3,2,0.021845996379852295,0.02633555978536606,0.02339475229382515
cal_horsewater_s2026090102,calibration,3,3,0.01802363246679306,0.026239143684506416,0.019441528245806694
cal_horsewater_s2026090102,calibration,3,4,0.01696409285068512,0.02529381401836872,0.018634933978319168
cal_horsewater_s2026090102,calibration,3,5,0.017273632809519768,0.025643033906817436,0.01905062608420849
cal_horsewater_s2026090102,calibration,3,6,0.011957880109548569,0.025320250540971756,0.013976939022541046
cal_horsewater_s2026090102,calibration,3,7,0.011062768287956715,0.025151491165161133,0.013198158703744411
cal_horsewater_s2026090102,calibration,3,8,0.011841252446174622,0.02120046317577362,0.013926295563578606
cal_horsewater_s2026090102,calibration,3,9,0.010049711912870407,0.01758115366101265,0.012904469855129719
cal_horsewater_s2026090102,calibration,3,10,0.00831172987818718,0.010922941379249096,0.00974233541637659
cal_horsewater_s2026090102,calibration,3,11,0.01013362966477871,0.0190188679844141,0.012402541004121304
cal_horsewater_s2026090102,calibration,3,12,0.01148007158190012,0.022048968821763992,0.014763710089027882
cal_horsewater_s2026090102,calibration,3,13,0.009100590832531452,0.013815888203680515,0.011411139741539955
cal_horsewater_s2026090102,calibration,3,14,0.009396056644618511,0.018478330224752426,0.011144842021167278
cal_horsewater_s2026090102,calibration,3,15,0.009264041669666767,0.014753852039575577,0.010654673911631107
cal_horsewater_s2026090102,calibration,3,16,0.009019729681313038,0.01237441971898079,0.010654408484697342
cal_horsewater_s2026090102,calibration,3,17,0.014578438363969326,0.02188972756266594,0.017047593370079994
cal_horsewater_s2026090102,calibration,3,18,0.01707511767745018,0.01995498687028885,0.022777382284402847
cal_horsewater_s2026090102,calibration,3,19,0.018746480345726013,0.029085004702210426,0.022389883175492287
cal_horsewater_s2026090102,calibration,3,20,0.018325230106711388,0.02572927437722683,0.020802082493901253
cal_horsewater_s2026090102,calibration,3,21,0.019289685413241386,0.026406822726130486,0.022480126470327377
cal_horsewater_s2026090102,calibration,3,22,0.01565558835864067,0.022403117269277573,0.019328182563185692
cal_horsewater_s2026090102,calibration,3,23,0.01630423031747341,0.027672024443745613,0.01898915506899357
cal_horsewater_s2026090102,calibration,3,24,0.0185958631336689,0.022640366107225418,0.021439922973513603
cal_horsewater_s2026090102,calibration,3,25,0.01600194349884987,0.021617719903588295,0.01821076311171055
cal_horsewater_s2026090102,calibration,3,26,0.019163602963089943,0.026221906766295433,0.021981753408908844
cal_horsewater_s2026090102,calibration,3,27,0.023706015199422836,0.030576419085264206,0.03512077033519745
cal_horsewater_s2026090102,calibration,3,28,0.033502597361803055,0.04379282519221306,0.08596927672624588
cal_horsewater_s2026090102,calibration,3,29,0.03869603946805,0.06230897456407547,0.10735964775085449
cal_citytraffic_s2026090103,calibration,0,0,0.021553080528974533,0.03143724054098129,0.02436063252389431
cal_citytraffic_s2026090103,calibration,0,1,0.024816835299134254,0.031731653958559036,0.02878986857831478
cal_citytraffic_s2026090103,calibration,0,2,0.026348749175667763,0.0303826741874218,0.028402110561728477
cal_citytraffic_s2026090103,calibration,0,3,0.021456358954310417,0.026589564979076385,0.023484796285629272
cal_citytraffic_s2026090103,calibration,0,4,0.01868939958512783,0.027767255902290344,0.021159883588552475
cal_citytraffic_s2026090103,calibration,0,5,0.018985455855727196,0.028129277750849724,0.022128688171505928
cal_citytraffic_s2026090103,calibration,0,6,0.015018458478152752,0.0281057208776474,0.01822502911090851
cal_citytraffic_s2026090103,calibration,0,7,0.01408232282847166,0.027983078733086586,0.017373204231262207
cal_citytraffic_s2026090103,calibration,0,8,0.013339145109057426,0.02183779887855053,0.015691444277763367
cal_citytraffic_s2026090103,calibration,0,9,0.011021498590707779,0.019131561741232872,0.012411858886480331
cal_citytraffic_s2026090103,calibration,0,10,0.008763780817389488,0.011770371347665787,0.009615685790777206
cal_citytraffic_s2026090103,calibration,0,11,0.010561557486653328,0.01848749816417694,0.01211952231824398
cal_citytraffic_s2026090103,calibration,0,12,0.01366511918604374,0.025447819381952286,0.015163441188633442
cal_citytraffic_s2026090103,calibration,0,13,0.009648431092500687,0.013403844088315964,0.010946474969387054
cal_citytraffic_s2026090103,calibration,0,14,0.010708080604672432,0.02013431116938591,0.012463612481951714
cal_citytraffic_s2026090103,calibration,0,15,0.009760060347616673,0.015230263583362103,0.011465607210993767
cal_citytraffic_s2026090103,calibration,0,16,0.008974768221378326,0.014158357866108418,0.010149301961064339
cal_citytraffic_s2026090103,calibration,0,17,0.013417613692581654,0.019179999828338623,0.01480311993509531
cal_citytraffic_s2026090103,calibration,0,18,0.015166619792580605,0.017011119052767754,0.01718994602560997
cal_citytraffic_s2026090103,calibration,0,19,0.0187308881431818,0.030770322307944298,0.02320248819887638
cal_citytraffic_s2026090103,calibration,0,20,0.022288765758275986,0.02929692529141903,0.02491629868745804
cal_citytraffic_s2026090103,calibration,0,21,0.019822996109724045,0.028427617624402046,0.02349042519927025
cal_citytraffic_s2026090103,calibration,0,22,0.015361832454800606,0.02037055790424347,0.017553891986608505
cal_citytraffic_s2026090103,calibration,0,23,0.017666809260845184,0.027531057596206665,0.020399536937475204
cal_citytraffic_s2026090103,calibration,0,24,0.015769410878419876,0.0187954381108284,0.017740385606884956
cal_citytraffic_s2026090103,calibration,0,25,0.014637838117778301,0.01858200505375862,0.017482250928878784
cal_citytraffic_s2026090103,calibration,0,26,0.017604757100343704,0.026917584240436554,0.02008763886988163
cal_citytraffic_s2026090103,calibration,0,27,0.02162362076342106,0.03300449997186661,0.03122437559068203
cal_citytraffic_s2026090103,calibration,0,28,0.043739523738622665,0.063418909907341,0.10661809891462326
cal_citytraffic_s2026090103,calibration,0,29,0.043073419481515884,0.08952289819717407,0.09662336856126785
cal_citytraffic_s2026090103,calibration,1,0,0.021731022745370865,0.030121522024273872,0.02539588324725628
cal_citytraffic_s2026090103,calibration,1,1,0.023481804877519608,0.03065827116370201,0.02720327116549015
cal_citytraffic_s2026090103,calibration,1,2,0.024079449474811554,0.02780885435640812,0.026872210204601288
cal_citytraffic_s2026090103,calibration,1,3,0.01902865804731846,0.02636960707604885,0.021022547036409378
cal_citytraffic_s2026090103,calibration,1,4,0.0173568744212389,0.026420988142490387,0.019693849608302116
cal_citytraffic_s2026090103,calibration,1,5,0.019308647140860558,0.026685748249292374,0.021397925913333893
cal_citytraffic_s2026090103,calibration,1,6,0.012882876209914684,0.025383122265338898,0.015100584365427494
cal_citytraffic_s2026090103,calibration,1,7,0.012686782516539097,0.026180140674114227,0.015085535123944283
cal_citytraffic_s2026090103,calibration,1,8,0.013779965229332447,0.02269374579191208,0.016842223703861237
cal_citytraffic_s2026090103,calibration,1,9,0.013227385468780994,0.02487926557660103,0.016718197613954544
cal_citytraffic_s2026090103,calibration,1,10,0.008840495720505714,0.011504018679261208,0.010273043997585773
cal_citytraffic_s2026090103,calibration,1,11,0.011067012324929237,0.020930148661136627,0.012706653214991093
cal_citytraffic_s2026090103,calibration,1,12,0.013385890051722527,0.024865902960300446,0.015503988601267338
