checkpoint,offset,layer,flow_point,shift_risk,toeplitz_risk,toeplitz_improvement
0,1,3,9,0.0415062193054553,0.0368262729844614,0.11275289340503236
0,1,4,9,0.0544797453050528,0.0507294820525106,0.0688377530317561
0,1,5,9,0.0614454186599418,0.0569259566433071,0.07355246518290992
0,1,6,9,0.0692065964750251,0.0681206243228935,0.01569174338061119
0,1,7,9,0.0988622691904921,0.0948648008480774,0.040434721710789434
0,8,0,0,0.0120495229363784,0.0163540593576522,-0.3572370826630893
0,8,1,0,0.0028791539782827,0.005315995018056,-0.8463739897741691
0,8,2,0,0.0024943022681515,0.0053549840305546,-1.1468865658062843
0,8,3,0,0.0027009619182188,0.0038241655212766,-0.41585318011388983
0,8,4,0,0.0019870999433075,0.0033095250271753,-0.6655050684902353
0,8,5,0,0.00343533477398,0.0027156676095539,0.20948967474058744
0,8,6,0,0.0077129994976727,0.0036237288050195,0.5301790430411781
0,8,7,0,0.0078493525098118,0.0059384949959219,0.24344141908537065
0,8,0,1,0.0148303382083041,0.0171856307071635,-0.15881583182914727
0,8,1,1,0.0027668931811974,0.0055709447811626,-1.0134296542491459
0,8,2,1,0.0023316709855409,0.0051809015097792,-1.2219693695666658
0,8,3,1,0.0032739146089898,0.0038249308650866,-0.168305017664105
0,8,4,1,0.0025259402912722,0.0028604472880213,-0.13242870304769716
0,8,5,1,0.0044152085401537,0.0035708215820978,0.19124509077582674
0,8,6,1,0.0091697572479062,0.0052439677195311,0.42812360482841627
0,8,7,1,0.0094411451796052,0.0083755924333015,0.1128626587170285
0,8,0,2,0.024916915088968,0.0181796883290713,0.2703876758355057
0,8,1,2,0.0032991577692443,0.0060348814997034,-0.829218825471854
0,8,2,2,0.0028825475496995,0.0057531001241792,-0.9958387589404898
0,8,3,2,0.0044439553276651,0.0045679093595965,-0.02789272681472399
0,8,4,2,0.0037820186183341,0.0044869195727359,-0.1863822010247782
0,8,5,2,0.0070318188990421,0.0064995758266751,0.07569066837593097
0,8,6,2,0.0128412533118898,0.0085038744864698,0.33776911957682454
0,8,7,2,0.0111439306515545,0.01040311233398,0.06647729070991304
0,8,0,3,0.039953752366779,0.0203284476173089,0.49120054029739324
0,8,1,3,0.004257210454369,0.0062997703850194,-0.47978833852439795
0,8,2,3,0.0040501601323933,0.0062376492563175,-0.5400994164227231
0,8,3,3,0.006106026347668,0.0057022296430568,0.06613084870906538
0,8,4,3,0.0060004712905231,0.0064983862645433,-0.08297931110954337
0,8,5,3,0.0101549380162385,0.0091653540431361,0.09744854882619503
0,8,6,3,0.0172287239829639,0.0118040527073272,0.31486204555837805
0,8,7,3,0.0146330909229692,0.0133803123141009,0.08561271268408821
0,8,0,4,0.0605725240809833,0.0240942542258008,0.6022246952498191
0,8,1,4,0.0056790312391887,0.0072853969065999,-0.2828591003913341
0,8,2,4,0.0055204887501153,0.0066255304079628,-0.20017098265518962
0,8,3,4,0.0081199551373411,0.0073298101909583,0.09730902856213741
0,8,4,4,0.0089945354450335,0.0095755367574212,-0.0645949216541819
0,8,5,4,0.0139514409719588,0.0124605985433601,0.10685938689739405
0,8,6,4,0.0225947761228189,0.0163096908525414,0.27816541470088174
0,8,7,4,0.0198689056937981,0.0180948505642398,0.08928801399022479
0,8,0,5,0.0921844354978705,0.0320695440208004,0.652115415714172
0,8,1,5,0.0079691056590267,0.0083582043965833,-0.04882589768600476
0,8,2,5,0.0075494449981083,0.0078758438141791,-0.04323480946646896
0,8,3,5,0.0107260851921411,0.0094915140309516,0.1150998839813484
0,8,4,5,0.0126355023197142,0.0132540032651771,-0.04894945446671328
0,8,5,5,0.0187339701822953,0.0168242522310268,0.10193877393235606
0,8,6,5,0.0288056496353799,0.0213987258980048,0.25713441047612107
0,8,7,5,0.0263859983817013,0.0240074634135985,0.09014383059131525
0,8,0,6,0.1429588768982934,0.0501975490578936,0.6488672116974861
0,8,1,6,0.01231651916935,0.0091672230907741,0.25569692502188535
0,8,2,6,0.0103739362551357,0.0085903625351105,0.17192834775153232
0,8,3,6,0.0140864909287688,0.0121267618611735,0.13912116775604844
0,8,4,6,0.0178732499559476,0.0179093865643559,-0.0020218263884501653
0,8,5,6,0.0252458637203258,0.0225742408242795,0.10582418275098815
0,8,6,6,0.0363400781086842,0.0284477337221361,0.21718017124080047
0,8,7,6,0.0348825210432352,0.0318620042237782,0.08659112727870844
0,8,0,7,0.2250132836494591,0.0825791259077653,0.633003329543812
0,8,1,7,0.0214163960506813,0.0126142212394155,0.4110016825630093
0,8,2,7,0.0152456082007096,0.0122715467896646,0.19507659988970294
0,8,3,7,0.020005566333019,0.0175990248458872,0.12029359464619738
0,8,4,7,0.0285448046882063,0.027694649171168,0.029783196148108648
0,8,5,7,0.0379854736815146,0.0339593571837528,0.10599095147577653
0,8,6,7,0.048245641214714,0.0405158879315767,0.1602166141545628
0,8,7,7,0.0495781426679545,0.0461881818601839,0.06837611546835443
0,8,0,8,0.3404464772754337,0.1423812419260587,0.5817808336114254
0,8,1,8,0.0451433552097401,0.0210850779122808,0.5329306425205298
0,8,2,8,0.0268136186332107,0.0218622425213126,0.1846590040542101
0,8,3,8,0.0357863210445318,0.0321067968818102,0.10281929115157906
0,8,4,8,0.0575488790617844,0.0538258347257627,0.06469360301570148
0,8,5,8,0.0751401711243729,0.0670568595122811,0.10757643336627765
0,8,6,8,0.0791181319620999,0.0807309019816688,-0.020384328845649113
0,8,7,8,0.07926974129712,0.079711219900915,-0.005569320607976325
0,8,0,9,0.6470676313091682,0.3222328985497634,0.5020104808861922
0,8,1,9,0.1430919038949838,0.0863471521890787,0.3965615814822794
0,8,2,9,0.0951093701732032,0.0852042165275383,0.1041448768678277
0,8,3,9,0.1103822047098189,0.1018907923692354,0.07692736671555311
0,8,4,9,0.1915834852881127,0.1637871645225603,0.14508724864124334
0,8,5,9,0.180074721226039,0.16946730387226,0.058905643621483206
0,8,6,9,0.1684173142989172,0.1685135613743606,-0.0005714796952085432
0,8,7,9,0.1635163654416182,0.1580288777451789,0.03355925678520877
1,1,0,0,0.0093743296692707,0.0089139807232889,0.04910739884589688
1,1,1,0,0.0019641490754419,0.0020176723010101,-0.027250083121189927
1,1,2,0,0.0010396872809828,0.001219687339739,-0.17312903797962087
1,1,3,0,0.0006635931434279,0.000946817369748,-0.42680402762611225
1,1,4,0,0.0009755338106451,0.0009067587987593,0.07049987518148704
1,1,5,0,0.0016289542645985,0.001419957854115,0.12830096892561482
1,1,6,0,0.003168164023617,0.0026243297966064,0.171655956874897
1,1,7,0,0.004748636982057,0.0044835766606592,0.05581819001944044
1,1,0,1,0.0099036599078035,0.008744082295509,0.1170857665842121
1,1,1,1,0.0020709485093109,0.0021124727945153,-0.02005085351842828
1,1,2,1,0.0010664416628461,0.0012160553965989,-0.14029246883839241
1,1,3,1,0.0007289241662975,0.0009411385592325,-0.29113370463888244
1,1,4,1,0.0011724890341658,0.0010384792237546,0.11429515032227577
1,1,5,1,0.0020766191254155,0.0017565428072476,0.1541333768193326
1,1,6,1,0.0039171201411733,0.0032647746674808,0.1665370093798303
1,1,7,1,0.0055437906600264,0.0050553689361415,0.08810248327136039
1,1,0,2,0.0128214393625687,0.0090326788893804,0.2955019608991267
1,1,1,2,0.002455149258747,0.0022060233802462,0.1014707670473538
1,1,2,2,0.0012873498435955,0.0013844648462442,-0.07543792631959523
1,1,3,2,0.0012248921931747,0.0014044277340934,-0.14657252443855984
1,1,4,2,0.0018469102507567,0.001642824661151,0.11050108662404345
1,1,5,2,0.0032717878774461,0.0029639872771809,0.09407718708997226
1,1,6,2,0.0054525341586329,0.004647398009505,0.14766274280980762
1,1,7,2,0.0061220538227933,0.0056105975163306,0.08354325546085106
1,1,0,3,0.0171713051003209,0.0097535268087874,0.43198686693854593
1,1,1,3,0.0029577429365321,0.0023738254985797,0.19741994165220877
1,1,2,3,0.0017304383392955,0.0016450085006926,0.04936890073626121
1,1,3,3,0.0019748703738066,0.0020383014537891,-0.03211911061293371
1,1,4,3,0.00288213874763,0.0025178300069327,0.12640222161298553
1,1,5,3,0.0045797769377094,0.0041356964560111,0.09696552643029155
1,1,6,3,0.0074511494902225,0.0063553148314569,0.14706920861050632
1,1,7,3,0.0070275520981808,0.0064575021315556,0.08111643409556035
1,1,0,4,0.0234727652338695,0.0112929610821662,0.51889089463259
1,1,1,4,0.0036968043661761,0.0027006421995191,0.26946575149374485
1,1,2,4,0.002324518312282,0.0019715244002742,0.15185679981211364
1,1,3,4,0.0031607371354108,0.0032040475879112,-0.01370264297374768
1,1,4,4,0.0044836353611988,0.0040436472387928,0.09813200382297804
1,1,5,4,0.0067632706691603,0.0062252652875426,0.07954810740769847
1,1,6,4,0.0105476576493849,0.0092407360786413,0.12390633202053303
1,1,7,4,0.0089232501510082,0.0084378407120055,0.05439827762173133
1,1,0,5,0.0329533429421382,0.0146934712242099,0.5541128786232785
1,1,1,5,0.004825644072876,0.0031707893563312,0.34292929431874475
1,1,2,5,0.0031450009953504,0.0025109001650161,0.20162182182827948
1,1,3,5,0.0047292650407578,0.0047813109999203,-0.011005084027635892
1,1,4,5,0.0067922130620282,0.0062592960238538,0.07846000019546906
1,1,5,5,0.0101705226849384,0.0095347314561996,0.06251313215989851
1,1,6,5,0.0149552497316819,0.0134046428117712,0.10368311781687078
1,1,7,5,0.0121173782181409,0.0115670760561186,0.04541429277155373
1,1,0,6,0.0476841672622433,0.0217296001774487,0.5443015695766513
1,1,1,6,0.0067813567077628,0.0040067272350302,0.4091555115448222
1,1,2,6,0.0044480857683375,0.0033517560955712,0.2464722421879153
1,1,3,6,0.0070071861773011,0.0070493636381139,-0.006019172281939378
1,1,4,6,0.0101390566906865,0.0094651073264774,0.06647061800415566
1,1,5,6,0.0152440249250223,0.014173718447042,0.07021154080005765
1,1,6,6,0.0211478031075144,0.0192808575938156,0.08828082539861659
1,1,7,6,0.0168883049784362,0.0162595240270276,0.037231738307157425
1,1,0,7,0.0719495404954884,0.0332232977788151,0.5382416961940379
1,1,1,7,0.0107744836403872,0.0066948360823756,0.37863972828539094
1,1,2,7,0.0066621239653515,0.0049928589285364,0.25056048874152526
1,1,3,7,0.0105660869109152,0.0107083156960365,-0.013460875943995143
1,1,4,7,0.0156228085723762,0.0148737925553354,0.04794374926702938
1,1,5,7,0.0238663259750421,0.0224582596466191,0.05899803471617149
1,1,6,7,0.0314340469956727,0.029076880432764,0.07498768972487668
1,1,7,7,0.0262363544653442,0.0254893226441495,0.028473156290881096
1,1,0,8,0.1144675074754839,0.0603807504295447,0.4725075109853618
1,1,1,8,0.0185368244190869,0.0111255806250071,0.3998119433255586
1,1,2,8,0.0120124358970979,0.0103922669254518,0.13487430738652428
1,1,3,8,0.0150467470037037,0.015666978779465,-0.04122032327709335
1,1,4,8,0.0229589376998582,0.0220577199197178,0.03925346163319954
1,1,5,8,0.0342527013475516,0.0332339766987731,0.029741439614990317
1,1,6,8,0.0487919222284681,0.0483501261026986,0.009054698105575576
1,1,7,8,0.0459976367864621,0.0460287298002556,-0.0006759698098806055
1,1,0,9,0.247649925539037,0.1249703493363,0.49537497714045975
1,1,1,9,0.0535810419368712,0.0398421635614096,0.2564130498180429
1,1,2,9,0.0357866444035204,0.0313769471072104,0.12322187144979158
1,1,3,9,0.0408289542996027,0.0365504051548639,0.10479203345113419
1,1,4,9,0.0527015283245653,0.049413032771832,0.06239848553311245
1,1,5,9,0.0634498907113645,0.060751699527369,0.042524756997134316
1,1,6,9,0.0751904072123489,0.0726157689991167,0.03424157826358143
1,1,7,9,0.0930320184645071,0.0908016033234515,0.023974704385313683
1,8,0,0,0.0108522051205553,0.0143878218527166,-0.32579707929261703
1,8,1,0,0.0032680836447702,0.0050421521867602,-0.5428467367501377
1,8,2,0,0.0020548780890659,0.0036688279730577,-0.7854236670193238
1,8,3,0,0.00180370501427,0.0030403526851422,-0.6856152536520497
1,8,4,0,0.0024889641414979,0.0024773373087183,0.004671354072864453
1,8,5,0,0.003607712795007,0.0025250764905875,0.3000893823693078
1,8,6,0,0.007548757844381,0.0039792174113425,0.47286460986366463
1,8,7,0,0.0066955956584696,0.0056326373268508,0.15875485704908276
1,8,0,1,0.015463782234451,0.0155538302805973,-0.005823157929997658
1,8,1,1,0.0031610692122634,0.0054803787162904,-0.7337104467783293
1,8,2,1,0.0021200698542116,0.0034455388188566,-0.6252006093157285
1,8,3,1,0.0019793583357929,0.0028962768620922,-0.4632402883897202
1,8,4,1,0.002799424848698,0.0023676765448578,0.15422750285331077
1,8,5,1,0.0047453509257656,0.0035512935218594,0.25162678642434744
1,8,6,1,0.0090882179602474,0.0056669952771955,0.37644593230670786
1,8,7,1,0.0081402771448618,0.007372152160475,0.09436103595952439
1,8,0,2,0.0266186664597174,0.0165935508057895,0.3766197555049996
1,8,1,2,0.0037385034110819,0.0054977096276448,-0.4705642935480956
1,8,2,2,0.0026388947540557,0.0038515757652451,-0.4595412565528194
1,8,3,2,0.0026172215243133,0.0038807359097561,-0.4827693696177735
1,8,4,2,0.0041857324709978,0.0044038961106807,-0.052120779623283875
1,8,5,2,0.0078272380357027,0.0064856153308315,0.17140435729073278
1,8,6,2,0.0141185749053931,0.0095565500152319,0.3231221933325984
1,8,7,2,0.0097337546080007,0.0090655084345809,0.06865245738479298
1,8,0,3,0.0411404689196365,0.0183076035214552,0.5549976944303395
1,8,1,3,0.0043081106285922,0.0058432993701207,-0.3563484956351195
1,8,2,3,0.0036360871776075,0.0044121045797393,-0.21342101116574708
1,8,3,3,0.0038745089020487,0.0047522882761672,-0.22655242156092648
1,8,4,3,0.0064187393718429,0.0063504028281872,0.010646411966105385
1,8,5,3,0.0107363605123783,0.0088395295306492,0.17667355520915873
1,8,6,3,0.019390478513377,0.0128695991953261,0.33629285185264046
1,8,7,3,0.0124321441549459,0.0116102359921683,0.0661115373610448
1,8,0,4,0.0639514592016929,0.0217907037155931,0.6592618215814493
1,8,1,4,0.0057160019868068,0.0069904675127284,-0.22296450016343838
1,8,2,4,0.00524077667007,0.0055725754727789,-0.06331099827317543
1,8,3,4,0.0059004659472571,0.0068895437222988,-0.1676270626562102
1,8,4,4,0.0095869049998733,0.0095148679705655,0.007514106931147624
1,8,5,4,0.0143249601525777,0.0117679191121095,0.1785024888888137
1,8,6,4,0.0259172803003335,0.0178026795343376,0.31309615329859597
1,8,7,4,0.0164783715237292,0.0155712464197974,0.05504943875221657
1,8,0,5,0.0981236991656517,0.0287500006724772,0.707002478331543
1,8,1,5,0.0080103482214623,0.0079051520840814,0.013132529881665578
1,8,2,5,0.0074807011274079,0.0070740563658965,0.054359177647337
1,8,3,5,0.0083777165204935,0.0089420798342795,-0.06736481383745319
1,8,4,5,0.013748832540496,0.0130851329895859,0.04827315693570555
1,8,5,5,0.0189714466954624,0.0155845588426484,0.1785255445819045
1,8,6,5,0.0342313704262729,0.0241175785979055,0.2954538980596866
1,8,7,5,0.0220670188629229,0.0207738339571832,0.058602610247119324
1,8,0,6,0.1529537833970435,0.0485193479395031,0.6827842576894312
1,8,1,6,0.0126576825415466,0.0092225489762354,0.2713872428097309
1,8,2,6,0.010678383029097,0.0089643663751938,0.16051275265485065
1,8,3,6,0.0121675635981702,0.0121577584352618,0.0008058443935213822
1,8,4,6,0.0193572908308181,0.017929791067271,0.07374481150401624
1,8,5,6,0.0255719945326006,0.0214659099923412,0.1605695846299644
1,8,6,6,0.0456220386196024,0.033339983249989,0.2692132079414833
1,8,7,6,0.030978990789019,0.0293528916649622,0.05249038405192974
1,8,0,7,0.234639293293781,0.0819521472482042,0.6507313583424592
1,8,1,7,0.0210442211885731,0.0146673533565909,0.30302227746231847
1,8,2,7,0.0156594804010139,0.0127658579739423,0.18478406390062896
1,8,3,7,0.0197967333914938,0.0194660313088135,0.01670488136302295
1,8,4,7,0.0292590673016855,0.0266362553583354,0.08964099628695299
1,8,5,7,0.0398356119301659,0.0351306028621513,0.11811062614684453
1,8,6,7,0.0632980027234128,0.0480334584866175,0.24115364750915302
1,8,7,7,0.0468855299013134,0.0433460015648371,0.07549297926090293
1,8,0,8,0.3496005675608106,0.1419965448269932,0.5938320529119454
1,8,1,8,0.0423126422760597,0.0232625631462418,0.45022192198562716
1,8,2,8,0.0272765481865564,0.0231873070068221,0.1499178397415306
1,8,3,8,0.0424492286028038,0.0424678101637739,-0.0004377361281160397
1,8,4,8,0.0567985999460044,0.053039295922172,0.06618656141887624
1,8,5,8,0.0751793852287666,0.0700334945511939,0.06844816118027641
1,8,6,8,0.0962940879211743,0.0932874066033325,0.031223945132571984
1,8,7,8,0.0764042068457812,0.076610664092724,-0.002702171195357428
1,8,0,9,0.6575637887853093,0.3119737150502363,0.5255612909790355
1,8,1,9,0.1422401569627978,0.0884424479663331,0.3782174467828745
1,8,2,9,0.1005607886040716,0.0902337532513109,0.10269445472847616
1,8,3,9,0.1253171798862156,0.1174717030404635,0.06260495849711556
1,8,4,9,0.1665651946651414,0.1595111685508574,0.04234994068517872
1,8,5,9,0.1749477967532914,0.1729881677787448,0.01120122122663847
1,8,6,9,0.1611698812948624,0.1646027478578463,-0.02129967792619647
1,8,7,9,0.1837933082879799,0.1754194427680318,0.04556131884207315
2,1,0,0,0.0098275080427902,0.0095538396223858,0.027847183559943534
2,1,1,0,0.0022028858524495,0.0026678491496737,-0.2110700818688287
2,1,2,0,0.0011465480296349,0.0017388944131639,-0.5166346007481459
2,1,3,0,0.0009345171697697,0.001221374453152,-0.3069577453060519
2,1,4,0,0.0014789414123054,0.001274279712181,0.13838391326494104
2,1,5,0,0.0018948512901892,0.0015689366934063,0.17200009228711433
2,1,6,0,0.0034924678638485,0.002636698653644,0.24503280876620337
2,1,7,0,0.004814804875316,0.0042358673160176,0.12024112592110059
2,1,0,1,0.0099535632856231,0.0092469260887903,0.07099338965910473
2,1,1,1,0.0022716685880193,0.0026933115083659,-0.18560934573393761
2,1,2,1,0.0011178016360846,0.0016283388858899,-0.45673331772316383
2,1,3,1,0.0009913438256065,0.001199206851886,-0.20967803592495304
2,1,4,1,0.0015751777076609,0.0013553117815564,0.13958166436407704
2,1,5,1,0.002100760645018,0.0016886751623567,0.1961601306834121
2,1,6,1,0.0044717549013269,0.0035836923566402,0.1985937432356112
2,1,7,1,0.0060823679535184,0.0054297482575888,0.10729697724914622
2,1,0,2,0.0118091876740068,0.0094663574288278,0.19839046595353915
2,1,1,2,0.0025259111277129,0.0029444693883619,-0.16570585404086868
2,1,2,2,0.001376996920941,0.0017439139699888,-0.2664617788666219
2,1,3,2,0.0014212422095987,0.0014549406482076,-0.02371055291020041
2,1,4,2,0.002135902578617,0.0020202748848204,0.054135284518205484
2,1,5,2,0.0028707415855389,0.0025453509630569,0.11334723547431991
2,1,6,2,0.0054818870654983,0.0047104490044341,0.14072490947860794
2,1,7,2,0.0070263193084012,0.0064842000680351,0.07715550867691157
2,1,0,3,0.0155157038917876,0.0101705547835775,0.3444992986131469
2,1,1,3,0.0030412885589821,0.0032579449970417,-0.07123836947984774
2,1,2,3,0.001829554301771,0.0020208536468645,-0.10456062709279679
2,1,3,3,0.00205113998753,0.0018937850314946,0.07671585410651971
2,1,4,3,0.0029058005677026,0.0026332065493345,0.09381029840723709
2,1,5,3,0.004190154691169,0.0037326956717207,0.1091747329549484
2,1,6,3,0.0071373399094338,0.0061057629319559,0.14453241551721674
2,1,7,3,0.0077965849237264,0.0072171943177882,0.07431338356554174
2,1,0,4,0.0216039188439781,0.0119694344889955,0.4459600327404547
2,1,1,4,0.0037787624392749,0.0034827612200676,0.0783328467888813
2,1,2,4,0.0024325377665413,0.0023268951394773,0.043428977143572745
2,1,3,4,0.003032350342372,0.0027285900263875,0.100173225942913
2,1,4,4,0.00409913073543,0.003783631532304,0.07696734344163447
2,1,5,4,0.0065959183203807,0.0060909723592296,0.07655430777407746
2,1,6,4,0.0099913899316176,0.0088642194960391,0.11281417733598675
2,1,7,4,0.0097375064360863,0.0092628413686219,0.04874605943317645
2,1,0,5,0.0315161777144028,0.0160458626985504,0.4908690119735717
2,1,1,5,0.0050288289197116,0.0041807854770164,0.16863636767819
2,1,2,5,0.0032861315426258,0.0029069959392796,0.11537444512743078
2,1,3,5,0.0045011831457988,0.004152609061801,0.07744054678671386
2,1,4,5,0.0057468484373785,0.0054167841215748,0.05743396913983412
2,1,5,5,0.0101298849690148,0.0095091672661633,0.06127588859598554
2,1,6,5,0.0140714389818169,0.0126826520710158,0.09869544348631931
2,1,7,5,0.0128370864573651,0.0123181766717377,0.04042270708005413
2,1,0,6,0.0458982077915077,0.0235000555121499,0.4879962281120269
2,1,1,6,0.0070826004070116,0.0050703697507168,0.2841090193797664
2,1,2,6,0.004522148193231,0.0035555029419151,0.21375797740614244
2,1,3,6,0.0066857479901732,0.0062173675534358,0.0700565497571598
2,1,4,6,0.0082759091566901,0.0076538502258081,0.07516502647677548
2,1,5,6,0.0155481876723562,0.0143987004180132,0.07393062642192838
2,1,6,6,0.0201104296155625,0.0185624852605399,0.07697221713377622
2,1,7,6,0.0180225606046009,0.0173790823843001,0.035704039754291705
2,1,0,7,0.0686513559441221,0.034897263637057,0.4916740804732074
2,1,1,7,0.0110294772810956,0.0074587316184657,0.3237456836463245
2,1,2,7,0.0065608912613021,0.0050801516969655,0.22569183139345717
2,1,3,7,0.0102310352488658,0.009546828593544,0.06687560336551968
2,1,4,7,0.0127918907705125,0.0118599917934258,0.07285076098639676
2,1,5,7,0.02533840465445,0.023453423183619,0.07439227120007152
2,1,6,7,0.0303257355409879,0.0284935993116743,0.06041522807706701
2,1,7,7,0.0274490388611732,0.0267835679767369,0.024243868348250652
2,1,0,8,0.1113928730226477,0.0605778306828128,0.456178577326967
2,1,1,8,0.0191736352004947,0.0122626344006577,0.360442906499999
2,1,2,8,0.0111973173734036,0.0093025810303224,0.1692134178121688
2,1,3,8,0.0152879566473202,0.0150864352784933,0.013181707240269014
2,1,4,8,0.019518924308456,0.018904557442786,0.031475446902770265
2,1,5,8,0.0352263960066711,0.034441189135352,0.022290298194865055
2,1,6,8,0.0476191003515413,0.0474326357460049,0.00391575238002928
2,1,7,8,0.0491853230155238,0.0489957019659852,0.0038552364386984506
2,1,0,9,0.247335483341513,0.1289641902324697,0.4785859736332291
2,1,1,9,0.0522551252265496,0.0380051299297834,0.27270043340219785
2,1,2,9,0.0340750144854151,0.0302098928560251,0.11342978683235361
2,1,3,9,0.0409534961617811,0.0372957729179604,0.08931406562632338
2,1,4,9,0.0560525466547169,0.0530339562882574,0.05385286747190965
2,1,5,9,0.0608942648884591,0.0595522351871642,0.022038687941353996
