protocol,split,candidate_class,method,landmark_mode,landmarks,pinv_rtol,density,records,aggregate_output_relative_l2,record_error_max,projected_attention_work_ratio_mean,arithmetic_speedup_upper_bound
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.2658248300001549,0.43579511218794925,0.1367502363864901,7.312601619011114
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,12,0.30548340192772666,0.5471142832412673,0.1367502363864901,7.312601619011114
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.28846504786737537,0.5411940975955026,0.20024230360293416,4.9939497399257196
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,12,0.32340140366504444,0.7053810911026964,0.20024230360293416,4.9939497399257196
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.17894965979498612,0.2753449493486895,0.26174006882750217,3.8205843090040696
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,12,0.16934067019096286,0.2803410175215169,0.26174006882750217,3.8205843090040696
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.19774355219738401,0.3400230369010278,0.38772705226445225,2.579133940125339
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,12,0.19038700074919468,0.3837771601768061,0.38772705226445225,2.579133940125339
seed_holdout,validation,deployable,nystrom_signed,segment,128,0.0001,0.0,12,1.1007559281169335,1.9583833825384296,0.007814407814407814,127.96875
seed_holdout,validation,deployable,landmark_linear,segment,128,0.0001,0.0,12,1.114425328790037,2.192792487709606,0.007814407814407814,127.96875
seed_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.9995683297830328,1.5827549057703303,1.0078144078144078,0.9922461836685244
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.26577661011256365,0.463573700439418,0.140657440293694,7.109471051883149
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,12,0.2899838437701,0.5806645119947718,0.140657440293694,7.109471051883149
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.2851237274023246,0.5156655864420127,0.2676415747265821,3.7363402939979795
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,12,0.31568654533419943,0.683242535498702,0.2676415747265821,3.7363402939979795
seed_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.18273123383997783,0.26032831883782803,0.26564727273470606,3.7643902371196933
seed_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,12,0.17105376863550215,0.2718731397789564,0.26564727273470606,3.7643902371196933
seed_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.19770319735643982,0.33829792320414037,0.5176212396086063,1.9319145419073978
seed_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,12,0.18814882096326085,0.37999594595589054,0.5176212396086063,1.9319145419073978
seed_holdout,test,deployable,nystrom_signed,segment,32,0.0001,0.0,24,1.1369035135846395,2.0726005315376574,0.0019536019536019536,511.875
seed_holdout,test,deployable,landmark_linear,segment,32,0.0001,0.0,24,1.2167793789192678,2.705817655647287,0.0019536019536019536,511.875
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,24,1.0936836856778982,1.919348522727703,0.626953601953602,1.5950143629193243
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,24,0.35174454106029834,0.8021500105466641,0.1347457593850455,7.421383831029737
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,24,0.3217097618066797,0.804032294770621,0.1347457593850455,7.421383831029737
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,24,0.3864193309069512,1.0280013159977501,0.16647907423130684,6.006760937477314
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,24,0.3431442986684204,1.0568179551677834,0.16647907423130684,6.006760937477314
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,24,0.23409477541412796,0.5003637033855542,0.25973559182605754,3.850069191401733
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,24,0.19238867730716536,0.4298814447238337,0.25973559182605754,3.850069191401733
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,24,0.25706988102885414,0.5735839021574483,0.32271636478257193,3.0986962829534335
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,24,0.20477013587733287,0.5568703783937774,0.32271636478257193,3.0986962829534335
seed_holdout,test,deployable,nystrom_signed,segment,64,0.0001,0.0,24,1.0804771461440414,2.339762205706762,0.003907203907203907,255.9375
seed_holdout,test,deployable,landmark_linear,segment,64,0.0001,0.0,24,1.1517594746520992,2.345926548467679,0.003907203907203907,255.9375
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,24,1.0114407139790471,1.8520726015150104,0.7539072039072039,1.3264231921613086
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,24,0.33439609247542856,0.8202833769347461,0.13669936133864743,7.315323131047296
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,24,0.2966568168831138,0.7359857586424038,0.13669936133864743,7.315323131047296
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,24,0.3680440550334443,0.8839156655571713,0.20016599103117017,4.995853665492448
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,24,0.3232696009783232,0.9167713563401978,0.20016599103117017,4.995853665492448
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,24,0.22974891826603963,0.5706188547978598,0.2616891937796595,3.8213270695540955
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,24,0.1835145679536561,0.4235497277088879,0.2616891937796595,3.8213270695540955
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,24,0.2497137752637595,0.4958240447186482,0.38765073969268826,2.579641666085183
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,24,0.19673672234764777,0.487200905981229,0.38765073969268826,2.579641666085183
seed_holdout,test,deployable,nystrom_signed,segment,128,0.0001,0.0,24,1.0777365728297956,2.941331240460754,0.007814407814407814,127.96875
seed_holdout,test,deployable,landmark_linear,segment,128,0.0001,0.0,24,1.0866230631473648,2.0926079777944895,0.007814407814407814,127.96875
seed_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,24,0.9100119665625864,1.6276033129891319,1.0078144078144078,0.9922461836685244
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,24,0.32647110101406773,0.7669936307697693,0.14060656524585133,7.112043440158677
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,24,0.2989259441235346,0.8044563683651443,0.14060656524585133,7.112043440158677
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,24,0.35543231393947483,0.7999199098861148,0.2675398246308968,3.737761289855144
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,24,0.31065847634671956,0.8412646043404335,0.2675398246308968,3.737761289855144
seed_holdout,test,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,24,0.221619682787905,0.48571655326923346,0.2655963976868634,3.7651113068897653
seed_holdout,test,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,24,0.184118885119788,0.46249926428809146,0.2655963976868634,3.7651113068897653
seed_holdout,test,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,24,0.24478340545593194,0.45175175821379837,0.5175194895129209,1.9322943778236839
seed_holdout,test,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,24,0.19189087693190912,0.45181404114037693,0.5175194895129209,1.9322943778236839
prompt_holdout,calibration,deployable,nystrom_signed,segment,32,0.0001,0.0,12,1.65408795342088,4.882356481994298,0.0019536019536019536,511.875
prompt_holdout,calibration,deployable,landmark_linear,segment,32,0.0001,0.0,12,1.0847836366563743,1.8071511859299212,0.0019536019536019536,511.875
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,12,1.0183191457369123,1.807151387260819,0.626953601953602,1.5950143629193243
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,12,0.6672963915209132,2.2591007400450045,0.13479663443288814,7.418582846724373
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,12,0.5696460826253096,1.9356361331932257,0.13479663443288814,7.418582846724373
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,12,0.3690556235966095,0.7213543061418629,0.16654266804111018,6.00446727413515
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,12,0.2970617194222516,0.5767142577676496,0.16654266804111018,6.00446727413515
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,12,0.47333728173942324,1.580421340316352,0.25982716691217433,3.8487122493161605
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,12,0.3875336214793675,1.3817587762936696,0.25982716691217433,3.8487122493161605
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,12,0.27130272161490193,0.4481290775401772,0.3228308336402179,3.097597552018405
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,12,0.19286158930385228,0.35274882773015825,0.3228308336402179,3.097597552018405
prompt_holdout,calibration,deployable,nystrom_signed,segment,64,0.0001,0.0,12,0.9832614611250257,1.6810041164590586,0.003907203907203907,255.9375
prompt_holdout,calibration,deployable,landmark_linear,segment,64,0.0001,0.0,12,1.010577717909216,1.6853505323928542,0.003907203907203907,255.9375
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,12,0.9352312937413384,1.679634972697001,0.7539072039072039,1.3264231921613086
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.3500330428187727,0.7256233386496606,0.1367502363864901,7.312601619011114
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,12,0.2944459254294383,0.6352593401303283,0.1367502363864901,7.312601619011114
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.35698857700643927,0.6235501219766983,0.20024230360293416,4.9939497399257196
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,12,0.285315934943855,0.4928473329741283,0.20024230360293416,4.9939497399257196
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.2632012910622646,0.5464884745563447,0.2617807688657763,3.8199903084276343
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,12,0.2047144826022356,0.4806846695282254,0.2617807688657763,3.8199903084276343
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.265666322640734,0.41820872079367577,0.38778810232186345,2.5787279032351584
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,12,0.18688860333198445,0.3423230355618054,0.38778810232186345,2.5787279032351584
prompt_holdout,calibration,deployable,nystrom_signed,segment,128,0.0001,0.0,12,1.0550547579428686,2.0011605407412354,0.007814407814407814,127.96875
prompt_holdout,calibration,deployable,landmark_linear,segment,128,0.0001,0.0,12,0.9347078933564488,1.5386541534686975,0.007814407814407814,127.96875
prompt_holdout,calibration,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.8554794512642085,1.3043647850942544,1.0078144078144078,0.9922461836685244
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.39556288491230274,0.953714959332094,0.140657440293694,7.109471051883149
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,12,0.33550917017614673,0.8510693029261046,0.140657440293694,7.109471051883149
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.35045800734999244,0.5530742014114031,0.2676415747265821,3.7363402939979795
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,12,0.27886223774852037,0.4386097202833363,0.2676415747265821,3.7363402939979795
prompt_holdout,calibration,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.29798570003850416,0.7337387315545492,0.2656879727729802,3.763813580129426
prompt_holdout,calibration,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,12,0.23525072611946382,0.6543262415185775,0.2656879727729802,3.763813580129426
prompt_holdout,calibration,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.26297863067712823,0.4181413750802773,0.5177026396851545,1.9316107806754839
prompt_holdout,calibration,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,12,0.18362503154588822,0.3424583989023835,0.5177026396851545,1.9316107806754839
prompt_holdout,validation,deployable,nystrom_signed,segment,32,0.0001,0.0,12,1.1290402954710796,1.9285029520058181,0.0019536019536019536,511.875
prompt_holdout,validation,deployable,landmark_linear,segment,32,0.0001,0.0,12,1.2020465425441995,2.1165589725779577,0.0019536019536019536,511.875
prompt_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,12,1.1007802802637052,1.919348522727703,0.626953601953602,1.5950143629193243
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.125,12,0.3459630431861057,0.8021500105466641,0.1346948843372028,7.424186931231503
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.125,12,0.2996019627465287,0.6553280491640853,0.1346948843372028,7.424186931231503
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.125,12,0.3707253514063225,0.8116034780466399,0.16641548042150353,6.00905635381493
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.125,12,0.3105591998388444,0.6185593731610403,0.16641548042150353,6.00905635381493
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,32,0.0001,0.25,12,0.22858327314394425,0.5003637033855542,0.25966436675907784,3.8511252524988207
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,32,0.0001,0.25,12,0.18869106048829262,0.3740101156394292,0.25966436675907784,3.8511252524988207
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,32,0.0001,0.25,12,0.2486787626612887,0.5048951596661935,0.32262733344884725,3.0995513904854888
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,32,0.0001,0.25,12,0.1977633537895675,0.38955302651235924,0.32262733344884725,3.0995513904854888
prompt_holdout,validation,deployable,nystrom_signed,segment,64,0.0001,0.0,12,1.120483886223239,2.339762205706762,0.003907203907203907,255.9375
prompt_holdout,validation,deployable,landmark_linear,segment,64,0.0001,0.0,12,1.147232163872075,1.900478788649812,0.003907203907203907,255.9375
prompt_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,64,0.0001,0.0,12,1.0310092301672686,1.8520726015150104,0.7539072039072039,1.3264231921613086
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.125,12,0.3324471408440887,0.8202833769347461,0.13664848629080475,7.31804666955386
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.125,12,0.27841685796738297,0.5777413466683984,0.13664848629080475,7.31804666955386
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.125,12,0.35657957866473955,0.7341779302989055,0.20008967845940617,4.9977590433425485
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.125,12,0.29819320621722856,0.5607464907282022,0.20008967845940617,4.9977590433425485
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,64,0.0001,0.25,12,0.22897532135109852,0.5706188547978598,0.2616179687126798,3.8223674196409783
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,64,0.0001,0.25,12,0.17984686550530085,0.33528857151858277,0.2616179687126798,3.8223674196409783
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,64,0.0001,0.25,12,0.243723276464024,0.46297384183732987,0.3875439020922187,2.580352818355127
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,64,0.0001,0.25,12,0.19439092568799837,0.386092083555127,0.3875439020922187,2.580352818355127
prompt_holdout,validation,deployable,nystrom_signed,segment,128,0.0001,0.0,12,1.1295733472287708,2.941331240460754,0.007814407814407814,127.96875
prompt_holdout,validation,deployable,landmark_linear,segment,128,0.0001,0.0,12,1.07537970855131,1.7048563215247559,0.007814407814407814,127.96875
prompt_holdout,validation,diagnostic_only,nystrom_nonnegative_clamped,segment,128,0.0001,0.0,12,0.8785220989922796,1.4557041489819735,1.0078144078144078,0.9922461836685244
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.125,12,0.31410449815632874,0.6218758805345097,0.14055569019800868,7.114617690619597
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.125,12,0.27603022748158607,0.5318017043015177,0.14055569019800868,7.114617690619597
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.125,12,0.34296277875970443,0.6659147456050479,0.26743807453521146,3.7391833669829158
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.125,12,0.28631456443250575,0.5090918604830841,0.26743807453521146,3.7391833669829158
prompt_holdout,validation,deployable,proxy_mass_nystrom_mixture,segment,128,0.0001,0.25,12,0.20932324710927697,0.4053412732081341,0.2655251726198837,3.766121268779153
prompt_holdout,validation,diagnostic_only,dense_mass_nystrom_mixture_diagnostic,segment,128,0.0001,0.25,12,0.17833495786457865,0.3361457228963738,0.2655251726198837,3.766121268779153
prompt_holdout,validation,deployable,proxy_mass_landmark_partition,segment,128,0.0001,0.25,12,0.23861523496833598,0.42977664892786377,0.5173770393789615,1.9328263991002763
prompt_holdout,validation,diagnostic_only,dense_mass_landmark_partition_diagnostic,segment,128,0.0001,0.25,12,0.19062117914432705,0.377249458470731,0.5173770393789615,1.9328263991002763
prompt_holdout,test,deployable,nystrom_signed,segment,32,0.0001,0.0,24,1.2327245110853533,3.0081914639057246,0.0019536019536019536,511.875
prompt_holdout,test,deployable,landmark_linear,segment,32,0.0001,0.0,24,1.2471005377699376,2.705817655647287,0.0019536019536019536,511.875
prompt_holdout,test,diagnostic_only,nystrom_nonnegative_clamped,segment,32,0.0001,0.0,24,1.128134701036146,1.8622461560929284,0.626953601953602,1.5950143629193243
