endpoint,scheduler_index,timestep,method,activation_relative_l2,velocity_relative_l2,velocity_p95_relative_l2,coefficient_r2
2,33,66,raw_reuse,0.2967784814239208,0.08955935620037944,0.13459803338046186,nan
2,33,66,shift_reuse,0.3668753170826268,0.08965777853786124,0.141625734930858,nan
2,33,66,shift_local_r2,0.2629657904272133,0.047474028458716615,0.088613857596647,nan
2,33,66,shift_rank8_oracle,0.14780049066900983,0.009962850535030456,0.016699601791333403,nan
2,33,66,state_skip1,0.14785428029935238,0.009967815000393926,0.01675688716350123,0.9996524041383618
2,33,66,state_skip2,0.1480234768140216,0.009987865914570477,0.016827209369512274,0.9985515040191972
2,33,66,state_skip4,0.14865739693032823,0.010070699159174511,0.017012197023723273,0.9945232551083913
2,33,66,state_noise_skip1,0.14785028940678072,0.00996894121729612,0.01676745354779996,0.9996740403379973
2,33,66,state_noise_skip2,0.14800762087791625,0.009987769160149223,0.016796164942206815,0.9986371069564428
2,33,66,state_noise_skip4,0.1486053921726899,0.01006548958641153,0.016952143545495346,0.9948053243256916
3,44,55,raw_reuse,0.30962746297181276,0.09068545803431707,0.13670642589568158,nan
3,44,55,shift_reuse,0.3866661436086274,0.09117579159635042,0.14364229603670536,nan
3,44,55,shift_local_r2,0.28501241579383263,0.052338773575292916,0.09565849774517118,nan
3,44,55,shift_rank8_oracle,0.17138328895752986,0.012659428164527768,0.022000742558157073,nan
3,44,55,state_skip1,0.17142644005251065,0.012684585779620228,0.021983747085323555,0.9997361390759834
3,44,55,state_skip2,0.17155278651210687,0.01272542753288208,0.021980143716791644,0.9989629276152532
3,44,55,state_skip4,0.1720579861716921,0.01285039313871853,0.02201971086906269,0.9958378236130742
3,44,55,state_noise_skip1,0.1714220268282592,0.012700499064979292,0.021982830570777875,0.9997591217139158
3,44,55,state_noise_skip2,0.17153609814051968,0.012753567437141677,0.021982873731758446,0.999049398191421
3,44,55,state_noise_skip4,0.17199828672048162,0.012893764150573781,0.022028381476411597,0.99615120950248
4,55,44,raw_reuse,0.32174760146929043,0.09206293592777641,0.13888613697490654,nan
4,55,44,shift_reuse,0.40805523519018116,0.09329583486028538,0.1469361314084381,nan
4,55,44,shift_local_r2,0.30860849315187566,0.0527318491359678,0.09783714234363289,nan
4,55,44,shift_rank8_oracle,0.19140702267054982,0.013972976865040551,0.02413906448637135,nan
4,55,44,state_skip1,0.19145207543326098,0.013995599493123068,0.023963683267356824,0.9997393939914536
4,55,44,state_skip2,0.19157910055914845,0.01403734008683049,0.023851745395222678,0.999005061133937
4,55,44,state_skip4,0.1920378308831316,0.014152058442735342,0.02371606145170517,0.9963444514615931
4,55,44,state_noise_skip1,0.19144763954114316,0.01402213882379318,0.02400060740765184,0.9997627436988394
4,55,44,state_noise_skip2,0.19156209892452822,0.014084218298654283,0.023920088895829392,0.9990952956769608
4,55,44,state_noise_skip4,0.19197362814293084,0.014228930622533052,0.02403028337866999,0.9966985168003772
5,66,33,raw_reuse,0.333868738125544,0.09474636366098191,0.14261464632581916,nan
5,66,33,shift_reuse,0.4294701469572266,0.09732598477642934,0.1536179563961923,nan
5,66,33,shift_local_r2,0.3351196086893622,0.06391495034904952,0.11812317750882358,nan
5,66,33,shift_rank8_oracle,0.21593385255015068,0.0168248270384991,0.03038531626225449,nan
5,66,33,state_skip1,0.21600617097428518,0.016959934761207072,0.03071016414905898,0.9995837367213484
5,66,33,state_skip2,0.21621302004182646,0.017153010831456796,0.031107356783468272,0.9983988249488642
5,66,33,state_skip4,0.2170245996740509,0.01775153021406946,0.032435161760076874,0.9937385932452085
5,66,33,state_noise_skip1,0.21599834582555566,0.016904857243297936,0.030514305562246588,0.9996203464167422
5,66,33,state_noise_skip2,0.2161830302049505,0.01701283601655508,0.030717586143873626,0.9985346860759483
5,66,33,state_noise_skip4,0.21690560434347445,0.01733730080460639,0.03127008269075304,0.9942536348028932
6,77,22,raw_reuse,0.3393716363894711,0.10197559709807404,0.1563959535676986,nan
6,77,22,shift_reuse,0.44055167940060114,0.10691403304290498,0.17254786959383636,nan
6,77,22,shift_local_r2,0.3612001170059608,0.07028247342278948,0.12940548051847145,nan
6,77,22,shift_rank8_oracle,0.2344742599865801,0.02075788624790558,0.0373320271493867,nan
6,77,22,state_skip1,0.23460937441793617,0.020763365823602234,0.03769111180445179,0.9992489022924784
6,77,22,state_skip2,0.23499109469488982,0.02090799351694251,0.03784943897044286,0.9971308225105158
6,77,22,state_skip4,0.23636403924776342,0.021503221355995437,0.03906372494529932,0.9894840911934455
6,77,22,state_noise_skip1,0.2345998429346584,0.02078407002818653,0.037390447745565325,0.9992892327408386
6,77,22,state_noise_skip2,0.23495729184883662,0.020896987565253308,0.037505922815762455,0.997275707306208
6,77,22,state_noise_skip4,0.23626541257792197,0.021371719298272147,0.038657320197671645,0.989930286932185
7,88,11,raw_reuse,0.3477960501129819,0.1265866130445754,0.20625337210949507,nan
7,88,11,shift_reuse,0.45093400003740286,0.12970976658424527,0.22041948258411137,nan
7,88,11,shift_local_r2,0.40229093668329985,0.102344600540001,0.18741896017454562,nan
7,88,11,shift_rank8_oracle,0.2468816203219844,0.03483605334937868,0.06070102024823426,nan
7,88,11,state_skip1,0.2474292896091122,0.03519973810341192,0.060805581114254895,0.9973639387826738
7,88,11,state_skip2,0.24909506659325537,0.036126654876919226,0.06134845549240708,0.9893665969439345
7,88,11,state_skip4,0.2564791028268553,0.03959334081300759,0.06842102396767585,0.9535041421114276
7,88,11,state_noise_skip1,0.24748824305585734,0.03515856671707415,0.06099712271243333,0.9969776132979888
7,88,11,state_noise_skip2,0.24933050567814596,0.0358769135777441,0.06132847326807678,0.9877844180676314
7,88,11,state_noise_skip4,0.257379583495283,0.03841740087502673,0.06557762876618653,0.9469080035233375
8,99,0,raw_reuse,0.30572943031342603,0.2792477226397875,0.5077463542111218,nan
8,99,0,shift_reuse,0.41808690904053025,0.23785763564953236,0.4068264068104326,nan
8,99,0,shift_local_r2,0.33019372452346457,0.18078138343906347,0.32000413686037066,nan
8,99,0,shift_rank8_oracle,0.18305386161693848,0.08868189087644839,0.16532501871697602,nan
8,99,0,state_skip1,0.18631749795223185,0.0978600988969841,0.18223673482425512,0.9826082734086325
8,99,0,state_skip2,0.19363892132447702,0.1165961146279197,0.20919660269282758,0.9419375042045492
8,99,0,state_skip4,0.21157063834682566,0.14720363145190526,0.25781911285594106,0.8345859847177537
8,99,0,state_noise_skip1,0.18560969292577534,0.09079477043671255,0.17428972530178724,0.9873444472218608
8,99,0,state_noise_skip2,0.19160727909993835,0.09807075131099369,0.18517764969728884,0.9565174335063457
8,99,0,state_noise_skip4,0.2074969089790708,0.11609088542797813,0.210176712507382,0.8692442089801581
