layer,budget_bps,controller,predictor,innovation_codec,innovation_fraction,quality_cosine,mse,nmse,mean_cosine,p05_cosine,payload_bps,effective_bps,controller_static_bits,codebook_static_bits,reuse_rate,predict_rate,innovation_rate,refresh_rate,action_cost_proxy
22,2.0,threshold,ema_075,pq_2b_k256_d4,1.0,0.95,0.00010406549169851638,0.10656306352697606,0.9481292375121185,0.8134458419682112,2.2298095703125,2.2360809326171873,56.0,16384.0,0.1875,0.0,0.5125,0.3,0.428125
22,2.0,decision_tree,ema_075,pq_2b_k256_d4,1.0,0.95,0.000104359304948573,0.10686392829511222,0.9480808044782686,0.8134458419682112,2.2175048828125,2.2238277435302733,191.0,16384.0,0.20625,0.0,0.48125,0.3125,0.4328125
22,2.0,always_reuse,ema_075,pq_2b_k256_d4,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2573486328125,0.0,16384.0,0.9375,0.0,0.0,0.0625,0.0625
22,2.0,always_predict,ema_075,pq_2b_k256_d4,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2573486328125,0.0,16384.0,0.0,0.9375,0.0,0.0625,0.109375
22,2.0,always_innovation,ema_075,pq_2b_k256_d4,1.0,0.95,0.00010595646636422748,0.10849942158516748,0.9427127384894156,0.7433978203853008,2.1260986328125,2.1323486328125,0.0,16384.0,0.0,0.0,0.9375,0.0625,0.296875
22,2.0,always_int4_refresh,ema_075,pq_2b_k256_d4,1.0,0.95,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,4.0157470703125,4.0219970703125,0.0,16384.0,0.0,0.0,0.0,1.0,1.0
22,4.0,threshold,ema_075,pq_4b_k256_d2,1.0,0.95,8.157343809160012e-05,0.08353120062750793,0.9597833583121599,0.8223019395705368,3.2530517578125,3.2561981201171877,56.0,8192.0,0.1875,0.0,0.625,0.1875,0.34375
22,4.0,decision_tree,ema_075,pq_4b_k256_d2,1.0,0.95,8.228924837939595e-05,0.08426419036240136,0.9594721089031925,0.8223109935410218,3.1783447265625,3.1815345764160154,170.0,8192.0,0.20625,0.0,0.5875,0.20625,0.353125
22,4.0,always_reuse,ema_075,pq_4b_k256_d2,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2542236328125,0.0,8192.0,0.9375,0.0,0.0,0.0625,0.0625
22,4.0,always_predict,ema_075,pq_4b_k256_d2,1.0,0.95,0.001063071297507497,1.0885850089305955,0.47720643490356685,-0.49345433184371895,0.2510986328125,0.2542236328125,0.0,8192.0,0.0,0.9375,0.0,0.0625,0.109375
22,4.0,always_innovation,ema_075,pq_4b_k256_d2,1.0,0.95,5.308383451894371e-05,0.05435784656152573,0.9721368036094773,0.8494873408794007,4.0010986328125,4.0042236328125,0.0,8192.0,0.0,0.0,0.9375,0.0625,0.296875
22,4.0,always_int4_refresh,ema_075,pq_4b_k256_d2,1.0,0.95,0.00013123699323968862,0.13438668111236768,0.9368347113504927,0.8026632941122972,4.0157470703125,4.0188720703125,0.0,8192.0,0.0,0.0,0.0,1.0,1.0
