case,tokens,sampled_queries,head,method,topk,rank,attention_rel_fro,output_rel_l2,output_cosine,mass_retained,representation_ratio
f17,7800,512,2,topk_sparse,128,0,0.961880624294281,0.952416718006134,0.4400710165500641,0.036993399262428284,0.01641025641025641
f17,7800,512,2,topk_plus_lowrank,128,8,0.16948416829109192,0.04828522354364395,0.9988337755203247,0.036993399262428284,0.033060897435897435
f17,7800,512,2,topk_plus_lowrank,128,16,0.15084047615528107,0.029266634956002235,0.9995716214179993,0.036993399262428284,0.04971153846153846
f17,7800,512,2,topk_plus_lowrank,128,32,0.13282354176044464,0.023066028952598572,0.9997338652610779,0.036993399262428284,0.08301282051282051
f17,7800,512,2,topk_plus_lowrank,128,64,0.11512812972068787,0.017726294696331024,0.9998428821563721,0.036993399262428284,0.14961538461538462
f17,7800,512,2,topk_sparse,256,0,0.9357247352600098,0.9192562699317932,0.503009021282196,0.06742870807647705,0.03282051282051282
f17,7800,512,2,topk_plus_lowrank,256,8,0.20050431787967682,0.040973443537950516,0.9991605281829834,0.06742870807647705,0.049471153846153845
f17,7800,512,2,topk_plus_lowrank,256,16,0.17988121509552002,0.030645616352558136,0.9995303750038147,0.06742870807647705,0.06612179487179487
f17,7800,512,2,topk_plus_lowrank,256,32,0.1596456617116928,0.020966436713933945,0.9997802376747131,0.06742870807647705,0.09942307692307692
f17,7800,512,2,topk_plus_lowrank,256,64,0.13980849087238312,0.017314312979578972,0.9998500943183899,0.06742870807647705,0.16602564102564102
f17,7800,512,2,topk_sparse,512,0,0.8917779922485352,0.8653384447097778,0.5814361572265625,0.1221906840801239,0.06564102564102564
f17,7800,512,2,topk_plus_lowrank,512,8,0.23395231366157532,0.031559888273477554,0.9995020627975464,0.1221906840801239,0.08229166666666667
f17,7800,512,2,topk_plus_lowrank,512,16,0.2092294543981552,0.024482034146785736,0.9997002482414246,0.1221906840801239,0.09894230769230769
f17,7800,512,2,topk_plus_lowrank,512,32,0.18662607669830322,0.019346311688423157,0.9998128414154053,0.1221906840801239,0.13224358974358974
f17,7800,512,2,topk_plus_lowrank,512,64,0.16462478041648865,0.01622730866074562,0.9998683929443359,0.1221906840801239,0.19884615384615384
f17,7800,512,3,lowrank,0,8,0.0642353966832161,0.047654494643211365,0.9988638162612915,1.0,0.016650641025641025
f17,7800,512,3,lowrank,0,16,0.03993897885084152,0.029739806428551674,0.999557614326477,1.0,0.03330128205128205
f17,7800,512,3,lowrank,0,32,0.022903328761458397,0.01257311087101698,0.9999209046363831,1.0,0.0666025641025641
f17,7800,512,3,lowrank,0,64,0.011242485605180264,0.0034430332016199827,0.999994158744812,1.0,0.1332051282051282
f17,7800,512,3,topk_sparse,32,0,0.9891788363456726,0.9885993003845215,0.21818438172340393,0.009699838235974312,0.0041025641025641026
f17,7800,512,3,topk_plus_lowrank,32,8,0.11174773424863815,0.042142417281866074,0.999111533164978,0.009699838235974312,0.020753205128205127
f17,7800,512,3,topk_plus_lowrank,32,16,0.09379716962575912,0.029642218723893166,0.999560534954071,0.009699838235974312,0.037403846153846156
f17,7800,512,3,topk_plus_lowrank,32,32,0.07939592003822327,0.024583162739872932,0.9996976852416992,0.009699838235974312,0.07070512820512821
f17,7800,512,3,topk_plus_lowrank,32,64,0.0647217258810997,0.015677938237786293,0.9998770952224731,0.009699838235974312,0.1373076923076923
f17,7800,512,3,topk_sparse,64,0,0.9814634919166565,0.9803961515426636,0.24635711312294006,0.017907699570059776,0.008205128205128205
f17,7800,512,3,topk_plus_lowrank,64,8,0.1308968961238861,0.04380647465586662,0.9990400075912476,0.017907699570059776,0.02485576923076923
f17,7800,512,3,topk_plus_lowrank,64,16,0.11203892529010773,0.030076412484049797,0.9995476007461548,0.017907699570059776,0.041506410256410255
f17,7800,512,3,topk_plus_lowrank,64,32,0.09659526497125626,0.025795670226216316,0.9996671676635742,0.017907699570059776,0.07480769230769231
f17,7800,512,3,topk_plus_lowrank,64,64,0.08122869580984116,0.017196372151374817,0.9998520016670227,0.017907699570059776,0.14141025641025642
f17,7800,512,3,topk_sparse,128,0,0.9683446884155273,0.9678168296813965,0.279421329498291,0.03296435624361038,0.01641025641025641
f17,7800,512,3,topk_plus_lowrank,128,8,0.1534036099910736,0.04312420263886452,0.99906986951828,0.03296435624361038,0.033060897435897435
f17,7800,512,3,topk_plus_lowrank,128,16,0.13374122977256775,0.029405882582068443,0.999567449092865,0.03296435624361038,0.04971153846153846
f17,7800,512,3,topk_plus_lowrank,128,32,0.11675842851400375,0.02538115158677101,0.999677836894989,0.03296435624361038,0.08301282051282051
f17,7800,512,3,topk_plus_lowrank,128,64,0.10020972788333893,0.0187647994607687,0.999823808670044,0.03296435624361038,0.14961538461538462
f17,7800,512,3,topk_sparse,256,0,0.9460574388504028,0.9495973587036133,0.3220110833644867,0.06046752631664276,0.03282051282051282
f17,7800,512,3,topk_plus_lowrank,256,8,0.17922569811344147,0.039485737681388855,0.9992204308509827,0.06046752631664276,0.049471153846153845
f17,7800,512,3,topk_plus_lowrank,256,16,0.1581004559993744,0.028597060590982437,0.999591052532196,0.06046752631664276,0.06612179487179487
f17,7800,512,3,topk_plus_lowrank,256,32,0.13923905789852142,0.024533038958907127,0.9996989965438843,0.06046752631664276,0.09942307692307692
f17,7800,512,3,topk_plus_lowrank,256,64,0.12129915505647659,0.0198703370988369,0.9998025298118591,0.06046752631664276,0.16602564102564102
f17,7800,512,3,topk_sparse,512,0,0.9081469774246216,0.9246189594268799,0.3809068500995636,0.11039401590824127,0.06564102564102564
f17,7800,512,3,topk_plus_lowrank,512,8,0.20706233382225037,0.028354689478874207,0.9995980262756348,0.11039401590824127,0.08229166666666667
f17,7800,512,3,topk_plus_lowrank,512,16,0.1848072111606598,0.02376863732933998,0.9997174739837646,0.11039401590824127,0.09894230769230769
f17,7800,512,3,topk_plus_lowrank,512,32,0.16457206010818481,0.02112388424575329,0.9997768402099609,0.11039401590824127,0.13224358974358974
f17,7800,512,3,topk_plus_lowrank,512,64,0.1448386311531067,0.018002687022089958,0.9998378753662109,0.11039401590824127,0.19884615384615384
f17,7800,512,4,lowrank,0,8,0.9826184511184692,0.9695245623588562,0.24499404430389404,1.0,0.016650641025641025
f17,7800,512,4,lowrank,0,16,0.9676114320755005,0.9330677390098572,0.3597005605697632,1.0,0.03330128205128205
f17,7800,512,4,lowrank,0,32,0.9395421743392944,0.8523600697517395,0.5229552984237671,1.0,0.0666025641025641
f17,7800,512,4,lowrank,0,64,0.8878665566444397,0.7360003590583801,0.6769810914993286,1.0,0.1332051282051282
f17,7800,512,4,topk_sparse,32,0,0.062039151787757874,0.11557459831237793,0.9946781396865845,0.8348615765571594,0.0041025641025641026
f17,7800,512,4,topk_plus_lowrank,32,8,0.05848214402794838,0.05012187734246254,0.9987473487854004,0.8348615765571594,0.020753205128205127
f17,7800,512,4,topk_plus_lowrank,32,16,0.056292492896318436,0.04661516100168228,0.9989131093025208,0.8348615765571594,0.037403846153846156
f17,7800,512,4,topk_plus_lowrank,32,32,0.05301306024193764,0.04281335696578026,0.9990842938423157,0.8348615765571594,0.07070512820512821
f17,7800,512,4,topk_plus_lowrank,32,64,0.048394594341516495,0.03852762654423714,0.9992635250091553,0.8348615765571594,0.1373076923076923
f17,7800,512,4,topk_sparse,64,0,0.028726309537887573,0.06631162762641907,0.998329758644104,0.903612494468689,0.008205128205128205
f17,7800,512,4,topk_plus_lowrank,64,8,0.026036353781819344,0.023247597739100456,0.9997313618659973,0.903612494468689,0.02485576923076923
f17,7800,512,4,topk_plus_lowrank,64,16,0.024737199768424034,0.020480958744883537,0.9997903108596802,0.903612494468689,0.041506410256410255
f17,7800,512,4,topk_plus_lowrank,64,32,0.023072276264429092,0.01833087019622326,0.9998323917388916,0.903612494468689,0.07480769230769231
f17,7800,512,4,topk_plus_lowrank,64,64,0.021058348938822746,0.016802292317152023,0.9998600482940674,0.903612494468689,0.14141025641025642
f17,7800,512,4,topk_sparse,128,0,0.012967404909431934,0.03578735515475273,0.9995226860046387,0.9483770132064819,0.01641025641025641
f17,7800,512,4,topk_plus_lowrank,128,8,0.011369169689714909,0.010392764583230019,0.9999462962150574,0.9483770132064819,0.033060897435897435
f17,7800,512,4,topk_plus_lowrank,128,16,0.01066916435956955,0.008781460113823414,0.9999613761901855,0.9483770132064819,0.04971153846153846
f17,7800,512,4,topk_plus_lowrank,128,32,0.009908415377140045,0.007976854220032692,0.9999682307243347,0.9483770132064819,0.08301282051282051
f17,7800,512,4,topk_plus_lowrank,128,64,0.009042932651937008,0.00731685571372509,0.9999732971191406,0.9483770132064819,0.14961538461538462
f17,7800,512,4,topk_sparse,256,0,0.005017447285354137,0.01633818820118904,0.9999011158943176,0.9768964648246765,0.03282051282051282
f17,7800,512,4,topk_plus_lowrank,256,8,0.004250959027558565,0.0037341690622270107,0.9999929666519165,0.9768964648246765,0.049471153846153845
f17,7800,512,4,topk_plus_lowrank,256,16,0.0039865910075604916,0.003216909011825919,0.9999947547912598,0.9768964648246765,0.06612179487179487
f17,7800,512,4,topk_plus_lowrank,256,32,0.0037196946796029806,0.002939449856057763,0.9999957084655762,0.9768964648246765,0.09942307692307692
f17,7800,512,4,topk_plus_lowrank,256,64,0.00338459899649024,0.0026689604856073856,0.999996542930603,0.9768964648246765,0.16602564102564102
f17,7800,512,4,topk_sparse,512,0,0.0014806654071435332,0.005730038043111563,0.9999876022338867,0.9922274351119995,0.06564102564102564
f17,7800,512,4,topk_plus_lowrank,512,8,0.001198414247483015,0.001198425656184554,0.9999992251396179,0.9922274351119995,0.08229166666666667
f17,7800,512,4,topk_plus_lowrank,512,16,0.0011329927947372198,0.0009163888753391802,0.9999995827674866,0.9922274351119995,0.09894230769230769
f17,7800,512,4,topk_plus_lowrank,512,32,0.0010556246852502227,0.000849230564199388,0.9999997615814209,0.9922274351119995,0.13224358974358974
f17,7800,512,4,topk_plus_lowrank,512,64,0.0009469926590099931,0.0007547333952970803,0.9999997019767761,0.9922274351119995,0.19884615384615384
f17,7800,512,5,lowrank,0,8,0.9633554816246033,0.6354828476905823,0.7721150517463684,1.0,0.016650641025641025
f17,7800,512,5,lowrank,0,16,0.9333704710006714,0.5585338473320007,0.8294817805290222,1.0,0.03330128205128205
f17,7800,512,5,lowrank,0,32,0.8805145025253296,0.5211310386657715,0.8534766435623169,1.0,0.0666025641025641
f17,7800,512,5,lowrank,0,64,0.7925581336021423,0.46604132652282715,0.8847630023956299,1.0,0.1332051282051282
f17,7800,512,5,topk_sparse,32,0,0.280040442943573,0.38128945231437683,0.9484164714813232,0.5849826335906982,0.0041025641025641026
f17,7800,512,5,topk_plus_lowrank,32,8,0.26183488965034485,0.17081694304943085,0.9853425025939941,0.5849826335906982,0.020753205128205127
f17,7800,512,5,topk_plus_lowrank,32,16,0.24893110990524292,0.1470123529434204,0.9891563653945923,0.5849826335906982,0.037403846153846156
f17,7800,512,5,topk_plus_lowrank,32,32,0.23017865419387817,0.13423332571983337,0.9910392761230469,0.5849826335906982,0.07070512820512821
f17,7800,512,5,topk_plus_lowrank,32,64,0.2064768373966217,0.12027597427368164,0.9929196238517761,0.5849826335906982,0.1373076923076923
f17,7800,512,5,topk_sparse,64,0,0.13981357216835022,0.22840915620326996,0.9845478534698486,0.7466104030609131,0.008205128205128205
f17,7800,512,5,topk_plus_lowrank,64,8,0.12747681140899658,0.08353769034147263,0.9965144395828247,0.7466104030609131,0.02485576923076923
f17,7800,512,5,topk_plus_lowrank,64,16,0.12024697661399841,0.07178886979818344,0.9974259734153748,0.7466104030609131,0.041506410256410255
f17,7800,512,5,topk_plus_lowrank,64,32,0.11145192384719849,0.06581488996744156,0.9978576898574829,0.7466104030609131,0.07480769230769231
f17,7800,512,5,topk_plus_lowrank,64,64,0.10207905620336533,0.0603303499519825,0.9982218742370605,0.7466104030609131,0.14141025641025642
f17,7800,512,5,topk_sparse,128,0,0.059893522411584854,0.12345710396766663,0.9960493445396423,0.8614519834518433,0.01641025641025641
f17,7800,512,5,topk_plus_lowrank,128,8,0.05257965996861458,0.031103651970624924,0.9995162487030029,0.8614519834518433,0.033060897435897435
f17,7800,512,5,topk_plus_lowrank,128,16,0.049688588827848434,0.0293256938457489,0.9995714426040649,0.8614519834518433,0.04971153846153846
f17,7800,512,5,topk_plus_lowrank,128,32,0.04667871817946434,0.027295779436826706,0.9996312856674194,0.8614519834518433,0.08301282051282051
f17,7800,512,5,topk_plus_lowrank,128,64,0.04245373234152794,0.024669062346220016,0.9996986389160156,0.8614519834518433,0.14961538461538462
f17,7800,512,5,topk_sparse,256,0,0.024494927376508713,0.062340147793293,0.9990501403808594,0.9306395053863525,0.03282051282051282
f17,7800,512,5,topk_plus_lowrank,256,8,0.020694095641374588,0.012361990287899971,0.999923586845398,0.9306395053863525,0.049471153846153845
f17,7800,512,5,topk_plus_lowrank,256,16,0.019645756110548973,0.011618351563811302,0.9999326467514038,0.9306395053863525,0.06612179487179487
f17,7800,512,5,topk_plus_lowrank,256,32,0.01834454946219921,0.010754916816949844,0.9999423623085022,0.9306395053863525,0.09942307692307692
f17,7800,512,5,topk_plus_lowrank,256,64,0.0163576677441597,0.009673032909631729,0.9999533891677856,0.9306395053863525,0.16602564102564102
f17,7800,512,5,topk_sparse,512,0,0.009343674406409264,0.027122516185045242,0.9998149275779724,0.9707654118537903,0.06564102564102564
f17,7800,512,5,topk_plus_lowrank,512,8,0.007799435872584581,0.004610157106071711,0.9999893307685852,0.9707654118537903,0.08229166666666667
f17,7800,512,5,topk_plus_lowrank,512,16,0.007420232053846121,0.004350816365331411,0.9999905228614807,0.9707654118537903,0.09894230769230769
f17,7800,512,5,topk_plus_lowrank,512,32,0.00688378419727087,0.004058918450027704,0.999991774559021,0.9707654118537903,0.13224358974358974
f17,7800,512,5,topk_plus_lowrank,512,64,0.006100432015955448,0.003582497825846076,0.9999936819076538,0.9707654118537903,0.19884615384615384
f17,7800,512,6,lowrank,0,8,0.7406946420669556,0.32831260561943054,0.9445692300796509,1.0,0.016650641025641025
f17,7800,512,6,lowrank,0,16,0.626541793346405,0.3107324540615082,0.9504974484443665,1.0,0.03330128205128205
f17,7800,512,6,lowrank,0,32,0.5159521698951721,0.2954957187175751,0.9553442001342773,1.0,0.0666025641025641
f17,7800,512,6,lowrank,0,64,0.41244474053382874,0.2713245451450348,0.9624879360198975,1.0,0.1332051282051282
f17,7800,512,6,topk_sparse,32,0,0.8156070709228516,0.865154504776001,0.7136937379837036,0.1117163896560669,0.0041025641025641026
f17,7800,512,6,topk_plus_lowrank,32,8,0.5804170966148376,0.21504071354866028,0.9767659902572632,0.1117163896560669,0.020753205128205127
f17,7800,512,6,topk_plus_lowrank,32,16,0.49304038286209106,0.19948691129684448,0.9800225496292114,0.1117163896560669,0.037403846153846156
f17,7800,512,6,topk_plus_lowrank,32,32,0.41838338971138,0.1881548911333084,0.9822343587875366,0.1117163896560669,0.07070512820512821
f17,7800,512,6,topk_plus_lowrank,32,64,0.3616381883621216,0.17507195472717285,0.984620988368988,0.1117163896560669,0.1373076923076923
f17,7800,512,6,topk_sparse,64,0,0.714216411113739,0.7842748165130615,0.8140361905097961,0.18980243802070618,0.008205128205128205
f17,7800,512,6,topk_plus_lowrank,64,8,0.502333402633667,0.17243246734142303,0.9851747155189514,0.18980243802070618,0.02485576923076923
f17,7800,512,6,topk_plus_lowrank,64,16,0.43509575724601746,0.16038227081298828,0.9871669411659241,0.18980243802070618,0.041506410256410255
f17,7800,512,6,topk_plus_lowrank,64,32,0.38369521498680115,0.15074072778224945,0.988655149936676,0.18980243802070618,0.07480769230769231
f17,7800,512,6,topk_plus_lowrank,64,64,0.3458952307701111,0.14057311415672302,0.9901256561279297,0.18980243802070618,0.14141025641025642
f17,7800,512,6,topk_sparse,128,0,0.5778457522392273,0.6677162647247314,0.8960626721382141,0.3080366849899292,0.01641025641025641
f17,7800,512,6,topk_plus_lowrank,128,8,0.403247594833374,0.12853291630744934,0.9917951822280884,0.3080366849899292,0.033060897435897435
f17,7800,512,6,topk_plus_lowrank,128,16,0.3622605502605438,0.12036936730146408,0.992789626121521,0.3080366849899292,0.04971153846153846
f17,7800,512,6,topk_plus_lowrank,128,32,0.33267828822135925,0.11430288106203079,0.9934908151626587,0.3080366849899292,0.08301282051282051
f17,7800,512,6,topk_plus_lowrank,128,64,0.30327507853507996,0.10710235685110092,0.9942876100540161,0.3080366849899292,0.14961538461538462
f17,7800,512,6,topk_sparse,256,0,0.4150542616844177,0.5138023495674133,0.9521945118904114,0.46855953335762024,0.03282051282051282
f17,7800,512,6,topk_plus_lowrank,256,8,0.2915412187576294,0.08359348773956299,0.9965313673019409,0.46855953335762024,0.049471153846153845
f17,7800,512,6,topk_plus_lowrank,256,16,0.27186423540115356,0.0801079049706459,0.9968153238296509,0.46855953335762024,0.06612179487179487
f17,7800,512,6,topk_plus_lowrank,256,32,0.250546395778656,0.07569348067045212,0.9971568584442139,0.46855953335762024,0.09942307692307692
f17,7800,512,6,topk_plus_lowrank,256,64,0.22658447921276093,0.069698765873909,0.9975932240486145,0.46855953335762024,0.16602564102564102
f17,7800,512,6,topk_sparse,512,0,0.2530355453491211,0.33854642510414124,0.9829311370849609,0.6534295678138733,0.06564102564102564
f17,7800,512,6,topk_plus_lowrank,512,8,0.18190370500087738,0.047898124903440475,0.9988609552383423,0.6534295678138733,0.08229166666666667
f17,7800,512,6,topk_plus_lowrank,512,16,0.17107436060905457,0.04542800039052963,0.9989765286445618,0.6534295678138733,0.09894230769230769
f17,7800,512,6,topk_plus_lowrank,512,32,0.1577787697315216,0.04314082860946655,0.9990787506103516,0.6534295678138733,0.13224358974358974
f17,7800,512,6,topk_plus_lowrank,512,64,0.14164617657661438,0.03938055783510208,0.9992327690124512,0.6534295678138733,0.19884615384615384
f17,7800,512,7,lowrank,0,8,0.7850261330604553,0.37966644763946533,0.9251234531402588,1.0,0.016650641025641025
f17,7800,512,7,lowrank,0,16,0.6729186773300171,0.3421279489994049,0.9396534562110901,1.0,0.03330128205128205
