weight_file,layer_key,method,trainable_params,stored_params,estimated_bits_fp16,estimated_bits_int8,estimated_bits_int4_delta,bcm_direct_ops,bcm_fft_ops,lowrank_ops,total_ops,activation_memory,extra_latency_proxy,block_size,rank,num_bcm_basis,sparse_ratio,delta_mode,objective,relative_fro_error,spectral_error,activation_error
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_only,98304,98304,1572864,786432,393216,3145728,3932160,0,3145728,4096,1.0,32,0,1,0.0,horizontal,0.0007143269176594913,1.018549919128418,0.9762330055236816,1.0193984508514404
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_only,49152,49152,786432,393216,196608,3145728,2359296,0,3145728,4096,1.0,64,0,1,0.0,horizontal,0.0006948745576664805,1.004585862159729,0.9867763519287109,1.0046378374099731
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,212992,212992,3407872,1703936,851968,3145728,6291456,16384,3162112,4096,1.0052083333333333,16,4,1,0.0,horizontal,0.0007756523555144668,1.0613714456558228,0.7243947982788086,1.0619125366210938
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,229376,229376,3670016,1835008,917504,3145728,6291456,32768,3178496,4096,1.0104166666666667,16,8,1,0.0,horizontal,0.000768012716434896,1.0561316013336182,0.7148095369338989,1.0583332777023315
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,262144,262144,4194304,2097152,1048576,3145728,6291456,65536,3211264,4096,1.0208333333333333,16,16,1,0.0,horizontal,0.0007550208829343319,1.0471606254577637,0.6576664447784424,1.0500686168670654
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,114688,114688,1835008,917504,458752,3145728,3932160,16384,3162112,4096,1.0052083333333333,32,4,1,0.0,horizontal,0.0006998892640694976,1.0082042217254639,0.6943987011909485,1.0090529918670654
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,131072,131072,2097152,1048576,524288,3145728,3932160,32768,3178496,4096,1.0104166666666667,32,8,1,0.0,horizontal,0.0006910489755682647,1.001816749572754,0.6405022740364075,1.003298282623291
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,163840,163840,2621440,1310720,655360,3145728,3932160,65536,3211264,4096,1.0208333333333333,32,16,1,0.0,horizontal,0.0006767072482034564,0.9913665056228638,0.6024478077888489,0.9917702674865723
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,65536,65536,1048576,524288,262144,3145728,2359296,16384,3162112,4096,1.0052083333333333,64,4,1,0.0,horizontal,0.0006821169517934322,0.9953212141990662,0.7566580772399902,0.9957480430603027
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,81920,81920,1310720,655360,327680,3145728,2359296,32768,3178496,4096,1.0104166666666667,64,8,1,0.0,horizontal,0.0006731956964358687,0.9887909889221191,0.6527816653251648,0.9906007051467896
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,bcm_plus_lowrank,114688,114688,1835008,917504,458752,3145728,2359296,65536,3211264,4096,1.0208333333333333,64,16,1,0.0,horizontal,0.0006604887312278152,0.9794145226478577,0.6080507636070251,0.98061203956604
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,generator_delta_bcm,393216,393216,6291456,3145728,3932160,3145728,6291456,0,3145728,4096,1.0,16,0,1,0.0,horizontal,0.00481890793889761,2.6455023288726807,7.488255023956299,2.5764737129211426
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,generator_delta_bcm,196608,196608,3145728,1572864,1966080,3145728,3932160,0,3145728,4096,1.0,32,0,1,0.0,horizontal,0.0016124582616612315,1.53030526638031,2.8297040462493896,1.5180542469024658
results/matrix_fit/subsets/qwen3_downproj_retry/model__layers__0__mlp__down_proj__weight.pt,model.layers.0.mlp.down_proj.weight,generator_delta_bcm,98304,98304,1572864,786432,983040,3145728,2359296,0,3145728,4096,1.0,64,0,1,0.0,horizontal,0.0009344831923954189,1.1649830341339111,1.1578264236450195,1.1649410724639893
