dtype,scheme,scale_margin,signal,block,records,mean_relative_l2,p95_relative_l2,max_relative_l2,mean_cosine,mean_saturation_ratio,mean_scale_count
fp8_e4m3,channel_bucket,1.1,ffn_hidden_post_gelu,0,40,0.18445528950542212,0.25386542081832886,0.25613924860954285,0.9824909344315529,0.030476249102503062,8960.0
fp8_e4m3,channel_bucket,1.1,ffn_hidden_post_gelu,12,40,0.11498430054634809,0.15235403180122375,0.16127672791481018,0.9929376736283302,0.01260724756284617,8960.0
fp8_e4m3,channel_bucket,1.1,ffn_hidden_post_gelu,24,40,0.11669390769675374,0.17978952825069427,0.2016010284423828,0.9921816870570183,0.015803222660906613,8960.0
fp8_e4m3,channel_bucket,1.1,ffn_hidden_post_gelu,29,40,0.07423201124183834,0.14036016166210175,0.17254748940467834,0.996479780972004,0.012453613376419526,8960.0
fp8_e4m3,channel_bucket,1.1,ffn_input,0,40,0.08248209785670042,0.10275967419147491,0.10688638687133789,0.9966512069106102,0.02697957423515618,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_input,12,40,0.04755741884000599,0.06191135570406914,0.06525057554244995,0.9988417461514473,0.012672933260910213,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_input,24,40,0.0645275404676795,0.08468695729970932,0.08959434926509857,0.9978522300720215,0.018054199579637498,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_input,29,40,0.05135556873865425,0.08176581561565399,0.085159070789814,0.9985839754343033,0.015496826590970158,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_output,0,40,0.1048291896469891,0.1277528703212738,0.13275815546512604,0.9945698291063308,0.03033243922982365,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_output,12,40,0.04719737027771771,0.05919256433844566,0.061164963990449905,0.9988612920045853,0.010998535537510179,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_output,24,40,0.0570157362613827,0.07792875915765762,0.0903453603386879,0.9982875987887383,0.017476400334271603,1536.0
fp8_e4m3,channel_bucket,1.1,ffn_output,29,40,0.03128086258657277,0.037621259689331055,0.04665132984519005,0.999502420425415,0.0129872644036368,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_hidden_post_gelu,0,40,0.1583807708695531,0.2199801802635193,0.22462251782417297,0.986914923787117,0.021862618625164032,8960.0
fp8_e4m3,channel_bucket,1.25,ffn_hidden_post_gelu,12,40,0.0974016023799777,0.13159440457820892,0.14127114415168762,0.9948570340871811,0.008714599680388346,8960.0
fp8_e4m3,channel_bucket,1.25,ffn_hidden_post_gelu,24,40,0.09893611585721374,0.15423095226287842,0.17309653759002686,0.9943087086081505,0.010335518987267278,8960.0
fp8_e4m3,channel_bucket,1.25,ffn_hidden_post_gelu,29,40,0.06358845653012395,0.1210329607129097,0.14994144439697266,0.9974179968237877,0.0077247838111361485,8960.0
fp8_e4m3,channel_bucket,1.25,ffn_input,0,40,0.059933409187942745,0.07628942281007767,0.07935041189193726,0.9981903433799744,0.014428711298387497,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_input,12,40,0.036166493454948066,0.04544074088335037,0.047882068902254105,0.9993336364626885,0.0054229737841524185,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_input,24,40,0.047496108477935194,0.060752980411052704,0.06509754806756973,0.998831321299076,0.008632405809476041,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_input,29,40,0.04016141332685948,0.06094077229499817,0.06119493395090103,0.999150013923645,0.007119751218124293,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_output,0,40,0.08103513466194272,0.09919524192810059,0.10286124795675278,0.9966849014163017,0.016357422416331247,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_output,12,40,0.03553353673778474,0.04238603636622429,0.04310092329978943,0.9993588343262673,0.004620361470006174,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_output,24,40,0.043042255518957975,0.05764378607273102,0.06729550659656525,0.9990291580557823,0.008284505434858147,1536.0
fp8_e4m3,channel_bucket,1.25,ffn_output,29,40,0.029910218622535466,0.03432534635066986,0.03685083985328674,0.9995526999235154,0.004752604275654449,1536.0
fp8_e4m3,channel_global,1.0,ffn_hidden_post_gelu,0,40,0.162164715398103,0.2688322961330414,0.2764086127281189,0.9854991808533669,0.02387730198679492,8960.0
fp8_e4m3,channel_global,1.0,ffn_hidden_post_gelu,12,40,0.0818335635587573,0.09855091571807861,0.1027652770280838,0.9965761750936508,0.005773925868561491,8960.0
fp8_e4m3,channel_global,1.0,ffn_hidden_post_gelu,24,40,0.08842660840600729,0.16788312792778015,0.1956181675195694,0.9951998144388199,0.008709193774848245,8960.0
fp8_e4m3,channel_global,1.0,ffn_hidden_post_gelu,29,40,0.05974173583090305,0.13991351425647736,0.17570523917675018,0.9974568516016007,0.006652832102554384,8960.0
fp8_e4m3,channel_global,1.0,ffn_input,0,40,0.06495484542101622,0.10338959097862244,0.11235260963439941,0.9977639347314835,0.01726277710404247,1536.0
fp8_e4m3,channel_global,1.0,ffn_input,12,40,0.03305017184466123,0.04050593078136444,0.04980642348527908,0.9994474038481712,0.004163615009747446,1536.0
fp8_e4m3,channel_global,1.0,ffn_input,24,40,0.04760960415005684,0.05922216176986694,0.05985071882605553,0.9988625034689903,0.008121745032258331,1536.0
fp8_e4m3,channel_global,1.0,ffn_input,29,40,0.042114098509773615,0.0779186263680458,0.09841635823249817,0.998966534435749,0.007728068350115791,1536.0
fp8_e4m3,channel_global,1.0,ffn_output,0,40,0.08924103551544249,0.14909201860427856,0.15341739356517792,0.9956320956349373,0.02169087784131989,1536.0
fp8_e4m3,channel_global,1.0,ffn_output,12,40,0.03350094906054437,0.04047917574644089,0.05214754864573479,0.9994339361786843,0.003504435333888978,1536.0
fp8_e4m3,channel_global,1.0,ffn_output,24,40,0.040370528446510436,0.055955346673727036,0.0662083700299263,0.9991460755467415,0.005829874810297042,1536.0
fp8_e4m3,channel_global,1.0,ffn_output,29,40,0.029804241238161923,0.03798757120966911,0.048752233386039734,0.9995461195707321,0.006196085705596488,1536.0
fp8_e4m3,channel_global,1.05,ffn_hidden_post_gelu,0,40,0.15288578858599067,0.2551107704639435,0.26270177960395813,0.9870116904377937,0.021300048939883708,8960.0
fp8_e4m3,channel_global,1.05,ffn_hidden_post_gelu,12,40,0.07585762180387974,0.0923989787697792,0.096442312002182,0.9970377549529076,0.0049515206599608065,8960.0
fp8_e4m3,channel_global,1.05,ffn_hidden_post_gelu,24,40,0.08219942757859826,0.1578218936920166,0.1842658370733261,0.9958067119121552,0.007476283534197136,8960.0
fp8_e4m3,channel_global,1.05,ffn_hidden_post_gelu,29,40,0.05638549318537116,0.13209842145442963,0.1661916822195053,0.9977386251091958,0.005608956513606244,8960.0
fp8_e4m3,channel_global,1.05,ffn_input,0,40,0.057416959665715694,0.09112045168876648,0.0992843508720398,0.9982421338558197,0.013809204479912296,1536.0
fp8_e4m3,channel_global,1.05,ffn_input,12,40,0.030576443020254373,0.03513394296169281,0.04114612191915512,0.9995302513241768,0.002806600021722261,1536.0
fp8_e4m3,channel_global,1.05,ffn_input,24,40,0.04250210961326957,0.05255502089858055,0.05297142267227173,0.9990892484784126,0.005940755386836827,1536.0
fp8_e4m3,channel_global,1.05,ffn_input,29,40,0.039018387394025925,0.06922982633113861,0.08728659898042679,0.9991343930363655,0.005839030124479905,1536.0
fp8_e4m3,channel_global,1.05,ffn_output,0,40,0.08135017990134656,0.13527928292751312,0.13940979540348053,0.9963530823588371,0.017554728634422645,1536.0
fp8_e4m3,channel_global,1.05,ffn_output,12,40,0.030734869791194795,0.03464366868138313,0.0443812757730484,0.9995256662368774,0.002332560284412466,1536.0
fp8_e4m3,channel_global,1.05,ffn_output,24,40,0.036845185235142706,0.049429040402173996,0.058454614132642746,0.9992918595671654,0.004247029732505325,1536.0
fp8_e4m3,channel_global,1.05,ffn_output,29,40,0.02926441878080368,0.03441772237420082,0.042393092066049576,0.9995679900050163,0.003861491001680406,1536.0
fp8_e4m3,channel_global,1.1,ffn_hidden_post_gelu,0,40,0.14435520609840752,0.24224992096424103,0.24985583126544952,0.9883354619145394,0.018983328790636734,8960.0
fp8_e4m3,channel_global,1.1,ffn_hidden_post_gelu,12,40,0.07083412492647767,0.08748549968004227,0.09085750579833984,0.9973892748355866,0.004201660162652843,8960.0
fp8_e4m3,channel_global,1.1,ffn_hidden_post_gelu,24,40,0.07684762924909591,0.14862027764320374,0.17382468283176422,0.9962919667363167,0.006369977720896714,8960.0
fp8_e4m3,channel_global,1.1,ffn_hidden_post_gelu,29,40,0.053787070838734505,0.12506936490535736,0.1575770229101181,0.9979561194777489,0.004735630580762517,8960.0
fp8_e4m3,channel_global,1.1,ffn_input,0,40,0.051230392139405015,0.08045807480812073,0.08803822100162506,0.9985996380448341,0.010895792912924663,1536.0
fp8_e4m3,channel_global,1.1,ffn_input,12,40,0.02875850899145007,0.034280870109796524,0.03483443334698677,0.9995850488543511,0.0018951416539493948,1536.0
fp8_e4m3,channel_global,1.1,ffn_input,24,40,0.03872100533917546,0.047054216265678406,0.04735299199819565,0.9992443591356277,0.00426432304084301,1536.0
fp8_e4m3,channel_global,1.1,ffn_input,29,40,0.0365364165045321,0.061432335525751114,0.07740478217601776,0.9992576718330384,0.004385376107529737,1536.0
fp8_e4m3,channel_global,1.1,ffn_output,0,40,0.07459964486770332,0.12275340408086777,0.12689848244190216,0.9969300359487534,0.014072672973270528,1536.0
fp8_e4m3,channel_global,1.1,ffn_output,12,40,0.0290993835311383,0.031002655625343323,0.03810808062553406,0.999575562775135,0.0014668782881926746,1536.0
fp8_e4m3,channel_global,1.1,ffn_output,24,40,0.034258743794634935,0.04452246427536011,0.05239555239677429,0.999393354356289,0.002992757250467548,1536.0
fp8_e4m3,channel_global,1.1,ffn_output,29,40,0.02903230907395482,0.03198949992656708,0.03948211669921875,0.9995765700936318,0.0024678548837982817,1536.0
fp8_e4m3,channel_global,1.25,ffn_hidden_post_gelu,0,40,0.12241807691752911,0.20833805203437805,0.2158208191394806,0.9914672464132309,0.013643450033850969,8960.0
fp8_e4m3,channel_global,1.25,ffn_hidden_post_gelu,12,40,0.05933453878387809,0.07484511286020279,0.07684428989887238,0.9981471002101898,0.0026592145732138306,8960.0
fp8_e4m3,channel_global,1.25,ffn_hidden_post_gelu,24,40,0.0641554209869355,0.12541869282722473,0.14715804159641266,0.9973898470401764,0.004031110490905121,8960.0
fp8_e4m3,channel_global,1.25,ffn_hidden_post_gelu,29,40,0.04734950140118599,0.10783899575471878,0.13639689981937408,0.9984528079628945,0.0030646623721622746,8960.0
fp8_e4m3,channel_global,1.25,ffn_input,0,40,0.038380433712154625,0.05609634891152382,0.06184534728527069,0.9992284461855888,0.005107625438540708,1536.0
fp8_e4m3,channel_global,1.25,ffn_input,12,40,0.027445873292163015,0.028660990297794342,0.028732284903526306,0.9996236741542817,0.0004903157673652458,1536.0
fp8_e4m3,channel_global,1.25,ffn_input,24,40,0.032183357421308754,0.036791011691093445,0.03705673664808273,0.9994793266057969,0.001571655334555544,1536.0
fp8_e4m3,channel_global,1.25,ffn_input,29,40,0.031788885686546565,0.045990295708179474,0.05558224022388458,0.9994685918092727,0.001913452212465927,1536.0
fp8_e4m3,channel_global,1.25,ffn_output,0,40,0.059158510016277435,0.09308484196662903,0.09655900299549103,0.9980860978364945,0.007250976773138973,1536.0
fp8_e4m3,channel_global,1.25,ffn_output,12,40,0.027324200281873344,0.028058340772986412,0.02986130118370056,0.999626849591732,0.00039062501346052156,1536.0
fp8_e4m3,channel_global,1.25,ffn_output,24,40,0.030007465835660697,0.03574582561850548,0.04103934019804001,0.9995446652173996,0.0010121663844074647,1536.0
fp8_e4m3,channel_global,1.25,ffn_output,29,40,0.028414078103378416,0.031824685633182526,0.03214748203754425,0.9995972827076912,0.0007120768508684705,1536.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_hidden_post_gelu,0,40,0.025213734759017826,0.026112917810678482,0.026158221065998077,0.9996832430362701,3.487723233774886e-07,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_hidden_post_gelu,12,40,0.026336301909759642,0.030391104519367218,0.030616924166679382,0.9996541172266007,2.4414062636424207e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_hidden_post_gelu,24,40,0.02788212141022086,0.03122568130493164,0.05120714008808136,0.9996024608612061,6.452288107539061e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_hidden_post_gelu,29,40,0.027201089030131697,0.028585970401763916,0.029271652922034264,0.9996301770210266,1.1335100612086536e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_input,0,40,0.02702423809096217,0.029215870425105095,0.029831765219569206,0.9996345549821853,5.1879883540095764e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_input,12,40,0.026241601398214697,0.02683677338063717,0.027113577350974083,0.9996561169624328,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_input,24,40,0.02646858850494027,0.02677096426486969,0.026815103366971016,0.9996498107910157,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_input,29,40,0.02632271102629602,0.02689552865922451,0.027129139751195908,0.9996540144085884,4.069010537932627e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_output,0,40,0.02722398554906249,0.029788201674818993,0.030119076371192932,0.9996291384100914,4.679362118622521e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_output,12,40,0.026351026445627212,0.026789819821715355,0.02681960165500641,0.9996529147028923,8.138020984915783e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_output,24,40,0.026529617607593536,0.02772841975092888,0.028401821851730347,0.9996487453579903,1.4241536882764194e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.0,ffn_output,29,40,0.025859009148553012,0.027341458946466446,0.02764344960451126,0.9996675863862038,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_hidden_post_gelu,0,40,0.025537751195952297,0.02639560028910637,0.0265588890761137,0.9996747568249702,3.487723233774886e-07,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_hidden_post_gelu,12,40,0.02501262342557311,0.027065560221672058,0.027899615466594696,0.9996880993247033,1.3950892935099545e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_hidden_post_gelu,24,40,0.026702825771644713,0.028949489817023277,0.04252300411462784,0.9996415063738823,4.708426433808199e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_hidden_post_gelu,29,40,0.026829295232892035,0.02759847790002823,0.02778155729174614,0.9996406599879265,6.277901832163479e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_input,0,40,0.026735141687095166,0.0280224047601223,0.028274057433009148,0.9996424913406372,3.3569336392247354e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_input,12,40,0.026148036075755953,0.026858193799853325,0.02711242251098156,0.9996583819389343,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_input,24,40,0.026482231821864842,0.026859581470489502,0.026873575523495674,0.9996507361531257,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_input,29,40,0.026348493341356517,0.026885025203227997,0.027619902044534683,0.9996532246470451,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_output,0,40,0.026634791027754547,0.02783488854765892,0.02807098999619484,0.9996452465653419,2.848307376552839e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_output,12,40,0.02644625850953162,0.02692534402012825,0.027102172374725342,0.9996508255600929,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_output,24,40,0.02625845102593303,0.027261855080723763,0.0281242486089468,0.9996559575200081,3.05175790344947e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.05,ffn_output,29,40,0.025913779390975833,0.02744140662252903,0.02770819328725338,0.9996667817234993,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_hidden_post_gelu,0,40,0.02580121597275138,0.026488952338695526,0.026567257940769196,0.9996678039431572,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_hidden_post_gelu,12,40,0.025544894160702825,0.02720888890326023,0.02746637538075447,0.999675253033638,1.046316970132466e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_hidden_post_gelu,24,40,0.026499533327296376,0.02809349074959755,0.03684866800904274,0.9996498718857765,2.6157924594372163e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_hidden_post_gelu,29,40,0.026900133211165668,0.027934787794947624,0.02797660417854786,0.9996383383870124,4.185267880529864e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_input,0,40,0.026605852134525775,0.027444306761026382,0.02773786522448063,0.9996464505791665,2.136230523319682e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_input,12,40,0.026432703901082277,0.026952115818858147,0.02712211385369301,0.9996509775519371,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_input,24,40,0.02640731814317405,0.026855450123548508,0.02700870670378208,0.9996513530611992,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_input,29,40,0.026519350009039044,0.02707148902118206,0.02734624594449997,0.9996490150690078,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_output,0,40,0.026495060324668883,0.02699153870344162,0.02715878002345562,0.9996490433812142,1.4241536882764194e-05,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_output,12,40,0.026472749793902038,0.027313213795423508,0.027520865201950073,0.9996497005224227,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_output,24,40,0.02657016785815358,0.027604201808571815,0.028195098042488098,0.999647818505764,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.1,ffn_output,29,40,0.026264443714171647,0.027901649475097656,0.028630057349801064,0.9996569469571114,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_hidden_post_gelu,0,40,0.026605982845649124,0.027632128447294235,0.02789522334933281,0.9996467649936676,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_hidden_post_gelu,12,40,0.026551304291933774,0.028190389275550842,0.028330525383353233,0.9996483072638511,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_hidden_post_gelu,24,40,0.02686639460735023,0.02918136864900589,0.029392670840024948,0.9996389135718345,5.23158485066233e-07,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_hidden_post_gelu,29,40,0.026935293199494482,0.02830088883638382,0.02840409427881241,0.999637371301651,1.743861616887443e-07,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_input,0,40,0.02647740114480257,0.027213815599679947,0.02743191458284855,0.9996495902538299,4.069010537932627e-06,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_input,12,40,0.026673852140083908,0.027680981904268265,0.028293292969465256,0.9996446013450623,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_input,24,40,0.026591378077864648,0.0269989762455225,0.02703162655234337,0.9996465787291526,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_input,29,40,0.02700493955053389,0.027709638699889183,0.028115203604102135,0.9996359929442405,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_output,0,40,0.02646340159699321,0.02676563337445259,0.02714359387755394,0.9996500596404075,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_output,12,40,0.026793102733790874,0.027796242386102676,0.028402011841535568,0.9996414542198181,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_output,24,40,0.027306034369394182,0.028609083965420723,0.02981419488787651,0.9996283039450645,0.0,1.0
fp8_e4m3,tensor_branch_bucket,1.25,ffn_output,29,40,0.027189672784879805,0.029405435547232628,0.030826976522803307,0.9996320247650147,0.0,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_hidden_post_gelu,0,40,0.025550214666873218,0.026158221065998077,0.02631353959441185,0.9996761575341224,3.487723233774886e-07,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_hidden_post_gelu,12,40,0.025486959749832748,0.02731505036354065,0.02898946963250637,0.9996758475899696,2.092633940264932e-06,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_hidden_post_gelu,24,40,0.026766714453697205,0.030072122812271118,0.05120714008808136,0.9996328547596931,4.708426456545567e-06,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_hidden_post_gelu,29,40,0.027096509002149105,0.028585970401763916,0.028982825577259064,0.9996331334114075,9.068080476026808e-06,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_input,0,40,0.026990164117887617,0.029215870425105095,0.029831765219569206,0.9996355667710304,5.0862630814663135e-05,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_input,12,40,0.02624872946180403,0.026932787150144577,0.027113577350974083,0.9996558904647828,0.0,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_input,24,40,0.02645291080698371,0.02677096426486969,0.026815103366971016,0.9996502622961998,0.0,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_input,29,40,0.02632271102629602,0.02689552865922451,0.027129139751195908,0.9996540144085884,4.069010537932627e-06,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_output,0,40,0.02722398554906249,0.029788201674818993,0.030119076371192932,0.9996291384100914,4.679362118622521e-05,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_output,12,40,0.026345168985426427,0.026751894503831863,0.02679429017007351,0.9996530503034592,7.1207683504326266e-06,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_output,24,40,0.02652373304590583,0.02772841975092888,0.028401821851730347,0.9996489331126213,1.3224284248281038e-05,1.0
fp8_e4m3,tensor_bucket,1.0,ffn_output,29,40,0.025885710306465626,0.027341458946466446,0.02764344960451126,0.9996666252613068,0.0,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_hidden_post_gelu,0,40,0.025482483999803664,0.026154812425374985,0.02639560028910637,0.9996757671236992,3.487723233774886e-07,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_hidden_post_gelu,12,40,0.025484984228387474,0.027065560221672058,0.027899615466594696,0.9996763989329338,1.3950892935099545e-06,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_hidden_post_gelu,24,40,0.0268803458660841,0.028949489817023277,0.04252300411462784,0.9996366754174233,3.6621094636757334e-06,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_hidden_post_gelu,29,40,0.026944152312353253,0.027604326605796814,0.027784552425146103,0.9996378615498542,5.754743347097246e-06,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_input,0,40,0.026705498015508054,0.02782534807920456,0.028209200128912926,0.9996433094143867,3.153483121423051e-05,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_input,12,40,0.026156760333105922,0.026858193799853325,0.02711242251098156,0.9996581628918648,0.0,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_input,24,40,0.026490543177351354,0.026859581470489502,0.026873575523495674,0.999650490283966,0.0,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_input,29,40,0.026348493341356517,0.026885025203227997,0.027619902044534683,0.9996532246470451,0.0,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_output,0,40,0.026634791027754547,0.02783488854765892,0.02807098999619484,0.9996452465653419,2.848307376552839e-05,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_output,12,40,0.0264305230230093,0.026878945529460907,0.027132973074913025,0.9996508091688157,0.0,1.0
fp8_e4m3,tensor_bucket,1.05,ffn_output,24,40,0.026262082951143385,0.027261855080723763,0.0281242486089468,0.99965580701828,3.05175790344947e-06,1.0
