dataset,scope,method,retention_rate,samples,feature_nmse_mean,feature_nmse_median,feature_cosine_mean,boundary_mse_mean,fisher_weighted_nmse_mean,oracle_first_order_abs_mean,oracle_samples,stream_bits_mean,shared_bits_mean,effective_bits_mean,stream_bits_per_original_vector_mean,effective_bits_per_original_vector_mean,stream_bits_per_original_value_mean,effective_bits_per_original_value_mean,effective_compression_ratio_mean,break_even_samples_max,residual_budget_bits_mean,residual_spent_bits_mean,budget_error_bits_mean,budget_absolute_relative_error_mean,mode_drop,mode_rvq1,mode_rvq2,mode_exact,mode_drop_fraction,mode_rvq1_fraction,mode_rvq2_fraction,mode_exact_fraction,mean_rvq_depth_all_blocks,mean_rvq_depth_given_vq
chartqa,baseline,tile_risk_exception,0.25,120,0.36703899850447974,0.36594513058662415,0.7956697578231494,0.23705889781316122,0.340758491307497,0.08782762628106866,16,8388745.0,0.0,8388745.0,8192.1337890625,8192.1337890625,4.000065326690674,4.000065326690674,3.999934674376203,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chartqa,main,base_scalar_quant,0.125,120,0.6089173133174578,0.6067493855953217,0.6321959982315699,0.41711708530783653,0.5521022866169611,0.07876678183674812,16,1052672.0,0.0,1052672.0,1028.0,1028.0,0.501953125,0.501953125,31.875486381322958,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chartqa,main,base_scalar_quant,0.25,120,0.4899417864779631,0.49030429124832153,0.7207249447703361,0.30117289212842785,0.44006760641932485,0.11176121473545209,16,2105344.0,0.0,2105344.0,2056.0,2056.0,1.00390625,1.00390625,15.937743190661479,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chartqa,main,base_vq,0.125,120,0.7580897192160289,0.7527751326560974,0.49335477824012436,0.5653572710851829,0.6971810897191365,0.10110633689328097,16,1536.0,8454400.0,25020.444444444445,1.5,24.43402777777778,0.000732421875,0.011930677625868056,1341.0805741082847,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chartqa,main,base_vq,0.25,120,0.7232036451498668,0.7183088064193726,0.5274658744533857,0.5257752190033594,0.659956940015157,0.10099710784561466,16,3072.0,8454400.0,26556.444444444445,3.0,25.93402777777778,0.00146484375,0.012663099500868056,1263.513723390012,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
chartqa,main,base_vq_logic_router,0.125,120,0.7571543837587039,0.7530425190925598,0.49369413529833156,0.578863050788641,0.6959698955217998,0.12143142457352951,16,1400.7166666666667,75843975.0,212078.42500000002,1.3678873697916667,207.10783691406252,0.0006679137547810873,0.10112687349319459,158.21709351322684,3,249,248.71666666666667,-0.2833333333333333,0.0011378848728246318,29743,68,909,0,0.9681966145833333,0.0022135416666666666,0.02958984375,0.0,0.06139322916666667,1.9303991811668373
chartqa,main,base_vq_logic_router,0.25,120,0.7149845744172733,0.7081664800643921,0.5343380709489186,0.5331782991687457,0.6511461014548937,0.08894612363656051,16,2793.0,75844029.0,213470.85833333334,2.7275390625,208.46763509114584,0.0013318061828613281,0.10179083744684855,157.18507088965265,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
chartqa,main,base_vq_mlp_router,0.125,120,0.7591953213016193,0.7544345557689667,0.4916738035778205,0.5736947429676851,0.6983511437972386,0.1180203016847372,16,1401.0,75885984.0,212195.4,1.3681640625,207.2220703125,0.0006680488586425781,0.10118265151977539,158.12987463441715,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
chartqa,main,base_vq_mlp_router,0.25,120,0.7188730761408806,0.7124431729316711,0.5307713088889917,0.5322098895907402,0.6555824096004168,0.0861774716177024,16,2793.0,75885984.0,213587.4,2.7275390625,208.5814453125,0.0013318061828613281,0.10184640884399414,157.09930454699108,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
chartqa,main,base_vq_residual_rvq,0.125,120,0.7404296969374021,0.7341064810752869,0.5099408380687237,0.5562943724294503,0.67784653455019,0.1158095253049396,16,1401.0,75825664.0,212027.84444444443,1.3681640625,207.05844184027777,0.0006680488586425781,0.10110275480482313,158.254837179142,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
chartqa,main,base_vq_residual_rvq,0.25,120,0.698110165198644,0.6901181638240814,0.5494499487181504,0.5125541125734647,0.6331153690814972,0.09001484850887209,16,2793.0,75825664.0,213419.84444444443,2.7275390625,208.41781684027777,0.0013318061828613281,0.10176651212904188,157.22264294281496,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
chartqa,main,logic_router_fixed_slots,0.125,120,0.7623394081989924,0.7600768506526947,0.4886304818093777,0.5613622521360715,0.7021340514222781,0.11500628397334367,16,1336.0,75844039.0,212013.88611111112,1.3046875,207.04481065538195,0.000637054443359375,0.10109609895282322,158.2652561842811,3,249,184,-65,0.26104417670682734,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
chartqa,main,logic_router_fixed_slots,0.25,120,0.7211178819338481,0.7159106135368347,0.5287748398880164,0.5157429747283458,0.659320272008578,0.08620902191614732,16,2672.0,75844157.0,213350.2138888889,2.609375,208.34981825086805,0.00127410888671875,0.10173330969280667,157.2739552887202,3,489,368,-121,0.2474437627811861,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
chartqa,main,logic_router_fixed_slots_exact_fallback,0.125,120,0.7503730833530426,0.7469905912876129,0.5006451164682706,0.5425870577494304,0.6916801810264588,0.12110459513496608,16,525544.0,75844039.0,736221.8861111111,513.2265625,718.966685655382,0.2505989074707031,0.351057951980167,45.57652065634998,3,524457,524392,-65,0.00012393771081327927,29760,0,480,480,0.96875,0.0,0.015625,0.015625,0.03125,2.0
chartqa,main,logic_router_fixed_slots_exact_fallback,0.25,120,0.7079501753052075,0.7043414413928986,0.5410943220059077,0.5001059683660666,0.6479113325476646,0.07273288481519558,16,526880.0,75844157.0,737558.213888889,514.53125,720.2716932508681,0.2512359619140625,0.35169516272015044,45.49394389234594,3,524697,524576,-121,0.00023060928497780625,28800,0,1440,480,0.9375,0.0,0.046875,0.015625,0.09375,2.0
chartqa,reference,none,,120,0.0,0.0,1.0000000183780988,0.0,0.0,0.0,16,33554432.0,0.0,33554432.0,32768.0,32768.0,16.0,16.0,1.0,,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,ablation,base_vq_residual_rvq_unweighted,0.125,120,0.736574291686217,0.7318848669528961,0.5178684065739314,3.3401151458422342,0.6288671875993411,0.15632179903332144,16,1401.0,75825664.0,212027.84444444443,1.3681640625,207.05844184027777,0.0006680488586425781,0.10110275480482313,158.254837179142,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
gqa,ablation,base_vq_residual_rvq_unweighted,0.25,120,0.6948380594452223,0.6905633509159088,0.5547744659086068,3.0067587713400523,0.5876880124211311,0.14912278205156326,16,2793.0,75825664.0,213419.84444444443,2.7275390625,208.41781684027777,0.0013318061828613281,0.10176651212904188,157.22264294281496,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
gqa,baseline,tile_energy_exception,0.125,120,0.4562984267870585,0.45759759843349457,0.7371410141388576,2.0136050800482432,0.3945569030940533,0.1514915683073923,16,4194377.0,0.0,4194377.0,4096.0712890625,4096.0712890625,2.000034809112549,2.000034809112549,7.999860765973112,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,baseline,tile_energy_exception,0.25,120,0.3349751750628153,0.33683131635189056,0.8154420504967371,1.327752442161242,0.29006526693701745,0.16128786478657275,16,8388745.0,0.0,8388745.0,8192.1337890625,8192.1337890625,4.000065326690674,4.000065326690674,3.999934674376203,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,baseline,tile_lowpass,0.125,120,0.47019624561071394,0.47215257585048676,0.7274992396434148,2.0204882820447287,0.40731922288735706,0.1780941963661462,16,4194304.0,0.0,4194304.0,4096.0,4096.0,2.0,2.0,8.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,baseline,tile_lowpass,0.25,120,0.35156756614645324,0.35149748623371124,0.8050445412596067,1.3013814787069957,0.30573193207383154,0.15945692220702767,16,8388608.0,0.0,8388608.0,8192.0,8192.0,4.0,4.0,4.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,baseline,tile_risk_exception,0.125,120,0.4563284330070019,0.45759759843349457,0.7371196071306865,2.0112826963265737,0.3946037222941717,0.15021375834476203,16,4194377.0,0.0,4194377.0,4096.0712890625,4096.0712890625,2.000034809112549,2.000034809112549,7.999860765973112,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,baseline,tile_risk_exception,0.25,120,0.33503379027048746,0.33683131635189056,0.815404531856378,1.3300785770018895,0.2901177057375511,0.16105827502906322,16,8388745.0,0.0,8388745.0,8192.1337890625,8192.1337890625,4.000065326690674,4.000065326690674,3.999934674376203,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,main,base_scalar_quant,0.125,120,0.6132691805561383,0.6137681305408478,0.6366879815856615,2.6161916593710584,0.5121971912682056,0.17806477058911696,16,1052672.0,0.0,1052672.0,1028.0,1028.0,0.501953125,0.501953125,31.875486381322958,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,main,base_scalar_quant,0.25,120,0.5068900225063165,0.5082041919231415,0.7157462239265442,1.947037688891093,0.41948844542105995,0.16760379333572928,16,2105344.0,0.0,2105344.0,2056.0,2056.0,1.00390625,1.00390625,15.937743190661479,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,main,base_vq,0.125,120,0.7426815301179885,0.7394231855869293,0.5140070073306561,3.3288832644621533,0.635624294479688,0.1443137989845127,16,1536.0,8454400.0,25020.444444444445,1.5,24.43402777777778,0.000732421875,0.011930677625868056,1341.0805741082847,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,main,base_vq,0.25,120,0.7027320151527723,0.6989077627658844,0.5507803857326508,3.011498596270879,0.5963942378759384,0.14279013109626248,16,3072.0,8454400.0,26556.444444444445,3.0,25.93402777777778,0.00146484375,0.012663099500868056,1263.513723390012,1,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
gqa,main,base_vq_logic_router,0.125,120,0.7510044162472089,0.7477112412452698,0.5056900262832642,3.422134006023407,0.6438861802220345,0.1494914161739871,16,1400.6666666666667,75843975.0,212078.375,1.3678385416666667,207.1077880859375,0.0006678899129231771,0.10112684965133667,158.21713081503225,3,249,248.66666666666666,-0.3333333333333333,0.0013386880856760374,29740,80,900,0,0.9680989583333334,0.0026041666666666665,0.029296875,0.0,0.061197916666666664,1.9183673469387754
gqa,main,base_vq_logic_router,0.25,120,0.710280626018842,0.7069603800773621,0.5434604436159134,3.096063409248988,0.6040630266070366,0.13838871830375865,16,2793.0,75844029.0,213470.85833333334,2.7275390625,208.46763509114584,0.0013318061828613281,0.10179083744684855,157.18507088965265,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
gqa,main,base_vq_mlp_router,0.125,120,0.7512881462772687,0.7483940124511719,0.5055449850857258,3.4197748323281605,0.644202412168185,0.15332143555860966,16,1401.0,75885984.0,212195.4,1.3681640625,207.2220703125,0.0006680488586425781,0.10118265151977539,158.12987463441715,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
gqa,main,base_vq_mlp_router,0.25,120,0.7107070212562879,0.7067707180976868,0.5432315809031327,3.098866407076518,0.6045503715674082,0.14145596034359187,16,2793.0,75885984.0,213587.4,2.7275390625,208.5814453125,0.0013318061828613281,0.10184640884399414,157.09930454699108,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
gqa,main,base_vq_residual_rvq,0.125,120,0.7374859020113945,0.7332102954387665,0.5170454035202662,3.3461417218049365,0.6289150501290958,0.1557710359338671,16,1401.0,75825664.0,212027.84444444443,1.3681640625,207.05844184027777,0.0006680488586425781,0.10110275480482313,158.254837179142,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
gqa,main,base_vq_residual_rvq,0.25,120,0.6961630324522654,0.6909695267677307,0.5536267951130867,3.0138325154781342,0.5876431554555893,0.14654918148880824,16,2793.0,75825664.0,213419.84444444443,2.7275390625,208.41781684027777,0.0013318061828613281,0.10176651212904188,157.22264294281496,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
gqa,main,logic_router_fixed_slots,0.125,120,0.748094714184602,0.7443114221096039,0.5078076566259067,3.3491863648096722,0.6409875740607579,0.16228390426840633,16,1336.0,75844039.0,212013.88611111112,1.3046875,207.04481065538195,0.000637054443359375,0.10109609895282322,158.2652561842811,3,249,184,-65,0.26104417670682734,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
gqa,main,logic_router_fixed_slots,0.25,120,0.7058977817495664,0.7009171545505524,0.5461025379598141,3.0151631752649943,0.5998686641454697,0.14271220297086984,16,2672.0,75844157.0,213350.2138888889,2.609375,208.34981825086805,0.00127410888671875,0.10173330969280667,157.2739552887202,3,489,368,-121,0.2474437627811861,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
gqa,main,logic_router_fixed_slots_exact_fallback,0.125,120,0.7418515423933665,0.7389938831329346,0.5138345792889595,3.3102049867312116,0.6359467869003613,0.15699842222966254,16,525544.0,75844039.0,736221.8861111111,513.2265625,718.966685655382,0.2505989074707031,0.351057951980167,45.57652065634998,3,524457,524392,-65,0.00012393771081327927,29760,0,480,480,0.96875,0.0,0.015625,0.015625,0.03125,2.0
gqa,main,logic_router_fixed_slots_exact_fallback,0.25,120,0.7001026416818301,0.6968262195587158,0.5514108454187711,2.9927808622519176,0.5951993703842163,0.13762734574265778,16,526880.0,75844157.0,737558.213888889,514.53125,720.2716932508681,0.2512359619140625,0.35169516272015044,45.49394389234594,3,524697,524576,-121,0.00023060928497780625,28800,0,1440,480,0.9375,0.0,0.046875,0.015625,0.09375,2.0
gqa,reference,none,,120,0.0,0.0,0.9999999975164732,0.0,0.0,0.0,16,33554432.0,0.0,33554432.0,32768.0,32768.0,16.0,16.0,1.0,,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
textvqa,ablation,base_vq_residual_rvq_unweighted,0.125,120,0.7863845780491829,0.7825513482093811,0.4704160034656525,2.545252766708533,0.6858401631315549,0.3910375463019591,16,1401.0,75825664.0,212027.84444444443,1.3681640625,207.05844184027777,0.0006680488586425781,0.10110275480482313,158.254837179142,3,249,249,0,0.0,29760,0,960,0,0.96875,0.0,0.03125,0.0,0.0625,2.0
textvqa,ablation,base_vq_residual_rvq_unweighted,0.25,120,0.7528409163157145,0.7501712143421173,0.5040966937939326,2.375141341487567,0.6507483094930648,0.3554740298714023,16,2793.0,75825664.0,213419.84444444443,2.7275390625,208.41781684027777,0.0013318061828613281,0.10176651212904188,157.22264294281496,3,489,489,0,0.0,28800,0,1920,0,0.9375,0.0,0.0625,0.0,0.125,2.0
textvqa,baseline,tile_energy_exception,0.125,120,0.4967886810501417,0.4900651276111603,0.7088731015721957,1.5761068801085154,0.43651183098554613,0.7399825534084812,16,4194377.0,0.0,4194377.0,4096.0712890625,4096.0712890625,2.000034809112549,2.000034809112549,7.999860765973112,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
