topology,selector,exact_fraction,exact_group_count,cell_count,active_read_ratio,leaf_only_read_ratio,visual_mean,visual_p95,visual_worst,visual_worst_head,full_mean,full_p95,full_worst,selected_visual_mass_mean,upper_tail_fraction_mean,tail_bound_log10_looseness_mean
spatial_7x7,exact_mass,1.0,32,72,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spatial_7x7,oracle_local,0.125,4,72,0.8888888888888888,8.0,0.4180283519542879,0.7359824925661088,0.8015175461769104,2.185236930847168,0.0584940716055118,0.113504334166646,0.1404179632663726,0.4209800403979089,0.999890329109298,10.581135034561155
spatial_7x7,oracle_local,0.25,8,72,0.8,4.0,0.2264194246381521,0.3879583597183227,0.4512360394001007,1.2365096807479858,0.0403225663531985,0.0797457054257392,0.0961927697062492,0.6081357250610987,0.9997284561395644,10.634894596205818
spatial_7x7,oracle_local,0.5,16,72,0.6666666666666666,2.0,0.0909005865299453,0.1541948653757572,0.1785772740840912,0.3980661928653717,0.0194115330620358,0.0400434259325265,0.0470555089414119,0.8243737270434698,0.999102730717924,10.67482652929094
spatial_7x7,oracle_local,0.625,20,72,0.6153846153846154,1.6,0.0569420966009298,0.096492950990796,0.1119712442159652,0.2545378506183624,0.0125906434550415,0.0267643827944994,0.0308186244219541,0.8913828192485703,0.9984131414029334,10.663256532616083
spatial_7x7,oracle_local,0.75,24,72,0.5714285714285714,1.3333333333333333,0.0322819733474817,0.0560022803023457,0.064612291753292,0.1686789244413375,0.0073190814841331,0.015853225486353,0.0180768147110939,0.9413574619425668,0.996902963353528,10.627945482730864
spatial_7x7,oracle_local,1.0,32,72,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spatial_7x7,quest_box_bound,0.125,4,72,6.87719298245614,8.0,0.5712240017536614,0.9716204196214676,1.1429706811904907,2.402556896209717,0.0664641704772495,0.1160024113953113,0.1430569440126419,0.3039205264714029,0.9998854357335304,10.098966088559893
spatial_7x7,quest_box_bound,0.25,8,72,3.69811320754717,4.0,0.3926944353928168,0.7227901071310044,0.8140140771865845,1.709503173828125,0.0489472767286416,0.085871198028326,0.1032939031720161,0.4866300581230057,0.9997131095992194,9.94545865058899
spatial_7x7,quest_box_bound,0.5,16,72,1.9215686274509804,2.0,0.1924428561081489,0.3338862106204033,0.6315342783927917,1.4762195348739624,0.0263631174004533,0.044465366192162,0.0547195151448249,0.7358083062701755,0.999025250474612,9.756460944811504
spatial_7x7,quest_box_bound,0.625,20,72,1.549407114624506,1.6,0.1355981685014234,0.2424294598400593,0.5900065898895264,1.4762067794799805,0.0180646809296579,0.0303530927747488,0.0374885611236095,0.8246466310487853,0.998242316974534,9.650496708022224
spatial_7x7,quest_box_bound,0.75,24,72,1.2980132450331126,1.3333333333333333,0.0862149027590122,0.1731103800237179,0.2278151512145996,0.8110517263412476,0.0113782362604979,0.0186563638970255,0.0211828965693712,0.8968276745743222,0.9963703718450334,9.533287756972843
spatial_7x7,quest_box_bound,1.0,32,72,0.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
