split,cell,method,density,family,generators,records,aggregate_output_relative_l2,worst_record_output_relative_l2,subspace_overlap_mean,dynamic_scalars,dynamic_scalar_ratio_to_rank_basis,extra_work_ratio,aggregate_quality_gate,worst_quality_gate,work_gate,generator_gate,payload_gate,requested_gate_pass,anti_tautology_gate_pass
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,16,72,0.0016842922977516332,0.007166522353951401,0.8059098772119154,48,0.0234375,0.00049126221001221,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,2,72,0.001684301205483384,0.007166522353951401,0.8058907714229266,6,0.0029296875,0.0004887582036019536,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,4,72,0.0016842940064993072,0.007166522353951401,0.8059029930520683,12,0.005859375,0.0004891159188034188,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,8,72,0.0016842922977516332,0.007166522353951401,0.8059098772119154,24,0.01171875,0.0004898313492063492,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,1,72,0.001612984115311622,0.006877725542190222,0.8403914298770495,128,0.0625,0.0005036630036630037,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,16,72,0.0009857616290531042,0.004008543329691167,1.0,2048,1.0,0.0007326007326007326,True,True,True,True,False,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,2,72,0.00153480947743361,0.00656539279105319,0.8675754799750506,256,0.125,0.0005189255189255189,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,4,72,0.00139303202792354,0.006015969305561231,0.9159036748018384,512,0.25,0.0005494505494505495,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,8,72,0.0011413836801245076,0.004562327915728316,0.9714418116426516,1024,0.5,0.0006105006105006105,True,True,True,True,False,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,1,72,0.0016785098382971926,0.00715806866741514,0.8061880017746844,56,0.02734375,0.0005647130647130648,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,16,72,0.0015156693885296903,0.006591117733246248,0.8216101671657107,896,0.4375,0.0017094017094017094,True,True,True,True,False,True,False
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,2,72,0.0016726289389673095,0.007146152717030959,0.8065216178246042,112,0.0546875,0.000641025641025641,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,4,72,0.0016563648445245354,0.0071145759351196585,0.8075611476642078,224,0.109375,0.0007936507936507937,True,True,True,True,True,True,True
prompt_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,8,72,0.0016196312411034346,0.006991936891137437,0.8102583146291277,448,0.21875,0.001098901098901099,True,True,True,True,True,True,True
prompt_holdout,layer14_step00_early,contribution_norm,0.125,adaptive,0,72,0.03695958669718941,0.07806887535645941,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.125,frozen,0,72,0.2037296806693453,0.42479968020463665,0.3579177071334267,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.125,full_procrustes,128,72,0.03695958669718941,0.07806887535645941,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,adaptive,0,72,0.023465382763004434,0.0526488464645844,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,frozen,0,72,0.14081199451859935,0.3025207880999754,0.35719947070287944,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step00_early,contribution_norm,0.25,full_procrustes,128,72,0.023465382763004434,0.0526488464645844,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,adaptive,0,72,0.037460642654833044,0.1226212059063052,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,frozen,0,72,0.1289667593791948,0.37548562294746335,0.26771721109578556,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.125,full_procrustes,128,72,0.037460642654833044,0.1226212059063052,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,adaptive,0,72,0.01770933901312834,0.05424654917733436,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,frozen,0,72,0.07813189403143268,0.2898339675504192,0.26273685969188487,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step09_middle,contribution_norm,0.25,full_procrustes,128,72,0.01770933901312834,0.05424654917733436,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,adaptive,0,72,0.03133928877997492,0.08977055622368112,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,frozen,0,72,0.08878159300677022,0.2736604659324481,0.28140064237031104,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.125,full_procrustes,128,72,0.03133928877997492,0.08977055622368112,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,adaptive,0,72,0.012319053696562924,0.0361913261709731,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,frozen,0,72,0.04692585445931057,0.15313175510497037,0.2799027453202936,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
prompt_holdout,layer14_step19_late,contribution_norm,0.25,full_procrustes,128,72,0.012319053696562924,0.0361913261709731,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,adaptive,0,72,0.002712778948141795,0.009928288380893808,1.0,2048,1.0,0.0014652014652014652,True,True,True,True,False,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,1,72,0.0222746147765636,0.10268925076129763,0.6115458350011447,64,0.03125,0.0004998473748473748,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,16,72,0.00567247355345198,0.02767580942541187,0.7017768723884936,1024,0.5,0.0006715506715506716,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,2,72,0.016205732680909794,0.05918727397127904,0.6081919274576874,128,0.0625,0.0005112942612942613,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,4,72,0.010388925488124458,0.04522519847356865,0.6138383799856998,256,0.125,0.0005341880341880342,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,butterfly,8,72,0.0077119000545402775,0.029181053092095524,0.6456170722357865,512,0.25,0.00057997557997558,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,1,72,0.011401902789441537,0.05118018906353636,0.6220360031969052,319,0.15576171875,0.0006372100122100122,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,16,72,0.00827736409383863,0.0443716855491409,0.5732137202337374,5104,2.4921875,0.0028693528693528696,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,2,72,0.009377074970544871,0.038997164179226766,0.6336787466298976,638,0.3115234375,0.000786019536019536,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,4,72,0.007752212927584497,0.030546484815775307,0.652297257039169,1276,0.623046875,0.0010836385836385837,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,dcd,8,72,0.007129661342443063,0.03329755331239886,0.6532110292100396,2552,1.24609375,0.001678876678876679,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,frozen,0,72,0.03076812832142304,0.1452278047756794,0.6511627895757389,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,full_procrustes,128,72,0.002712778948141795,0.009928288380893808,1.0,2048,1.0,0.0014652014652014652,True,True,True,False,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,1,72,0.02991347066427534,0.1452278047756794,0.6510471070879144,3,0.00146484375,0.000488579346001221,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,16,72,0.024779692239853626,0.1452278047756794,0.6490736207486366,48,0.0234375,0.00049126221001221,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,2,72,0.029299927711593326,0.1452278047756794,0.6508040127091863,6,0.0029296875,0.0004887582036019536,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,4,72,0.028351769193445633,0.1452278047756794,0.6506225808977142,12,0.005859375,0.0004891159188034188,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,givens,8,72,0.026791045200580867,0.1452278047756794,0.64996721549327,24,0.01171875,0.0004898313492063492,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,1,72,0.027844198160136325,0.14371271055414747,0.6793285213196192,128,0.0625,0.0005036630036630037,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,16,72,0.002712778948141795,0.009928288380893808,1.0,2048,1.0,0.0007326007326007326,True,True,True,True,False,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,2,72,0.025861889799638108,0.13147307788060986,0.7071274507631,256,0.125,0.0005189255189255189,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,4,72,0.02268494943650014,0.11804922539834987,0.7559368810874953,512,0.25,0.0005494505494505495,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,householder,8,72,0.01673106465128623,0.09894291595775602,0.8480009920672597,1024,0.5,0.0006105006105006105,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,1,72,0.023037083715264056,0.09988736916802256,0.6200737863220929,56,0.02734375,0.0005647130647130648,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,16,72,0.005926073040363562,0.025675770711341247,0.6920867577867335,896,0.4375,0.0017094017094017094,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,2,72,0.014142897035283946,0.05817629512828639,0.5745438800824834,112,0.0546875,0.000641025641025641,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,4,72,0.01061543865499686,0.04585426937296031,0.6134876714124469,224,0.109375,0.0007936507936507937,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.125,orthogonal_bcm,8,72,0.008326552412552465,0.03259107721406362,0.6336269644510383,448,0.21875,0.001098901098901099,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,adaptive,0,72,0.000999478418732335,0.004008543329691168,1.0,2048,1.0,0.0014652014652014652,True,True,True,True,False,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,1,72,0.0129845400757372,0.06206666602020143,0.6225621116292128,64,0.03125,0.0004998473748473748,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,16,72,0.0026270916957646245,0.013032538140734021,0.7040380739034136,1024,0.5,0.0006715506715506716,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,2,72,0.008715402502062335,0.04075223321229396,0.6097625578561674,128,0.0625,0.0005112942612942613,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,4,72,0.0043480357770568955,0.01668764421470331,0.614305557831561,256,0.125,0.0005341880341880342,True,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,butterfly,8,72,0.00322748875343389,0.012213992848889688,0.6475434480074767,512,0.25,0.00057997557997558,True,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,1,72,0.004883717829762948,0.018909796967229168,0.6279928876509557,319,0.15576171875,0.0006372100122100122,True,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,16,72,0.004461275747322607,0.027848725520933024,0.5887634668850964,5104,2.4921875,0.0028693528693528696,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,2,72,0.004073727996581274,0.015136422726838546,0.6378166563765715,638,0.3115234375,0.000786019536019536,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,4,72,0.003563964887992912,0.014931443057898989,0.6555253023107328,1276,0.623046875,0.0010836385836385837,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,dcd,8,72,0.0034492603878598714,0.016625296592423996,0.6589380484284412,2552,1.24609375,0.001678876678876679,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,frozen,0,72,0.01816918749331232,0.08176134244471012,0.6529472310282838,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,full_procrustes,128,72,0.000999478418732335,0.004008543329691168,1.0,2048,1.0,0.0014652014652014652,True,True,True,False,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,1,72,0.017589356387150944,0.08176134244471012,0.6525053454994292,3,0.00146484375,0.000488579346001221,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,16,72,0.013819525259566793,0.08176134244471012,0.6512968693197689,48,0.0234375,0.00049126221001221,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,2,72,0.017167229066183218,0.08176134244471012,0.6521359434299346,6,0.0029296875,0.0004887582036019536,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,4,72,0.01647317333413834,0.08176134244471012,0.6517974482192386,12,0.005859375,0.0004891159188034188,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,givens,8,72,0.01534623402154081,0.08176134244471012,0.6515354772174978,24,0.01171875,0.0004898313492063492,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,1,72,0.016506285555147195,0.08056075327187845,0.6804617035085572,128,0.0625,0.0005036630036630037,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,16,72,0.000999478418732335,0.004008543329691168,1.0,2048,1.0,0.0007326007326007326,True,True,True,True,False,True,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,2,72,0.01590611260582973,0.08038922653864874,0.7090019869010383,256,0.125,0.0005189255189255189,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,4,72,0.014455603565904562,0.07907610044576013,0.7587638286328409,512,0.25,0.0005494505494505495,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,householder,8,72,0.010668608337901299,0.06566745800898548,0.8497673450680803,1024,0.5,0.0006105006105006105,False,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,1,72,0.013255963621842202,0.061056981015279566,0.6309184160082144,56,0.02734375,0.0005647130647130648,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,16,72,0.002673554027573383,0.012400649614923324,0.6923169662968464,896,0.4375,0.0017094017094017094,True,False,True,True,False,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,2,72,0.00677694450671471,0.026775840638981568,0.5807465118647278,112,0.0546875,0.000641025641025641,False,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,4,72,0.004413339964560392,0.017693947729311103,0.6157268356563305,224,0.109375,0.0007936507936507937,True,False,True,True,True,False,False
seed_holdout,layer00_step00_capacity_control,contribution_norm,0.25,orthogonal_bcm,8,72,0.0034105909106612966,0.012542096384192531,0.6311706998109067,448,0.21875,0.001098901098901099,True,False,True,True,True,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,adaptive,0,72,0.03427203152849156,0.07099409414293244,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,frozen,0,72,0.11163353037733902,0.21510371302681164,0.4860826039056959,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.125,full_procrustes,128,72,0.03427203152849156,0.07099409414293244,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,adaptive,0,72,0.02196809154210205,0.05024675500611067,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,frozen,0,72,0.07473615146302243,0.18367774458281616,0.49456037617114756,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
seed_holdout,layer14_step00_early,contribution_norm,0.25,full_procrustes,128,72,0.02196809154210205,0.05024675500611067,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,adaptive,0,72,0.037804161340940716,0.12662887327344158,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,frozen,0,72,0.12288661480501248,0.3969078808366746,0.289769731996758,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.125,full_procrustes,128,72,0.037804161340940716,0.12662887327344158,1.0,2048,1.0,0.0014652014652014652,False,False,True,False,False,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.25,adaptive,0,72,0.01854942828069491,0.05353855802167424,1.0,2048,1.0,0.0014652014652014652,False,False,True,True,False,False,False
seed_holdout,layer14_step09_middle,contribution_norm,0.25,frozen,0,72,0.07251562581268343,0.25887838612320946,0.29260509731403506,0,0.0,0.0004884004884004884,False,False,True,True,True,False,False
